idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,PagDiagnosiDiGravidanza,DataAnalisiPag,NumeroCampionePag
-9223372036723832358,-9223372036848620211,21,BZ,C4,11,9,6,2018,POSITIVA,2018-06-09,117.0
-9223372036723832360,-9223372036848631475,21,BZ,C4,11,9,6,2018,POSITIVA,2018-06-09,115.0
-9223372036723832373,-9223372036848614998,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,264.0
-9223372036723832376,-9223372036848622159,21,BZ,C4,11,10,6,2018,NEGATIVA,2018-06-10,263.0
-9223372036723832391,-9223372036848654124,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,227.0
-9223372036723832392,-9223372036848654777,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,229.0
-9223372036723832396,-9223372036849089200,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,253.0
-9223372036723832474,-9223372036848628905,21,BZ,C4,11,22,6,2018,POSITIVA,2018-06-22,187.0
-9223372036723832478,-9223372036848633530,21,BZ,C4,11,22,6,2018,NEGATIVA,2018-06-22,194.0
-9223372036723832480,-9223372036848635952,21,BZ,C4,11,22,6,2018,POSITIVA,2018-06-22,180.0
-9223372036723832490,-9223372036848647187,21,BZ,C4,11,22,6,2018,NEGATIVA,2018-06-22,166.0
-9223372036723832659,-9223372036848631436,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,186.0
-9223372036723832667,-9223372036848639316,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,182.0
-9223372036723832675,-9223372036848649510,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,170.0
-9223372036723832728,-9223372036848634455,21,BZ,C4,11,20,6,2018,NEGATIVA,2018-06-20,150.0
-9223372036723832731,-9223372036848637248,21,BZ,C4,11,23,6,2018,POSITIVA,2018-06-23,87.0
-9223372036723832732,-9223372036848637274,21,BZ,C4,11,23,6,2018,RIVEDIBILE,2018-06-23,84.0
-9223372036723832756,-9223372036848623759,21,BZ,C4,11,25,6,2018,NEGATIVA,2018-06-25,78.0
-9223372036723832760,-9223372036848659653,21,BZ,C4,11,25,6,2018,NEGATIVA,2018-06-25,73.0
-9223372036723832926,-9223372036848615584,21,BZ,C4,11,18,6,2018,POSITIVA,2018-06-18,130.0
-9223372036723832927,-9223372036848624212,21,BZ,C4,11,18,6,2018,NEGATIVA,2018-06-18,129.0
-9223372036723833014,-9223372036848635940,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,66.0
-9223372036723833021,-9223372036848626001,21,BZ,C4,11,12,6,2018,NEGATIVA,2018-06-12,153.0
-9223372036723833064,-9223372036848661935,21,BZ,C4,11,29,6,2018,POSITIVA,2018-06-29,127.0
-9223372036723833107,-9223372036848628886,21,BZ,C4,11,8,6,2018,POSITIVA,2018-06-08,53.0
-9223372036723833110,-9223372036848646874,21,BZ,C4,11,8,6,2018,POSITIVA,2018-06-08,51.0
-9223372036723833111,-9223372036848649683,21,BZ,C4,11,8,6,2018,POSITIVA,2018-06-08,44.0
-9223372036723833116,-9223372036849124549,21,BZ,C4,11,8,6,2018,POSITIVA,2018-06-08,48.0
-9223372036723833184,-9223372036848625959,21,BZ,C4,11,30,6,2018,POSITIVA,2018-06-30,38.0
-9223372036723833186,-9223372036848636677,21,BZ,C4,11,30,6,2018,POSITIVA,2018-06-30,35.0
-9223372036723833209,-9223372036848630589,21,BZ,C4,11,29,6,2018,NEGATIVA,2018-06-29,137.0
-9223372036723833212,-9223372036848642075,21,BZ,C4,11,29,6,2018,POSITIVA,2018-06-29,135.0
-9223372036723833223,-9223372036848617581,21,BZ,C4,11,7,6,2018,POSITIVA,2018-06-07,127.0
-9223372036723833226,-9223372036848627112,21,BZ,C4,11,7,6,2018,NEGATIVA,2018-06-07,123.0
-9223372036723833327,-9223372036848617580,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,60.0
-9223372036723833331,-9223372036848627154,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,58.0
-9223372036723833346,-9223372036848644058,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,53.0
-9223372036723833357,-9223372036848644080,21,BZ,C4,11,10,6,2018,NEGATIVA,2018-06-10,51.0
-9223372036723833367,-9223372036848657771,21,BZ,C4,11,10,6,2018,NEGATIVA,2018-06-10,38.0
-9223372036723833373,-9223372036848659016,21,BZ,C4,11,10,6,2018,NEGATIVA,2018-06-10,40.0
-9223372036723833383,-9223372036848649796,21,BZ,C4,11,8,6,2018,POSITIVA,2018-06-08,24.0
-9223372036723833409,-9223372036848617567,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,84.0
-9223372036723833428,-9223372036848618065,21,BZ,C4,11,29,6,2018,POSITIVA,2018-06-29,53.0
-9223372036723833438,-9223372036848656002,21,BZ,C4,11,29,6,2018,POSITIVA,2018-06-29,37.0
-9223372036723833572,-9223372036848636165,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,28.0
-9223372036723833575,-9223372036848636166,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,27.0
-9223372036723833578,-9223372036849137588,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,30.0
-9223372036723833687,-9223372036848650028,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,47.0
-9223372036723833712,-9223372036848648397,21,BZ,C4,11,17,6,2018,POSITIVA,2018-06-17,58.0
-9223372036723833716,-9223372036848630578,21,BZ,C4,11,20,6,2018,POSITIVA,2018-06-20,67.0
-9223372036723833732,-9223372036848615462,21,BZ,C4,11,17,6,2018,POSITIVA,2018-06-17,23.0
-9223372036723833733,-9223372036848633473,21,BZ,C4,11,17,6,2018,POSITIVA,2018-06-17,24.0
-9223372036723833815,-9223372036848639257,21,BZ,C4,11,22,6,2018,POSITIVA,2018-06-22,9.0
-9223372036723833818,-9223372036848633508,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,13.0
-9223372036723833819,-9223372036848636346,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,10.0
-9223372036723833852,-9223372036848619024,21,BZ,C4,11,5,6,2018,POSITIVA,2018-06-05,129.0
-9223372036723833856,-9223372036848647487,21,BZ,C4,11,5,6,2018,NEGATIVA,2018-06-05,103.0
-9223372036723834070,-9223372036848626187,21,BZ,C4,11,30,6,2018,NEGATIVA,2018-06-30,95.0
-9223372036723834071,-9223372036848630997,21,BZ,C4,11,30,6,2018,POSITIVA,2018-06-30,93.0
-9223372036723834166,-9223372036848633342,21,BZ,C4,11,15,6,2018,POSITIVA,2018-06-15,160.0
-9223372036723834180,-9223372036848631190,21,BZ,C4,11,23,6,2018,NEGATIVA,2018-06-23,73.0
-9223372036723834221,-9223372036848613541,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,50.0
-9223372036723834230,-9223372036848625977,21,BZ,C4,11,3,6,2018,POSITIVA,2018-06-03,87.0
-9223372036723834232,-9223372036848646966,21,BZ,C4,11,3,6,2018,POSITIVA,2018-06-03,76.0
-9223372036723834233,-9223372036848646967,21,BZ,C4,11,3,6,2018,RIVEDIBILE,2018-06-03,77.0
-9223372036723834235,-9223372036848650413,21,BZ,C4,11,3,6,2018,POSITIVA,2018-06-03,75.0
-9223372036723834238,-9223372036848658177,21,BZ,C4,11,3,6,2018,POSITIVA,2018-06-03,65.0
-9223372036723834310,-9223372036848613522,21,BZ,C4,11,30,6,2018,POSITIVA,2018-06-30,60.0
-9223372036723834312,-9223372036848620076,21,BZ,C4,11,30,6,2018,NEGATIVA,2018-06-30,58.0
-9223372036723834318,-9223372036848652935,21,BZ,C4,11,30,6,2018,POSITIVA,2018-06-30,42.0
-9223372036723834321,-9223372036848658753,21,BZ,C4,11,30,6,2018,NEGATIVA,2018-06-30,37.0
-9223372036723834323,-9223372036848625997,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,23.0
-9223372036723834335,-9223372036848654994,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,15.0
-9223372036723834382,-9223372036848640418,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,139.0
-9223372036723834383,-9223372036848652953,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,131.0
-9223372036723834386,-9223372036848660788,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,121.0
-9223372036723834677,-9223372036848640893,21,BZ,C4,11,26,6,2018,POSITIVA,2018-06-26,331.0
-9223372036723834680,-9223372036848653100,21,BZ,C4,11,26,6,2018,POSITIVA,2018-06-26,308.0
-9223372036723834682,-9223372036848658439,21,BZ,C4,11,26,6,2018,NEGATIVA,2018-06-26,291.0
-9223372036723834695,-9223372036848629150,21,BZ,C4,11,15,6,2018,NEGATIVA,2018-06-15,52.0
-9223372036723834702,-9223372036849137348,21,BZ,C4,11,15,6,2018,POSITIVA,2018-06-15,53.0
-9223372036723834747,-9223372036848640896,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,130.0
-9223372036723834824,-9223372036848614001,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,287.0
-9223372036723834829,-9223372036848618653,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,284.0
-9223372036723834838,-9223372036848642812,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,262.0
-9223372036723834850,-9223372036848659708,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,229.0
-9223372036723834853,-9223372036848662419,21,BZ,C4,11,21,6,2018,NEGATIVA,2018-06-21,192.0
-9223372036723834857,-9223372036848623736,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,22.0
-9223372036723834974,-9223372036848629493,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,207.0
-9223372036723834976,-9223372036848633525,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,209.0
-9223372036723835032,-9223372036848645206,21,BZ,C4,11,6,6,2018,RIVEDIBILE,2018-06-06,78.0
-9223372036723835033,-9223372036848648885,21,BZ,C4,11,6,6,2018,POSITIVA,2018-06-06,84.0
-9223372036723835081,-9223372036848660920,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,58.0
-9223372036723835152,-9223372036848622169,21,BZ,C4,11,13,6,2018,POSITIVA,2018-06-13,61.0
-9223372036723835155,-9223372036848631478,21,BZ,C4,11,13,6,2018,POSITIVA,2018-06-13,57.0
-9223372036723835176,-9223372036848630212,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,319.0
-9223372036723835181,-9223372036848649540,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,301.0
-9223372036723835183,-9223372036848649571,21,BZ,C4,11,14,6,2018,NEGATIVA,2018-06-14,299.0
-9223372036723835191,-9223372036848657317,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,281.0
-9223372036723835208,-9223372036848652742,21,BZ,C4,11,3,6,2018,POSITIVA,2018-06-03,68.0
-9223372036723835219,-9223372036848634278,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,61.0
-9223372036723835221,-9223372036848649578,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,54.0
-9223372036723835241,-9223372036849156038,21,BZ,C4,11,8,6,2018,POSITIVA,2018-06-08,102.0
-9223372036723835294,-9223372036848623323,21,BZ,C4,11,7,6,2018,POSITIVA,2018-06-07,120.0
-9223372036723835430,-9223372036848641329,21,BZ,C4,11,5,6,2018,POSITIVA,2018-06-05,12.0
-9223372036723835481,-9223372036848631108,21,BZ,C4,11,15,6,2018,POSITIVA,2018-06-15,45.0
-9223372036723835513,-9223372036848631112,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,62.0
-9223372036723835514,-9223372036848639905,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,61.0
-9223372036723835520,-9223372036848638690,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,12.0
-9223372036723835524,-9223372036848632635,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,7.0
-9223372036723835568,-9223372036848648366,21,BZ,C4,11,3,6,2018,NEGATIVA,2018-06-03,38.0
-9223372036723835569,-9223372036848657691,21,BZ,C4,11,3,6,2018,NEGATIVA,2018-06-03,32.0
-9223372036723835610,-9223372036848618096,21,BZ,C4,11,6,6,2018,POSITIVA,2018-06-06,40.0
-9223372036723835648,-9223372036848626517,21,BZ,C4,11,17,6,2018,POSITIVA,2018-06-17,80.0
-9223372036723835658,-9223372036848618110,21,BZ,C4,11,7,6,2018,POSITIVA,2018-06-07,64.0
-9223372036723835707,-9223372036848638712,21,BZ,C4,11,6,6,2018,NEGATIVA,2018-06-06,130.0
-9223372036723835716,-9223372036848659818,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,89.0
-9223372036723835748,-9223372036848618500,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,17.0
-9223372036723835754,-9223372036848644621,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,16.0
-9223372036723835756,-9223372036848648341,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,15.0
-9223372036723835937,-9223372036848622140,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,54.0
-9223372036723836014,-9223372036848618471,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,101.0
-9223372036723836018,-9223372036848627075,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,99.0
-9223372036723836019,-9223372036848627076,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,100.0
-9223372036723836198,-9223372036848643352,21,BZ,C4,11,29,6,2018,POSITIVA,2018-06-29,101.0
-9223372036723836243,-9223372036848619103,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,78.0
-9223372036723836245,-9223372036848643351,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,72.0
-9223372036723836626,-9223372036848640629,21,BZ,C4,11,7,6,2018,NEGATIVA,2018-06-07,23.0
-9223372036723836632,-9223372036848618393,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,52.0
-9223372036723836674,-9223372036848640303,21,BZ,C4,11,26,6,2018,POSITIVA,2018-06-26,51.0
-9223372036723836694,-9223372036848632295,21,BZ,C4,11,25,6,2018,NEGATIVA,2018-06-25,64.0
-9223372036723836777,-9223372036848618920,21,BZ,C4,11,21,6,2018,NEGATIVA,2018-06-21,83.0
-9223372036723836781,-9223372036848630191,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,79.0
-9223372036723836844,-9223372036848633051,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,22.0
-9223372036723836861,-9223372036848623365,21,BZ,C4,11,27,6,2018,POSITIVA,2018-06-27,27.0
-9223372036723837021,-9223372036848622406,21,BZ,C4,11,5,6,2018,POSITIVA,2018-06-05,72.0
-9223372036723837124,-9223372036848653906,21,BZ,C4,11,7,6,2018,POSITIVA,2018-06-07,68.0
-9223372036723837126,-9223372036848660448,21,BZ,C4,11,7,6,2018,POSITIVA,2018-06-07,65.0
-9223372036723837162,-9223372036848648720,21,BZ,C4,11,26,6,2018,POSITIVA,2018-06-26,135.0
-9223372036723837204,-9223372036848660664,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,6.0
-9223372036723837211,-9223372036848647713,21,BZ,C4,11,10,6,2018,NEGATIVA,2018-06-10,16.0
-9223372036723837213,-9223372036848660674,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,10.0
-9223372036723837289,-9223372036848629719,21,BZ,C4,11,4,6,2018,NEGATIVA,2018-06-04,58.0
-9223372036723837297,-9223372036848639083,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,53.0
-9223372036723837563,-9223372036848638931,21,BZ,C4,11,19,6,2018,POSITIVA,2018-06-19,161.0
-9223372036723837639,-9223372036848643073,21,BZ,C4,11,23,6,2018,POSITIVA,2018-06-23,124.0
-9223372036723837641,-9223372036848652317,21,BZ,C4,11,23,6,2018,RIVEDIBILE,2018-06-23,115.0
-9223372036723837739,-9223372036848631795,21,BZ,C4,11,9,6,2018,POSITIVA,2018-06-09,37.0
-9223372036723837743,-9223372036848649857,21,BZ,C4,11,9,6,2018,NEGATIVA,2018-06-09,29.0
-9223372036723837852,-9223372036848623155,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,123.0
-9223372036723837855,-9223372036848620833,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,108.0
-9223372036723837860,-9223372036848643495,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,101.0
-9223372036723837868,-9223372036848640597,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,121.0
-9223372036723837869,-9223372036848645589,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,116.0
-9223372036723837879,-9223372036848615969,21,BZ,C4,11,9,6,2018,POSITIVA,2018-06-09,104.0
-9223372036723837886,-9223372036848620862,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,146.0
-9223372036723837900,-9223372036848653079,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,129.0
-9223372036723837908,-9223372036848643487,21,BZ,C4,11,11,6,2018,NEGATIVA,2018-06-11,75.0
-9223372036723837944,-9223372036848634619,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,27.0
-9223372036723837951,-9223372036848629116,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,100.0
-9223372036723838067,-9223372036848661889,21,BZ,C4,11,3,6,2018,POSITIVA,2018-06-03,77.0
-9223372036723838276,-9223372036848642854,21,BZ,C4,11,23,6,2018,RIVEDIBILE,2018-06-23,130.0
-9223372036723839737,-9223372036848649535,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,80.0
-9223372036723846673,-9223372036848631007,36,MO,C4,11,28,6,2018,NEGATIVA,2018-06-28,6.0
-9223372036723849412,-9223372036849053038,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031231.0
-9223372036723849418,-9223372036849081749,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031297.0
-9223372036723849420,-9223372036849088245,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031024.0
-9223372036723849423,-9223372036850028521,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031379.0
-9223372036723849424,-9223372036850028546,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031312.0
-9223372036723849426,-9223372036850034575,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031326.0
-9223372036723849429,-9223372036850034829,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031486.0
-9223372036723849431,-9223372036850034885,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76030981.0
-9223372036723865504,-9223372036850528036,16,BG,C4,11,13,6,2018,NEGATIVA,2018-06-13,11455494.0
-9223372036723822861,-9223372036848635986,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,68.0
-9223372036723822872,-9223372036848641652,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,56.0
-9223372036723822873,-9223372036848642059,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,65.0
-9223372036723822875,-9223372036848642554,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,45.0
-9223372036723822916,-9223372036849114884,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,57.0
-9223372036723822917,-9223372036849119466,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,29.0
-9223372036723822919,-9223372036849127520,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,27.0
-9223372036723825975,-9223372036848640663,21,BZ,C4,11,3,10,2018,NEGATIVA,2018-10-03,2.0
-9223372036723827032,-9223372036848625615,21,BZ,C4,11,18,10,2018,NEGATIVA,2018-10-18,65.0
-9223372036723827079,-9223372036848617508,21,BZ,C4,11,23,10,2018,POSITIVA,2018-10-23,55.0
-9223372036723828366,-9223372036848620508,21,BZ,C4,11,10,10,2018,POSITIVA,2018-10-10,22.0
-9223372036723828369,-9223372036848630449,21,BZ,C4,11,10,10,2018,NEGATIVA,2018-10-10,19.0
-9223372036723828373,-9223372036848636159,21,BZ,C4,11,10,10,2018,NEGATIVA,2018-10-10,17.0
-9223372036723828702,-9223372036849146634,21,BZ,C4,11,24,10,2018,POSITIVA,2018-10-24,78.0
-9223372036723828708,-9223372036848628908,21,BZ,C4,11,23,10,2018,POSITIVA,2018-10-23,9.0
-9223372036723829243,-9223372036848656629,21,BZ,C4,11,22,10,2018,NEGATIVA,2018-10-22,36.0
-9223372036723829727,-9223372036848646662,21,BZ,C4,11,5,10,2018,NEGATIVA,2018-10-05,121.0
-9223372036723829942,-9223372036848625536,21,BZ,C4,11,1,10,2018,POSITIVA,2018-10-01,36.0
-9223372036723829998,-9223372036848658407,21,BZ,C4,11,31,10,2018,POSITIVA,2018-10-31,175.0
-9223372036723830001,-9223372036849155477,21,BZ,C4,11,31,10,2018,NEGATIVA,2018-10-31,172.0
-9223372036723830914,-9223372036848619442,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,34.0
-9223372036723830918,-9223372036848651948,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,32.0
-9223372036723830919,-9223372036848662074,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,27.0
-9223372036723831495,-9223372036848630327,21,BZ,C4,11,1,10,2018,POSITIVA,2018-10-01,29.0
-9223372036723831505,-9223372036848642994,21,BZ,C4,11,28,10,2018,POSITIVA,2018-10-28,77.0
-9223372036723831609,-9223372036848615818,21,BZ,C4,11,15,10,2018,POSITIVA,2018-10-15,201.0
-9223372036723831635,-9223372036848656806,21,BZ,C4,11,15,10,2018,POSITIVA,2018-10-15,405301.0
-9223372036723831678,-9223372036848633569,21,BZ,C4,11,9,10,2018,RIVEDIBILE,2018-10-09,95.0
-9223372036723831969,-9223372036848607243,21,BZ,C4,11,30,10,2018,POSITIVA,2018-10-30,242.0
-9223372036723831976,-9223372036848640058,21,BZ,C4,11,30,10,2018,POSITIVA,2018-10-30,224.0
-9223372036723831980,-9223372036848648736,21,BZ,C4,11,30,10,2018,POSITIVA,2018-10-30,244.0
-9223372036723832264,-9223372036848620244,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,46.0
-9223372036723832265,-9223372036848636526,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,41.0
-9223372036723832266,-9223372036848636812,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,40.0
-9223372036723832282,-9223372036848639306,21,BZ,C4,11,5,10,2018,POSITIVA,2018-10-05,208.0
-9223372036723832287,-9223372036848662556,21,BZ,C4,11,5,10,2018,POSITIVA,2018-10-05,126.0
-9223372036723832322,-9223372036848639325,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,80.0
-9223372036723832461,-9223372036848622131,21,BZ,C4,11,17,10,2018,POSITIVA,2018-10-17,89.0
-9223372036723832463,-9223372036848622156,21,BZ,C4,11,17,10,2018,NEGATIVA,2018-10-17,91.0
-9223372036723832466,-9223372036848657116,21,BZ,C4,11,17,10,2018,RIVEDIBILE,2018-10-17,56.0
-9223372036723832470,-9223372036848610549,21,BZ,C4,11,13,10,2018,NEGATIVA,2018-10-13,183.0
-9223372036723832479,-9223372036848635950,21,BZ,C4,11,13,10,2018,POSITIVA,2018-10-13,168114.0
-9223372036723832502,-9223372036848662076,21,BZ,C4,11,13,10,2018,NEGATIVA,2018-10-13,197.0
-9223372036723832548,-9223372036848656124,21,BZ,C4,11,19,10,2018,POSITIVA,2018-10-19,143.0
-9223372036723832596,-9223372036848647902,21,BZ,C4,11,23,10,2018,POSITIVA,2018-10-23,100.0
-9223372036723832650,-9223372036848614986,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,192.0
-9223372036723832651,-9223372036848617071,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,193.0
-9223372036723832665,-9223372036848639315,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,185.0
-9223372036723832682,-9223372036848662379,21,BZ,C4,11,18,10,2018,NEGATIVA,2018-10-18,124.0
-9223372036723832684,-9223372036848662539,21,BZ,C4,11,18,10,2018,NEGATIVA,2018-10-18,107.0
-9223372036723832685,-9223372036849110281,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,180.0
-9223372036723832700,-9223372036849105758,21,BZ,C4,11,19,10,2018,POSITIVA,2018-10-19,163.0
-9223372036723832703,-9223372036848613549,21,BZ,C4,11,31,10,2018,RIVEDIBILE,2018-10-31,227.0
-9223372036723832711,-9223372036848634423,21,BZ,C4,11,29,10,2018,POSITIVA,2018-10-29,272.0
-9223372036723832754,-9223372036848623759,21,BZ,C4,11,23,10,2018,POSITIVA,2018-10-23,78.0
-9223372036723832757,-9223372036848631125,21,BZ,C4,11,23,10,2018,POSITIVA,2018-10-23,77.0
-9223372036723833216,-9223372036848651139,21,BZ,C4,11,14,10,2018,POSITIVA,2018-10-14,132.0
-9223372036723833255,-9223372036848627134,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,72.0
-9223372036723833261,-9223372036848627143,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,71.0
-9223372036723833270,-9223372036848657788,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,54.0
-9223372036723833286,-9223372036848636800,21,BZ,C4,11,31,10,2018,POSITIVA,2018-10-31,78.0
-9223372036723833290,-9223372036848626504,21,BZ,C4,11,31,10,2018,POSITIVA,2018-10-31,49.0
-9223372036723833298,-9223372036848648140,21,BZ,C4,11,29,10,2018,POSITIVA,2018-10-29,30.0
-9223372036723833435,-9223372036848646424,21,BZ,C4,11,15,10,2018,POSITIVA,2018-10-15,46.0
-9223372036723833461,-9223372036848618070,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,64.0
-9223372036723833514,-9223372036848622493,21,BZ,C4,11,14,10,2018,POSITIVA,2018-10-14,55.0
-9223372036723833516,-9223372036848646429,21,BZ,C4,11,14,10,2018,POSITIVA,2018-10-14,49.0
-9223372036723833534,-9223372036848654234,21,BZ,C4,11,13,10,2018,POSITIVA,2018-10-13,116.0
-9223372036723833536,-9223372036848618889,21,BZ,C4,11,16,10,2018,NEGATIVA,2018-10-16,48.0
-9223372036723833539,-9223372036848632808,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,46.0
-9223372036723833548,-9223372036848657028,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,35.0
-9223372036723833593,-9223372036848658006,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,62.0
-9223372036723833596,-9223372036848623794,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,144.0
-9223372036723833599,-9223372036848636168,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,142.0
-9223372036723833601,-9223372036848640404,21,BZ,C4,11,16,10,2018,NEGATIVA,2018-10-16,138.0
-9223372036723833603,-9223372036848645607,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,134.0
-9223372036723833660,-9223372036848640388,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,59.0
-9223372036723833664,-9223372036848650578,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,48.0
-9223372036723833719,-9223372036848630601,21,BZ,C4,11,5,10,2018,POSITIVA,2018-10-05,65.0
-9223372036723833723,-9223372036848642057,21,BZ,C4,11,5,10,2018,NEGATIVA,2018-10-05,61.0
-9223372036723833726,-9223372036848649372,21,BZ,C4,11,5,10,2018,NEGATIVA,2018-10-05,59.0
-9223372036723833862,-9223372036848616430,21,BZ,C4,11,26,10,2018,NEGATIVA,2018-10-26,74.0
