"idMisuraPrimaria","idAnimale","codiceIstat","siglaProvincia","codiceSpecieAIA","codiceRazzaAIA","giorno","mese","anno","DataIdentificazioneUnivoca","IdentificazioneSoggetto"
-9223372035105259520,-9223372036830271488,16,"BG","C4",11,8,12,2021,"2021-12-08",-9223372036830271488
-9223372035217246208,-9223372036830228480,22,"TN","C4",11,22,12,2021,"2021-12-22",-9223372036830228480
-9223372035217254400,-9223372036830235648,14,"SO","C4",11,15,12,2021,"2021-12-15",-9223372036830235648
-9223372035219028992,-9223372036830446592,13,"CO","C4",11,6,12,2021,"2021-12-06",-9223372036830447616
-9223372035220089856,-9223372036830252032,14,"SO","C4",11,27,12,2021,"2021-12-27",-9223372036830252032
-9223372035220152320,-9223372036830253056,14,"SO","C4",11,30,12,2021,"2021-12-30",-9223372036830252032
-9223372035222604800,-9223372036830274560,22,"TN","C4",11,21,12,2021,"2021-12-21",-9223372036830275584
-9223372035229977600,-9223372036830324736,22,"TN","C4",11,12,12,2021,"2021-12-12",-9223372036830323712
-9223372035248657408,-9223372036830491648,24,"VI","C4",11,3,12,2021,"2021-12-03",-9223372036830491648
-9223372035260696576,-9223372036830577664,22,"TN","C4",11,1,12,2021,"2021-12-01",-9223372036830577664
-9223372035261584384,-9223372036830579712,26,"TV","C4",11,1,12,2021,"2021-12-01",-9223372036830579712
-9223372029344379904,-9223372036829767680,31,"GO","C4",11,26,1,2022,"2022-01-26",-9223372036829767680
-9223372032762147840,-9223372036829888512,23,"VR","C4",11,20,1,2022,"2022-01-20",-9223372036829888512
-9223372033089500160,-9223372036822562816,12,"VA","C4",11,19,1,2022,"2022-01-19",-9223372036822563840
-9223372033328729088,-9223372036830136320,14,"SO","C4",11,5,1,2022,"2022-01-05",-9223372036830136320
-9223372033328772096,-9223372036829887488,14,"SO","C4",11,14,1,2022,"2022-01-14",-9223372036829888512
-9223372033345925120,-9223372036829795328,67,"TE","C4",11,1,1,2022,"2022-01-01",-9223372036829796352
-9223372033686944768,-9223372036829816832,93,"PN","C4",11,15,1,2022,"2022-01-15",-9223372036829815808
-9223372033781259264,-9223372036829325312,96,"BI","C4",11,22,1,2022,"2022-01-22",-9223372036829324288
-9223372033781260288,-9223372036830081024,96,"BI","C4",11,6,1,2022,"2022-01-06",-9223372036830080000
-9223372034021321728,-9223372036829891584,13,"CO","C4",11,10,1,2022,"2022-01-10",-9223372036829891584
-9223372034049997824,-9223372036829167616,21,"BZ","C4",11,27,1,2022,"2022-01-27",-9223372036829167616
-9223372034212040704,-9223372036828909568,22,"TN","C4",11,26,1,2022,"2022-01-26",-9223372036828909568
-9223372034272974848,-9223372036829009920,17,"BS","C4",11,31,1,2022,"2022-01-31",-9223372036829009920
-9223372034277580800,-9223372036830135296,37,"BO","C4",11,10,1,2022,"2022-01-10",-9223372036830136320
-9223372034283520000,-9223372036829848576,17,"BS","C4",11,19,1,2022,"2022-01-19",-9223372036829847552
-9223372034289092608,-9223372036829846528,21,"BZ","C4",11,21,1,2022,"2022-01-21",-9223372036829847552
-9223372034296933376,-9223372036829842432,13,"CO","C4",11,3,1,2022,"2022-01-03",-9223372036829842432
-9223372034308484096,-9223372036829759488,21,"BZ","C4",11,28,1,2022,"2022-01-28",-9223372036829759488
-9223372034324005888,-9223372036829826048,16,"BG","C4",11,25,1,2022,"2022-01-25",-9223372036829826048
-9223372034325181440,-9223372036829774848,30,"UD","C4",11,17,1,2022,"2022-01-17",-9223372036829775872
-9223372034326343680,-9223372036829255680,14,"SO","C4",11,23,1,2022,"2022-01-23",-9223372036829255680
-9223372034326497280,-9223372036829731840,21,"BZ","C4",11,31,1,2022,"2022-01-31",-9223372036829731840
-9223372034329601024,-9223372036829825024,17,"BS","C4",11,22,1,2022,"2022-01-22",-9223372036829824000
-9223372034445435904,-9223372036829897728,21,"BZ","C4",11,20,1,2022,"2022-01-20",-9223372036829897728
-9223372034446654464,-9223372036829734912,22,"TN","C4",11,13,1,2022,"2022-01-13",-9223372036829735936
-9223372034451590144,-9223372036829902848,25,"BL","C4",11,16,1,2022,"2022-01-16",-9223372036829903872
-9223372034453175296,-9223372036829869056,16,"BG","C4",11,20,1,2022,"2022-01-20",-9223372036829868032
-9223372034458936320,-9223372036829827072,21,"BZ","C4",11,15,1,2022,"2022-01-15",-9223372036829828096
-9223372034644011008,-9223372036829821952,30,"UD","C4",11,22,1,2022,"2022-01-22",-9223372036829821952
-9223372034778762240,-9223372036829835264,22,"TN","C4",11,25,1,2022,"2022-01-25",-9223372036829836288
-9223372034785850368,-9223372036829851648,24,"VI","C4",11,21,1,2022,"2022-01-21",-9223372036829851648
-9223372034957877248,-9223372036830162944,22,"TN","C4",11,4,1,2022,"2022-01-04",-9223372036830163968
-9223372034986128384,-9223372036829872128,22,"TN","C4",11,5,1,2022,"2022-01-05",-9223372036829872128
-9223372034992586752,-9223372036830204928,68,"PE","C4",11,10,1,2022,"2022-01-10",-9223372036830203904
-9223372035055003648,-9223372036829904896,22,"TN","C4",11,2,1,2022,"2022-01-02",-9223372036829903872
-9223372035081134080,-9223372036829953024,96,"BI","C4",11,10,1,2022,"2022-01-10",-9223372036829952000
-9223372035084502016,-9223372036830060544,22,"TN","C4",11,1,1,2022,"2022-01-01",-9223372036830059520
-9223372035085012992,-9223372036830061568,22,"TN","C4",11,1,1,2022,"2022-01-01",-9223372036830061568
-9223372035087254528,-9223372036830088192,22,"TN","C4",11,2,1,2022,"2022-01-02",-9223372036830088192
-9223372035093818368,-9223372036830130176,22,"TN","C4",11,6,1,2022,"2022-01-06",-9223372036830130176
-9223372035098333184,-9223372036830152704,22,"TN","C4",11,11,1,2022,"2022-01-11",-9223372036830151680
-9223372035103610880,-9223372036830192640,16,"BG","C4",11,7,1,2022,"2022-01-07",-9223372036830191616
-9223372031839191040,-9223372036829014016,14,"SO","C4",11,26,2,2022,"2022-02-26",-9223372036829014016
-9223372032146714624,-9223372036831640576,16,"BG","C4",11,1,2,2022,"2022-02-01",-9223372036831639552
-9223372033126302720,-9223372036829326336,57,"RI","C4",11,6,2,2022,"2022-02-06",-9223372036829326336
-9223372033685908480,-9223372036829125632,93,"PN","C4",11,16,2,2022,"2022-02-16",-9223372036829125632
-9223372034174546944,-9223372036828992512,17,"BS","C4",11,25,2,2022,"2022-02-25",-9223372036828991488
-9223372034189380608,-9223372036829153280,14,"SO","C4",11,18,2,2022,"2022-02-18",-9223372036829152256
-9223372034224464896,-9223372036828892160,93,"PN","C4",11,10,2,2022,"2022-02-10",-9223372036828892160
-9223372034232394752,-9223372036829138944,1,"TO","C4",11,20,2,2022,"2022-02-20",-9223372036829139968
-9223372034242084864,-9223372036829085696,21,"BZ","C4",11,25,2,2022,"2022-02-25",-9223372036829085696
-9223372034243652608,-9223372036829050880,22,"TN","C4",11,28,2,2022,"2022-02-28",-9223372036829051904
-9223372034243652608,-9223372036829219840,22,"TN","C4",11,11,2,2022,"2022-02-11",-9223372036829219840
-9223372034256132096,-9223372036828940288,21,"BZ","C4",11,21,2,2022,"2022-02-21",-9223372036828940288
-9223372034256362496,-9223372036829106176,14,"SO","C4",11,19,2,2022,"2022-02-19",-9223372036829106176
-9223372034262578176,-9223372036828973056,22,"TN","C4",11,20,2,2022,"2022-02-20",-9223372036828972032
-9223372034263226368,-9223372036829070336,17,"BS","C4",11,26,2,2022,"2022-02-26",-9223372036829070336
-9223372034264771584,-9223372036829132800,13,"CO","C4",11,10,2,2022,"2022-02-10",-9223372036829131776
-9223372034265934848,-9223372036828997632,14,"SO","C4",11,25,2,2022,"2022-02-25",-9223372036828997632
-9223372034270031872,-9223372036829110272,22,"TN","C4",11,20,2,2022,"2022-02-20",-9223372036829110272
-9223372034277608448,-9223372036829194240,37,"BO","C4",11,12,2,2022,"2022-02-12",-9223372036829194240
-9223372034279985152,-9223372036829043712,21,"BZ","C4",11,1,2,2022,"2022-02-01",-9223372036829043712
-9223372034282931200,-9223372036829053952,4,"CN","C4",11,17,2,2022,"2022-02-17",-9223372036829053952
-9223372034283520000,-9223372036829054976,17,"BS","C4",11,28,2,2022,"2022-02-28",-9223372036829056000
-9223372034285453312,-9223372036829131776,22,"TN","C4",11,6,2,2022,"2022-02-06",-9223372036829131776
-9223372034288542720,-9223372036829079552,22,"TN","C4",11,27,2,2022,"2022-02-27",-9223372036829079552
-9223372034290092032,-9223372036829083648,24,"VI","C4",11,27,2,2022,"2022-02-27",-9223372036829083648
-9223372034296655872,-9223372036829739008,17,"BS","C4",11,1,2,2022,"2022-02-01",-9223372036829740032
-9223372034299876352,-9223372036830708736,30,"UD","C4",11,24,2,2022,"2022-02-24",-9223372036830707712
-9223372034302249984,-9223372036829123584,22,"TN","C4",11,5,2,2022,"2022-02-05",-9223372036829123584
-9223372034308391936,-9223372036829733888,21,"BZ","C4",11,3,2,2022,"2022-02-03",-9223372036829733888
-9223372034308497408,-9223372036829280256,21,"BZ","C4",11,7,2,2022,"2022-02-07",-9223372036829280256
-9223372034310889472,-9223372036829161472,22,"TN","C4",11,5,2,2022,"2022-02-05",-9223372036829160448
-9223372034312601600,-9223372036829174784,22,"TN","C4",11,3,2,2022,"2022-02-03",-9223372036829175808
-9223372034323082240,-9223372036829230080,22,"TN","C4",11,10,2,2022,"2022-02-10",-9223372036829230080
-9223372034328168448,-9223372036829257728,22,"TN","C4",11,11,2,2022,"2022-02-11",-9223372036829257728
-9223372034330277888,-9223372036829276160,16,"BG","C4",11,6,2,2022,"2022-02-06",-9223372036829276160
-9223372034407449600,-9223372036829353984,21,"BZ","C4",11,6,2,2022,"2022-02-06",-9223372036829353984
-9223372034444989440,-9223372036829720576,30,"UD","C4",11,2,2,2022,"2022-02-02",-9223372036829719552
-9223372031912651776,-9223372036828837888,21,"BZ","C4",11,3,3,2022,"2022-03-03",-9223372036828837888
-9223372032618814464,-9223372036828552192,22,"TN","C4",11,31,3,2022,"2022-03-31",-9223372036828552192
-9223372033328497664,-9223372036822814720,21,"BZ","C4",11,30,3,2022,"2022-03-30",-9223372036822815744
-9223372033353153536,-9223372036828805120,16,"BG","C4",11,22,3,2022,"2022-03-22",-9223372036828804096
-9223372033671877632,-9223372036828709888,22,"TN","C4",11,16,3,2022,"2022-03-16",-9223372036828709888
-9223372033675356160,-9223372036829037568,103,"VB","C4",11,2,3,2022,"2022-03-02",-9223372036829037568
-9223372033726593024,-9223372036828779520,21,"BZ","C4",11,17,3,2022,"2022-03-17",-9223372036828779520
-9223372033780210688,-9223372036828818432,22,"TN","C4",11,24,3,2022,"2022-03-24",-9223372036828818432
-9223372033781259264,-9223372036828797952,96,"BI","C4",11,12,3,2022,"2022-03-12",-9223372036828797952
-9223372033801457664,-9223372036828749824,54,"PG","C4",11,3,3,2022,"2022-03-03",-9223372036828749824
-9223372034152768512,-9223372036828775424,21,"BZ","C4",11,26,3,2022,"2022-03-26",-9223372036828776448
-9223372034176069632,-9223372036828910592,13,"CO","C4",11,5,3,2022,"2022-03-05",-9223372036828911616
-9223372034181419008,-9223372036828725248,22,"TN","C4",11,27,3,2022,"2022-03-27",-9223372036828724224
-9223372034182200320,-9223372036828661760,21,"BZ","C4",11,31,3,2022,"2022-03-31",-9223372036828661760
-9223372034182200320,-9223372036828924928,21,"BZ","C4",11,13,3,2022,"2022-03-13",-9223372036828923904
-9223372034183946240,-9223372036828786688,22,"TN","C4",11,17,3,2022,"2022-03-17",-9223372036828787712
-9223372034184068096,-9223372036828802048,10,"GE","C4",11,19,3,2022,"2022-03-19",-9223372036828802048
-9223372034185380864,-9223372036828956672,22,"TN","C4",11,3,3,2022,"2022-03-03",-9223372036828955648
-9223372034189534208,-9223372036828821504,21,"BZ","C4",11,16,3,2022,"2022-03-16",-9223372036828821504
-9223372034206940160,-9223372036828703744,22,"TN","C4",11,30,3,2022,"2022-03-30",-9223372036828703744
-9223372034212337664,-9223372036828729344,21,"BZ","C4",11,14,3,2022,"2022-03-14",-9223372036828728320
-9223372034217829376,-9223372036828767232,13,"CO","C4",11,23,3,2022,"2022-03-23",-9223372036828768256
-9223372034222602240,-9223372036828987392,22,"TN","C4",11,3,3,2022,"2022-03-03",-9223372036828988416
-9223372034225281024,-9223372036828817408,22,"TN","C4",11,7,3,2022,"2022-03-07",-9223372036828816384
-9223372034233640960,-9223372036828832768,22,"TN","C4",11,6,3,2022,"2022-03-06",-9223372036828831744
-9223372034238035968,-9223372036828852224,22,"TN","C4",11,20,3,2022,"2022-03-20",-9223372036828852224
-9223372034248771584,-9223372036828903424,26,"TV","C4",11,17,3,2022,"2022-03-17",-9223372036828904448
-9223372034253080576,-9223372036830911488,13,"CO","C4",11,15,3,2022,"2022-03-15",-9223372036830912512
-9223372034253421568,-9223372036828923904,16,"BG","C4",11,10,3,2022,"2022-03-10",-9223372036828923904
-9223372034264192000,-9223372036832237568,24,"VI","C4",11,9,3,2022,"2022-03-09",-9223372036832237568
-9223372034266056704,-9223372036828984320,22,"TN","C4",11,2,3,2022,"2022-03-02",-9223372036828984320
-9223372031120232448,-9223372036824125440,21,"BZ","C4",11,25,4,2022,"2022-04-25",-9223372036824124416
-9223372032739807232,-9223372036827623424,16,"BG","C4",11,25,4,2022,"2022-04-25",-9223372036827624448
-9223372033007301632,-9223372036828686336,37,"BO","C4",11,3,4,2022,"2022-04-03",-9223372036828686336
-9223372033351183360,-9223372036822709248,67,"TE","C4",11,30,4,2022,"2022-04-30",-9223372036822708224
-9223372033746170880,-9223372036827641856,2,"VC","C4",11,21,4,2022,"2022-04-21",-9223372036827641856
-9223372033755009024,-9223372036822827008,21,"BZ","C4",11,29,4,2022,"2022-04-29",-9223372036822828032
-9223372033755025408,-9223372036822842368,21,"BZ","C4",11,30,4,2022,"2022-04-30",-9223372036822842368
-9223372033755026432,-9223372036828563456,21,"BZ","C4",11,19,4,2022,"2022-04-19",-9223372036828564480
-9223372033755988992,-9223372036828605440,17,"BS","C4",11,8,4,2022,"2022-04-08",-9223372036828604416
-9223372033769563136,-9223372036822801408,21,"BZ","C4",11,23,4,2022,"2022-04-23",-9223372036822800384
-9223372033769563136,-9223372036827648000,21,"BZ","C4",11,23,4,2022,"2022-04-23",-9223372036827648000
-9223372033770047488,-9223372036828628992,4,"CN","C4",11,12,4,2022,"2022-04-12",-9223372036828627968
-9223372033774019584,-9223372036822917120,17,"BS","C4",11,29,4,2022,"2022-04-29",-9223372036822916096
-9223372033774019584,-9223372036825109504,17,"BS","C4",11,25,4,2022,"2022-04-25",-9223372036825109504
-9223372033780210688,-9223372036828587008,22,"TN","C4",11,17,4,2022,"2022-04-17",-9223372036828588032
-9223372033785863168,-9223372036822912000,22,"TN","C4",11,15,4,2022,"2022-04-15",-9223372036822912000
-9223372033801457664,-9223372036822794240,54,"PG","C4",11,30,4,2022,"2022-04-30",-9223372036822794240
-9223372033818032128,-9223372036822848512,17,"BS","C4",11,27,4,2022,"2022-04-27",-9223372036822847488
-9223372033820709888,-9223372036828640256,21,"BZ","C4",11,11,4,2022,"2022-04-11",-9223372036828640256
-9223372033895073792,-9223372036828676096,21,"BZ","C4",11,6,4,2022,"2022-04-06",-9223372036828676096
-9223372034012453888,-9223372036824606720,26,"TV","C4",11,29,4,2022,"2022-04-29",-9223372036824607744
-9223372034030861312,-9223372036825100288,30,"UD","C4",11,20,4,2022,"2022-04-20",-9223372036825100288
-9223372034059397120,-9223372036828685312,4,"CN","C4",11,7,4,2022,"2022-04-07",-9223372036828684288
-9223372034066922496,-9223372036826094592,22,"TN","C4",11,25,4,2022,"2022-04-25",-9223372036826095616
-9223372034147111936,-9223372036828684288,1,"TO","C4",11,4,4,2022,"2022-04-04",-9223372036828684288
-9223372034153410560,-9223372036828572672,36,"MO","C4",11,1,4,2022,"2022-04-01",-9223372036828571648
-9223372034154910720,-9223372036828679168,22,"TN","C4",11,2,4,2022,"2022-04-02",-9223372036828680192
-9223372034156888064,-9223372036828557312,22,"TN","C4",11,21,4,2022,"2022-04-21",-9223372036828556288
-9223372034158351360,-9223372036828558336,2,"VC","C4",11,8,4,2022,"2022-04-08",-9223372036828558336
-9223372034166255616,-9223372036828721152,21,"BZ","C4",11,1,4,2022,"2022-04-01",-9223372036828720128
-9223372034173347840,-9223372036828625920,24,"VI","C4",11,14,4,2022,"2022-04-14",-9223372036828625920
-9223372034206496768,-9223372036829242368,1,"TO","C4",11,1,4,2022,"2022-04-01",-9223372036829242368
-9223372031249170432,-9223372036806420480,25,"BL","C4",11,13,5,2022,"2022-05-13",-9223372036806420480
-9223372032636223488,-9223372036822816768,17,"BS","C4",11,10,5,2022,"2022-05-10",-9223372036822815744
-9223372032739793920,-9223372036822563840,16,"BG","C4",11,22,5,2022,"2022-05-22",-9223372036822563840
-9223372032747982848,-9223372036822732800,22,"TN","C4",11,2,5,2022,"2022-05-02",-9223372036822731776
-9223372033007301632,-9223372036822795264,37,"BO","C4",11,6,5,2022,"2022-05-06",-9223372036822796288
-9223372033018067968,-9223372036822830080,13,"CO","C4",11,1,5,2022,"2022-05-01",-9223372036822830080
-9223372033054446592,-9223372036822560768,13,"CO","C4",11,16,5,2022,"2022-05-16",-9223372036822559744
-9223372033144413184,-9223372036822815744,17,"BS","C4",11,3,5,2022,"2022-05-03",-9223372036822815744
-9223372033144413184,-9223372036822679552,17,"BS","C4",11,18,5,2022,"2022-05-18",-9223372036822679552
-9223372033235753984,-9223372036822623232,16,"BG","C4",11,18,5,2022,"2022-05-18",-9223372036822624256
-9223372033336219648,-9223372036822779904,16,"BG","C4",11,7,5,2022,"2022-05-07",-9223372036822779904
-9223372033482864640,-9223372036822423552,67,"TE","C4",11,14,5,2022,"2022-05-14",-9223372036822423552
-9223372033482866688,-9223372036822461440,67,"TE","C4",11,14,5,2022,"2022-05-14",-9223372036822460416
-9223372033621455872,-9223372036822599680,1,"TO","C4",11,14,5,2022,"2022-05-14",-9223372036822599680
-9223372033701665792,-9223372036822571008,2,"VC","C4",11,20,5,2022,"2022-05-20",-9223372036822572032
-9223372033704748032,-9223372036822636544,21,"BZ","C4",11,23,5,2022,"2022-05-23",-9223372036822635520
-9223372033729710080,-9223372036822489088,21,"BZ","C4",11,23,5,2022,"2022-05-23",-9223372036822488064
-9223372033731090432,-9223372036822718464,24,"VI","C4",11,8,5,2022,"2022-05-08",-9223372036822718464
-9223372033743137792,-9223372036822749184,22,"TN","C4",11,3,5,2022,"2022-05-03",-9223372036822748160
-9223372033755988992,-9223372036822745088,17,"BS","C4",11,6,5,2022,"2022-05-06",-9223372036822744064
-9223372033765839872,-9223372036822835200,1,"TO","C4",11,1,5,2022,"2022-05-01",-9223372036822836224
-9223372033767748608,-9223372036822822912,4,"CN","C4",11,4,5,2022,"2022-05-04",-9223372036822823936
-9223372033769566208,-9223372036822652928,21,"BZ","C4",11,9,5,2022,"2022-05-09",-9223372036822651904
-9223372033771011072,-9223372036822660096,22,"TN","C4",11,20,5,2022,"2022-05-20",-9223372036822660096
-9223372033775740928,-9223372036822682624,14,"SO","C4",11,19,5,2022,"2022-05-19",-9223372036822683648
-9223372033780210688,-9223372036822701056,22,"TN","C4",11,16,5,2022,"2022-05-16",-9223372036822700032
-9223372033784363008,-9223372036822763520,21,"BZ","C4",11,9,5,2022,"2022-05-09",-9223372036822763520
-9223372033794496512,-9223372036831505408,30,"UD","C4",11,11,5,2022,"2022-05-11",-9223372036831504384
-9223372032523704320,-9223372036810555392,22,"TN","C4",11,11,6,2022,"2022-06-11",-9223372036810556416
-9223372033007271936,-9223372036822482944,37,"BO","C4",11,8,6,2022,"2022-06-08",-9223372036822483968
-9223372033011314688,-9223372036811940864,17,"BS","C4",11,29,6,2022,"2022-06-29",-9223372036811939840
-9223372033144412160,-9223372036822526976,17,"BS","C4",11,1,6,2022,"2022-06-01",-9223372036822528000
-9223372033194714112,-9223372036822450176,13,"CO","C4",11,10,6,2022,"2022-06-10",-9223372036822450176
-9223372033239260160,-9223372036810503168,25,"BL","C4",11,4,6,2022,"2022-06-04",-9223372036810504192
-9223372033278754816,-9223372036817175552,21,"BZ","C4",11,14,6,2022,"2022-06-14",-9223372036817175552
-9223372033278839808,-9223372036814303232,21,"BZ","C4",11,27,6,2022,"2022-06-27",-9223372036814304256
-9223372033326893056,-9223372036811941888,17,"BS","C4",11,25,6,2022,"2022-06-25",-9223372036811941888
-9223372033336643584,-9223372036822429696,21,"BZ","C4",11,15,6,2022,"2022-06-15",-9223372036822429696
-9223372033442351104,-9223372036817183744,21,"BZ","C4",11,22,6,2022,"2022-06-22",-9223372036817183744
-9223372033442724864,-9223372036817704960,21,"BZ","C4",11,21,6,2022,"2022-06-21",-9223372036817703936
-9223372033442725888,-9223372036812681216,21,"BZ","C4",11,20,6,2022,"2022-06-20",-9223372036812680192
-9223372033482615808,-9223372036814145536,67,"TE","C4",11,15,6,2022,"2022-06-15",-9223372036814145536
-9223372033528162304,-9223372036815542272,21,"BZ","C4",11,29,6,2022,"2022-06-29",-9223372036815542272
-9223372033528761344,-9223372036815563776,21,"BZ","C4",11,25,6,2022,"2022-06-25",-9223372036815563776
-9223372033531288576,-9223372036822508544,16,"BG","C4",11,1,6,2022,"2022-06-01",-9223372036822507520
-9223372033539313664,-9223372036815955968,22,"TN","C4",11,25,6,2022,"2022-06-25",-9223372036815955968
-9223372033539314688,-9223372036817182720,22,"TN","C4",11,20,6,2022,"2022-06-20",-9223372036817183744
-9223372033575307264,-9223372036817390592,16,"BG","C4",11,24,6,2022,"2022-06-24",-9223372036817391616
-9223372033575630848,-9223372036817411072,21,"BZ","C4",11,24,6,2022,"2022-06-24",-9223372036817412096
-9223372033575756800,-9223372036817420288,21,"BZ","C4",11,24,6,2022,"2022-06-24",-9223372036817420288
-9223372033622538240,-9223372036819092480,24,"VI","C4",11,17,6,2022,"2022-06-17",-9223372036819092480
-9223372033704605696,-9223372036822428672,21,"BZ","C4",11,12,6,2022,"2022-06-12",-9223372036822427648
-9223372033705654272,-9223372036822520832,97,"LC","C4",11,2,6,2022,"2022-06-02",-9223372036822519808
-9223372033731090432,-9223372036822499328,24,"VI","C4",11,1,6,2022,"2022-06-01",-9223372036822500352
-9223372031568079872,-9223372036810775552,17,"BS","C4",11,20,7,2022,"2022-07-20",-9223372036810775552
-9223372032912279552,-9223372036810885120,30,"UD","C4",11,22,7,2022,"2022-07-22",-9223372036810884096
-9223372033077833728,-9223372036810796032,22,"TN","C4",11,31,7,2022,"2022-07-31",-9223372036810796032
-9223372033156265984,-9223372036810792960,1,"TO","C4",11,17,7,2022,"2022-07-17",-9223372036810791936
-9223372033192596480,-9223372036811001856,2,"VC","C4",11,1,7,2022,"2022-07-01",-9223372036811001856
-9223372033207068672,-9223372036810745856,22,"TN","C4",11,21,7,2022,"2022-07-21",-9223372036810745856
-9223372033238888448,-9223372036810891264,16,"BG","C4",11,22,7,2022,"2022-07-22",-9223372036810892288
-9223372033241433088,-9223372036810797056,24,"VI","C4",11,20,7,2022,"2022-07-20",-9223372036810796032
-9223372033265031168,-9223372036811067392,17,"BS","C4",11,8,7,2022,"2022-07-08",-9223372036811068416
-9223372033266809856,-9223372036810776576,21,"BZ","C4",11,29,7,2022,"2022-07-29",-9223372036810775552
-9223372033268971520,-9223372036810915840,21,"BZ","C4",11,25,7,2022,"2022-07-25",-9223372036810915840
-9223372033269436416,-9223372036811021312,30,"UD","C4",11,3,7,2022,"2022-07-03",-9223372036811020288
-9223372033285797888,-9223372036810901504,21,"BZ","C4",11,21,7,2022,"2022-07-21",-9223372036810901504
-9223372033285800960,-9223372036810672128,21,"BZ","C4",11,30,7,2022,"2022-07-30",-9223372036810672128
-9223372033310096384,-9223372036810905600,21,"BZ","C4",11,21,7,2022,"2022-07-21",-9223372036810905600
-9223372033320617984,-9223372036810845184,14,"SO","C4",11,28,7,2022,"2022-07-28",-9223372036810844160
-9223372033322289152,-9223372036810956800,21,"BZ","C4",11,18,7,2022,"2022-07-18",-9223372036810955776
-9223372033328462848,-9223372036810884096,20,"MN","C4",11,28,7,2022,"2022-07-28",-9223372036810884096
-9223372033330621440,-9223372036810897408,4,"CN","C4",11,10,7,2022,"2022-07-10",-9223372036810896384
-9223372033333690368,-9223372036810910720,22,"TN","C4",11,4,7,2022,"2022-07-04",-9223372036810911744
-9223372033340317696,-9223372036811040768,22,"TN","C4",11,3,7,2022,"2022-07-03",-9223372036811039744
-9223372033348511744,-9223372036828959744,23,"VR","C4",11,19,7,2022,"2022-07-19",-9223372036828959744
-9223372033348511744,-9223372036831000576,23,"VR","C4",11,19,7,2022,"2022-07-19",-9223372036830999552
-9223372033412941824,-9223372036811779072,68,"PE","C4",11,5,7,2022,"2022-07-05",-9223372036811780096
-9223372033509083136,-9223372036814921728,24,"VI","C4",11,5,7,2022,"2022-07-05",-9223372036814921728
-9223372033547781120,-9223372036816242688,22,"TN","C4",11,2,7,2022,"2022-07-02",-9223372036816243712
-9223372032650502144,-9223372036810656768,17,"BS","C4",11,15,8,2022,"2022-08-15",-9223372036810655744
-9223372032951114752,-9223372036810545152,13,"CO","C4",11,20,8,2022,"2022-08-20",-9223372036810544128
-9223372032951118848,-9223372036810728448,13,"CO","C4",11,6,8,2022,"2022-08-06",-9223372036810728448
-9223372032962056192,-9223372036810525696,93,"PN","C4",11,21,8,2022,"2022-08-21",-9223372036810525696
-9223372032974711808,-9223372036810744832,13,"CO","C4",11,2,8,2022,"2022-08-02",-9223372036810743808
-9223372033034714112,-9223372036810225664,22,"TN","C4",11,24,8,2022,"2022-08-24",-9223372036810225664
-9223372033126412288,-9223372036834115584,57,"RI","C4",11,26,8,2022,"2022-08-26",-9223372036834115584
-9223372033133770752,-9223372036810605568,21,"BZ","C4",11,12,8,2022,"2022-08-12",-9223372036810605568
-9223372033139423232,-9223372036810228736,22,"TN","C4",11,17,8,2022,"2022-08-17",-9223372036810227712
-9223372033148825600,-9223372036810747904,21,"BZ","C4",11,2,8,2022,"2022-08-02",-9223372036810747904
-9223372033154818048,-9223372036810658816,22,"TN","C4",11,10,8,2022,"2022-08-10",-9223372036810659840
-9223372033155783680,-9223372036810772480,6,"AL","C4",11,8,8,2022,"2022-08-08",-9223372036810772480
-9223372033165409280,-9223372036810386432,22,"TN","C4",11,13,8,2022,"2022-08-13",-9223372036810386432
-9223372033167105024,-9223372036810165248,22,"TN","C4",11,20,8,2022,"2022-08-20",-9223372036810164224
-9223372033175043072,-9223372036810389504,22,"TN","C4",11,13,8,2022,"2022-08-13",-9223372036810389504
-9223372033190178816,-9223372036810500096,21,"BZ","C4",11,29,8,2022,"2022-08-29",-9223372036810500096
-9223372033191380992,-9223372036810405888,22,"TN","C4",11,20,8,2022,"2022-08-20",-9223372036810405888
-9223372033227786240,-9223372036810319872,22,"TN","C4",11,25,8,2022,"2022-08-25",-9223372036810319872
-9223372033231464448,-9223372036817225728,67,"TE","C4",11,20,8,2022,"2022-08-20",-9223372036817225728
-9223372033235321856,-9223372036810544128,21,"BZ","C4",11,19,8,2022,"2022-08-19",-9223372036810544128
-9223372033235326976,-9223372036810674176,21,"BZ","C4",11,4,8,2022,"2022-08-04",-9223372036810674176
-9223372033235371008,-9223372036810703872,21,"BZ","C4",11,7,8,2022,"2022-08-07",-9223372036810703872
-9223372033268975616,-9223372036810517504,21,"BZ","C4",11,16,8,2022,"2022-08-16",-9223372036810517504
-9223372033285800960,-9223372036810748928,21,"BZ","C4",11,5,8,2022,"2022-08-05",-9223372036810747904
-9223372033288998912,-9223372036810680320,22,"TN","C4",11,4,8,2022,"2022-08-04",-9223372036810680320
-9223372029637023744,-9223372036809958400,25,"BL","C4",11,9,9,2022,"2022-09-09",-9223372036809958400
-9223372030444318720,-9223372036809461760,21,"BZ","C4",11,18,9,2022,"2022-09-18",-9223372036809461760
-9223372030583890944,-9223372036810059776,22,"TN","C4",11,3,9,2022,"2022-09-03",-9223372036810059776
