"idMisuraPrimaria","idAnimale","codiceIstat","siglaProvincia","codiceSpecieAIA","codiceRazzaAIA","giorno","mese","anno","DataIdentificazioneUnivoca","IdentificazioneSoggetto"
-9223372036100467712,-9223372036845175808,14,"SO","C4",11,29,2,2020,"2020-02-29",-9223372036845175808
-9223372036101532672,-9223372036845243392,21,"BZ","C4",11,20,2,2020,"2020-02-20",-9223372036845244416
-9223372036101736448,-9223372036845256704,22,"TN","C4",11,15,2,2020,"2020-02-15",-9223372036845255680
-9223372036102317056,-9223372036845291520,21,"BZ","C4",11,10,2,2020,"2020-02-10",-9223372036845291520
-9223372036102644736,-9223372036845312000,21,"BZ","C4",11,22,2,2020,"2020-02-22",-9223372036845312000
-9223372036102858752,-9223372036845325312,14,"SO","C4",11,22,2,2020,"2020-02-22",-9223372036845324288
-9223372036103306240,-9223372036845355008,21,"BZ","C4",11,28,2,2020,"2020-02-28",-9223372036845356032
-9223372036103705600,-9223372036845382656,14,"SO","C4",11,26,2,2020,"2020-02-26",-9223372036845383680
-9223372036103770112,-9223372036845386752,22,"TN","C4",11,20,2,2020,"2020-02-20",-9223372036845387776
-9223372036103828480,-9223372036845389824,24,"VI","C4",11,10,2,2020,"2020-02-10",-9223372036845389824
-9223372036104141824,-9223372036845410304,22,"TN","C4",11,2,2,2020,"2020-02-02",-9223372036845410304
-9223372036104215552,-9223372036845414400,14,"SO","C4",11,15,2,2020,"2020-02-15",-9223372036845414400
-9223372036104220672,-9223372036845415424,22,"TN","C4",11,1,2,2020,"2020-02-01",-9223372036845416448
-9223372036104236032,-9223372036845416448,22,"TN","C4",11,4,2,2020,"2020-02-04",-9223372036845416448
-9223372036104477696,-9223372036845431808,22,"TN","C4",11,6,2,2020,"",-9223372036845431808
-9223372036104816640,-9223372036845452288,22,"TN","C4",11,3,2,2020,"2020-02-03",-9223372036845452288
-9223372036104868864,-9223372036845455360,22,"TN","C4",11,14,2,2020,"2020-02-14",-9223372036845456384
-9223372036105141248,-9223372036845472768,14,"SO","C4",11,8,2,2020,"2020-02-08",-9223372036845471744
-9223372036105267200,-9223372036845479936,22,"TN","C4",11,1,2,2020,"2020-02-01",-9223372036845479936
-9223372032653212672,-9223372036833131520,21,"BZ","C4",11,25,3,2020,"2020-03-25",-9223372036833131520
-9223372033268978688,-9223372036833158144,12,"VA","C4",11,15,3,2020,"2020-03-15",-9223372036833158144
-9223372033766633472,-9223372036833076224,21,"BZ","C4",11,20,3,2020,"2020-03-20",-9223372036833076224
-9223372034238541824,-9223372036832983040,21,"BZ","C4",11,9,3,2020,"2020-03-09",-9223372036832984064
-9223372035260826624,-9223372036833154048,21,"BZ","C4",11,5,3,2020,"2020-03-05",-9223372036833154048
-9223372036098165760,-9223372036845031424,21,"BZ","C4",11,4,3,2020,"2020-03-04",-9223372036845032448
-9223372036099063808,-9223372036845087744,21,"BZ","C4",11,2,3,2020,"2020-03-02",-9223372036845087744
-9223372036099179520,-9223372036845094912,21,"BZ","C4",11,5,3,2020,"2020-03-05",-9223372036845095936
-9223372036101018624,-9223372036845211648,22,"TN","C4",11,22,3,2020,"2020-03-22",-9223372036845211648
-9223372036101341184,-9223372036845231104,21,"BZ","C4",11,1,3,2020,"2020-03-01",-9223372036845232128
-9223372036101410816,-9223372036845236224,21,"BZ","C4",11,31,3,2020,"2020-03-31",-9223372036845236224
-9223372036101459968,-9223372036845239296,17,"BS","C4",11,13,3,2020,"2020-03-13",-9223372036845240320
-9223372036102047744,-9223372036845275136,21,"BZ","C4",11,3,3,2020,"2020-03-03",-9223372036845276160
-9223372036102385664,-9223372036845295616,24,"VI","C4",11,17,3,2020,"2020-03-17",-9223372036845295616
-9223372036102845440,-9223372036845324288,22,"TN","C4",11,23,3,2020,"2020-03-23",-9223372036845324288
-9223372036103070720,-9223372036845338624,22,"TN","C4",11,11,3,2020,"2020-03-11",-9223372036845339648
-9223372036103190528,-9223372036845346816,25,"BL","C4",11,16,3,2020,"2020-03-16",-9223372036845347840
-9223372036103450624,-9223372036845364224,14,"SO","C4",11,10,3,2020,"2020-03-10",-9223372036845364224
-9223372036103684096,-9223372036845381632,22,"TN","C4",11,1,3,2020,"2020-03-01",-9223372036845381632
-9223372036103863296,-9223372036845391872,22,"TN","C4",11,1,3,2020,"2020-03-01",-9223372036845391872
-9223372036103901184,-9223372036845394944,25,"BL","C4",11,9,3,2020,"2020-03-09",-9223372036845395968
-9223372033266679808,-9223372036837602304,21,"BZ","C4",11,28,4,2020,"2020-04-28",-9223372036837602304
-9223372034248771584,-9223372036833089536,21,"BZ","C4",11,8,4,2020,"2020-04-08",-9223372036833089536
-9223372034845077504,-9223372036832950272,23,"VR","C4",11,10,4,2020,"2020-04-10",-9223372036832950272
-9223372036098742272,-9223372036845067264,21,"BZ","C4",11,27,4,2020,"2020-04-27",-9223372036845068288
-9223372036100279296,-9223372036845163520,21,"BZ","C4",11,25,4,2020,"2020-04-25",-9223372036845163520
-9223372036100566016,-9223372036845181952,21,"BZ","C4",11,20,4,2020,"2020-04-20",-9223372036845181952
-9223372036100584448,-9223372036845182976,21,"BZ","C4",11,30,4,2020,"2020-04-30",-9223372036845184000
-9223372036101099520,-9223372036845216768,25,"BL","C4",11,25,4,2020,"2020-04-25",-9223372036845215744
-9223372036101125120,-9223372036845217792,22,"TN","C4",11,24,4,2020,"2020-04-24",-9223372036845217792
-9223372036101270528,-9223372036845227008,22,"TN","C4",11,2,4,2020,"2020-04-02",-9223372036845228032
-9223372036101476352,-9223372036845240320,22,"TN","C4",11,21,4,2020,"2020-04-21",-9223372036845240320
-9223372036101839872,-9223372036845262848,22,"TN","C4",11,19,4,2020,"2020-04-19",-9223372036845263872
-9223372036101928960,-9223372036845267968,10,"GE","C4",11,23,4,2020,"2020-04-23",-9223372036845267968
-9223372036102298624,-9223372036845290496,36,"MO","C4",11,4,4,2020,"2020-04-04",-9223372036845290496
-9223372036102720512,-9223372036845316096,16,"BG","C4",11,4,4,2020,"2020-04-04",-9223372036845316096
-9223372036103036928,-9223372036845336576,25,"BL","C4",11,6,4,2020,"2020-04-06",-9223372036845335552
-9223372030275631104,-9223372036832279552,21,"BZ","C4",11,18,5,2020,"2020-05-18",-9223372036832279552
-9223372032017788928,-9223372036834114560,14,"SO","C4",11,25,5,2020,"2020-05-25",-9223372036834115584
-9223372032017800192,-9223372036833032192,14,"SO","C4",11,8,5,2020,"2020-05-08",-9223372036833032192
-9223372032444418048,-9223372036833058816,21,"BZ","C4",11,1,5,2020,"2020-05-01",-9223372036833059840
-9223372032653182976,-9223372036832993280,21,"BZ","C4",11,4,5,2020,"2020-05-04",-9223372036832992256
-9223372032734256128,-9223372036832994304,21,"BZ","C4",11,25,5,2020,"2020-05-25",-9223372036832994304
-9223372036098065408,-9223372036845025280,21,"BZ","C4",11,20,5,2020,"2020-05-20",-9223372036845024256
-9223372036098613248,-9223372036845059072,93,"PN","C4",11,26,5,2020,"2020-05-26",-9223372036845060096
-9223372036098876416,-9223372036845075456,21,"BZ","C4",11,21,5,2020,"2020-05-21",-9223372036845076480
-9223372036099279872,-9223372036845101056,25,"BL","C4",11,30,5,2020,"2020-05-30",-9223372036845100032
-9223372036099582976,-9223372036845120512,22,"TN","C4",11,18,5,2020,"2020-05-18",-9223372036845119488
-9223372036100071424,-9223372036845151232,22,"TN","C4",11,18,5,2020,"2020-05-18",-9223372036845152256
-9223372036100385792,-9223372036845170688,10,"GE","C4",11,20,5,2020,"2020-05-20",-9223372036845171712
-9223372036100590592,-9223372036845184000,21,"BZ","C4",11,7,5,2020,"2020-05-07",-9223372036845184000
-9223372036100810752,-9223372036845198336,22,"TN","C4",11,4,5,2020,"2020-05-04",-9223372036845198336
-9223372036100851712,-9223372036845200384,22,"TN","C4",11,11,5,2020,"2020-05-11",-9223372036845200384
-9223372036100937728,-9223372036845205504,22,"TN","C4",11,1,5,2020,"2020-05-01",-9223372036845205504
-9223372036100978688,-9223372036845208576,22,"TN","C4",11,18,5,2020,"2020-05-18",-9223372036845207552
-9223372036101635072,-9223372036845249536,30,"UD","C4",11,5,5,2020,"2020-05-05",-9223372036845249536
-9223372031403793408,-9223372036832928768,22,"TN","C4",11,29,6,2020,"2020-06-29",-9223372036832927744
-9223372031518267392,-9223372036832946176,21,"BZ","C4",11,19,6,2020,"2020-06-19",-9223372036832946176
-9223372036096832512,-9223372036844946432,35,"RE","C4",11,26,6,2020,"2020-06-26",-9223372036844946432
-9223372036097190912,-9223372036844968960,21,"BZ","C4",11,20,6,2020,"2020-06-20",-9223372036844967936
-9223372036097686528,-9223372036845000704,21,"BZ","C4",11,23,6,2020,"2020-06-23",-9223372036844999680
-9223372036097728512,-9223372036845003776,21,"BZ","C4",11,27,6,2020,"2020-06-27",-9223372036845003776
-9223372036098627584,-9223372036845060096,21,"BZ","C4",11,28,6,2020,"2020-06-28",-9223372036845060096
-9223372036100096000,-9223372036847340544,21,"BZ","C4",11,9,6,2020,"2020-06-09",-9223372036847339520
-9223372029520336896,-9223372036832882688,21,"BZ","C4",11,21,7,2020,"2020-07-21",-9223372036832883712
-9223372033126369280,-9223372036834891776,57,"RI","C4",11,18,7,2020,"2020-07-18",-9223372036834891776
-9223372033161760768,-9223372036837479424,21,"BZ","C4",11,25,7,2020,"2020-07-25",-9223372036837480448
-9223372033161787392,-9223372036837151744,21,"BZ","C4",11,10,7,2020,"2020-07-10",-9223372036837151744
-9223372033161856000,-9223372036832883712,21,"BZ","C4",11,10,7,2020,"2020-07-10",-9223372036832883712
-9223372033266395136,-9223372036832917504,21,"BZ","C4",11,4,7,2020,"2020-07-04",-9223372036832917504
-9223372035810059264,-9223372036837286912,21,"BZ","C4",11,22,7,2020,"2020-07-22",-9223372036837287936
-9223372036082331648,-9223372036844170240,22,"TN","C4",11,1,7,2020,"2020-07-01",-9223372036844170240
-9223372036092398592,-9223372036844664832,4,"CN","C4",11,19,7,2020,"2020-07-19",-9223372036844663808
-9223372036095395840,-9223372036844855296,21,"BZ","C4",11,31,7,2020,"2020-07-31",-9223372036844856320
-9223372036096345088,-9223372036844916736,21,"BZ","C4",11,26,7,2020,"2020-07-26",-9223372036844915712
-9223372036096381952,-9223372036844918784,21,"BZ","C4",11,23,7,2020,"2020-07-23",-9223372036844919808
-9223372036097046528,-9223372036844960768,21,"BZ","C4",11,24,7,2020,"2020-07-24",-9223372036844959744
-9223372036097488896,-9223372036844988416,25,"BL","C4",11,13,7,2020,"2020-07-13",-9223372036844988416
-9223372036097818624,-9223372036845008896,16,"BG","C4",11,15,7,2020,"2020-07-15",-9223372036845007872
-9223372036098024448,-9223372036845022208,21,"BZ","C4",11,12,7,2020,"2020-07-12",-9223372036845022208
-9223372036098193408,-9223372036845033472,22,"TN","C4",11,2,7,2020,"2020-07-02",-9223372036845032448
-9223372036098423808,-9223372036845047808,22,"TN","C4",11,4,7,2020,"2020-07-04",-9223372036845047808
-9223372036098755584,-9223372036845068288,17,"BS","C4",11,1,7,2020,"2020-07-01",-9223372036845068288
-9223372036098981888,-9223372036845082624,22,"TN","C4",11,1,7,2020,"2020-07-01",-9223372036845083648
-9223372033089153024,-9223372036832802816,21,"BZ","C4",11,29,8,2020,"2020-08-29",-9223372036832803840
-9223372033277291520,-9223372036832811008,21,"BZ","C4",11,15,8,2020,"2020-08-15",-9223372036832812032
-9223372034163174400,-9223372036832804864,21,"BZ","C4",11,22,8,2020,"2020-08-22",-9223372036832803840
-9223372035241780224,-9223372036832819200,21,"BZ","C4",11,28,8,2020,"2020-08-28",-9223372036832820224
-9223372035270427648,-9223372036832831488,21,"BZ","C4",11,14,8,2020,"2020-08-14",-9223372036832831488
-9223372035807514624,-9223372036836849664,21,"BZ","C4",11,26,8,2020,"2020-08-26",-9223372036836849664
-9223372036088921088,-9223372036844445696,17,"BS","C4",11,19,8,2020,"2020-08-19",-9223372036844445696
-9223372036092620800,-9223372036844678144,93,"PN","C4",11,20,8,2020,"2020-08-20",-9223372036844678144
-9223372036093079552,-9223372036844707840,21,"BZ","C4",11,24,8,2020,"2020-08-24",-9223372036844707840
-9223372036094385152,-9223372036844790784,21,"BZ","C4",11,20,8,2020,"2020-08-20",-9223372036844791808
-9223372036095173632,-9223372036844840960,17,"BS","C4",11,25,8,2020,"2020-08-25",-9223372036844839936
-9223372036095521792,-9223372036844862464,21,"BZ","C4",11,28,8,2020,"2020-08-28",-9223372036844862464
-9223372036096007168,-9223372036844894208,24,"VI","C4",11,10,8,2020,"2020-08-10",-9223372036844894208
-9223372036096134144,-9223372036844902400,36,"MO","C4",11,10,8,2020,"2020-08-10",-9223372036844902400
-9223372036096484352,-9223372036844924928,24,"VI","C4",11,2,8,2020,"2020-08-02",-9223372036844923904
-9223372036096608256,-9223372036844933120,21,"BZ","C4",11,22,8,2020,"2020-08-22",-9223372036844932096
-9223372036096710656,-9223372036844939264,21,"BZ","C4",11,10,8,2020,"2020-08-10",-9223372036844940288
-9223372036096768000,-9223372036844942336,22,"TN","C4",11,20,8,2020,"2020-08-20",-9223372036844942336
-9223372036097093632,-9223372036844963840,13,"CO","C4",11,3,8,2020,"",-9223372036844963840
-9223372036097362944,-9223372036844980224,14,"SO","C4",11,12,8,2020,"2020-08-12",-9223372036844980224
-9223372033089213440,-9223372036832755712,21,"BZ","C4",11,15,9,2020,"2020-09-15",-9223372036832755712
-9223372033412073472,-9223372036832774144,21,"BZ","C4",11,4,9,2020,"2020-09-04",-9223372036832774144
-9223372033498604544,-9223372036832721920,21,"BZ","C4",11,30,9,2020,"2020-09-30",-9223372036832721920
-9223372035271354368,-9223372036832730112,21,"BZ","C4",11,20,9,2020,"2020-09-20",-9223372036832730112
-9223372036086255616,-9223372036844328960,22,"TN","C4",11,30,9,2020,"2020-09-30",-9223372036844327936
-9223372036087346176,-9223372036844374016,21,"BZ","C4",11,12,9,2020,"2020-09-12",-9223372036844374016
-9223372036088534016,-9223372036844423168,23,"VR","C4",11,29,9,2020,"2020-09-29",-9223372036844424192
-9223372036093215744,-9223372036844716032,21,"BZ","C4",11,20,9,2020,"2020-09-20",-9223372036844716032
-9223372036093461504,-9223372036844731392,21,"BZ","C4",11,2,9,2020,"2020-09-02",-9223372036844732416
-9223372036093473792,-9223372036844732416,21,"BZ","C4",11,1,9,2020,"2020-09-01",-9223372036844732416
-9223372036093632512,-9223372036844742656,22,"TN","C4",11,21,9,2020,"2020-09-21",-9223372036844743680
-9223372036093749248,-9223372036844750848,21,"BZ","C4",11,29,9,2020,"2020-09-29",-9223372036844751872
-9223372036094171136,-9223372036844776448,22,"TN","C4",11,24,9,2020,"2020-09-24",-9223372036844776448
-9223372036094298112,-9223372036844784640,21,"BZ","C4",11,19,9,2020,"2020-09-19",-9223372036844783616
-9223372036094449664,-9223372036844794880,14,"SO","C4",11,12,9,2020,"2020-09-12",-9223372036844795904
-9223372036094555136,-9223372036844801024,21,"BZ","C4",11,22,9,2020,"2020-09-22",-9223372036844800000
-9223372036094757888,-9223372036844814336,22,"TN","C4",11,12,9,2020,"2020-09-12",-9223372036844814336
-9223372036094803968,-9223372036844817408,22,"TN","C4",11,9,9,2020,"2020-09-09",-9223372036844816384
-9223372036094825472,-9223372036844818432,22,"TN","C4",11,10,9,2020,"2020-09-10",-9223372036844818432
-9223372036095116288,-9223372036844836864,21,"BZ","C4",11,20,9,2020,"2020-09-20",-9223372036844835840
-9223372036095300608,-9223372036844849152,22,"TN","C4",11,10,9,2020,"2020-09-10",-9223372036844848128
-9223372036095436800,-9223372036844857344,16,"BG","C4",11,12,9,2020,"2020-09-12",-9223372036844856320
-9223372036095674368,-9223372036844872704,22,"TN","C4",11,13,9,2020,"2020-09-13",-9223372036844871680
-9223372036095715328,-9223372036844875776,22,"TN","C4",11,11,9,2020,"2020-09-11",-9223372036844875776
-9223372036095797248,-9223372036844880896,21,"BZ","C4",11,1,9,2020,"2020-09-01",-9223372036844879872
-9223372036095984640,-9223372036844893184,22,"TN","C4",11,1,9,2020,"2020-09-01",-9223372036844892160
-9223372036096040960,-9223372036844896256,23,"VR","C4",11,10,9,2020,"2020-09-10",-9223372036844896256
-9223372036096474112,-9223372036844923904,26,"TV","C4",11,2,9,2020,"2020-09-02",-9223372036844923904
-9223372036096500736,-9223372036844925952,24,"VI","C4",11,1,9,2020,"2020-09-01",-9223372036844925952
-9223372032618848256,-9223372036832655360,21,"BZ","C4",11,28,10,2020,"2020-10-28",-9223372036832656384
-9223372033126350848,-9223372036832713728,57,"RI","C4",11,14,10,2020,"2020-10-14",-9223372036832713728
-9223372034305272832,-9223372036832676864,22,"TN","C4",11,26,10,2020,"2020-10-26",-9223372036832675840
-9223372035795106816,-9223372036834999296,21,"BZ","C4",11,21,10,2020,"2020-10-21",-9223372036835000320
-9223372035800562688,-9223372036836547584,21,"BZ","C4",11,17,10,2020,"2020-10-17",-9223372036836547584
-9223372036079240192,-9223372036844050432,21,"BZ","C4",11,13,10,2020,"2020-10-13",-9223372036844050432
-9223372036088339456,-9223372036844414976,22,"TN","C4",11,7,10,2020,"2020-10-07",-9223372036844416000
-9223372036089585664,-9223372036844486656,21,"BZ","C4",11,21,10,2020,"2020-10-21",-9223372036844487680
-9223372036090935296,-9223372036844572672,24,"VI","C4",11,30,10,2020,"2020-10-30",-9223372036844571648
-9223372036091393024,-9223372036844601344,21,"BZ","C4",11,20,10,2020,"2020-10-20",-9223372036844600320
-9223372036091457536,-9223372036844605440,21,"BZ","C4",11,13,10,2020,"2020-10-13",-9223372036844604416
-9223372036091709440,-9223372036844621824,21,"BZ","C4",11,11,10,2020,"2020-10-11",-9223372036844621824
-9223372036091762688,-9223372036844624896,22,"TN","C4",11,24,10,2020,"2020-10-24",-9223372036844623872
-9223372036091927552,-9223372036844635136,21,"BZ","C4",11,2,10,2020,"2020-10-02",-9223372036844636160
-9223372036091999232,-9223372036844639232,21,"BZ","C4",11,21,10,2020,"2020-10-21",-9223372036844640256
-9223372036092200960,-9223372036844652544,28,"PD","C4",11,20,10,2020,"2020-10-20",-9223372036844651520
-9223372036092740608,-9223372036844686336,22,"TN","C4",11,28,10,2020,"2020-10-28",-9223372036844686336
-9223372036092815360,-9223372036844690432,22,"TN","C4",11,20,10,2020,"2020-10-20",-9223372036844690432
-9223372036093245440,-9223372036844718080,22,"TN","C4",11,28,10,2020,"2020-10-28",-9223372036844718080
-9223372036093265920,-9223372036844719104,22,"TN","C4",11,23,10,2020,"2020-10-23",-9223372036844720128
-9223372036093394944,-9223372036844727296,13,"CO","C4",11,28,10,2020,"2020-10-28",-9223372036844728320
-9223372036093449216,-9223372036844730368,16,"BG","C4",11,18,10,2020,"2020-10-18",-9223372036844730368
-9223372036093514752,-9223372036844735488,22,"TN","C4",11,11,10,2020,"2020-10-11",-9223372036844736512
-9223372036093654016,-9223372036844744704,22,"TN","C4",11,20,10,2020,"2020-10-20",-9223372036844743680
-9223372036093671424,-9223372036844745728,22,"TN","C4",11,12,10,2020,"2020-10-12",-9223372036844745728
-9223372036093783040,-9223372036844752896,1,"TO","C4",11,10,10,2020,"2020-10-10",-9223372036844751872
-9223372036093818880,-9223372036844754944,22,"TN","C4",11,2,10,2020,"2020-10-02",-9223372036844755968
-9223372030653180928,-9223372036831731712,30,"UD","C4",11,2,11,2020,"2020-11-02",-9223372036831731712
-9223372032512970752,-9223372036832616448,21,"BZ","C4",11,15,11,2020,"2020-11-15",-9223372036832616448
-9223372032707561472,-9223372036832575488,21,"BZ","C4",11,22,11,2020,"2020-11-22",-9223372036832575488
-9223372033052321792,-9223372036832531456,21,"BZ","C4",11,27,11,2020,"2020-11-27",-9223372036832532480
-9223372033201948672,-9223372036836667392,21,"BZ","C4",11,2,11,2020,"2020-11-02",-9223372036836668416
-9223372033230256128,-9223372036832594944,21,"BZ","C4",11,15,11,2020,"2020-11-15",-9223372036832595968
-9223372033266819072,-9223372036836813824,21,"BZ","C4",11,6,11,2020,"2020-11-06",-9223372036836813824
-9223372033266847744,-9223372036834817024,21,"BZ","C4",11,20,11,2020,"2020-11-20",-9223372036834816000
-9223372035214222336,-9223372036832446464,21,"BZ","C4",11,10,11,2020,"2020-11-10",-9223372036832446464
-9223372035271345152,-9223372036832540672,21,"BZ","C4",11,30,11,2020,"2020-11-30",-9223372036832539648
-9223372035807514624,-9223372036836603904,21,"BZ","C4",11,7,11,2020,"2020-11-07",-9223372036836603904
-9223372035922126848,-9223372036836631552,21,"BZ","C4",11,5,11,2020,"2020-11-05",-9223372036836631552
-9223372036083016704,-9223372036844196864,13,"CO","C4",11,6,11,2020,"2020-11-06",-9223372036844195840
-9223372036087511040,-9223372036844380160,21,"BZ","C4",11,30,11,2020,"2020-11-30",-9223372036844380160
-9223372036088652800,-9223372036844429312,21,"BZ","C4",11,28,11,2020,"2020-11-28",-9223372036844428288
-9223372036089319424,-9223372036844470272,21,"BZ","C4",11,25,11,2020,"2020-11-25",-9223372036844470272
-9223372036089664512,-9223372036844491776,21,"BZ","C4",11,10,11,2020,"2020-11-10",-9223372036844491776
-9223372036089725952,-9223372036844495872,22,"TN","C4",11,30,11,2020,"2020-11-30",-9223372036844495872
-9223372036089776128,-9223372036844498944,22,"TN","C4",11,28,11,2020,"2020-11-28",-9223372036844499968
-9223372036090544128,-9223372036844548096,103,"VB","C4",11,23,11,2020,"2020-11-23",-9223372036844548096
-9223372036091039744,-9223372036844578816,22,"TN","C4",11,30,11,2020,"2020-11-30",-9223372036844579840
-9223372036091127808,-9223372036844584960,22,"TN","C4",11,15,11,2020,"2020-11-15",-9223372036844583936
-9223372036091645952,-9223372036844616704,22,"TN","C4",11,18,11,2020,"2020-11-18",-9223372036844615680
-9223372036092057600,-9223372036844643328,22,"TN","C4",11,5,11,2020,"2020-11-05",-9223372036844644352
-9223372036092256256,-9223372036844655616,22,"TN","C4",11,8,11,2020,"2020-11-08",-9223372036844655616
-9223372036092494848,-9223372036844670976,14,"SO","C4",11,13,11,2020,"2020-11-13",-9223372036844672000
-9223372030735112192,-9223372036832259072,21,"BZ","C4",11,22,12,2020,"2020-12-22",-9223372036832260096
-9223372031524680704,-9223372036832493568,67,"TE","C4",11,30,12,2020,"2020-12-30",-9223372036832493568
-9223372034232763392,-9223372036832495616,21,"BZ","C4",11,5,12,2020,"2020-12-05",-9223372036832495616
-9223372035263925248,-9223372036832168960,21,"BZ","C4",11,28,12,2020,"2020-12-28",-9223372036832167936
-9223372035837996032,-9223372036835785728,21,"BZ","C4",11,27,12,2020,"2020-12-27",-9223372036835785728
-9223372035910215680,-9223372036836251648,1,"TO","C4",11,27,12,2020,"2020-12-27",-9223372036836251648
-9223372036082123776,-9223372036844162048,24,"VI","C4",11,20,12,2020,"2020-12-20",-9223372036844162048
-9223372036085306368,-9223372036844290048,21,"BZ","C4",11,31,12,2020,"2020-12-31",-9223372036844290048
-9223372036086844416,-9223372036844352512,21,"BZ","C4",11,31,12,2020,"2020-12-31",-9223372036844351488
-9223372036088216576,-9223372036844409856,21,"BZ","C4",11,20,12,2020,"2020-12-20",-9223372036844409856
-9223372036088608768,-9223372036844426240,17,"BS","C4",11,29,12,2020,"2020-12-29",-9223372036844426240
-9223372036089061376,-9223372036844454912,14,"SO","C4",11,24,12,2020,"2020-12-24",-9223372036844455936
-9223372036089122816,-9223372036844457984,21,"BZ","C4",11,1,12,2020,"2020-12-01",-9223372036844457984
-9223372036089236480,-9223372036844465152,24,"VI","C4",11,22,12,2020,"2020-12-22",-9223372036844464128
-9223372036089466880,-9223372036844479488,22,"TN","C4",11,17,12,2020,"2020-12-17",-9223372036844480512
-9223372036089535488,-9223372036844483584,21,"BZ","C4",11,11,12,2020,"2020-12-11",-9223372036844483584
-9223372036089546752,-9223372036844484608,22,"TN","C4",11,23,12,2020,"2020-12-23",-9223372036844483584
-9223372036089705472,-9223372036844494848,22,"TN","C4",11,12,12,2020,"2020-12-12",-9223372036844495872
-9223372036089806848,-9223372036844500992,21,"BZ","C4",11,11,12,2020,"2020-12-11",-9223372036844499968
-9223372036089875456,-9223372036844505088,21,"BZ","C4",11,14,12,2020,"2020-12-14",-9223372036844504064
-9223372036089966592,-9223372036844511232,96,"BI","C4",11,11,12,2020,"2020-12-11",-9223372036844512256
-9223372036090036224,-9223372036844515328,22,"TN","C4",11,6,12,2020,"2020-12-06",-9223372036844516352
-9223372036090263552,-9223372036844530688,25,"BL","C4",11,24,12,2020,"2020-12-24",-9223372036844531712
-9223372036090330112,-9223372036844534784,24,"VI","C4",11,14,12,2020,"2020-12-14",-9223372036844535808
-9223372036090506240,-9223372036844545024,21,"BZ","C4",11,5,12,2020,"2020-12-05",-9223372036844544000
-9223372036090617856,-9223372036844552192,14,"SO","C4",11,4,12,2020,"2020-12-04",-9223372036844552192
-9223372036090699776,-9223372036844557312,17,"BS","C4",11,13,12,2020,"2020-12-13",-9223372036844556288
-9223372036090747904,-9223372036844560384,13,"CO","C4",11,16,12,2020,"2020-12-16",-9223372036844560384
-9223372036090820608,-9223372036844565504,21,"BZ","C4",11,5,12,2020,"2020-12-05",-9223372036844565504
-9223372036091047936,-9223372036844579840,24,"VI","C4",11,10,12,2020,"2020-12-10",-9223372036844579840
-9223372036091110400,-9223372036844582912,22,"TN","C4",11,4,12,2020,"2020-12-04",-9223372036844583936
-9223372036091285504,-9223372036844594176,22,"TN","C4",11,5,12,2020,"2020-12-05",-9223372036844594176
-9223372030365472768,-9223372036832201728,21,"BZ","C4",11,25,1,2021,"2021-01-25",-9223372036832201728
-9223372030770494464,-9223372036832451584,21,"BZ","C4",11,8,1,2021,"2021-01-08",-9223372036832451584
-9223372032146873344,-9223372036832444416,21,"BZ","C4",11,1,1,2021,"2021-01-01",-9223372036832444416
-9223372034326189056,-9223372036832431104,14,"SO","C4",11,4,1,2021,"2021-01-04",-9223372036832432128
-9223372034458403840,-9223372036832377856,21,"BZ","C4",11,4,1,2021,"2021-01-04",-9223372036832377856
-9223372035218975744,-9223372036833282048,14,"SO","C4",11,8,1,2021,"2021-01-08",-9223372036833282048
-9223372036082606080,-9223372036844181504,21,"BZ","C4",11,16,1,2021,"2021-01-16",-9223372036844181504
-9223372036082946048,-9223372036844193792,21,"BZ","C4",11,10,1,2021,"2021-01-10",-9223372036844193792
-9223372036084065280,-9223372036844236800,22,"TN","C4",11,4,1,2021,"2021-01-04",-9223372036844235776
-9223372036084336640,-9223372036844248064,14,"SO","C4",11,6,1,2021,"2021-01-06",-9223372036844248064
-9223372036084764672,-9223372036844267520,21,"BZ","C4",11,15,1,2021,"2021-01-15",-9223372036844267520
-9223372036084942848,-9223372036844274688,24,"VI","C4",11,31,1,2021,"2021-01-31",-9223372036844275712
-9223372036085363712,-9223372036844293120,24,"VI","C4",11,26,1,2021,"2021-01-26",-9223372036844292096
-9223372036085867520,-9223372036844312576,21,"BZ","C4",11,22,1,2021,"2021-01-22",-9223372036844311552
-9223372036086113280,-9223372036844322816,22,"TN","C4",11,23,1,2021,"2021-01-23",-9223372036844323840
-9223372036086549504,-9223372036844341248,21,"BZ","C4",11,1,1,2021,"2021-01-01",-9223372036844340224
-9223372036086858752,-9223372036844353536,1,"TO","C4",11,7,1,2021,"2021-01-07",-9223372036844353536
-9223372036087053312,-9223372036844360704,21,"BZ","C4",11,3,1,2021,"2021-01-03",-9223372036844359680
-9223372036087182336,-9223372036844366848,1,"TO","C4",11,8,1,2021,"2021-01-08",-9223372036844367872
-9223372036087737344,-9223372036844390400,22,"TN","C4",11,25,1,2021,"2021-01-25",-9223372036844390400
-9223372036087876608,-9223372036844395520,1,"TO","C4",11,8,1,2021,"2021-01-08",-9223372036844395520
-9223372036088022016,-9223372036844401664,22,"TN","C4",11,26,1,2021,"2021-01-26",-9223372036844401664
-9223372036088048640,-9223372036844402688,21,"BZ","C4",11,11,1,2021,"2021-01-11",-9223372036844403712
