"idMisuraPrimaria","idAnimale","codiceIstat","siglaProvincia","codiceSpecieAIA","codiceRazzaAIA","giorno","mese","anno","CodiceAziendaNascita","DestinazioneSoggetto","PesoAllaNascita","NumeroCapezzoli","date_formatted"
-9223372035826556928,-9223372036834921472,21,"BZ","C4",11,25,8,2021,-9223372036849261568,"Macello",NA,NA,2021-08-25
-9223372031120424960,-9223372036831318016,21,"BZ","C4",11,26,8,2021,-9223372036846680064,"Vita",NA,NA,2021-08-26
-9223372035816325120,-9223372036834830336,93,"PN","C4",11,26,8,2021,-9223372036849691648,"Vita",350,NA,2021-08-26
-9223372031390200832,-9223372036831183872,21,"BZ","C4",11,28,8,2021,-9223372036849259520,"Vita",NA,NA,2021-08-28
-9223372035680551936,-9223372036833674240,21,"BZ","C4",11,28,8,2021,-9223372036849261568,"Macello",NA,NA,2021-08-28
-9223372035831148544,-9223372036834963456,22,"TN","C4",11,28,8,2021,-9223372036849256448,"Vita",NA,NA,2021-08-28
-9223372035775590400,-9223372036834447360,21,"BZ","C4",11,29,8,2021,-9223372036849261568,"Vita",NA,NA,2021-08-29
-9223372035809944576,-9223372036834768896,21,"BZ","C4",11,30,8,2021,-9223372036847456256,"Macello",NA,NA,2021-08-30
-9223372035846070272,-9223372036835096576,22,"TN","C4",11,30,8,2021,-9223372036849256448,"Vita",NA,NA,2021-08-30
-9223372034458228736,-9223372036831336448,22,"TN","C4",11,31,8,2021,-9223372036849170432,"Vita",300,NA,2021-08-31
-9223372035776703488,-9223372036834450432,21,"BZ","C4",11,31,8,2021,-9223372036849261568,"Vita",NA,NA,2021-08-31
-9223372034451768320,-9223372036831214592,17,"BS","C4",11,1,9,2021,-9223372036849181696,"Vita",NA,NA,2021-09-01
-9223372035262287872,-9223372036831276032,93,"PN","C4",11,1,9,2021,-9223372036849172480,"Vita",100,NA,2021-09-01
-9223372035729829888,-9223372036834039808,21,"BZ","C4",11,1,9,2021,-9223372036849263616,"Vita",NA,NA,2021-09-01
-9223372035811121152,-9223372036834777088,21,"BZ","C4",11,1,9,2021,-9223372036849259520,"Vita",NA,NA,2021-09-01
-9223372035729544192,-9223372036834038784,22,"TN","C4",11,3,9,2021,-9223372036849256448,"Vita",NA,NA,2021-09-03
-9223372030435896320,-9223372036831228928,21,"BZ","C4",11,5,9,2021,-9223372036849185792,"Vita",NA,NA,2021-09-05
-9223372035839885312,-9223372036835040256,24,"VI","C4",11,6,9,2021,-9223372036849829888,"Vita",350,NA,2021-09-06
-9223372035848376320,-9223372036835117056,22,"TN","C4",11,6,9,2021,-9223372036849256448,"Macello",NA,NA,2021-09-06
-9223372034238540800,-9223372036831084544,21,"BZ","C4",11,7,9,2021,-9223372036849172480,"Vita",NA,NA,2021-09-07
-9223372035426939904,-9223372036831181824,21,"BZ","C4",11,7,9,2021,-9223372036849261568,"Vita",NA,NA,2021-09-07
-9223372035811696640,-9223372036834781184,24,"VI","C4",11,7,9,2021,-9223372036850184192,"Vita",NA,NA,2021-09-07
-9223372035818809344,-9223372036834843648,16,"BG","C4",11,7,9,2021,-9223372036850039808,"Vita",NA,NA,2021-09-07
-9223372035823435776,-9223372036834885632,17,"BS","C4",11,7,9,2021,-9223372036850291712,"Vita",350,NA,2021-09-07
-9223372035824076800,-9223372036834898944,21,"BZ","C4",11,7,9,2021,-9223372036849261568,"Macello",NA,NA,2021-09-07
-9223372033052219392,-9223372036831185920,21,"BZ","C4",11,8,9,2021,-9223372036849187840,"Macello",NA,NA,2021-09-08
-9223372035095827456,-9223372036831249408,21,"BZ","C4",11,8,9,2021,-9223372036849261568,"Vita",NA,NA,2021-09-08
-9223372035271387136,-9223372036831091712,21,"BZ","C4",11,8,9,2021,-9223372036849181696,"Macello",NA,NA,2021-09-08
-9223372035805797376,-9223372036834740224,22,"TN","C4",11,8,9,2021,-9223372036849256448,"Vita",NA,NA,2021-09-08
-9223372035825840128,-9223372036834907136,22,"TN","C4",11,9,9,2021,-9223372036849256448,"Vita",300,NA,2021-09-09
-9223372035828755456,-9223372036834939904,21,"BZ","C4",11,9,9,2021,-9223372036847452160,"Vita",NA,NA,2021-09-09
-9223372031519321088,-9223372036831001600,21,"BZ","C4",11,10,9,2021,-9223372036849175552,"Macello",NA,NA,2021-09-10
-9223372034860377088,-9223372036831225856,21,"BZ","C4",11,10,9,2021,-9223372036849168384,"Macello",NA,NA,2021-09-10
-9223372035775269888,-9223372036834442240,21,"BZ","C4",11,10,9,2021,-9223372036849261568,"Vita",NA,NA,2021-09-10
-9223372035776726016,-9223372036834451456,21,"BZ","C4",11,10,9,2021,-9223372036849261568,"Vita",NA,NA,2021-09-10
-9223372035818901504,-9223372036834844672,21,"BZ","C4",11,10,9,2021,-9223372036849259520,"Vita",NA,NA,2021-09-10
-9223372035843858432,-9223372036835078144,20,"MN","C4",11,10,9,2021,-9223372036849187840,"Macello",480,NA,2021-09-10
-9223372035625660416,-9223372036833409024,21,"BZ","C4",11,11,9,2021,-9223372036849263616,"Vita",NA,NA,2021-09-11
-9223372035624397824,-9223372036833401856,21,"BZ","C4",11,12,9,2021,-9223372036849263616,"Vita",NA,NA,2021-09-12
-9223372035655769088,-9223372036833517568,21,"BZ","C4",11,12,9,2021,-9223372036849263616,"Vita",NA,NA,2021-09-12
-9223372035831774208,-9223372036834966528,96,"BI","C4",11,12,9,2021,-9223372036849754112,"Macello",400,NA,2021-09-12
-9223372035223113728,-9223372036830383104,21,"BZ","C4",11,15,9,2021,-9223372036849261568,"Macello",NA,NA,2021-09-15
-9223372035624010752,-9223372036833399808,21,"BZ","C4",11,15,9,2021,-9223372036849261568,"Vita",NA,NA,2021-09-15
-9223372035421144064,-9223372036831137792,21,"BZ","C4",11,17,9,2021,-9223372036849259520,"Vita",NA,NA,2021-09-17
-9223372035422470144,-9223372036831047680,21,"BZ","C4",11,17,9,2021,-9223372036849261568,"Vita",NA,NA,2021-09-17
-9223372035427275776,-9223372036831093760,21,"BZ","C4",11,17,9,2021,-9223372036849261568,"Vita",NA,NA,2021-09-17
-9223372035811553280,-9223372036834801664,21,"BZ","C4",11,17,9,2021,-9223372036849259520,"Macello",NA,NA,2021-09-17
-9223372035512614912,-9223372036832449536,21,"BZ","C4",11,18,9,2021,-9223372036849258496,"Vita",NA,NA,2021-09-18
-9223372035514497024,-9223372036832468992,21,"BZ","C4",11,18,9,2021,-9223372036849261568,"Macello",NA,NA,2021-09-18
-9223372035759197184,-9223372036834251776,21,"BZ","C4",11,18,9,2021,-9223372036849259520,"Vita",NA,NA,2021-09-18
-9223372035801746432,-9223372036834702336,21,"BZ","C4",11,18,9,2021,-9223372036849263616,"Macello",NA,NA,2021-09-18
-9223372035823760384,-9223372036834896896,24,"VI","C4",11,18,9,2021,-9223372036849792000,"Macello",400,NA,2021-09-18
-9223372035479946240,-9223372036831933440,21,"BZ","C4",11,19,9,2021,-9223372036849263616,"Macello",NA,NA,2021-09-19
-9223372035784140800,-9223372036834477056,13,"CO","C4",11,19,9,2021,-9223372036850243584,"Macello",NA,NA,2021-09-19
-9223372035808580608,-9223372036834763776,22,"TN","C4",11,19,9,2021,-9223372036849256448,"Vita",NA,NA,2021-09-19
-9223372035811057664,-9223372036834776064,22,"TN","C4",11,19,9,2021,-9223372036849256448,"Vita",NA,NA,2021-09-19
-9223372035825009664,-9223372036834903040,22,"TN","C4",11,19,9,2021,-9223372036849183744,"Vita",350,NA,2021-09-19
-9223372034443298816,-9223372036831054848,21,"BZ","C4",11,20,9,2021,-9223372036849263616,"Vita",NA,NA,2021-09-20
-9223372035273849856,-9223372036830999552,21,"BZ","C4",11,20,9,2021,-9223372036849261568,"Vita",NA,NA,2021-09-20
-9223372035425016832,-9223372036831118336,21,"BZ","C4",11,21,9,2021,-9223372036849263616,"Vita",NA,NA,2021-09-21
-9223372035287507968,-9223372036831101952,21,"BZ","C4",11,22,9,2021,-9223372036849261568,"Vita",NA,NA,2021-09-22
-9223372035259640832,-9223372036830964736,21,"BZ","C4",11,23,9,2021,-9223372036849261568,"Vita",NA,NA,2021-09-23
-9223372035680455680,-9223372036833673216,21,"BZ","C4",11,23,9,2021,-9223372036849259520,"Macello",NA,NA,2021-09-23
-9223372035795778560,-9223372036834648064,21,"BZ","C4",11,23,9,2021,-9223372036849263616,"Vita",NA,NA,2021-09-23
-9223372033052244992,-9223372036830949376,21,"BZ","C4",11,24,9,2021,-9223372036849259520,"Vita",NA,NA,2021-09-24
-9223372035221378048,-9223372036831139840,16,"BG","C4",11,24,9,2021,-9223372036849179648,"Macello",NA,NA,2021-09-24
-9223372035287458816,-9223372036831048704,21,"BZ","C4",11,24,9,2021,-9223372036849259520,"Vita",NA,NA,2021-09-24
-9223372035288496128,-9223372036831090688,21,"BZ","C4",11,24,9,2021,-9223372036849261568,"Macello",NA,NA,2021-09-24
-9223372035680643072,-9223372036833675264,21,"BZ","C4",11,24,9,2021,-9223372036849263616,"Macello",NA,NA,2021-09-24
-9223372035610141696,-9223372036833310720,21,"BZ","C4",11,25,9,2021,-9223372036849175552,"Vita",NA,NA,2021-09-25
-9223372035808154624,-9223372036834754560,16,"BG","C4",11,25,9,2021,-9223372036850492416,"Vita",450,NA,2021-09-25
-9223372035273900032,-9223372036830997504,21,"BZ","C4",11,26,9,2021,-9223372036849263616,"Vita",NA,NA,2021-09-26
-9223372035510780928,-9223372036832428032,21,"BZ","C4",11,26,9,2021,-9223372036849263616,"Macello",NA,NA,2021-09-26
-9223372035513739264,-9223372036832460800,21,"BZ","C4",11,26,9,2021,-9223372036849263616,"Macello",NA,NA,2021-09-26
-9223372035805059072,-9223372036834733056,22,"TN","C4",11,26,9,2021,-9223372036849256448,"Vita",NA,NA,2021-09-26
-9223372035728272384,-9223372036834029568,22,"TN","C4",11,28,9,2021,-9223372036849187840,"Vita",400,NA,2021-09-28
-9223372035812900864,-9223372036834798592,22,"TN","C4",11,28,9,2021,-9223372036849256448,"Vita",NA,NA,2021-09-28
-9223372033014682624,-9223372036810611712,21,"BZ","C4",11,29,9,2021,-9223372036849263616,"Macello",NA,NA,2021-09-29
-9223372034266057728,-9223372036831151104,67,"TE","C4",11,29,9,2021,-9223372036849626112,"Vita",480,NA,2021-09-29
-9223372035285320704,-9223372036831045632,21,"BZ","C4",11,30,9,2021,-9223372036849259520,"Macello",NA,NA,2021-09-30
-9223372035641398272,-9223372036833433600,97,"LC","C4",11,30,9,2021,-9223372036850555904,"Macello",300,NA,2021-09-30
-9223372035813669888,-9223372036834806784,22,"TN","C4",11,30,9,2021,-9223372036849256448,"Vita",NA,NA,2021-09-30
-9223372035244747776,-9223372036831140864,21,"BZ","C4",11,1,10,2021,-9223372036849261568,"Macello",NA,NA,2021-10-01
-9223372035316623360,-9223372036830915584,30,"UD","C4",11,1,10,2021,-9223372036849172480,"Vita",350,NA,2021-10-01
-9223372035726379008,-9223372036834016256,13,"CO","C4",11,1,10,2021,-9223372036849177600,"Vita",250,NA,2021-10-01
-9223372035748664320,-9223372036834170880,35,"RE","C4",11,1,10,2021,-9223372036850152448,"Vita",340,NA,2021-10-01
-9223372035774947328,-9223372036834438144,21,"BZ","C4",11,1,10,2021,-9223372036849259520,"Macello",NA,NA,2021-10-01
-9223372035222215680,-9223372036830406656,25,"BL","C4",11,2,10,2021,-9223372036850576384,"Vita",350,NA,2021-10-02
-9223372035224186880,-9223372036831019008,54,"PG","C4",11,2,10,2021,-9223372036849183744,"Vita",300,NA,2021-10-02
-9223372035680312320,-9223372036833672192,21,"BZ","C4",11,2,10,2021,-9223372036849261568,"Vita",NA,NA,2021-10-02
-9223372035820432384,-9223372036834864128,22,"TN","C4",11,2,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-02
-9223372034317103104,-9223372036830909440,13,"CO","C4",11,3,10,2021,-9223372036849175552,"Vita",300,NA,2021-10-03
-9223372035809770496,-9223372036834767872,22,"TN","C4",11,3,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-03
-9223372035814193152,-9223372036834808832,16,"BG","C4",11,3,10,2021,-9223372036849773568,"Vita",400,NA,2021-10-03
-9223372035219028992,-9223372036831023104,13,"CO","C4",11,4,10,2021,-9223372036849168384,"Macello",NA,NA,2021-10-04
-9223372035353547776,-9223372036830893056,21,"BZ","C4",11,4,10,2021,-9223372036849263616,"Macello",NA,NA,2021-10-04
-9223372035415057408,-9223372036831030272,22,"TN","C4",11,4,10,2021,-9223372036849256448,"Vita",350,NA,2021-10-04
-9223372035640706048,-9223372036833429504,24,"VI","C4",11,4,10,2021,-9223372036850264064,"Macello",400,NA,2021-10-04
-9223372035353375744,-9223372036831121408,21,"BZ","C4",11,5,10,2021,-9223372036849261568,"Macello",NA,NA,2021-10-05
-9223372032539352064,-9223372036831100928,22,"TN","C4",11,6,10,2021,-9223372036849256448,"Vita",300,NA,2021-10-06
-9223372034186646528,-9223372036828682240,30,"UD","C4",11,6,10,2021,-9223372036849187840,"Vita",400,NA,2021-10-06
-9223372035221378048,-9223372036831078400,16,"BG","C4",11,7,10,2021,-9223372036849179648,"Macello",NA,NA,2021-10-07
-9223372035354312704,-9223372036830959616,21,"BZ","C4",11,7,10,2021,-9223372036849261568,"Macello",NA,NA,2021-10-07
-9223372035514723328,-9223372036832472064,21,"BZ","C4",11,7,10,2021,-9223372036849263616,"Vita",NA,NA,2021-10-07
-9223372035087548416,-9223372036830724096,21,"BZ","C4",11,8,10,2021,-9223372036849263616,"Vita",NA,NA,2021-10-08
-9223372035091052544,-9223372036830998528,14,"SO","C4",11,8,10,2021,-9223372036849424384,"Macello",420,NA,2021-10-08
-9223372035234099200,-9223372036831073280,21,"BZ","C4",11,8,10,2021,-9223372036849263616,"Macello",NA,NA,2021-10-08
-9223372035271445504,-9223372036830989312,17,"BS","C4",11,8,10,2021,-9223372036849177600,"Vita",NA,NA,2021-10-08
-9223372035353442304,-9223372036831087616,21,"BZ","C4",11,8,10,2021,-9223372036849261568,"Macello",NA,NA,2021-10-08
-9223372035430178816,-9223372036830916608,2,"VC","C4",11,8,10,2021,-9223372036850171904,"Vita",400,NA,2021-10-08
-9223372035729541120,-9223372036834037760,17,"BS","C4",11,8,10,2021,-9223372036850555904,"Macello",500,NA,2021-10-08
-9223372035442092032,-9223372036831070208,22,"TN","C4",11,9,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-09
-9223372035612673024,-9223372036833325056,22,"TN","C4",11,9,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-09
-9223372035807174656,-9223372036834750464,22,"TN","C4",11,9,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-09
-9223372035218999296,-9223372036831489024,13,"CO","C4",11,10,10,2021,-9223372036849168384,"Vita",NA,NA,2021-10-10
-9223372035274315776,-9223372036831067136,21,"BZ","C4",11,10,10,2021,-9223372036844380160,"Vita",NA,NA,2021-10-10
-9223372035755183104,-9223372036834220032,10,"GE","C4",11,10,10,2021,-9223372036850064384,"Vita",400,NA,2021-10-10
-9223372035804839936,-9223372036834726912,22,"TN","C4",11,10,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-10
-9223372031942913024,-9223372036819716096,21,"BZ","C4",11,11,10,2021,-9223372036845523968,"Macello",NA,NA,2021-10-11
-9223372035353571328,-9223372036831079424,21,"BZ","C4",11,11,10,2021,-9223372036849263616,"Macello",NA,NA,2021-10-11
-9223372035259632640,-9223372036830974976,21,"BZ","C4",11,12,10,2021,-9223372036849261568,"Vita",NA,NA,2021-10-12
-9223372035794513920,-9223372036834628608,17,"BS","C4",11,12,10,2021,-9223372036850583552,"Macello",NA,NA,2021-10-12
-9223372035240949760,-9223372036831064064,21,"BZ","C4",11,13,10,2021,-9223372036847391744,"Macello",NA,NA,2021-10-13
-9223372035275749376,-9223372036831044608,21,"BZ","C4",11,13,10,2021,-9223372036849259520,"Vita",NA,NA,2021-10-13
-9223372034176086016,-9223372036828635136,30,"UD","C4",11,14,10,2021,-9223372036849187840,"Vita",400,NA,2021-10-14
-9223372035353481216,-9223372036831059968,21,"BZ","C4",11,14,10,2021,-9223372036849263616,"Macello",NA,NA,2021-10-14
-9223372035622874112,-9223372036833393664,21,"BZ","C4",11,14,10,2021,-9223372036849261568,"Vita",NA,NA,2021-10-14
-9223372033761730560,-9223372036831150080,30,"UD","C4",11,15,10,2021,-9223372036850272256,"Vita",350,NA,2021-10-15
-9223372035086048256,-9223372036830946304,21,"BZ","C4",11,15,10,2021,-9223372036849261568,"Vita",NA,NA,2021-10-15
-9223372035264096256,-9223372036830602240,21,"BZ","C4",11,15,10,2021,-9223372036849259520,"Vita",NA,NA,2021-10-15
-9223372035799236608,-9223372036834683904,24,"VI","C4",11,15,10,2021,-9223372036849829888,"Vita",NA,NA,2021-10-15
-9223372035625267200,-9223372036833406976,21,"BZ","C4",11,16,10,2021,-9223372036849179648,"Vita",NA,NA,2021-10-16
-9223372035649812480,-9223372036833476608,22,"TN","C4",11,16,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-16
-9223372035262584832,-9223372036830806016,21,"BZ","C4",11,17,10,2021,-9223372036849263616,"Vita",NA,NA,2021-10-17
-9223372032585095168,-9223372036830896128,21,"BZ","C4",11,18,10,2021,-9223372036849258496,"Vita",NA,NA,2021-10-18
-9223372034968955904,-9223372036830994432,17,"BS","C4",11,18,10,2021,-9223372036849187840,"Vita",450,NA,2021-10-18
-9223372035220121600,-9223372036831034368,14,"SO","C4",11,18,10,2021,-9223372036849338368,"Macello",400,NA,2021-10-18
-9223372035278438400,-9223372036830960640,24,"VI","C4",11,18,10,2021,-9223372036850184192,"Vita",350,NA,2021-10-18
-9223372035353567232,-9223372036831033344,21,"BZ","C4",11,18,10,2021,-9223372036849263616,"Macello",NA,NA,2021-10-18
-9223372035290381312,-9223372036831014912,21,"BZ","C4",11,19,10,2021,-9223372036849263616,"Macello",NA,NA,2021-10-19
-9223372035353370624,-9223372036831028224,21,"BZ","C4",11,19,10,2021,-9223372036849261568,"Macello",NA,NA,2021-10-19
-9223372031203308544,-9223372036832351232,22,"TN","C4",11,20,10,2021,-9223372036849256448,"Vita",300,NA,2021-10-20
-9223372035252552704,-9223372036830891008,21,"BZ","C4",11,20,10,2021,-9223372036849261568,"Vita",NA,NA,2021-10-20
-9223372035254340608,-9223372036830991360,21,"BZ","C4",11,20,10,2021,-9223372036849258496,"Macello",NA,NA,2021-10-20
-9223372035290707968,-9223372036830772224,21,"BZ","C4",11,20,10,2021,-9223372036849263616,"Vita",NA,NA,2021-10-20
-9223372035459383296,-9223372036831429632,22,"TN","C4",11,20,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-20
-9223372035608778752,-9223372036833302528,22,"TN","C4",11,20,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-20
-9223372035800842240,-9223372036834700288,14,"SO","C4",11,20,10,2021,-9223372036849414144,"Vita",390,NA,2021-10-20
-9223372035353477120,-9223372036830777344,21,"BZ","C4",11,21,10,2021,-9223372036849263616,"Vita",NA,NA,2021-10-21
-9223372035770472448,-9223372036834377728,4,"CN","C4",11,21,10,2021,-9223372036849928192,"Vita",300,NA,2021-10-21
-9223372033781259264,-9223372036830906368,96,"BI","C4",11,22,10,2021,-9223372036849187840,"Vita",400,NA,2021-10-22
-9223372035239837696,-9223372036830846976,21,"BZ","C4",11,22,10,2021,-9223372036849263616,"Vita",NA,NA,2021-10-22
-9223372035264139264,-9223372036831009792,21,"BZ","C4",11,22,10,2021,-9223372036849263616,"Vita",NA,NA,2021-10-22
-9223372035289466880,-9223372036830882816,21,"BZ","C4",11,22,10,2021,-9223372036849261568,"Macello",NA,NA,2021-10-22
-9223372035331637248,-9223372036830935040,21,"BZ","C4",11,23,10,2021,-9223372036849259520,"Macello",NA,NA,2021-10-23
-9223372035099921408,-9223372036830851072,21,"BZ","C4",11,24,10,2021,-9223372036849259520,"Vita",NA,NA,2021-10-24
-9223372035274157056,-9223372036830961664,22,"TN","C4",11,24,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-24
-9223372035678255104,-9223372036833657856,22,"TN","C4",11,24,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-24
-9223372035714363392,-9223372036833935360,22,"TN","C4",11,24,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-24
-9223372035239653376,-9223372036830685184,21,"BZ","C4",11,25,10,2021,-9223372036849259520,"Macello",NA,NA,2021-10-25
-9223372035348128768,-9223372036830774272,22,"TN","C4",11,25,10,2021,-9223372036849256448,"Vita",350,NA,2021-10-25
-9223372035353571328,-9223372036830986240,21,"BZ","C4",11,25,10,2021,-9223372036849263616,"Vita",NA,NA,2021-10-25
-9223372035355893760,-9223372036830795776,22,"TN","C4",11,25,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-25
-9223372035244753920,-9223372036830589952,21,"BZ","C4",11,26,10,2021,-9223372036849261568,"Vita",NA,NA,2021-10-26
-9223372035252442112,-9223372036830945280,21,"BZ","C4",11,26,10,2021,-9223372036849261568,"Vita",NA,NA,2021-10-26
-9223372035254348800,-9223372036830978048,21,"BZ","C4",11,26,10,2021,-9223372036849261568,"Vita",NA,NA,2021-10-26
-9223372032439876608,-9223372036830979072,22,"TN","C4",11,27,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-27
-9223372035244735488,-9223372036830971904,21,"BZ","C4",11,27,10,2021,-9223372036849259520,"Macello",NA,NA,2021-10-27
-9223372035440161792,-9223372036830996480,22,"TN","C4",11,27,10,2021,-9223372036849256448,"Vita",300,NA,2021-10-27
-9223372035677614080,-9223372036833652736,22,"TN","C4",11,27,10,2021,-9223372036849256448,"Vita",300,NA,2021-10-27
-9223372035684722688,-9223372036844300288,22,"TN","C4",11,27,10,2021,-9223372036849256448,"Vita",300,NA,2021-10-27
-9223372034189745152,-9223372036830658560,21,"BZ","C4",11,28,10,2021,-9223372036834612224,"Vita",NA,NA,2021-10-28
-9223372035228632064,-9223372036830637056,21,"BZ","C4",11,28,10,2021,-9223372036849263616,"Vita",NA,NA,2021-10-28
-9223372035255091200,-9223372036830789632,14,"SO","C4",11,28,10,2021,-9223372036849177600,"Macello",400,NA,2021-10-28
-9223372035270714368,-9223372036830962688,14,"SO","C4",11,28,10,2021,-9223372036850264064,"Vita",400,NA,2021-10-28
-9223372035264071680,-9223372036830944256,21,"BZ","C4",11,29,10,2021,-9223372036849259520,"Vita",NA,NA,2021-10-29
-9223372035352622080,-9223372036830868480,22,"TN","C4",11,29,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-29
-9223372035584867328,-9223372036833132544,22,"TN","C4",11,29,10,2021,-9223372036849256448,"Vita",NA,NA,2021-10-29
-9223372035681022976,-9223372036833677312,14,"SO","C4",11,29,10,2021,-9223372036849976320,"Vita",380,NA,2021-10-29
-9223372035244754944,-9223372036830520320,21,"BZ","C4",11,30,10,2021,-9223372036849261568,"Macello",NA,NA,2021-10-30
-9223372035260690432,-9223372036830798848,17,"BS","C4",11,30,10,2021,-9223372036850352128,"Vita",300,NA,2021-10-30
-9223372035278583808,-9223372036830904320,13,"CO","C4",11,30,10,2021,-9223372036849168384,"Macello",250,NA,2021-10-30
-9223372035352213504,-9223372036830776320,22,"TN","C4",11,30,10,2021,-9223372036849256448,"Vita",400,NA,2021-10-30
-9223372035414598656,-9223372036830842880,22,"TN","C4",11,30,10,2021,-9223372036849256448,"Vita",300,NA,2021-10-30
-9223372030849442816,-9223372036830673920,21,"BZ","C4",11,31,10,2021,-9223372036847364096,"Vita",NA,NA,2021-10-31
-9223372035275745280,-9223372036830682112,21,"BZ","C4",11,1,11,2021,-9223372036847381504,"Vita",NA,NA,2021-11-01
-9223372034285422592,-9223372036830604288,21,"BZ","C4",11,2,11,2021,-9223372036849261568,"Vita",NA,NA,2021-11-02
-9223372034326185984,-9223372036830697472,14,"SO","C4",11,2,11,2021,-9223372036849334272,"Macello",400,NA,2021-11-02
-9223372035229975552,-9223372036830792704,1,"TO","C4",11,2,11,2021,-9223372036849443840,"Vita",400,NA,2021-11-02
-9223372035232444416,-9223372036830888960,54,"PG","C4",11,2,11,2021,-9223372036849183744,"Macello",400,NA,2021-11-02
-9223372035244744704,-9223372036830928896,21,"BZ","C4",11,2,11,2021,-9223372036849261568,"Vita",NA,NA,2021-11-02
-9223372035337010176,-9223372036831161344,22,"TN","C4",11,2,11,2021,-9223372036849256448,"Vita",NA,NA,2021-11-02
-9223372035513379840,-9223372036832457728,21,"BZ","C4",11,2,11,2021,-9223372036849259520,"Vita",NA,NA,2021-11-02
-9223372032373627904,-9223372036830594048,21,"BZ","C4",11,3,11,2021,-9223372036849179648,"Vita",NA,NA,2021-11-03
-9223372035231863808,-9223372036830723072,21,"BZ","C4",11,3,11,2021,-9223372036849261568,"Macello",NA,NA,2021-11-03
-9223372035248510976,-9223372036830850048,14,"SO","C4",11,3,11,2021,-9223372036849187840,"Vita",390,NA,2021-11-03
-9223372035262290944,-9223372036830737408,2,"VC","C4",11,3,11,2021,-9223372036850599936,"Vita",400,NA,2021-11-03
-9223372035312011264,-9223372036830746624,22,"TN","C4",11,3,11,2021,-9223372036849256448,"Vita",300,NA,2021-11-03
-9223372035223342080,-9223372036830701568,21,"BZ","C4",11,4,11,2021,-9223372036849263616,"Vita",NA,NA,2021-11-04
-9223372035257663488,-9223372036830616576,22,"TN","C4",11,4,11,2021,-9223372036849256448,"Vita",NA,NA,2021-11-04
-9223372035480673280,-9223372036831949824,22,"TN","C4",11,4,11,2021,-9223372036849183744,"Vita",300,NA,2021-11-04
-9223372035095825408,-9223372036830516224,21,"BZ","C4",11,5,11,2021,-9223372036849259520,"Vita",NA,NA,2021-11-05
-9223372035353570304,-9223372036830804992,21,"BZ","C4",11,5,11,2021,-9223372036849263616,"Macello",NA,NA,2021-11-05
-9223372035441521664,-9223372036831029248,17,"BS","C4",11,5,11,2021,-9223372036850291712,"Vita",NA,NA,2021-11-05
-9223372033809086464,-9223372036830666752,21,"BZ","C4",11,6,11,2021,-9223372036847292416,"Macello",NA,NA,2021-11-06
-9223372035254358016,-9223372036830526464,21,"BZ","C4",11,6,11,2021,-9223372036849261568,"Macello",NA,NA,2021-11-06
-9223372035275741184,-9223372036830880768,21,"BZ","C4",11,6,11,2021,-9223372036849261568,"Vita",NA,NA,2021-11-06
-9223372032665926656,-9223372036830674944,21,"BZ","C4",11,7,11,2021,-9223372036844008448,"Vita",NA,NA,2021-11-07
-9223372035222662144,-9223372036830679040,21,"BZ","C4",11,7,11,2021,-9223372036849261568,"Vita",NA,NA,2021-11-07
-9223372035255291904,-9223372036830629888,21,"BZ","C4",11,7,11,2021,-9223372036849263616,"Macello",NA,NA,2021-11-07
-9223372035264162816,-9223372036830599168,21,"BZ","C4",11,7,11,2021,-9223372036849261568,"Macello",NA,NA,2021-11-07
-9223372035353644032,-9223372036830863360,21,"BZ","C4",11,7,11,2021,-9223372036849263616,"Macello",NA,NA,2021-11-07
-9223372035216377856,-9223372036830518272,21,"BZ","C4",11,8,11,2021,-9223372036849259520,"Vita",NA,NA,2021-11-08
-9223372035259227136,-9223372036830631936,12,"VA","C4",11,8,11,2021,-9223372036850163712,"Vita",300,NA,2021-11-08
-9223372033763539968,-9223372036830566400,21,"BZ","C4",11,9,11,2021,-9223372036847452160,"Macello",NA,NA,2021-11-09
-9223372035255108608,-9223372036830791680,14,"SO","C4",11,9,11,2021,-9223372036849189888,"Vita",380,NA,2021-11-09
-9223372035278714880,-9223372036830712832,22,"TN","C4",11,9,11,2021,-9223372036849256448,"Vita",300,NA,2021-11-09
-9223372035328025600,-9223372036830765056,22,"TN","C4",11,9,11,2021,-9223372036849256448,"Vita",NA,NA,2021-11-09
-9223372035084167168,-9223372036830554112,17,"BS","C4",11,10,11,2021,-9223372036834583552,"Vita",NA,NA,2021-11-10
