"idMisuraPrimaria","idAnimale","codiceIstat","siglaProvincia","codiceSpecieAIA","codiceRazzaAIA","giorno","mese","anno","CodiceAziendaNascita","DestinazioneSoggetto","PesoAllaNascita","NumeroCapezzoli","date_formatted"
-9223372036102145024,-9223372036845281280,22,"TN","C4",11,27,10,2019,-9223372036849256448,"Vita",580,NA,2019-10-27
-9223372036108907520,-9223372036845694976,2,"VC","C4",11,27,10,2019,-9223372036850171904,"Vita",400,NA,2019-10-27
-9223372036106971136,-9223372036845582336,21,"BZ","C4",11,28,10,2019,-9223372036849261568,"Vita",NA,NA,2019-10-28
-9223372036107836416,-9223372036845632512,1,"TO","C4",11,28,10,2019,-9223372036849920000,"Macello",450,NA,2019-10-28
-9223372030365647872,-9223372036833312768,21,"BZ","C4",11,29,10,2019,-9223372036834625536,"Vita",NA,NA,2019-10-29
-9223372036105543680,-9223372036845497344,1,"TO","C4",11,29,10,2019,-9223372036850096128,"Vita",350,NA,2019-10-29
-9223372034232775680,-9223372036833370112,21,"BZ","C4",11,30,10,2019,-9223372036849183744,"Vita",NA,NA,2019-10-30
-9223372034326189056,-9223372036833387520,14,"SO","C4",11,31,10,2019,-9223372036849334272,"Vita",330,NA,2019-10-31
-9223372036107626496,-9223372036845621248,21,"BZ","C4",11,31,10,2019,-9223372036849258496,"Macello",NA,NA,2019-10-31
-9223372036105250816,-9223372036845478912,1,"TO","C4",11,1,11,2019,-9223372036849471488,"Vita",300,NA,2019-11-01
-9223372036106980352,-9223372036845583360,21,"BZ","C4",11,1,11,2019,-9223372036849263616,"Macello",NA,NA,2019-11-01
-9223372036108058624,-9223372036845645824,13,"CO","C4",11,3,11,2019,-9223372036850243584,"Vita",300,NA,2019-11-03
-9223372036109853696,-9223372036845747200,25,"BL","C4",11,3,11,2019,-9223372036850528256,"Macello",NA,NA,2019-11-03
-9223372036097976320,-9223372036845019136,21,"BZ","C4",11,4,11,2019,-9223372036847819776,"Macello",NA,NA,2019-11-04
-9223372036099667968,-9223372036845125632,21,"BZ","C4",11,4,11,2019,-9223372036849261568,"Vita",NA,NA,2019-11-04
-9223372036104183808,-9223372036845412352,21,"BZ","C4",11,4,11,2019,-9223372036849263616,"Macello",NA,NA,2019-11-04
-9223372036109666304,-9223372036845736960,22,"TN","C4",11,4,11,2019,-9223372036849256448,"Vita",580,NA,2019-11-04
-9223372035084181504,-9223372036833280000,21,"BZ","C4",11,5,11,2019,-9223372036834539520,"Vita",NA,NA,2019-11-05
-9223372036098889728,-9223372036845076480,21,"BZ","C4",11,5,11,2019,-9223372036849263616,"Macello",NA,NA,2019-11-05
-9223372036099397632,-9223372036845108224,21,"BZ","C4",11,5,11,2019,-9223372036849263616,"Vita",NA,NA,2019-11-05
-9223372036109187072,-9223372036845710336,17,"BS","C4",11,6,11,2019,-9223372036850612224,"Macello",200,NA,2019-11-06
-9223372036109465600,-9223372036845725696,22,"TN","C4",11,6,11,2019,-9223372036849256448,"Vita",580,NA,2019-11-06
-9223372036108077056,-9223372036845646848,22,"TN","C4",11,7,11,2019,-9223372036849256448,"Vita",NA,NA,2019-11-07
-9223372030849671168,-9223372036833367040,21,"BZ","C4",11,8,11,2019,-9223372036847364096,"Vita",NA,NA,2019-11-08
-9223372036107202560,-9223372036845595648,21,"BZ","C4",11,8,11,2019,-9223372036849172480,"Macello",NA,NA,2019-11-08
-9223372036108183552,-9223372036845652992,22,"TN","C4",11,9,11,2019,-9223372036849256448,"Vita",500,NA,2019-11-09
-9223372036105594880,-9223372036845500416,21,"BZ","C4",11,10,11,2019,-9223372036849263616,"Vita",NA,NA,2019-11-10
-9223372036106956800,-9223372036845581312,21,"BZ","C4",11,10,11,2019,-9223372036849263616,"Macello",NA,NA,2019-11-10
-9223372036107213824,-9223372036845596672,21,"BZ","C4",11,10,11,2019,-9223372036847452160,"Vita",NA,NA,2019-11-10
-9223372036107929600,-9223372036845638656,22,"TN","C4",11,10,11,2019,-9223372036849256448,"Vita",350,NA,2019-11-10
-9223372036102738944,-9223372036845317120,21,"BZ","C4",11,11,11,2019,-9223372036849259520,"Vita",NA,NA,2019-11-11
-9223372036105570304,-9223372036845498368,21,"BZ","C4",11,11,11,2019,-9223372036849261568,"Vita",NA,NA,2019-11-11
-9223372036106221568,-9223372036845538304,54,"PG","C4",11,11,11,2019,-9223372036849173504,"Vita",400,NA,2019-11-11
-9223372036106785792,-9223372036845571072,22,"TN","C4",11,11,11,2019,-9223372036849256448,"Vita",400,NA,2019-11-11
-9223372036107677696,-9223372036845624320,22,"TN","C4",11,11,11,2019,-9223372036849256448,"Vita",550,NA,2019-11-11
-9223372034250334208,-9223372036833368064,21,"BZ","C4",11,12,11,2019,-9223372036847339520,"Vita",NA,NA,2019-11-12
-9223372036107548672,-9223372036845616128,22,"TN","C4",11,14,11,2019,-9223372036849256448,"Vita",350,NA,2019-11-14
-9223372036108398592,-9223372036845665280,1,"TO","C4",11,14,11,2019,-9223372036850035712,"Vita",300,NA,2019-11-14
-9223372036100963328,-9223372036845207552,21,"BZ","C4",11,15,11,2019,-9223372036849168384,"Vita",NA,NA,2019-11-15
-9223372036106478592,-9223372036845553664,1,"TO","C4",11,15,11,2019,-9223372036849334272,"Vita",NA,NA,2019-11-15
-9223372036084887552,-9223372036844271616,14,"SO","C4",11,17,11,2019,-9223372036849175552,"Macello",410,NA,2019-11-17
-9223372036106387456,-9223372036845547520,21,"BZ","C4",11,17,11,2019,-9223372036849263616,"Vita",NA,NA,2019-11-17
-9223372036108764160,-9223372036845686784,16,"BG","C4",11,17,11,2019,-9223372036850207744,"Vita",400,NA,2019-11-17
-9223372036108521472,-9223372036845672448,22,"TN","C4",11,18,11,2019,-9223372036849256448,"Vita",NA,NA,2019-11-18
-9223372036108692480,-9223372036845682688,22,"TN","C4",11,18,11,2019,-9223372036849256448,"Vita",400,NA,2019-11-18
-9223372036106177536,-9223372036845535232,21,"BZ","C4",11,19,11,2019,-9223372036849259520,"Vita",NA,NA,2019-11-19
-9223372036108435456,-9223372036845667328,13,"CO","C4",11,19,11,2019,-9223372036849177600,"Vita",250,NA,2019-11-19
-9223372035271355392,-9223372036833372160,21,"BZ","C4",11,20,11,2019,-9223372036847452160,"Macello",NA,NA,2019-11-20
-9223372035884092416,-9223372036835725312,21,"BZ","C4",11,21,11,2019,-9223372036847347712,"Vita",NA,NA,2019-11-21
-9223372036105349120,-9223372036845485056,21,"BZ","C4",11,22,11,2019,-9223372036849259520,"Vita",NA,NA,2019-11-22
-9223372036107448320,-9223372036845611008,21,"BZ","C4",11,22,11,2019,-9223372036849263616,"Vita",NA,NA,2019-11-22
-9223372036107758592,-9223372036845628416,14,"SO","C4",11,22,11,2019,-9223372036849424384,"Vita",380,NA,2019-11-22
-9223372036104166400,-9223372036845411328,21,"BZ","C4",11,23,11,2019,-9223372036849172480,"Vita",NA,NA,2019-11-23
-9223372036105887744,-9223372036845517824,21,"BZ","C4",11,23,11,2019,-9223372036849261568,"Macello",NA,NA,2019-11-23
-9223372036107419648,-9223372036845608960,21,"BZ","C4",11,23,11,2019,-9223372036849259520,"Vita",NA,NA,2019-11-23
-9223372036106126336,-9223372036845532160,14,"SO","C4",11,24,11,2019,-9223372036849187840,"Vita",370,NA,2019-11-24
-9223372036106492928,-9223372036845554688,2,"VC","C4",11,24,11,2019,-9223372036850171904,"Macello",400,NA,2019-11-24
-9223372036108737536,-9223372036845684736,25,"BL","C4",11,24,11,2019,-9223372036850528256,"Macello",NA,NA,2019-11-24
-9223372033077892096,-9223372036833098752,21,"BZ","C4",11,25,11,2019,-9223372036849177600,"Vita",NA,NA,2019-11-25
-9223372036105208832,-9223372036845476864,25,"BL","C4",11,25,11,2019,-9223372036850576384,"Vita",400,NA,2019-11-25
-9223372032377886720,-9223372036833334272,21,"BZ","C4",11,26,11,2019,-9223372036849179648,"Vita",NA,NA,2019-11-26
-9223372036106615808,-9223372036845561856,21,"BZ","C4",11,26,11,2019,-9223372036849263616,"Vita",NA,NA,2019-11-26
-9223372036107285504,-9223372036845600768,24,"VI","C4",11,26,11,2019,-9223372036850184192,"Vita",NA,NA,2019-11-26
-9223372036108575744,-9223372036845675520,16,"BG","C4",11,27,11,2019,-9223372036850039808,"Vita",NA,NA,2019-11-27
-9223372036106275840,-9223372036845541376,22,"TN","C4",11,29,11,2019,-9223372036849256448,"Vita",580,NA,2019-11-29
-9223372036106940416,-9223372036845580288,21,"BZ","C4",11,29,11,2019,-9223372036849259520,"Macello",NA,NA,2019-11-29
-9223372036106997760,-9223372036845584384,21,"BZ","C4",11,29,11,2019,-9223372036849263616,"Vita",NA,NA,2019-11-29
-9223372036107047936,-9223372036845587456,22,"TN","C4",11,29,11,2019,-9223372036849256448,"Vita",550,NA,2019-11-29
-9223372036107293696,-9223372036845601792,22,"TN","C4",11,29,11,2019,-9223372036849256448,"Vita",NA,NA,2019-11-29
-9223372036107348992,-9223372036845604864,22,"TN","C4",11,29,11,2019,-9223372036849256448,"Vita",NA,NA,2019-11-29
-9223372036105436160,-9223372036845491200,21,"BZ","C4",11,30,11,2019,-9223372036849259520,"Vita",NA,NA,2019-11-30
-9223372036107039744,-9223372036845586432,93,"PN","C4",11,30,11,2019,-9223372036849172480,"Vita",350,NA,2019-11-30
-9223372036107247616,-9223372036845598720,24,"VI","C4",11,30,11,2019,-9223372036850100224,"Vita",400,NA,2019-11-30
-9223372031943435264,-9223372036833248256,21,"BZ","C4",11,1,12,2019,-9223372036834520064,"Vita",NA,NA,2019-12-01
-9223372036099780608,-9223372036845132800,21,"BZ","C4",11,1,12,2019,-9223372036849263616,"Vita",NA,NA,2019-12-01
-9223372036105378816,-9223372036845487104,21,"BZ","C4",11,1,12,2019,-9223372036849263616,"Vita",NA,NA,2019-12-01
-9223372035222737920,-9223372036833320960,21,"BZ","C4",11,3,12,2019,-9223372036849183744,"Vita",NA,NA,2019-12-03
-9223372036101158912,-9223372036845219840,97,"LC","C4",11,3,12,2019,-9223372036849185792,"Vita",NA,NA,2019-12-03
-9223372036105692160,-9223372036845506560,21,"BZ","C4",11,3,12,2019,-9223372036849263616,"Vita",NA,NA,2019-12-03
-9223372036106787840,-9223372036845572096,22,"TN","C4",11,3,12,2019,-9223372036849256448,"Vita",NA,NA,2019-12-03
-9223372036106890240,-9223372036845577216,21,"BZ","C4",11,3,12,2019,-9223372036849259520,"Macello",NA,NA,2019-12-03
-9223372036101550080,-9223372036845244416,21,"BZ","C4",11,4,12,2019,-9223372036847391744,"Macello",NA,NA,2019-12-04
-9223372036105093120,-9223372036845469696,21,"BZ","C4",11,4,12,2019,-9223372036849259520,"Vita",NA,NA,2019-12-04
-9223372036104113152,-9223372036845408256,21,"BZ","C4",11,5,12,2019,-9223372036849261568,"Vita",NA,NA,2019-12-05
-9223372036107781120,-9223372036845629440,25,"BL","C4",11,5,12,2019,-9223372036850576384,"Vita",300,NA,2019-12-05
-9223372036106190848,-9223372036845536256,21,"BZ","C4",11,6,12,2019,-9223372036849261568,"Macello",NA,NA,2019-12-06
-9223372036106557440,-9223372036845557760,21,"BZ","C4",11,6,12,2019,-9223372036849261568,"Vita",NA,NA,2019-12-06
-9223372036106607616,-9223372036845560832,21,"BZ","C4",11,6,12,2019,-9223372036849261568,"Macello",NA,NA,2019-12-06
-9223372036106160128,-9223372036845534208,21,"BZ","C4",11,7,12,2019,-9223372036849258496,"Vita",NA,NA,2019-12-07
-9223372036106588160,-9223372036845559808,21,"BZ","C4",11,7,12,2019,-9223372036849259520,"Macello",NA,NA,2019-12-07
-9223372036106641408,-9223372036845562880,1,"TO","C4",11,7,12,2019,-9223372036850035712,"Vita",300,NA,2019-12-07
-9223372036106664960,-9223372036845564928,93,"PN","C4",11,7,12,2019,-9223372036849185792,"Vita",400,NA,2019-12-07
-9223372036101601280,-9223372036845247488,13,"CO","C4",11,8,12,2019,-9223372036849177600,"Vita",350,NA,2019-12-08
-9223372036105900032,-9223372036845518848,21,"BZ","C4",11,9,12,2019,-9223372036849261568,"Macello",NA,NA,2019-12-09
-9223372036106208256,-9223372036845537280,21,"BZ","C4",11,9,12,2019,-9223372036849263616,"Vita",NA,NA,2019-12-09
-9223372036107968512,-9223372036845640704,14,"SO","C4",11,9,12,2019,-9223372036850371584,"Vita",NA,NA,2019-12-09
-9223372036106764288,-9223372036845570048,1,"TO","C4",11,10,12,2019,-9223372036850408448,"Vita",300,NA,2019-12-10
-9223372036104985600,-9223372036845462528,22,"TN","C4",11,12,12,2019,-9223372036849256448,"Vita",NA,NA,2019-12-12
-9223372036099613696,-9223372036845122560,16,"BG","C4",11,13,12,2019,-9223372036849175552,"Macello",NA,NA,2019-12-13
-9223372036106658816,-9223372036845563904,22,"TN","C4",11,13,12,2019,-9223372036849256448,"Vita",NA,NA,2019-12-13
-9223372036107699200,-9223372036845625344,22,"TN","C4",11,14,12,2019,-9223372036849256448,"Vita",400,NA,2019-12-14
-9223372036106310656,-9223372036845543424,22,"TN","C4",11,16,12,2019,-9223372036849256448,"Vita",300,NA,2019-12-16
-9223372036106897408,-9223372036845578240,21,"BZ","C4",11,16,12,2019,-9223372036849259520,"Vita",NA,NA,2019-12-16
-9223372036100497408,-9223372036845177856,96,"BI","C4",11,19,12,2019,-9223372036849187840,"Vita",300,NA,2019-12-19
-9223372036105418752,-9223372036845489152,21,"BZ","C4",11,19,12,2019,-9223372036849263616,"Vita",NA,NA,2019-12-19
-9223372036105428992,-9223372036845490176,21,"BZ","C4",11,19,12,2019,-9223372036849259520,"Macello",NA,NA,2019-12-19
-9223372036105726976,-9223372036845508608,21,"BZ","C4",11,19,12,2019,-9223372036849170432,"Vita",NA,NA,2019-12-19
-9223372036103878656,-9223372036845392896,21,"BZ","C4",11,20,12,2019,-9223372036849263616,"Macello",NA,NA,2019-12-20
-9223372036104558592,-9223372036845436928,21,"BZ","C4",11,20,12,2019,-9223372036849259520,"Vita",NA,NA,2019-12-20
-9223372036105451520,-9223372036845492224,21,"BZ","C4",11,20,12,2019,-9223372036849263616,"Macello",NA,NA,2019-12-20
-9223372036100369408,-9223372036845169664,21,"BZ","C4",11,21,12,2019,-9223372036849263616,"Macello",NA,NA,2019-12-21
-9223372036106033152,-9223372036845527040,14,"SO","C4",11,21,12,2019,-9223372036850616320,"Vita",380,NA,2019-12-21
-9223372036079196160,-9223372036844048384,21,"BZ","C4",11,22,12,2019,-9223372036847326208,"Vita",NA,NA,2019-12-22
-9223372036104375296,-9223372036845424640,21,"BZ","C4",11,22,12,2019,-9223372036849170432,"Macello",NA,NA,2019-12-22
-9223372036105040896,-9223372036845466624,21,"BZ","C4",11,22,12,2019,-9223372036849261568,"Vita",NA,NA,2019-12-22
-9223372036104388608,-9223372036845425664,21,"BZ","C4",11,24,12,2019,-9223372036849261568,"Vita",NA,NA,2019-12-24
-9223372036105026560,-9223372036845465600,21,"BZ","C4",11,24,12,2019,-9223372036849263616,"Macello",NA,NA,2019-12-24
-9223372036105167872,-9223372036845473792,16,"BG","C4",11,24,12,2019,-9223372036850492416,"Vita",400,NA,2019-12-24
-9223372036104361984,-9223372036845423616,21,"BZ","C4",11,26,12,2019,-9223372036849261568,"Vita",NA,NA,2019-12-26
-9223372036097085440,-9223372036844962816,21,"BZ","C4",11,27,12,2019,-9223372036849189888,"Vita",NA,NA,2019-12-27
-9223372036103641088,-9223372036845378560,21,"BZ","C4",11,27,12,2019,-9223372036849259520,"Macello",NA,NA,2019-12-27
-9223372034315620352,-9223372036833301504,21,"BZ","C4",11,28,12,2019,-9223372036846356480,"Vita",NA,NA,2019-12-28
-9223372036103986176,-9223372036845400064,22,"TN","C4",11,28,12,2019,-9223372036849179648,"Vita",NA,NA,2019-12-28
-9223372036104294400,-9223372036845419520,21,"BZ","C4",11,28,12,2019,-9223372036849261568,"Vita",NA,NA,2019-12-28
-9223372036104322048,-9223372036845421568,21,"BZ","C4",11,28,12,2019,-9223372036849261568,"Macello",NA,NA,2019-12-28
-9223372036104571904,-9223372036845437952,21,"BZ","C4",11,28,12,2019,-9223372036849263616,"Vita",NA,NA,2019-12-28
-9223372035271387136,-9223372036833275904,21,"BZ","C4",11,30,12,2019,-9223372036849181696,"Macello",NA,NA,2019-12-30
-9223372036100680704,-9223372036845190144,93,"PN","C4",11,30,12,2019,-9223372036849172480,"Vita",350,NA,2019-12-30
-9223372036105989120,-9223372036845523968,24,"VI","C4",11,31,12,2019,-9223372036850264064,"Vita",350,NA,2019-12-31
-9223372035260896256,-9223372036833262592,21,"BZ","C4",11,1,1,2020,-9223372036849172480,"Vita",NA,NA,2020-01-01
-9223372036083319808,-9223372036849200128,1,"TO","C4",11,1,1,2020,-9223372036850476032,"Vita",350,NA,2020-01-01
-9223372036099601408,-9223372036845121536,54,"PG","C4",11,1,1,2020,-9223372036849183744,"Vita",350,NA,2020-01-01
-9223372036101639168,-9223372036845250560,17,"BS","C4",11,1,1,2020,-9223372036849443840,"Vita",350,NA,2020-01-01
-9223372036086879232,-9223372036844354560,21,"BZ","C4",11,2,1,2020,-9223372036847351808,"Macello",NA,NA,2020-01-02
-9223372036102932480,-9223372036845329408,21,"BZ","C4",11,2,1,2020,-9223372036849256448,"Vita",NA,NA,2020-01-02
-9223372036105089024,-9223372036845468672,21,"BZ","C4",11,2,1,2020,-9223372036847452160,"Vita",NA,NA,2020-01-02
-9223372036104188928,-9223372036845413376,21,"BZ","C4",11,3,1,2020,-9223372036849263616,"Vita",NA,NA,2020-01-03
-9223372036106571776,-9223372036845558784,21,"BZ","C4",11,3,1,2020,-9223372036849258496,"Vita",NA,NA,2020-01-03
-9223372036083192832,-9223372036844203008,21,"BZ","C4",11,4,1,2020,-9223372036847825920,"Macello",NA,NA,2020-01-04
-9223372036105018368,-9223372036845464576,21,"BZ","C4",11,4,1,2020,-9223372036849261568,"Macello",NA,NA,2020-01-04
-9223372036104968192,-9223372036845461504,25,"BL","C4",11,5,1,2020,-9223372036850536448,"Vita",300,NA,2020-01-05
-9223372036097385472,-9223372036844981248,21,"BZ","C4",11,7,1,2020,-9223372036849261568,"Vita",NA,NA,2020-01-07
-9223372036106442752,-9223372036845551616,16,"BG","C4",11,7,1,2020,-9223372036850039808,"Vita",NA,NA,2020-01-07
-9223372035260896256,-9223372036836554752,21,"BZ","C4",11,8,1,2020,-9223372036849172480,"Vita",NA,NA,2020-01-08
-9223372036104082432,-9223372036845406208,67,"TE","C4",11,9,1,2020,-9223372036849626112,"Macello",420,NA,2020-01-09
-9223372036104776704,-9223372036845450240,21,"BZ","C4",11,9,1,2020,-9223372036849263616,"Vita",NA,NA,2020-01-09
-9223372036106806272,-9223372036845573120,14,"SO","C4",11,9,1,2020,-9223372036849414144,"Macello",330,NA,2020-01-09
-9223372033266572288,-9223372036833247232,21,"BZ","C4",11,10,1,2020,-9223372036834324480,"Vita",NA,NA,2020-01-10
-9223372036103141376,-9223372036845343744,21,"BZ","C4",11,11,1,2020,-9223372036849259520,"Vita",NA,NA,2020-01-11
-9223372036104423424,-9223372036845427712,21,"BZ","C4",11,11,1,2020,-9223372036849261568,"Macello",NA,NA,2020-01-11
-9223372036104770560,-9223372036845449216,21,"BZ","C4",11,11,1,2020,-9223372036849259520,"Macello",NA,NA,2020-01-11
-9223372036105868288,-9223372036845516800,22,"TN","C4",11,11,1,2020,-9223372036849256448,"Vita",NA,NA,2020-01-11
-9223372033396205568,-9223372036833267712,21,"BZ","C4",11,12,1,2020,-9223372036849170432,"Vita",NA,NA,2020-01-12
-9223372036104025088,-9223372036845402112,21,"BZ","C4",11,12,1,2020,-9223372036849259520,"Vita",NA,NA,2020-01-12
-9223372036104411136,-9223372036845426688,21,"BZ","C4",11,13,1,2020,-9223372036849259520,"Vita",NA,NA,2020-01-13
-9223372036090875904,-9223372036844568576,21,"BZ","C4",11,14,1,2020,-9223372036847452160,"Vita",NA,NA,2020-01-14
-9223372036099921920,-9223372036845142016,13,"CO","C4",11,14,1,2020,-9223372036849183744,"Vita",300,NA,2020-01-14
-9223372035810059264,-9223372036834769920,21,"BZ","C4",11,15,1,2020,-9223372036849168384,"Vita",NA,NA,2020-01-15
-9223372036103134208,-9223372036845342720,21,"BZ","C4",11,15,1,2020,-9223372036849259520,"Macello",NA,NA,2020-01-15
-9223372036104298496,-9223372036845420544,21,"BZ","C4",11,16,1,2020,-9223372036849261568,"Vita",NA,NA,2020-01-16
-9223372035800555520,-9223372036838417408,21,"BZ","C4",11,17,1,2020,-9223372036849168384,"Macello",NA,NA,2020-01-17
-9223372036100898816,-9223372036845203456,17,"BS","C4",11,18,1,2020,-9223372036849177600,"Vita",NA,NA,2020-01-18
-9223372036105197568,-9223372036845475840,28,"PD","C4",11,18,1,2020,-9223372036849959936,"Vita",400,NA,2020-01-18
-9223372036098279424,-9223372036845038592,21,"BZ","C4",11,19,1,2020,-9223372036849263616,"Vita",NA,NA,2020-01-19
-9223372036079669248,-9223372036844067840,21,"BZ","C4",11,20,1,2020,-9223372036849170432,"Macello",NA,NA,2020-01-20
-9223372036085755904,-9223372036844308480,1,"TO","C4",11,21,1,2020,-9223372036849515520,"Vita",400,NA,2020-01-21
-9223372031916658688,-9223372036833249280,21,"BZ","C4",11,22,1,2020,-9223372036844384256,"Vita",NA,NA,2020-01-22
-9223372036100298752,-9223372036845165568,17,"BS","C4",11,25,1,2020,-9223372036849177600,"Macello",NA,NA,2020-01-25
-9223372036102082560,-9223372036845277184,21,"BZ","C4",11,25,1,2020,-9223372036847395840,"Vita",NA,NA,2020-01-25
-9223372036103880704,-9223372036845393920,21,"BZ","C4",11,25,1,2020,-9223372036849261568,"Macello",NA,NA,2020-01-25
-9223372036104942592,-9223372036845460480,14,"SO","C4",11,25,1,2020,-9223372036849187840,"Vita",370,NA,2020-01-25
-9223372036105136128,-9223372036845471744,22,"TN","C4",11,27,1,2020,-9223372036849256448,"Vita",NA,NA,2020-01-27
-9223372035809033216,-9223372036836847616,21,"BZ","C4",11,28,1,2020,-9223372036849179648,"Vita",NA,NA,2020-01-28
-9223372036097327104,-9223372036844978176,21,"BZ","C4",11,30,1,2020,-9223372036849261568,"Vita",NA,NA,2020-01-30
-9223372036097544192,-9223372036844991488,21,"BZ","C4",11,30,1,2020,-9223372036849263616,"Vita",NA,NA,2020-01-30
-9223372036102199296,-9223372036845284352,25,"BL","C4",11,30,1,2020,-9223372036850576384,"Vita",400,NA,2020-01-30
-9223372036104827904,-9223372036845453312,22,"TN","C4",11,30,1,2020,-9223372036849256448,"Vita",550,NA,2020-01-30
-9223372035809031168,-9223372036837233664,21,"BZ","C4",11,31,1,2020,-9223372036849179648,"Vita",NA,NA,2020-01-31
-9223372036104220672,-9223372036845415424,22,"TN","C4",11,1,2,2020,-9223372036849256448,"Vita",350,NA,2020-02-01
-9223372036105267200,-9223372036845479936,22,"TN","C4",11,1,2,2020,-9223372036849256448,"Vita",NA,NA,2020-02-01
-9223372035447977984,-9223372036833208320,21,"BZ","C4",11,2,2,2020,-9223372036849183744,"Macello",NA,NA,2020-02-02
-9223372036104141824,-9223372036845410304,22,"TN","C4",11,2,2,2020,-9223372036849256448,"Vita",NA,NA,2020-02-02
-9223372036100319232,-9223372036845166592,21,"BZ","C4",11,3,2,2020,-9223372036849261568,"Macello",NA,NA,2020-02-03
-9223372036104040448,-9223372036845403136,1,"TO","C4",11,3,2,2020,-9223372036849920000,"Macello",450,NA,2020-02-03
-9223372036104816640,-9223372036845452288,22,"TN","C4",11,3,2,2020,-9223372036849256448,"Vita",400,NA,2020-02-03
-9223372036104236032,-9223372036845416448,22,"TN","C4",11,4,2,2020,-9223372036849256448,"Vita",NA,NA,2020-02-04
-9223372036104477696,-9223372036845431808,22,"TN","C4",11,6,2,2020,-9223372036849256448,"Vita",NA,NA,2020-02-06
-9223372036098778112,-9223372036845069312,21,"BZ","C4",11,7,2,2020,-9223372036849261568,"Macello",NA,NA,2020-02-07
-9223372036103670784,-9223372036845380608,22,"TN","C4",11,7,2,2020,-9223372036849256448,"Vita",480,NA,2020-02-07
-9223372036082166784,-9223372036844164096,21,"BZ","C4",11,8,2,2020,-9223372036847439872,"Macello",NA,NA,2020-02-08
-9223372036105141248,-9223372036845472768,14,"SO","C4",11,8,2,2020,-9223372036849338368,"Vita",370,NA,2020-02-08
-9223372036101943296,-9223372036845268992,16,"BG","C4",11,9,2,2020,-9223372036850492416,"Vita",450,NA,2020-02-09
-9223372036099167232,-9223372036845093888,21,"BZ","C4",11,10,2,2020,-9223372036849263616,"Vita",NA,NA,2020-02-10
-9223372036099825664,-9223372036845135872,21,"BZ","C4",11,10,2,2020,-9223372036849263616,"Macello",NA,NA,2020-02-10
-9223372036101660672,-9223372036845251584,21,"BZ","C4",11,10,2,2020,-9223372036849261568,"Macello",NA,NA,2020-02-10
-9223372036102317056,-9223372036845291520,21,"BZ","C4",11,10,2,2020,-9223372036849261568,"Vita",NA,NA,2020-02-10
-9223372036102683648,-9223372036845314048,21,"BZ","C4",11,10,2,2020,-9223372036849261568,"Vita",NA,NA,2020-02-10
-9223372036103828480,-9223372036845389824,24,"VI","C4",11,10,2,2020,-9223372036850184192,"Vita",NA,NA,2020-02-10
-9223372036082265088,-9223372036844168192,13,"CO","C4",11,12,2,2020,-9223372036849177600,"Vita",NA,NA,2020-02-12
-9223372036098272256,-9223372036845037568,21,"BZ","C4",11,12,2,2020,-9223372036849263616,"Vita",NA,NA,2020-02-12
-9223372036098297856,-9223372036845039616,21,"BZ","C4",11,12,2,2020,-9223372036849261568,"Vita",NA,NA,2020-02-12
-9223372036101035008,-9223372036845212672,21,"BZ","C4",11,12,2,2020,-9223372036849261568,"Vita",NA,NA,2020-02-12
-9223372036101957632,-9223372036845270016,97,"LC","C4",11,12,2,2020,-9223372036850555904,"Vita",250,NA,2020-02-12
-9223372035445233664,-9223372036837179392,21,"BZ","C4",11,13,2,2020,-9223372036849183744,"Vita",NA,NA,2020-02-13
-9223372036085774336,-9223372036844309504,21,"BZ","C4",11,14,2,2020,-9223372036847347712,"Macello",NA,NA,2020-02-14
-9223372036101395456,-9223372036845235200,21,"BZ","C4",11,14,2,2020,-9223372036849261568,"Vita",NA,NA,2020-02-14
-9223372036102699008,-9223372036845315072,21,"BZ","C4",11,14,2,2020,-9223372036849263616,"Macello",NA,NA,2020-02-14
-9223372036103634944,-9223372036845377536,21,"BZ","C4",11,14,2,2020,-9223372036849258496,"Macello",NA,NA,2020-02-14
-9223372036104868864,-9223372036845455360,22,"TN","C4",11,14,2,2020,-9223372036849256448,"Vita",NA,NA,2020-02-14
-9223372034208410624,-9223372036833126400,25,"BL","C4",11,15,2,2020,-9223372036850576384,"Vita",350,NA,2020-02-15
-9223372036101736448,-9223372036845256704,22,"TN","C4",11,15,2,2020,-9223372036849256448,"Vita",NA,NA,2020-02-15
-9223372036103260160,-9223372036845351936,22,"TN","C4",11,15,2,2020,-9223372036849177600,"Vita",NA,NA,2020-02-15
-9223372036103921664,-9223372036845395968,22,"TN","C4",11,15,2,2020,-9223372036849256448,"Vita",580,NA,2020-02-15
-9223372036104215552,-9223372036845414400,14,"SO","C4",11,15,2,2020,-9223372036849187840,"Macello",410,NA,2020-02-15
-9223372036097391616,-9223372036844982272,21,"BZ","C4",11,16,2,2020,-9223372036849261568,"Macello",NA,NA,2020-02-16
-9223372036104600576,-9223372036845438976,2,"VC","C4",11,16,2,2020,-9223372036850171904,"Macello",400,NA,2020-02-16
-9223372036101687296,-9223372036845253632,21,"BZ","C4",11,17,2,2020,-9223372036849259520,"Vita",NA,NA,2020-02-17
-9223372035886372864,-9223372036835741696,21,"BZ","C4",11,18,2,2020,-9223372036844139520,"Vita",NA,NA,2020-02-18
-9223372036101532672,-9223372036845243392,21,"BZ","C4",11,20,2,2020,-9223372036849261568,"Macello",NA,NA,2020-02-20
