"idMisuraPrimaria","idAnimale","codiceIstat","siglaProvincia","codiceSpecieAIA","codiceRazzaAIA","giorno","mese","anno","DataMacellazione","PesoCarcassa","PesoVivo","Categoria","Classificazione","PaeseDiProvenienza","ArrivatoMortoAlMacello","CodiceCausaleMorte","CarcassaDestinataAlConsumo","PaeseDiProvenienzaIso31663char"
-9223372036033293312,-9223372036842212352,21,"BZ","C4",11,2,10,2017,"2017-10-02",98,NA,"","","IT","N",NA,"N",""
-9223372036039245824,-9223372036842516480,21,"BZ","C4",11,18,10,2017,"2017-10-18",93,NA,"","","IT","N",NA,"N",""
-9223372036067744768,-9223372036843967488,21,"BZ","C4",11,28,11,2017,"2017-11-28",115,NA,"","","IT","N",NA,"N",""
-9223372036067768320,-9223372036843968512,21,"BZ","C4",11,15,12,2017,"2017-12-15",115,NA,"","","IT","N",NA,"N",""
-9223372036068033536,-9223372036843977728,21,"BZ","C4",11,20,12,2017,"2017-12-20",116,NA,"","","IT","N",NA,"N",""
-9223372036068131840,-9223372036843984896,54,"PG","C4",11,28,12,2017,"2017-12-28",206.78,NA,"D","","IT","N",NA,"N",""
-9223372035955261440,-9223372036837934080,21,"BZ","C4",11,4,1,2018,"2018-01-04",322.8,NA,"0","00","IT","N",NA,"N",""
-9223372036059342848,-9223372036843699200,21,"BZ","C4",11,30,1,2018,"2018-01-30",122,NA,"","","IT","N",NA,"N",""
-9223372036060270592,-9223372036843758592,21,"BZ","C4",11,29,1,2018,"2018-01-29",93,NA,"","","IT","N",NA,"N",""
-9223372036060379136,-9223372036843764736,23,"VR","C4",11,19,1,2018,"2018-01-19",122.2,207.36,"0","00","IT","N",NA,"N",""
-9223372036060429312,-9223372036843768832,26,"TV","C4",11,29,1,2018,"2018-01-29",121.42,NA,"V","00","IT","N",NA,"N",""
-9223372036060500992,-9223372036843772928,17,"BS","C4",11,31,1,2018,"2018-01-31",174.2,NA,"0","00","IT","N",NA,"N",""
-9223372036060503040,-9223372036843773952,17,"BS","C4",11,31,1,2018,"2018-01-31",117.2,NA,"0","00","IT","N",NA,"N",""
-9223372036060686336,-9223372036843784192,28,"PD","C4",11,26,1,2018,"2018-01-26",210.8,335.62,"0","00","IT","N",NA,"N",""
-9223372036060707840,-9223372036843786240,99,"RN","C4",11,29,1,2018,"2018-01-29",199,NA,"","","IT","N",NA,"N",""
-9223372036061053952,-9223372036843807744,26,"TV","C4",11,26,1,2018,"2018-01-26",182.67,NA,"V","00","IT","N",NA,"N",""
-9223372036061078528,-9223372036843809792,26,"TV","C4",11,24,1,2018,"2018-01-24",139.55,NA,"V","00","IT","N",NA,"N",""
-9223372036061087744,-9223372036843810816,22,"TN","C4",11,26,1,2018,"2018-01-26",184.4,184.4,"","","IT","N",NA,"N",""
-9223372036061150208,-9223372036843814912,27,"VE","C4",11,26,1,2018,"2018-01-26",168.17,298.2,"V","00","IT","N",NA,"N",""
-9223372036061292544,-9223372036843823104,23,"VR","C4",11,20,1,2018,"2018-01-20",176,NA,"Z","00","IT","N",NA,"N",""
-9223372036061334528,-9223372036843826176,88,"RG","C4",11,24,1,2018,"2018-01-24",187,NA,"","","IT","N",NA,"N",""
-9223372036061363200,-9223372036843828224,28,"PD","C4",11,19,1,2018,"2018-01-19",184.8,298.4,"0","00","IT","N",NA,"N",""
-9223372036061527040,-9223372036849154048,21,"BZ","C4",11,17,1,2018,"2018-01-17",260,NA,"0","00","IT","N",NA,"N",""
-9223372036061550592,-9223372036843839488,21,"BZ","C4",11,22,1,2018,"2018-01-22",62,NA,"","","IT","N",NA,"N",""
-9223372036061595648,-9223372036843842560,23,"VR","C4",11,19,1,2018,"2018-01-19",235,NA,"V","00","IT","N",NA,"N",""
-9223372036061624320,-9223372036843844608,21,"BZ","C4",11,15,1,2018,"2018-01-15",85.56,NA,"","","IT","N",NA,"N",""
-9223372036061693952,-9223372036843848704,22,"TN","C4",11,18,1,2018,"2018-01-18",253,NA,"E","","IT","N",NA,"N",""
-9223372036061893632,-9223372036843862016,22,"TN","C4",11,16,1,2018,"2018-01-16",240,NA,"E","","IT","N",NA,"N",""
-9223372036061912064,-9223372036843863040,16,"BG","C4",11,17,1,2018,"2018-01-17",189,374,"0","00","IT","N",NA,"N",""
-9223372036061925376,-9223372036843864064,21,"BZ","C4",11,15,1,2018,"2018-01-15",93,NA,"","","IT","N",NA,"N",""
-9223372036061954048,-9223372036843866112,21,"BZ","C4",11,10,1,2018,"2018-01-10",153.6,NA,"0","00","IT","N",NA,"N",""
-9223372036061992960,-9223372036843868160,28,"PD","C4",11,12,1,2018,"2018-01-12",166.4,259.8,"0","00","IT","N",NA,"N",""
-9223372036062251008,-9223372036843883520,23,"VR","C4",11,15,1,2018,"2018-01-15",172.1,325.7,"0","00","IT","N",NA,"N",""
-9223372036062265344,-9223372036843884544,1,"TO","C4",11,8,1,2018,"2018-01-08",146.8,146.8,"","","IT","N",NA,"N",""
-9223372036062476288,-9223372036843895808,26,"TV","C4",11,2,1,2018,"2018-01-02",152.88,NA,"V","00","IT","N",NA,"N",""
-9223372036062499840,-9223372036843897856,26,"TV","C4",11,9,1,2018,"2018-01-09",178.95,NA,"V","00","IT","N",NA,"N",""
-9223372036062563328,-9223372036843901952,27,"VE","C4",11,8,1,2018,"2018-01-08",181.3,296.52,"V","00","IT","N",NA,"N",""
-9223372036062687232,-9223372036843927552,21,"BZ","C4",11,10,1,2018,"2018-01-10",107,NA,"","","IT","N",NA,"N",""
-9223372036062770176,-9223372036843933696,28,"PD","C4",11,5,1,2018,"2018-01-05",193.2,337.47,"0","00","IT","N",NA,"N",""
-9223372036062848000,-9223372036843908096,23,"VR","C4",11,9,1,2018,"2018-01-09",135.9,257.48,"0","00","IT","N",NA,"N",""
-9223372036062892032,-9223372036843911168,21,"BZ","C4",11,4,1,2018,"2018-01-04",100.6,NA,"0","00","IT","N",NA,"N",""
-9223372036067951616,-9223372036843972608,4,"CN","C4",11,2,1,2018,"2018-01-02",124.2,227.64,"","","IT","N",NA,"N",""
-9223372036056716288,-9223372036843540480,21,"BZ","C4",11,28,2,2018,"2018-02-28",98.8,NA,"","","IT","N",NA,"N",""
-9223372036056760320,-9223372036843542528,17,"BS","C4",11,12,2,2018,"2018-02-12",241,241,"0","00","IT","N",NA,"N",""
-9223372036057072640,-9223372036843563008,57,"RI","C4",11,20,2,2018,"2018-02-20",237,272,"Z","00","IT","N",NA,"N",""
-9223372036057270272,-9223372036843575296,26,"TV","C4",11,28,2,2018,"2018-02-28",164.64,NA,"V","00","IT","N",NA,"N",""
-9223372036057275392,-9223372036843576320,26,"TV","C4",11,27,2,2018,"2018-02-27",161.41,NA,"V","00","IT","N",NA,"N",""
-9223372036057503744,-9223372036843585536,23,"VR","C4",11,26,2,2018,"2018-02-26",189.2,NA,"V","00","IT","N",NA,"N",""
-9223372036057768960,-9223372036843603968,17,"BS","C4",11,28,2,2018,"2018-02-28",169.5,NA,"0","00","IT","N",NA,"N",""
-9223372036057848832,-9223372036843608064,17,"BS","C4",11,27,2,2018,"2018-02-27",172.9,NA,"0","00","IT","N",NA,"N",""
-9223372036058011648,-9223372036843618304,4,"CN","C4",11,26,2,2018,"2018-02-26",179.6,310.51,"","","IT","N",NA,"N",""
-9223372036058021888,-9223372036843619328,33,"PC","C4",11,26,2,2018,"2018-02-26",105,NA,"Z","","IT","N",NA,"N",""
-9223372036058032128,-9223372036843620352,21,"BZ","C4",11,26,2,2018,"2018-02-26",86.8,NA,"","","IT","N",NA,"N",""
-9223372036058159104,-9223372036843628544,43,"MC","C4",11,26,2,2018,"2018-02-26",202,336.67,"V","","IT","N",NA,"N",""
-9223372036058181632,-9223372036845391872,22,"TN","C4",11,22,2,2018,"2018-02-22",290,NA,"E","","IT","N",NA,"N",""
-9223372036058284032,-9223372036843636736,26,"TV","C4",11,17,2,2018,"2018-02-17",142.49,NA,"V","00","IT","N",NA,"N",""
-9223372036058423296,-9223372036843644928,21,"BZ","C4",11,21,2,2018,"2018-02-21",93,NA,"","","IT","N",NA,"N",""
-9223372036058636288,-9223372036843658240,21,"BZ","C4",11,8,2,2018,"2018-02-08",87,NA,"","","IT","N",NA,"N",""
-9223372036058645504,-9223372036843659264,98,"LO","C4",11,19,2,2018,"2018-02-19",426,750,"0","00","IT","N",NA,"N",""
-9223372036058759168,-9223372036843666432,43,"MC","C4",11,13,2,2018,"2018-02-13",250,453,"E","","IT","N",NA,"N",""
-9223372036059002880,-9223372036843679744,26,"TV","C4",11,13,2,2018,"2018-02-13",70.95,NA,"V","00","IT","N",NA,"N",""
-9223372036059195392,-9223372036843689984,20,"MN","C4",11,14,2,2018,"2018-02-14",176,NA,"0","00","IT","N",NA,"N",""
-9223372036059220992,-9223372036843691008,17,"BS","C4",11,13,2,2018,"2018-02-13",145.4,NA,"0","00","IT","N",NA,"N",""
-9223372036059363328,-9223372036843700224,23,"VR","C4",11,13,2,2018,"2018-02-13",127.2,249.71,"0","00","IT","N",NA,"N",""
-9223372036059413504,-9223372036843703296,99,"RN","C4",11,12,2,2018,"2018-02-12",189,NA,"","","IT","N",NA,"N",""
-9223372036059663360,-9223372036843720704,97,"LC","C4",11,5,2,2018,"2018-02-05",169,240,"0","00","IT","N",NA,"N",""
-9223372036059802624,-9223372036843729920,17,"BS","C4",11,8,2,2018,"2018-02-08",134.5,NA,"Z","U2","IT","N",NA,"N",""
-9223372036059828224,-9223372036843730944,21,"BZ","C4",11,5,2,2018,"2018-02-05",130,NA,"","","IT","N",NA,"N",""
-9223372036059904000,-9223372036843736064,4,"CN","C4",11,2,2,2018,"2018-02-02",218.51,368.65,"","","IT","N",NA,"N",""
-9223372036060017664,-9223372036843741184,21,"BZ","C4",11,6,2,2018,"2018-02-06",145.7,NA,"","","IT","N",NA,"N",""
-9223372036060098560,-9223372036843747328,21,"BZ","C4",11,5,2,2018,"2018-02-05",93,NA,"","","IT","N",NA,"N",""
-9223372036060123136,-9223372036843748352,21,"BZ","C4",11,5,2,2018,"2018-02-05",130.2,NA,"","","IT","N",NA,"N",""
-9223372036060215296,-9223372036843754496,14,"SO","C4",11,5,2,2018,"2018-02-05",182,404,"0","00","IT","N",NA,"N",""
-9223372036060385280,-9223372036843765760,4,"CN","C4",11,2,2,2018,"2018-02-02",168.2,290.95,"","","IT","N",NA,"N",""
-9223372036060410880,-9223372036843766784,26,"TV","C4",11,1,2,2018,"2018-02-01",136.02,NA,"V","00","IT","N",NA,"N",""
-9223372036060522496,-9223372036843774976,20,"MN","C4",11,1,2,2018,"2018-02-01",143,NA,"0","00","IT","N",NA,"N",""
-9223372036010788864,-9223372036840924160,39,"RA","C4",11,12,3,2018,"2018-03-12",379.26,NA,"A","U2","IT","N",NA,"N",""
-9223372036052728832,-9223372036843300864,21,"BZ","C4",11,26,3,2018,"2018-03-26",90,NA,"","","IT","N",NA,"N",""
-9223372036053958656,-9223372036847223808,6,"AL","C4",11,27,3,2018,"2018-03-27",80,NA,"","","IT","N",NA,"N",""
-9223372036053961728,-9223372036843360256,21,"BZ","C4",11,19,3,2018,"2018-03-19",115,NA,"A","S2","IT","N",NA,"N",""
-9223372036054177792,-9223372036843373568,26,"TV","C4",11,23,3,2018,"2018-03-23",160.72,NA,"V","U2","IT","N",NA,"N",""
-9223372036054287360,-9223372036843381760,21,"BZ","C4",11,14,3,2018,"2018-03-14",109.74,NA,"","","IT","N",NA,"N",""
-9223372036054323200,-9223372036843383808,21,"BZ","C4",11,19,3,2018,"2018-03-19",62,NA,"","","IT","N",NA,"N",""
-9223372036054602752,-9223372036843402240,22,"TN","C4",11,13,3,2018,"2018-03-13",250,NA,"A","","IT","N",NA,"N",""
-9223372036054803456,-9223372036843415552,97,"LC","C4",11,22,3,2018,"2018-03-22",240,450,"0","00","IT","N",NA,"N",""
-9223372036054841344,-9223372036843417600,27,"VE","C4",11,30,3,2018,"2018-03-30",133.87,277.2,"V","00","IT","N",NA,"N",""
-9223372036055045120,-9223372036848596992,22,"TN","C4",11,22,3,2018,"2018-03-22",288,NA,"D","","IT","N",NA,"N",""
-9223372036055045120,-9223372036843430912,21,"BZ","C4",11,26,3,2018,"2018-03-26",62,NA,"","","IT","N",NA,"N",""
-9223372036055109632,-9223372036843435008,23,"VR","C4",11,27,3,2018,"2018-03-27",143.3,250.17,"0","00","IT","N",NA,"N",""
-9223372036055239680,-9223372036843443200,17,"BS","C4",11,26,3,2018,"2018-03-26",200,200,"0","00","IT","N",NA,"N",""
-9223372036055269376,-9223372036843445248,17,"BS","C4",11,26,3,2018,"2018-03-26",220.3,NA,"E","R2","IT","N",NA,"N",""
-9223372036055405568,-9223372036845736960,26,"TV","C4",11,23,3,2018,"2018-03-23",186.1,NA,"V","00","IT","N",NA,"N",""
-9223372036055428096,-9223372036843456512,26,"TV","C4",11,20,3,2018,"2018-03-20",167.68,NA,"V","00","IT","N",NA,"N",""
-9223372036055453696,-9223372036843458560,22,"TN","C4",11,23,3,2018,"2018-03-23",170.6,170.6,"","","IT","N",NA,"N",""
-9223372036055528448,-9223372036843462656,17,"BS","C4",11,21,3,2018,"2018-03-21",142.3,NA,"0","00","IT","N",NA,"N",""
-9223372036055587840,-9223372036843466752,21,"BZ","C4",11,21,3,2018,"2018-03-21",93,NA,"","","IT","N",NA,"N",""
-9223372036055663616,-9223372036843471872,28,"PD","C4",11,16,3,2018,"2018-03-16",200.8,340.57,"0","00","IT","N",NA,"N",""
-9223372036055700480,-9223372036843473920,15,"MI","C4",11,12,3,2018,"2018-03-12",197,400,"0","00","IT","N",NA,"N",""
-9223372036055729152,-9223372036843475968,88,"RG","C4",11,21,3,2018,"2018-03-21",223,NA,"","","IT","N",NA,"N",""
-9223372036055838720,-9223372036843483136,26,"TV","C4",11,9,3,2018,"2018-03-09",171.5,NA,"Z","U2","IT","N",NA,"N",""
-9223372036055899136,-9223372036843487232,46,"LU","C4",11,17,3,2018,"2018-03-17",281,NA,"","","IT","N",NA,"N",""
-9223372036056121344,-9223372036847185920,16,"BG","C4",11,14,3,2018,"2018-03-14",190,376,"0","00","IT","N",NA,"N",""
-9223372036056205312,-9223372036843507712,23,"VR","C4",11,16,3,2018,"2018-03-16",140.3,242.78,"0","00","IT","N",NA,"N",""
-9223372036056240128,-9223372036843509760,21,"BZ","C4",11,13,3,2018,"2018-03-13",62,NA,"","","IT","N",NA,"N",""
-9223372036056783872,-9223372036843544576,26,"TV","C4",11,2,3,2018,"2018-03-02",181.3,NA,"V","U2","IT","N",NA,"N",""
-9223372036056872960,-9223372036843550720,103,"VB","C4",11,6,3,2018,"2018-03-06",115,NA,"","","IT","N",NA,"N",""
-9223372036056927232,-9223372036843553792,17,"BS","C4",11,8,3,2018,"2018-03-08",210.9,NA,"0","00","IT","N",NA,"N",""
-9223372036057010176,-9223372036843558912,23,"VR","C4",11,8,3,2018,"2018-03-08",159.1,285.69,"0","00","IT","N",NA,"N",""
-9223372036057185280,-9223372036843570176,21,"BZ","C4",11,5,3,2018,"2018-03-05",127.1,NA,"","","IT","N",NA,"N",""
-9223372036057529344,-9223372036843587584,17,"BS","C4",11,5,3,2018,"2018-03-05",256.35,NA,"E","R3","IT","N",NA,"N",""
-9223372036057675776,-9223372036843596800,4,"CN","C4",11,2,3,2018,"2018-03-02",151.8,269.82,"","","IT","N",NA,"N",""
-9223372036050675712,-9223372036843179008,21,"BZ","C4",11,16,4,2018,"2018-04-16",115.32,NA,"","","IT","N",NA,"N",""
-9223372036050932736,-9223372036843192320,21,"BZ","C4",11,23,4,2018,"2018-04-23",93,NA,"","","IT","N",NA,"N",""
-9223372036050974720,-9223372036843195392,21,"BZ","C4",11,7,4,2018,"2018-04-07",86.8,NA,"","","IT","N",NA,"N",""
-9223372036051037184,-9223372036847152128,29,"RO","C4",11,27,4,2018,"2018-04-27",167,265.8,"0","00","IT","N",NA,"N",""
-9223372036051463168,-9223372036843226112,28,"PD","C4",11,27,4,2018,"2018-04-27",190.8,316.21,"0","00","IT","N",NA,"N",""
-9223372036051724288,-9223372036843242496,24,"VI","C4",11,27,4,2018,"2018-04-27",184,301.59,"0","00","IT","N",NA,"N",""
-9223372036052054016,-9223372036843262976,23,"VR","C4",11,26,4,2018,"2018-04-26",174.8,308.18,"0","00","IT","N",NA,"N",""
-9223372036052065280,-9223372036843264000,21,"BZ","C4",11,24,4,2018,"2018-04-24",62,NA,"","","IT","N",NA,"N",""
-9223372036052225024,-9223372036843272192,21,"BZ","C4",11,18,4,2018,"2018-04-18",103.8,NA,"","","IT","N",NA,"N",""
-9223372036052267008,-9223372036843275264,20,"MN","C4",11,23,4,2018,"2018-04-23",180,NA,"0","00","IT","N",NA,"N",""
-9223372036052290560,-9223372036843277312,4,"CN","C4",11,23,4,2018,"2018-04-23",167.4,248,"","","IT","N",NA,"N",""
-9223372036052499456,-9223372036843286528,1,"TO","C4",11,20,4,2018,"2018-04-20",106.4,185.46,"","","IT","N",NA,"N",""
-9223372036052625408,-9223372036843294720,16,"BG","C4",11,16,4,2018,"2018-04-16",214,214,"0","00","IT","N",NA,"N",""
-9223372036052951040,-9223372036843314176,21,"BZ","C4",11,16,4,2018,"2018-04-16",124,NA,"","","IT","N",NA,"N",""
-9223372036053312512,-9223372036847278080,1,"TO","C4",11,13,4,2018,"2018-04-13",114.44,202.84,"","","IT","N",NA,"N",""
-9223372036053415936,-9223372036843325440,17,"BS","C4",11,16,4,2018,"2018-04-16",296.3,NA,"A","R2","IT","N",NA,"N",""
-9223372036053454848,-9223372036843327488,22,"TN","C4",11,12,4,2018,"2018-04-12",144,NA,"Z","","IT","N",NA,"N",""
-9223372036053519360,-9223372036843331584,97,"LC","C4",11,9,4,2018,"2018-04-09",162,226,"0","00","IT","N",NA,"N",""
-9223372036053733376,-9223372036843345920,21,"BZ","C4",11,9,4,2018,"2018-04-09",98,NA,"","","IT","N",NA,"N",""
-9223372036053739520,-9223372036846552064,17,"BS","C4",11,12,4,2018,"2018-04-12",1.8,3.5,"0","00","IT","N",NA,"N",""
-9223372036054056960,-9223372036843366400,29,"RO","C4",11,3,4,2018,"2018-04-03",195,325.16,"0","00","IT","N",NA,"N",""
-9223372036054156288,-9223372036843372544,24,"VI","C4",11,6,4,2018,"2018-04-06",162.9,270.96,"0","00","IT","N",NA,"N",""
-9223372036047651840,-9223372036843006976,17,"BS","C4",11,21,5,2018,"2018-05-21",325,325,"0","00","IT","N",NA,"N",""
-9223372036048162816,-9223372036843034624,26,"TV","C4",11,31,5,2018,"2018-05-31",184.63,NA,"V","00","IT","N",NA,"N",""
-9223372036048177152,-9223372036843035648,26,"TV","C4",11,28,5,2018,"2018-05-28",162.88,NA,"V","00","IT","N",NA,"N",""
-9223372036048219136,-9223372036843038720,27,"VE","C4",11,31,5,2018,"2018-05-31",163.27,300,"V","00","IT","N",NA,"N",""
-9223372036048246784,-9223372036847214592,13,"CO","C4",11,28,5,2018,"2018-05-28",165,315,"0","00","IT","N",NA,"N",""
-9223372036048279552,-9223372036843041792,21,"BZ","C4",11,23,5,2018,"2018-05-23",74,NA,"","S2","IT","N",NA,"N",""
-9223372036048428032,-9223372036843048960,21,"BZ","C4",11,30,5,2018,"2018-05-30",122.7,NA,"0","00","IT","N",NA,"N",""
-9223372036048437248,-9223372036843049984,17,"BS","C4",11,30,5,2018,"2018-05-30",291.37,NA,"D","U3","IT","N",NA,"N",""
-9223372036048483328,-9223372036843053056,21,"BZ","C4",11,28,5,2018,"2018-05-28",108.5,NA,"","","IT","N",NA,"N",""
-9223372036048503808,-9223372036843054080,21,"BZ","C4",11,29,5,2018,"2018-05-29",83.7,NA,"","","IT","N",NA,"N",""
-9223372036048620544,-9223372036843060224,23,"VR","C4",11,21,5,2018,"2018-05-21",207,369.44,"0","00","IT","N",NA,"N",""
-9223372036048630784,-9223372036843061248,23,"VR","C4",11,28,5,2018,"2018-05-28",189.4,333.45,"0","00","IT","N",NA,"N",""
-9223372036048663552,-9223372036843063296,17,"BS","C4",11,23,5,2018,"2018-05-23",172.1,NA,"0","00","IT","N",NA,"N",""
-9223372036048689152,-9223372036847297536,97,"LC","C4",11,28,5,2018,"2018-05-28",299,418,"0","00","IT","N",NA,"N",""
-9223372036048716800,-9223372036843067392,20,"MN","C4",11,25,5,2018,"2018-05-25",148,NA,"0","00","IT","N",NA,"N",""
-9223372036048861184,-9223372036843075584,26,"TV","C4",11,19,5,2018,"2018-05-19",147.49,NA,"V","00","IT","N",NA,"N",""
-9223372036048876544,-9223372036843076608,4,"CN","C4",11,25,5,2018,"2018-05-25",174.4,294.64,"","","IT","N",NA,"N",""
-9223372036049131520,-9223372036843090944,28,"PD","C4",11,18,5,2018,"2018-05-18",171.4,275.03,"0","00","IT","N",NA,"N",""
-9223372036049329152,-9223372036843101184,22,"TN","C4",11,17,5,2018,"2018-05-17",489,NA,"B","","IT","N",NA,"N",""
-9223372036049477632,-9223372036843106304,4,"CN","C4",11,18,5,2018,"2018-05-18",173.4,313.34,"","","IT","N",NA,"N",""
-9223372036049592320,-9223372036843114496,20,"MN","C4",11,18,5,2018,"2018-05-18",164,NA,"0","00","IT","N",NA,"N",""
-9223372036049704960,-9223372036843119616,26,"TV","C4",11,15,5,2018,"2018-05-15",136.42,NA,"V","00","IT","N",NA,"N",""
-9223372036049806336,-9223372036843125760,17,"BS","C4",11,14,5,2018,"2018-05-14",141.9,NA,"0","00","IT","N",NA,"N",""
-9223372036049915904,-9223372036843131904,21,"BZ","C4",11,8,5,2018,"2018-05-08",62,NA,"","","IT","N",NA,"N",""
-9223372036050302976,-9223372036843157504,20,"MN","C4",11,11,5,2018,"2018-05-11",180,NA,"0","00","IT","N",NA,"N",""
-9223372036050342912,-9223372036843159552,22,"TN","C4",11,10,5,2018,"2018-05-10",445,NA,"A","","IT","N",NA,"N",""
-9223372036050439168,-9223372036843166720,26,"TV","C4",11,7,5,2018,"2018-05-07",166.6,NA,"V","00","IT","N",NA,"N",""
-9223372036050567168,-9223372036843173888,17,"BS","C4",11,9,5,2018,"2018-05-09",167.2,NA,"0","00","IT","N",NA,"N",""
-9223372036050825216,-9223372036843185152,21,"BZ","C4",11,2,5,2018,"2018-05-02",110,NA,"","","IT","N",NA,"N",""
-9223372036051060736,-9223372036843200512,26,"TV","C4",11,4,5,2018,"2018-05-04",196.8,196.8,"0","00","IT","N",NA,"N",""
-9223372036051060736,-9223372036843201536,43,"MC","C4",11,7,5,2018,"2018-05-07",208,346.67,"V","","IT","N",NA,"N",""
-9223372036051133440,-9223372036847271936,1,"TO","C4",11,4,5,2018,"2018-05-04",119.93,207.71,"","","IT","N",NA,"N",""
-9223372036051257344,-9223372036843212800,4,"CN","C4",11,4,5,2018,"2018-05-04",183.6,332.13,"","","IT","N",NA,"N",""
-9223372036051321856,-9223372036843217920,27,"VE","C4",11,3,5,2018,"2018-05-03",147.59,279.18,"V","00","IT","N",NA,"N",""
-9223372036051447808,-9223372036843225088,12,"VA","C4",11,2,5,2018,"2018-05-02",170,340,"0","00","IT","N",NA,"N",""
-9223372036044407808,-9223372036842821632,21,"BZ","C4",11,29,6,2018,"2018-06-29",62,NA,"","","IT","N",NA,"N",""
-9223372036044752896,-9223372036842840064,26,"TV","C4",11,22,6,2018,"2018-06-22",148.96,NA,"V","00","IT","N",NA,"N",""
-9223372036045485056,-9223372036842881024,26,"TV","C4",11,26,6,2018,"2018-06-26",161.6,NA,"V","00","IT","N",NA,"N",""
-9223372036045679616,-9223372036842892288,28,"PD","C4",11,22,6,2018,"2018-06-22",223.4,385.7,"0","00","IT","N",NA,"N",""
-9223372036045836288,-9223372036842900480,23,"VR","C4",11,23,6,2018,"2018-06-23",188.4,315,"0","00","IT","N",NA,"N",""
-9223372036045916160,-9223372036847438848,26,"TV","C4",11,15,6,2018,"2018-06-15",291.06,NA,"D","R3","IT","N",NA,"N",""
-9223372036045917184,-9223372036842905600,26,"TV","C4",11,15,6,2018,"2018-06-15",146.02,NA,"Z","U2","IT","N",NA,"N",""
-9223372036046068736,-9223372036842914816,20,"MN","C4",11,22,6,2018,"2018-06-22",166,NA,"0","00","IT","N",NA,"N",""
-9223372036046176256,-9223372036842921984,83,"ME","C4",11,18,6,2018,"2018-06-18",142,NA,"","","IT","N",NA,"N",""
-9223372036046232576,-9223372036842925056,21,"BZ","C4",11,13,6,2018,"2018-06-13",43,NA,"","","IT","N",NA,"N",""
-9223372036046303232,-9223372036842929152,21,"BZ","C4",11,4,6,2018,"2018-06-04",74,NA,"","","IT","N",NA,"N",""
-9223372036046425088,-9223372036842935296,20,"MN","C4",11,19,6,2018,"2018-06-19",182,NA,"0","00","IT","N",NA,"N",""
-9223372036046477312,-9223372036842938368,22,"TN","C4",11,18,6,2018,"2018-06-18",118.96,118.96,"","","IT","N",NA,"N",""
-9223372036046713856,-9223372036842952704,22,"TN","C4",11,14,6,2018,"2018-06-14",290,NA,"E","","IT","N",NA,"N",""
-9223372036046726144,-9223372036842953728,20,"MN","C4",11,15,6,2018,"2018-06-15",165,NA,"0","00","IT","N",NA,"N",""
-9223372036046836736,-9223372036842959872,83,"ME","C4",11,12,6,2018,"2018-06-12",216,NA,"","","IT","N",NA,"N",""
-9223372036046986240,-9223372036842968064,17,"BS","C4",11,11,6,2018,"2018-06-11",344.6,NA,"A","U2","IT","N",NA,"N",""
-9223372036047084544,-9223372036849112064,17,"BS","C4",11,13,6,2018,"2018-06-13",266.2,NA,"D","U3","IT","N",NA,"N",""
-9223372036047084544,-9223372036846495744,17,"BS","C4",11,13,6,2018,"2018-06-13",257.49,NA,"D","U3","IT","N",NA,"N",""
-9223372036047247360,-9223372036842983424,21,"BZ","C4",11,11,6,2018,"2018-06-11",74.4,NA,"","","IT","N",NA,"N",""
-9223372036047318016,-9223372036842987520,24,"VI","C4",11,11,6,2018,"2018-06-11",231,NA,"0","00","IT","N",NA,"N",""
-9223372036047461376,-9223372036842995712,4,"CN","C4",11,8,6,2018,"2018-06-08",229.38,388.39,"","","IT","N",NA,"N",""
-9223372036047694848,-9223372036843008000,21,"BZ","C4",11,6,6,2018,"2018-06-06",240.9,NA,"0","00","IT","N",NA,"N",""
-9223372036047804416,-9223372036843013120,15,"MI","C4",11,4,6,2018,"2018-06-04",137,270,"0","00","IT","N",NA,"N",""
-9223372036047812608,-9223372036843014144,23,"VR","C4",11,6,6,2018,"2018-06-06",212,366.46,"0","00","IT","N",NA,"N",""
-9223372036047989760,-9223372036843024384,12,"VA","C4",11,4,6,2018,"2018-06-04",130,241,"0","00","IT","N",NA,"N",""
-9223372036048064512,-9223372036843029504,17,"BS","C4",11,4,6,2018,"2018-06-04",218.79,NA,"E","R3","IT","N",NA,"N",""
-9223372036042172416,-9223372036842690560,26,"TV","C4",11,30,7,2018,"2018-07-30",145.33,NA,"V","00","IT","N",NA,"N",""
-9223372036042195968,-9223372036842692608,23,"VR","C4",11,28,7,2018,"2018-07-28",193,NA,"V","00","IT","N",NA,"N",""
-9223372036042353664,-9223372036845968384,17,"BS","C4",11,30,7,2018,"2018-07-30",313.4,NA,"E","U2","IT","N",NA,"N",""
-9223372036042353664,-9223372036842702848,17,"BS","C4",11,30,7,2018,"2018-07-30",272.4,NA,"E","U2","IT","N",NA,"N",""
-9223372036042353664,-9223372036845965312,17,"BS","C4",11,30,7,2018,"2018-07-30",282,NA,"E","U2","IT","N",NA,"N",""
-9223372036042482688,-9223372036847272960,4,"CN","C4",11,20,7,2018,"2018-07-20",166.2,166.2,"","","IT","N",NA,"N",""
-9223372036042496000,-9223372036842711040,21,"BZ","C4",11,23,7,2018,"2018-07-23",249,NA,"","","IT","N",NA,"N",""
-9223372036042576896,-9223372036842715136,21,"BZ","C4",11,30,7,2018,"2018-07-30",369.8,NA,"0","00","IT","N",NA,"N",""
