"idMisuraPrimaria","idAnimale","codiceIstat","siglaProvincia","codiceSpecieAIA","codiceRazzaAIA","giorno","mese","anno","IpersIndicePersistenzaLattazione","AccuratezzaCalcoloIndice","TipoIndice","FrequenzaCalcolo","AnnoDiRiferimento"
-9223372029988816896,-9223372036846950400,NA,NA,"C4",11,31,5,2024,99,66,"GENETICO","semestrale",2024
