idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,DataDiagnosiGravidanza,EsitoDiagnosiGravidanza
-9223372036217047988,-9223372036849631361,24,VI,C4,11,30,12,2018,2018-12-30,POSITIVA
-9223372036217049717,-9223372036847794364,24,VI,C4,11,30,12,2018,2018-12-30,POSITIVA
-9223372036217049721,-9223372036849526941,24,VI,C4,11,30,12,2018,2018-12-30,POSITIVA
-9223372036217053561,-9223372036849631365,24,VI,C4,11,30,12,2018,2018-12-30,POSITIVA
-9223372036217053886,-9223372036850184623,24,VI,C4,11,30,12,2018,2018-12-30,POSITIVA
-9223372036217522715,-9223372036850577363,25,BL,C4,11,18,12,2018,2018-12-18,POSITIVA
-9223372036214759976,-9223372036848661789,21,BZ,C4,11,22,1,2019,2019-01-22,NEGATIVA
-9223372036214923820,-9223372036848624702,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214923821,-9223372036848633697,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214923822,-9223372036848657389,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214923823,-9223372036848618051,21,BZ,C4,11,23,1,2019,2019-01-23,NEGATIVA
-9223372036214923824,-9223372036848629224,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214923825,-9223372036848659787,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924095,-9223372036848641640,21,BZ,C4,11,3,1,2019,2019-01-03,POSITIVA
-9223372036214924096,-9223372036848653677,21,BZ,C4,11,3,1,2019,2019-01-03,POSITIVA
-9223372036214924097,-9223372036848660913,21,BZ,C4,11,3,1,2019,2019-01-03,POSITIVA
-9223372036214924216,-9223372036848658356,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924251,-9223372036848615117,21,BZ,C4,11,15,1,2019,2019-01-15,POSITIVA
-9223372036214924254,-9223372036848624557,21,BZ,C4,11,12,1,2019,2019-01-12,POSITIVA
-9223372036214924255,-9223372036848646142,21,BZ,C4,11,12,1,2019,2019-01-12,NEGATIVA
-9223372036214924256,-9223372036848659406,21,BZ,C4,11,12,1,2019,2019-01-12,POSITIVA
-9223372036214924257,-9223372036849105546,21,BZ,C4,11,12,1,2019,2019-01-12,POSITIVA
-9223372036214924258,-9223372036849131259,21,BZ,C4,11,12,1,2019,2019-01-12,POSITIVA
-9223372036214924326,-9223372036848653180,21,BZ,C4,11,3,1,2019,2019-01-03,NEGATIVA
-9223372036214924379,-9223372036848658446,21,BZ,C4,11,6,1,2019,2019-01-06,POSITIVA
-9223372036214924391,-9223372036848610920,21,BZ,C4,11,24,1,2019,2019-01-24,POSITIVA
-9223372036214924402,-9223372036848657306,21,BZ,C4,11,23,1,2019,2019-01-23,NEGATIVA
-9223372036214924403,-9223372036848660716,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924404,-9223372036848640095,21,BZ,C4,11,12,1,2019,2019-01-12,POSITIVA
-9223372036214924405,-9223372036848656223,21,BZ,C4,11,12,1,2019,2019-01-12,NEGATIVA
-9223372036214924406,-9223372036848661578,21,BZ,C4,11,12,1,2019,2019-01-12,POSITIVA
-9223372036214924416,-9223372036848622172,21,BZ,C4,11,17,1,2019,2019-01-17,POSITIVA
-9223372036214924417,-9223372036848632460,21,BZ,C4,11,17,1,2019,2019-01-17,POSITIVA
-9223372036214924418,-9223372036848637833,21,BZ,C4,11,17,1,2019,2019-01-17,POSITIVA
-9223372036214924419,-9223372036849146499,21,BZ,C4,11,17,1,2019,2019-01-17,POSITIVA
-9223372036214924431,-9223372036848632519,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924433,-9223372036849109382,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924434,-9223372036848622135,21,BZ,C4,11,28,1,2019,2019-01-28,POSITIVA
-9223372036214924435,-9223372036848610379,21,BZ,C4,11,28,1,2019,2019-01-28,POSITIVA
-9223372036214924437,-9223372036848620238,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924438,-9223372036848612923,21,BZ,C4,11,24,1,2019,2019-01-24,POSITIVA
-9223372036214924439,-9223372036848617068,21,BZ,C4,11,24,1,2019,2019-01-24,POSITIVA
-9223372036214924440,-9223372036848628924,21,BZ,C4,11,24,1,2019,2019-01-24,POSITIVA
-9223372036214924441,-9223372036848652593,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924445,-9223372036848622160,21,BZ,C4,11,18,1,2019,2019-01-18,POSITIVA
-9223372036214924446,-9223372036848634441,21,BZ,C4,11,18,1,2019,2019-01-18,POSITIVA
-9223372036214924447,-9223372036848635968,21,BZ,C4,11,18,1,2019,2019-01-18,POSITIVA
-9223372036214924448,-9223372036848662004,21,BZ,C4,11,18,1,2019,2019-01-18,NEGATIVA
-9223372036214924458,-9223372036848615008,21,BZ,C4,11,5,1,2019,2019-01-05,POSITIVA
-9223372036214924459,-9223372036848653980,21,BZ,C4,11,5,1,2019,2019-01-05,POSITIVA
-9223372036214924460,-9223372036848647185,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924462,-9223372036848614970,21,BZ,C4,11,9,1,2019,2019-01-09,NEGATIVA
-9223372036214924463,-9223372036848614987,21,BZ,C4,11,9,1,2019,2019-01-09,POSITIVA
-9223372036214924464,-9223372036848637838,21,BZ,C4,11,9,1,2019,2019-01-09,POSITIVA
-9223372036214924465,-9223372036848650969,21,BZ,C4,11,9,1,2019,2019-01-09,POSITIVA
-9223372036214924467,-9223372036848634422,21,BZ,C4,11,30,1,2019,2019-01-30,POSITIVA
-9223372036214924469,-9223372036848115830,21,BZ,C4,11,22,1,2019,2019-01-22,NEGATIVA
-9223372036214924470,-9223372036848623295,21,BZ,C4,11,22,1,2019,2019-01-22,POSITIVA
-9223372036214924471,-9223372036849114855,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924474,-9223372036849140408,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924481,-9223372036848610551,21,BZ,C4,11,19,1,2019,2019-01-19,NEGATIVA
-9223372036214924482,-9223372036848615536,21,BZ,C4,11,19,1,2019,2019-01-19,POSITIVA
-9223372036214924484,-9223372036848636477,21,BZ,C4,11,3,1,2019,2019-01-03,NEGATIVA
-9223372036214924495,-9223372036848624173,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924496,-9223372036848647181,21,BZ,C4,11,4,1,2019,2019-01-04,NEGATIVA
-9223372036214924497,-9223372036848660247,21,BZ,C4,11,4,1,2019,2019-01-04,NEGATIVA
-9223372036214924503,-9223372036848115877,21,BZ,C4,11,10,1,2019,2019-01-10,NEGATIVA
-9223372036214924504,-9223372036848610420,21,BZ,C4,11,10,1,2019,2019-01-10,NEGATIVA
-9223372036214924505,-9223372036848627143,21,BZ,C4,11,10,1,2019,2019-01-10,POSITIVA
-9223372036214924506,-9223372036848636821,21,BZ,C4,11,10,1,2019,2019-01-10,POSITIVA
-9223372036214924507,-9223372036848654134,21,BZ,C4,11,10,1,2019,2019-01-10,POSITIVA
-9223372036214924508,-9223372036848610309,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924510,-9223372036848648324,21,BZ,C4,11,9,1,2019,2019-01-09,NEGATIVA
-9223372036214924511,-9223372036848649183,21,BZ,C4,11,9,1,2019,2019-01-09,NEGATIVA
-9223372036214924512,-9223372036848661129,21,BZ,C4,11,9,1,2019,2019-01-09,POSITIVA
-9223372036214924517,-9223372036848617565,21,BZ,C4,11,13,1,2019,2019-01-13,RIVEDIBILE
-9223372036214924518,-9223372036848617579,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924519,-9223372036848622318,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924520,-9223372036848627154,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924521,-9223372036848644072,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924522,-9223372036848644081,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924523,-9223372036848652442,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924524,-9223372036848652448,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924525,-9223372036848659016,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924526,-9223372036848613410,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924527,-9223372036848647667,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924528,-9223372036848648132,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924529,-9223372036848627122,21,BZ,C4,11,12,1,2019,2019-01-12,POSITIVA
-9223372036214924531,-9223372036848610410,21,BZ,C4,11,10,1,2019,2019-01-10,POSITIVA
-9223372036214924532,-9223372036848618342,21,BZ,C4,11,31,1,2019,2019-01-31,POSITIVA
-9223372036214924533,-9223372036848618020,21,BZ,C4,11,31,1,2019,2019-01-31,POSITIVA
-9223372036214924534,-9223372036848627516,21,BZ,C4,11,31,1,2019,2019-01-31,POSITIVA
-9223372036214924535,-9223372036848636180,21,BZ,C4,11,31,1,2019,2019-01-31,POSITIVA
-9223372036214924541,-9223372036848613427,21,BZ,C4,11,27,1,2019,2019-01-27,POSITIVA
-9223372036214924542,-9223372036848613434,21,BZ,C4,11,27,1,2019,2019-01-27,NEGATIVA
-9223372036214924543,-9223372036848623704,21,BZ,C4,11,27,1,2019,2019-01-27,POSITIVA
-9223372036214924544,-9223372036848636498,21,BZ,C4,11,27,1,2019,2019-01-27,POSITIVA
-9223372036214924545,-9223372036848611932,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924546,-9223372036848652769,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924547,-9223372036848642057,21,BZ,C4,11,22,1,2019,2019-01-22,POSITIVA
-9223372036214924548,-9223372036848608055,21,BZ,C4,11,25,1,2019,2019-01-25,NEGATIVA
-9223372036214924552,-9223372036848618596,21,BZ,C4,11,29,1,2019,2019-01-29,NEGATIVA
-9223372036214924553,-9223372036848618597,21,BZ,C4,11,29,1,2019,2019-01-29,POSITIVA
-9223372036214924554,-9223372036848631470,21,BZ,C4,11,29,1,2019,2019-01-29,NEGATIVA
-9223372036214924555,-9223372036848632820,21,BZ,C4,11,29,1,2019,2019-01-29,POSITIVA
-9223372036214924556,-9223372036848652436,21,BZ,C4,11,29,1,2019,2019-01-29,NEGATIVA
-9223372036214924559,-9223372036848622736,21,BZ,C4,11,3,1,2019,2019-01-03,POSITIVA
-9223372036214924560,-9223372036848650035,21,BZ,C4,11,3,1,2019,2019-01-03,POSITIVA
-9223372036214924561,-9223372036848652586,21,BZ,C4,11,8,1,2019,2019-01-08,POSITIVA
-9223372036214924562,-9223372036848622615,21,BZ,C4,11,28,1,2019,2019-01-28,NEGATIVA
-9223372036214924563,-9223372036848625843,21,BZ,C4,11,28,1,2019,2019-01-28,POSITIVA
-9223372036214924564,-9223372036848641352,21,BZ,C4,11,28,1,2019,2019-01-28,POSITIVA
-9223372036214924565,-9223372036849156101,21,BZ,C4,11,28,1,2019,2019-01-28,NEGATIVA
-9223372036214924579,-9223372036848608979,21,BZ,C4,11,30,1,2019,2019-01-30,POSITIVA
-9223372036214924580,-9223372036848634505,21,BZ,C4,11,30,1,2019,2019-01-30,POSITIVA
-9223372036214924589,-9223372036848612158,21,BZ,C4,11,19,1,2019,2019-01-19,POSITIVA
-9223372036214924590,-9223372036848636458,21,BZ,C4,11,19,1,2019,2019-01-19,POSITIVA
-9223372036214924591,-9223372036849126914,21,BZ,C4,11,19,1,2019,2019-01-19,POSITIVA
-9223372036214924592,-9223372036848633352,21,BZ,C4,11,27,1,2019,2019-01-27,POSITIVA
-9223372036214924601,-9223372036848621532,21,BZ,C4,11,22,1,2019,2019-01-22,POSITIVA
-9223372036214924602,-9223372036848629140,21,BZ,C4,11,22,1,2019,2019-01-22,POSITIVA
-9223372036214924603,-9223372036848640894,21,BZ,C4,11,22,1,2019,2019-01-22,POSITIVA
-9223372036214924604,-9223372036848651698,21,BZ,C4,11,22,1,2019,2019-01-22,POSITIVA
-9223372036214924605,-9223372036848656492,21,BZ,C4,11,22,1,2019,2019-01-22,POSITIVA
-9223372036214924606,-9223372036848658439,21,BZ,C4,11,22,1,2019,2019-01-22,NEGATIVA
-9223372036214924607,-9223372036848610304,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924608,-9223372036848618872,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924609,-9223372036848659371,21,BZ,C4,11,13,1,2019,2019-01-13,NEGATIVA
-9223372036214924618,-9223372036848624521,21,BZ,C4,11,19,1,2019,2019-01-19,POSITIVA
-9223372036214924619,-9223372036848632301,21,BZ,C4,11,19,1,2019,2019-01-19,POSITIVA
-9223372036214924621,-9223372036848612166,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924622,-9223372036848642811,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924623,-9223372036848652163,21,BZ,C4,11,21,1,2019,2019-01-21,NEGATIVA
-9223372036214924624,-9223372036848653118,21,BZ,C4,11,21,1,2019,2019-01-21,NEGATIVA
-9223372036214924626,-9223372036849150769,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924629,-9223372036848612612,21,BZ,C4,11,5,1,2019,2019-01-05,POSITIVA
-9223372036214924630,-9223372036848614111,21,BZ,C4,11,5,1,2019,2019-01-05,POSITIVA
-9223372036214924631,-9223372036848616384,21,BZ,C4,11,5,1,2019,2019-01-05,POSITIVA
-9223372036214924632,-9223372036848623725,21,BZ,C4,11,5,1,2019,2019-01-05,POSITIVA
-9223372036214924633,-9223372036848626506,21,BZ,C4,11,5,1,2019,2019-01-05,NEGATIVA
-9223372036214924634,-9223372036848640288,21,BZ,C4,11,5,1,2019,2019-01-05,POSITIVA
-9223372036214924635,-9223372036848645215,21,BZ,C4,11,5,1,2019,2019-01-05,POSITIVA
-9223372036214924636,-9223372036849144840,21,BZ,C4,11,5,1,2019,2019-01-05,NEGATIVA
-9223372036214924645,-9223372036848614168,21,BZ,C4,11,14,1,2019,2019-01-14,POSITIVA
-9223372036214924646,-9223372036848629468,21,BZ,C4,11,14,1,2019,2019-01-14,POSITIVA
-9223372036214924647,-9223372036848655282,21,BZ,C4,11,14,1,2019,2019-01-14,NEGATIVA
-9223372036214924648,-9223372036848629477,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924649,-9223372036848630233,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924650,-9223372036848648372,21,BZ,C4,11,13,1,2019,2019-01-13,NEGATIVA
-9223372036214924651,-9223372036849152642,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924652,-9223372036848645233,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924653,-9223372036848648881,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924654,-9223372036848655039,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924655,-9223372036849104526,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924657,-9223372036848614150,21,BZ,C4,11,7,1,2019,2019-01-07,POSITIVA
-9223372036214924658,-9223372036848640276,21,BZ,C4,11,7,1,2019,2019-01-07,POSITIVA
-9223372036214924659,-9223372036848662040,21,BZ,C4,11,7,1,2019,2019-01-07,POSITIVA
-9223372036214924664,-9223372036848614133,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924665,-9223372036848614134,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924666,-9223372036848623744,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924667,-9223372036848625453,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924668,-9223372036848661205,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924669,-9223372036849089207,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924670,-9223372036848620982,21,BZ,C4,11,31,1,2019,2019-01-31,POSITIVA
-9223372036214924671,-9223372036848638738,21,BZ,C4,11,31,1,2019,2019-01-31,POSITIVA
-9223372036214924672,-9223372036848612618,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924673,-9223372036848612619,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924674,-9223372036848635438,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924675,-9223372036848644589,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924676,-9223372036848662006,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924677,-9223372036848660457,21,BZ,C4,11,15,1,2019,2019-01-15,POSITIVA
-9223372036214924678,-9223372036848616043,21,BZ,C4,11,14,1,2019,2019-01-14,POSITIVA
-9223372036214924680,-9223372036849095769,21,BZ,C4,11,17,1,2019,2019-01-17,NEGATIVA
-9223372036214924681,-9223372036848636681,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924682,-9223372036849095110,21,BZ,C4,11,11,1,2019,2019-01-11,NEGATIVA
-9223372036214924683,-9223372036849123011,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924684,-9223372036848624174,21,BZ,C4,11,10,1,2019,2019-01-10,POSITIVA
-9223372036214924685,-9223372036848624175,21,BZ,C4,11,10,1,2019,2019-01-10,POSITIVA
-9223372036214924687,-9223372036849095324,21,BZ,C4,11,2,1,2019,2019-01-02,POSITIVA
-9223372036214924690,-9223372036848636693,21,BZ,C4,11,14,1,2019,2019-01-14,POSITIVA
-9223372036214924691,-9223372036848624165,21,BZ,C4,11,4,1,2019,2019-01-04,NEGATIVA
-9223372036214924692,-9223372036848629639,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924693,-9223372036848634610,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924694,-9223372036848636649,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924695,-9223372036848649787,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924697,-9223372036849100440,21,BZ,C4,11,1,1,2019,2019-01-01,POSITIVA
-9223372036214924698,-9223372036848612648,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924699,-9223372036848612649,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924700,-9223372036848620477,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924701,-9223372036848623792,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924702,-9223372036848623793,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924703,-9223372036848642435,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924704,-9223372036848642521,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924705,-9223372036849145951,21,BZ,C4,11,23,1,2019,2019-01-23,POSITIVA
-9223372036214924707,-9223372036848631085,21,BZ,C4,11,14,1,2019,2019-01-14,POSITIVA
-9223372036214924708,-9223372036848660013,21,BZ,C4,11,14,1,2019,2019-01-14,POSITIVA
-9223372036214924709,-9223372036848612615,21,BZ,C4,11,15,1,2019,2019-01-15,POSITIVA
-9223372036214924710,-9223372036848612624,21,BZ,C4,11,14,1,2019,2019-01-14,POSITIVA
-9223372036214924711,-9223372036848620436,21,BZ,C4,11,14,1,2019,2019-01-14,NEGATIVA
-9223372036214924712,-9223372036848639891,21,BZ,C4,11,14,1,2019,2019-01-14,POSITIVA
-9223372036214924713,-9223372036848659026,21,BZ,C4,11,14,1,2019,2019-01-14,POSITIVA
-9223372036214924714,-9223372036848660425,21,BZ,C4,11,14,1,2019,2019-01-14,POSITIVA
-9223372036214924715,-9223372036848620478,21,BZ,C4,11,14,1,2019,2019-01-14,NEGATIVA
-9223372036214924716,-9223372036848661125,21,BZ,C4,11,28,1,2019,2019-01-28,POSITIVA
-9223372036214924717,-9223372036848649945,21,BZ,C4,11,6,1,2019,2019-01-06,POSITIVA
-9223372036214924718,-9223372036848609526,21,BZ,C4,11,6,1,2019,2019-01-06,POSITIVA
-9223372036214924726,-9223372036848612625,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924727,-9223372036848623756,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924728,-9223372036848631080,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924729,-9223372036849130837,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924730,-9223372036848612639,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924731,-9223372036848620996,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924732,-9223372036848634592,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924733,-9223372036848626513,21,BZ,C4,11,20,1,2019,2019-01-20,POSITIVA
-9223372036214924734,-9223372036848635214,21,BZ,C4,11,20,1,2019,2019-01-20,POSITIVA
-9223372036214924735,-9223372036848648340,21,BZ,C4,11,20,1,2019,2019-01-20,POSITIVA
-9223372036214924736,-9223372036848626515,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924737,-9223372036849134434,21,BZ,C4,11,13,1,2019,2019-01-13,NEGATIVA
-9223372036214924738,-9223372036848618876,21,BZ,C4,11,3,1,2019,2019-01-03,NEGATIVA
-9223372036214924739,-9223372036848623957,21,BZ,C4,11,3,1,2019,2019-01-03,NEGATIVA
-9223372036214924740,-9223372036848648989,21,BZ,C4,11,3,1,2019,2019-01-03,POSITIVA
-9223372036214924741,-9223372036848612148,21,BZ,C4,11,10,1,2019,2019-01-10,POSITIVA
-9223372036214924742,-9223372036848642258,21,BZ,C4,11,10,1,2019,2019-01-10,POSITIVA
-9223372036214924743,-9223372036848623952,21,BZ,C4,11,9,1,2019,2019-01-09,POSITIVA
-9223372036214924744,-9223372036848660321,21,BZ,C4,11,9,1,2019,2019-01-09,POSITIVA
-9223372036214924745,-9223372036848638691,21,BZ,C4,11,18,1,2019,2019-01-18,POSITIVA
-9223372036214924747,-9223372036849121873,21,BZ,C4,11,19,1,2019,2019-01-19,POSITIVA
-9223372036214924748,-9223372036848645218,21,BZ,C4,11,9,1,2019,2019-01-09,POSITIVA
-9223372036214924749,-9223372036848657607,21,BZ,C4,11,9,1,2019,2019-01-09,POSITIVA
-9223372036214924750,-9223372036848612822,21,BZ,C4,11,7,1,2019,2019-01-07,POSITIVA
-9223372036214924751,-9223372036848623954,21,BZ,C4,11,7,1,2019,2019-01-07,POSITIVA
-9223372036214924752,-9223372036848612825,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924753,-9223372036848612827,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924754,-9223372036848648875,21,BZ,C4,11,11,1,2019,2019-01-11,POSITIVA
-9223372036214924755,-9223372036848612830,21,BZ,C4,11,2,1,2019,2019-01-02,POSITIVA
-9223372036214924756,-9223372036848653337,21,BZ,C4,11,2,1,2019,2019-01-02,POSITIVA
-9223372036214924761,-9223372036848622860,21,BZ,C4,11,16,1,2019,2019-01-16,POSITIVA
-9223372036214924765,-9223372036848636815,21,BZ,C4,11,4,1,2019,2019-01-04,POSITIVA
-9223372036214924766,-9223372036848616407,21,BZ,C4,11,13,1,2019,2019-01-13,POSITIVA
-9223372036214924769,-9223372036848641668,21,BZ,C4,11,3,1,2019,2019-01-03,POSITIVA
-9223372036214924770,-9223372036848621601,21,BZ,C4,11,15,1,2019,2019-01-15,NEGATIVA
-9223372036214924771,-9223372036848652381,21,BZ,C4,11,15,1,2019,2019-01-15,NEGATIVA
-9223372036214924772,-9223372036848656341,21,BZ,C4,11,15,1,2019,2019-01-15,NEGATIVA
-9223372036214924789,-9223372036848619095,21,BZ,C4,11,16,1,2019,2019-01-16,POSITIVA
-9223372036214924790,-9223372036848643347,21,BZ,C4,11,16,1,2019,2019-01-16,POSITIVA
-9223372036214924791,-9223372036848656760,21,BZ,C4,11,16,1,2019,2019-01-16,POSITIVA
-9223372036214924792,-9223372036848634883,21,BZ,C4,11,22,1,2019,2019-01-22,POSITIVA
-9223372036214924805,-9223372036848630154,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924812,-9223372036848618941,21,BZ,C4,11,27,1,2019,2019-01-27,POSITIVA
-9223372036214924833,-9223372036848630191,21,BZ,C4,11,20,1,2019,2019-01-20,POSITIVA
-9223372036214924834,-9223372036848640374,21,BZ,C4,11,20,1,2019,2019-01-20,POSITIVA
-9223372036214924835,-9223372036848649036,21,BZ,C4,11,20,1,2019,2019-01-20,POSITIVA
-9223372036214924836,-9223372036848609583,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924837,-9223372036848634485,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924838,-9223372036848642506,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924839,-9223372036848647156,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924840,-9223372036849114089,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924841,-9223372036849125611,21,BZ,C4,11,21,1,2019,2019-01-21,POSITIVA
-9223372036214924848,-9223372036848613034,21,BZ,C4,11,1,1,2019,2019-01-01,POSITIVA
-9223372036214924849,-9223372036848613100,21,BZ,C4,11,1,1,2019,2019-01-01,POSITIVA
-9223372036214924850,-9223372036848633599,21,BZ,C4,11,1,1,2019,2019-01-01,POSITIVA
-9223372036214924880,-9223372036848636528,21,BZ,C4,11,27,1,2019,2019-01-27,POSITIVA
-9223372036214924896,-9223372036848620827,21,BZ,C4,11,20,1,2019,2019-01-20,POSITIVA
-9223372036214924897,-9223372036848615928,21,BZ,C4,11,26,1,2019,2019-01-26,POSITIVA
-9223372036214924898,-9223372036848627327,21,BZ,C4,11,26,1,2019,2019-01-26,POSITIVA
-9223372036214924899,-9223372036848658828,21,BZ,C4,11,26,1,2019,2019-01-26,POSITIVA
-9223372036214924902,-9223372036848654408,21,BZ,C4,11,26,1,2019,2019-01-26,POSITIVA
-9223372036214924903,-9223372036848649845,21,BZ,C4,11,19,1,2019,2019-01-19,POSITIVA
-9223372036214924905,-9223372036848615959,21,BZ,C4,11,9,1,2019,2019-01-09,POSITIVA
-9223372036214924906,-9223372036848610969,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924907,-9223372036848612129,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924908,-9223372036848615970,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924909,-9223372036848620823,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924910,-9223372036848661226,21,BZ,C4,11,25,1,2019,2019-01-25,POSITIVA
-9223372036214924911,-9223372036848627318,21,BZ,C4,11,15,1,2019,2019-01-15,POSITIVA
-9223372036214924912,-9223372036848657399,21,BZ,C4,11,15,1,2019,2019-01-15,POSITIVA
-9223372036214924915,-9223372036848643513,21,BZ,C4,11,20,1,2019,2019-01-20,POSITIVA
