idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,CodiceAziendaNascita,DestinazioneSoggetto,PesoAllaNascita,NumeroCapezzoli
-9223372036108477247,-9223372036845669915,21,BZ,C4,11,3,10,2019,-9.22337203684926e+18,Vita,,
-9223372036108485533,-9223372036845670415,21,BZ,C4,11,11,10,2019,-9.22337203684926e+18,Vita,,
-9223372036108531483,-9223372036845673078,4,CN,C4,11,31,10,2019,-9.223372036849188e+18,Vita,300.0,
-9223372036108608906,-9223372036845677565,21,BZ,C4,11,7,10,2019,-9.223372036847453e+18,Macello,,
-9223372036108633111,-9223372036845678956,21,BZ,C4,11,22,10,2019,-9.22337203684926e+18,Macello,,
-9223372036108648525,-9223372036845679887,21,BZ,C4,11,18,10,2019,-9.22337203684926e+18,Macello,,
-9223372036108649504,-9223372036845679946,21,BZ,C4,11,24,10,2019,-9.22337203684926e+18,Macello,,
-9223372036108649517,-9223372036845679947,21,BZ,C4,11,24,10,2019,-9.22337203684926e+18,Macello,,
-9223372036108649530,-9223372036845679948,21,BZ,C4,11,24,10,2019,-9.22337203684926e+18,Macello,,
-9223372036108650113,-9223372036845679979,21,BZ,C4,11,25,10,2019,-9.22337203684926e+18,Vita,,
-9223372036108650562,-9223372036845680002,21,BZ,C4,11,29,10,2019,-9.22337203684926e+18,Macello,,
-9223372036108656605,-9223372036845680345,21,BZ,C4,11,31,10,2019,-9.223372036849261e+18,Vita,,
-9223372036108659158,-9223372036845680513,21,BZ,C4,11,25,10,2019,-9.223372036849261e+18,Vita,,
-9223372036108659218,-9223372036845680517,21,BZ,C4,11,30,10,2019,-9.223372036849261e+18,Vita,,
-9223372036108659245,-9223372036845680519,21,BZ,C4,11,30,10,2019,-9.223372036849261e+18,Vita,,
-9223372036108659258,-9223372036845680520,21,BZ,C4,11,30,10,2019,-9.223372036849261e+18,Vita,,
-9223372036108661744,-9223372036845680644,21,BZ,C4,11,23,10,2019,-9.223372036849261e+18,Macello,,
-9223372036108661758,-9223372036845680645,21,BZ,C4,11,23,10,2019,-9.223372036849261e+18,Macello,,
-9223372036108661771,-9223372036845680646,21,BZ,C4,11,23,10,2019,-9.223372036849261e+18,Macello,,
-9223372036108661784,-9223372036845680647,21,BZ,C4,11,23,10,2019,-9.223372036849261e+18,Vita,,
-9223372036108661797,-9223372036845680648,21,BZ,C4,11,23,10,2019,-9.223372036849261e+18,Vita,,
-9223372036108661847,-9223372036845680651,21,BZ,C4,11,23,10,2019,-9.223372036849261e+18,Macello,,
-9223372036108662021,-9223372036845680660,21,BZ,C4,11,31,10,2019,-9.223372036849261e+18,Vita,,
-9223372036108662036,-9223372036845680661,21,BZ,C4,11,31,10,2019,-9.223372036849261e+18,Vita,,
-9223372036108662171,-9223372036845680670,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108662232,-9223372036845680674,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108662245,-9223372036845680675,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108663625,-9223372036845680747,21,BZ,C4,11,21,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108664973,-9223372036845680817,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108665000,-9223372036845680819,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108665013,-9223372036845680820,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108665163,-9223372036845680831,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108665290,-9223372036845680839,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108665348,-9223372036845680841,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108665363,-9223372036845680842,21,BZ,C4,11,17,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108665403,-9223372036845680844,21,BZ,C4,11,17,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108665417,-9223372036845680845,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108665430,-9223372036845680846,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108666171,-9223372036845680888,21,BZ,C4,11,26,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108666243,-9223372036845680893,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108667973,-9223372036845680996,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108669869,-9223372036845681098,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108670881,-9223372036845681155,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108670908,-9223372036845681157,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108670944,-9223372036845681159,21,BZ,C4,11,19,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108673669,-9223372036845681294,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108673768,-9223372036845681301,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108673781,-9223372036845681302,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Vita,,
-9223372036108673794,-9223372036845681303,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108673808,-9223372036845681304,21,BZ,C4,11,31,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108673981,-9223372036845681312,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Vita,,
-9223372036108674028,-9223372036845681315,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Vita,,
-9223372036108674041,-9223372036845681316,21,BZ,C4,11,18,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108674142,-9223372036845681323,21,BZ,C4,11,18,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108674352,-9223372036845681336,21,BZ,C4,11,16,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108674602,-9223372036845681354,21,BZ,C4,11,30,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108674616,-9223372036845681355,21,BZ,C4,11,11,10,2019,-9.223372036849263e+18,Vita,,
-9223372036108674647,-9223372036845681357,21,BZ,C4,11,30,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108674660,-9223372036845681358,21,BZ,C4,11,30,10,2019,-9.223372036849263e+18,Vita,,
-9223372036108674702,-9223372036845681361,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108674806,-9223372036845681368,21,BZ,C4,11,11,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108674819,-9223372036845681369,21,BZ,C4,11,10,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108674832,-9223372036845681370,21,BZ,C4,11,10,10,2019,-9.223372036849263e+18,Vita,,
-9223372036108675828,-9223372036845681429,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Macello,,
-9223372036108676076,-9223372036845681441,21,BZ,C4,11,27,10,2019,-9.223372036849263e+18,Vita,,
-9223372036108677746,-9223372036845681552,21,BZ,C4,11,26,10,2019,-9.223372036849264e+18,Macello,,
-9223372036108677759,-9223372036845681553,21,BZ,C4,11,26,10,2019,-9.223372036849264e+18,Macello,,
-9223372036108677992,-9223372036845681569,21,BZ,C4,11,20,10,2019,-9.223372036849264e+18,Macello,,
-9223372036108807921,-9223372036845688999,24,VI,C4,11,27,10,2019,-9.223372036850185e+18,Vita,,
-9223372036108807953,-9223372036845689003,24,VI,C4,11,26,10,2019,-9.223372036850185e+18,Vita,,
-9223372036108907092,-9223372036845694553,2,VC,C4,11,27,10,2019,-9.223372036850173e+18,Vita,400.0,
-9223372036108927325,-9223372036845695738,21,BZ,C4,11,19,10,2019,-9.223372036849262e+18,Macello,,
-9223372036108941640,-9223372036845696529,2,VC,C4,11,8,10,2019,-9.223372036850173e+18,Macello,400.0,
-9223372036108962884,-9223372036845697703,21,BZ,C4,11,1,10,2019,-9.223372036849263e+18,Vita,,
-9223372036108980812,-9223372036845698621,21,BZ,C4,11,2,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108995473,-9223372036845699420,21,BZ,C4,11,10,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108996856,-9223372036845699425,21,BZ,C4,11,5,10,2019,-9.223372036849262e+18,Vita,,
-9223372036108997035,-9223372036845699435,21,BZ,C4,11,12,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109030907,-9223372036845701384,21,BZ,C4,11,18,10,2019,-9.223372036849258e+18,Vita,,
-9223372036109049392,-9223372036845702449,21,BZ,C4,11,25,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109049409,-9223372036845702451,21,BZ,C4,11,25,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109049435,-9223372036845702453,21,BZ,C4,11,25,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109049448,-9223372036845702454,21,BZ,C4,11,25,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109049461,-9223372036845702455,21,BZ,C4,11,25,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109049489,-9223372036845702457,21,BZ,C4,11,25,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109049888,-9223372036845702482,21,BZ,C4,11,25,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109050407,-9223372036845702513,21,BZ,C4,11,26,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109050467,-9223372036845702517,21,BZ,C4,11,31,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109050480,-9223372036845702518,21,BZ,C4,11,31,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109050495,-9223372036845702519,21,BZ,C4,11,4,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109050511,-9223372036845702520,21,BZ,C4,11,18,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109050578,-9223372036845702525,21,BZ,C4,11,28,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109050652,-9223372036845702528,21,BZ,C4,11,15,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109050964,-9223372036845702550,21,BZ,C4,11,21,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109051010,-9223372036845702553,21,BZ,C4,11,7,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109051023,-9223372036845702554,21,BZ,C4,11,7,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109051036,-9223372036845702555,21,BZ,C4,11,7,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109051093,-9223372036845702559,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109051106,-9223372036845702560,21,BZ,C4,11,7,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109051267,-9223372036845702571,21,BZ,C4,11,19,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109051400,-9223372036845702580,21,BZ,C4,11,27,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109052013,-9223372036845702617,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109052211,-9223372036845702631,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109052225,-9223372036845702632,21,BZ,C4,11,17,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109052271,-9223372036845702635,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109052285,-9223372036845702636,21,BZ,C4,11,19,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109052314,-9223372036845702637,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109052358,-9223372036845702640,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109052371,-9223372036845702641,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109052419,-9223372036845702644,21,BZ,C4,11,30,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109052432,-9223372036845702645,21,BZ,C4,11,19,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109053176,-9223372036845702685,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109053189,-9223372036845702686,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109053204,-9223372036845702687,21,BZ,C4,11,19,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109053217,-9223372036845702688,21,BZ,C4,11,19,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109053245,-9223372036845702690,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109053258,-9223372036845702691,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109053302,-9223372036845702694,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109053315,-9223372036845702695,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109053338,-9223372036845702696,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109053351,-9223372036845702697,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109053368,-9223372036845702698,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109053381,-9223372036845702699,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109054177,-9223372036845702752,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109054190,-9223372036845702753,21,BZ,C4,11,26,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109054261,-9223372036845702758,21,BZ,C4,11,10,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109054408,-9223372036845702768,21,BZ,C4,11,26,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109054421,-9223372036845702769,21,BZ,C4,11,26,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109055617,-9223372036845702835,21,BZ,C4,11,16,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109055780,-9223372036845702844,21,BZ,C4,11,26,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109055845,-9223372036845702849,21,BZ,C4,11,19,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109055880,-9223372036845702850,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109055893,-9223372036845702851,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109056716,-9223372036845702894,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109056729,-9223372036845702895,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109056742,-9223372036845702896,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109056847,-9223372036845702903,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109056860,-9223372036845702904,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109056873,-9223372036845702905,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109056902,-9223372036845702906,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109056915,-9223372036845702907,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109056941,-9223372036845702909,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109056954,-9223372036845702910,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109056988,-9223372036845702912,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109057004,-9223372036845702913,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057017,-9223372036845702914,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057125,-9223372036845702921,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109057138,-9223372036845702922,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109057268,-9223372036845702930,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109057281,-9223372036845702931,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057307,-9223372036845702933,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057321,-9223372036845702934,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109057334,-9223372036845702935,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109057400,-9223372036845702938,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057469,-9223372036845702941,21,BZ,C4,11,24,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057482,-9223372036845702942,21,BZ,C4,11,24,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109057496,-9223372036845702943,21,BZ,C4,11,24,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109057510,-9223372036845702944,21,BZ,C4,11,24,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057532,-9223372036845702945,21,BZ,C4,11,26,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057545,-9223372036845702946,21,BZ,C4,11,23,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109057565,-9223372036845702947,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057582,-9223372036845702948,21,BZ,C4,11,24,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057595,-9223372036845702949,21,BZ,C4,11,24,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109057683,-9223372036845702955,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057696,-9223372036845702956,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109057715,-9223372036845702957,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109058855,-9223372036845703018,21,BZ,C4,11,16,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109063529,-9223372036845703258,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109063542,-9223372036845703259,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109064118,-9223372036845703295,21,BZ,C4,11,11,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109064257,-9223372036845703302,21,BZ,C4,11,24,10,2019,-9.223372036849263e+18,Macello,,
-9223372036109064284,-9223372036845703304,21,BZ,C4,11,18,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109066648,-9223372036845703425,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109066661,-9223372036845703426,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109066687,-9223372036845703427,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Macello,,
-9223372036109069176,-9223372036845703546,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Macello,,
-9223372036109069189,-9223372036845703547,21,BZ,C4,11,25,10,2019,-9.223372036849263e+18,Macello,,
-9223372036109069352,-9223372036845703556,21,BZ,C4,11,30,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109069365,-9223372036845703557,21,BZ,C4,11,19,10,2019,-9.223372036849263e+18,Macello,,
-9223372036109069378,-9223372036845703558,21,BZ,C4,11,30,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109069391,-9223372036845703559,21,BZ,C4,11,30,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109069404,-9223372036845703560,21,BZ,C4,11,12,10,2019,-9.223372036849263e+18,Macello,,
-9223372036109069417,-9223372036845703561,21,BZ,C4,11,12,10,2019,-9.223372036849263e+18,Macello,,
-9223372036109069430,-9223372036845703562,21,BZ,C4,11,12,10,2019,-9.223372036849263e+18,Macello,,
-9223372036109069443,-9223372036845703563,21,BZ,C4,11,12,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109069456,-9223372036845703564,21,BZ,C4,11,19,10,2019,-9.223372036849263e+18,Macello,,
-9223372036109069583,-9223372036845703572,21,BZ,C4,11,30,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109069596,-9223372036845703573,21,BZ,C4,11,30,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109069609,-9223372036845703574,21,BZ,C4,11,12,10,2019,-9.223372036849263e+18,Macello,,
-9223372036109071297,-9223372036845703680,21,BZ,C4,11,22,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109071794,-9223372036845703709,21,BZ,C4,11,28,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109072014,-9223372036845703722,21,BZ,C4,11,14,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109072195,-9223372036845703732,21,BZ,C4,11,26,10,2019,-9.223372036849264e+18,Vita,,
-9223372036109072209,-9223372036845703733,21,BZ,C4,11,26,10,2019,-9.223372036849264e+18,Macello,,
-9223372036109072236,-9223372036845703735,21,BZ,C4,11,26,10,2019,-9.223372036849264e+18,Macello,,
-9223372036109073384,-9223372036845703794,21,BZ,C4,11,21,10,2019,-9.223372036849264e+18,Vita,,
-9223372036109123113,-9223372036845706638,22,TN,C4,11,30,10,2019,-9.223372036849256e+18,Vita,,
-9223372036109123128,-9223372036845706639,22,TN,C4,11,9,10,2019,-9.223372036849256e+18,Vita,,
-9223372036109135670,-9223372036845707382,14,SO,C4,11,14,10,2019,-9.223372036850263e+18,Vita,340.0,
-9223372036109152541,-9223372036845708387,21,BZ,C4,11,5,10,2019,-9.223372036847416e+18,Macello,,
-9223372036109173310,-9223372036845709497,22,TN,C4,11,11,10,2019,-9.223372036849256e+18,Vita,,
-9223372036109207383,-9223372036845711295,21,BZ,C4,11,17,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109228416,-9223372036845712694,21,BZ,C4,11,1,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109232313,-9223372036845712886,21,BZ,C4,11,7,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109232396,-9223372036845712889,21,BZ,C4,11,7,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109244772,-9223372036845713573,14,SO,C4,11,3,10,2019,-9.223372036850557e+18,Vita,350.0,
-9223372036109280411,-9223372036845715516,17,BS,C4,11,28,10,2019,-9.223372036850352e+18,Macello,400.0,
-9223372036109313647,-9223372036845717374,96,BI,C4,11,20,10,2019,-9.223372036850547e+18,Vita,400.0,
-9223372036109344343,-9223372036845719082,21,BZ,C4,11,26,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109345017,-9223372036845719112,21,BZ,C4,11,1,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109355948,-9223372036845719682,22,TN,C4,11,19,10,2019,-9.223372036849256e+18,Vita,,
-9223372036109355990,-9223372036846263783,22,TN,C4,11,13,10,2019,-9.223372036849256e+18,Vita,,
-9223372036109357739,-9223372036845719765,22,TN,C4,11,10,10,2019,-9.223372036849256e+18,Vita,,
-9223372036109384940,-9223372036845721231,22,TN,C4,11,26,10,2019,-9.22337203684918e+18,Vita,200.0,
-9223372036109397223,-9223372036845721915,21,BZ,C4,11,4,10,2019,-9.223372036849257e+18,Macello,,
-9223372036109415234,-9223372036845722948,21,BZ,C4,11,19,10,2019,-9.223372036849258e+18,Macello,,
-9223372036109417265,-9223372036845723069,21,BZ,C4,11,4,10,2019,-9.22337203684926e+18,Vita,,
-9223372036109421418,-9223372036845723323,21,BZ,C4,11,16,10,2019,-9.223372036849263e+18,Vita,,
-9223372036109424437,-9223372036845723485,21,BZ,C4,11,23,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109424648,-9223372036845723497,21,BZ,C4,11,8,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109426419,-9223372036845723594,21,BZ,C4,11,13,10,2019,-9.223372036849264e+18,Vita,,
-9223372036109426928,-9223372036845723624,21,BZ,C4,11,28,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109426959,-9223372036845723626,21,BZ,C4,11,20,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109426972,-9223372036845723627,21,BZ,C4,11,19,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109426985,-9223372036845723628,21,BZ,C4,11,16,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109427143,-9223372036845723637,21,BZ,C4,11,16,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109427156,-9223372036845723638,21,BZ,C4,11,16,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109427176,-9223372036845723639,21,BZ,C4,11,4,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109431113,-9223372036845723817,21,BZ,C4,11,18,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109431316,-9223372036845723830,21,BZ,C4,11,28,10,2019,-9.223372036849261e+18,Vita,,
-9223372036109431365,-9223372036845723831,21,BZ,C4,11,8,10,2019,-9.223372036849261e+18,Macello,,
-9223372036109431534,-9223372036845723839,21,BZ,C4,11,27,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109431586,-9223372036845723843,21,BZ,C4,11,7,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109431718,-9223372036845723852,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109431731,-9223372036845723853,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109431744,-9223372036845723854,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109431757,-9223372036845723855,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109431770,-9223372036845723856,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109431783,-9223372036845723857,21,BZ,C4,11,28,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109431797,-9223372036845723858,21,BZ,C4,11,7,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109431841,-9223372036845723861,21,BZ,C4,11,13,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109431854,-9223372036845723862,21,BZ,C4,11,9,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109431870,-9223372036845723863,21,BZ,C4,11,9,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109431932,-9223372036845723867,21,BZ,C4,11,22,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109431949,-9223372036845723868,21,BZ,C4,11,23,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109431977,-9223372036845723870,21,BZ,C4,11,9,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109432207,-9223372036845723884,21,BZ,C4,11,5,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109432220,-9223372036845723885,21,BZ,C4,11,5,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109432250,-9223372036845723887,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109432266,-9223372036845723888,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109432279,-9223372036845723889,21,BZ,C4,11,31,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109432292,-9223372036845723890,21,BZ,C4,11,25,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109432305,-9223372036845723891,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109432318,-9223372036845723892,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109432348,-9223372036845723894,21,BZ,C4,11,5,10,2019,-9.223372036849262e+18,Macello,,
-9223372036109432406,-9223372036845723898,21,BZ,C4,11,18,10,2019,-9.223372036849262e+18,Vita,,
-9223372036109432636,-9223372036845723913,21,BZ,C4,11,26,10,2019,-9.223372036849262e+18,Macello,,
