idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,CodiceAziendaNascita,DestinazioneSoggetto,PesoAllaNascita,NumeroCapezzoli
-9223372036087633637,-9223372036844385397,21,BZ,C4,11,31,12,2020,-9.223372036849257e+18,Macello,,
-9223372036087641353,-9223372036844385801,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Vita,,
-9223372036087641367,-9223372036844385802,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Macello,,
-9223372036087646085,-9223372036844386005,21,BZ,C4,11,4,12,2020,-9.223372036849261e+18,Macello,,
-9223372036087950556,-9223372036844398903,21,BZ,C4,11,14,12,2020,-9.223372036849261e+18,Vita,,
-9223372036087950780,-9223372036844398913,21,BZ,C4,11,2,12,2020,-9.223372036849261e+18,Vita,,
-9223372036087954928,-9223372036844399057,21,BZ,C4,11,10,12,2020,-9.223372036849262e+18,Vita,,
-9223372036087965880,-9223372036844399443,96,BI,C4,11,5,12,2020,-9.223372036849189e+18,Vita,350.0,
-9223372036088096873,-9223372036844404888,21,BZ,C4,11,28,12,2020,-9.223372036849261e+18,Vita,,
-9223372036088096911,-9223372036844404890,21,BZ,C4,11,28,12,2020,-9.223372036849261e+18,Macello,,
-9223372036088097897,-9223372036844404924,21,BZ,C4,11,20,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088098526,-9223372036844404943,21,BZ,C4,11,1,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088099185,-9223372036844404967,21,BZ,C4,11,15,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088099233,-9223372036844404970,21,BZ,C4,11,15,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088115335,-9223372036844405697,21,BZ,C4,11,11,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088216669,-9223372036844409849,21,BZ,C4,11,20,12,2020,-9.223372036849261e+18,Vita,,
-9223372036088243650,-9223372036844410963,21,BZ,C4,11,4,12,2020,-9.22337203684926e+18,Macello,,
-9223372036088243669,-9223372036844410964,21,BZ,C4,11,4,12,2020,-9.22337203684926e+18,Macello,,
-9223372036088245721,-9223372036844411047,21,BZ,C4,11,28,12,2020,-9.223372036849261e+18,Macello,,
-9223372036088245953,-9223372036844411061,21,BZ,C4,11,21,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088246075,-9223372036844411066,21,BZ,C4,11,21,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088247628,-9223372036844411130,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088247642,-9223372036844411131,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088247656,-9223372036844411132,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088248348,-9223372036844411166,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088248916,-9223372036844411199,21,BZ,C4,11,24,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088252528,-9223372036844411369,21,BZ,C4,11,31,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088253925,-9223372036844411425,21,BZ,C4,11,17,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088253943,-9223372036844411426,21,BZ,C4,11,2,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088253990,-9223372036844411428,21,BZ,C4,11,2,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088254007,-9223372036844411429,21,BZ,C4,11,23,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088254156,-9223372036844411437,21,BZ,C4,11,24,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088254216,-9223372036844411440,21,BZ,C4,11,30,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088254230,-9223372036844411441,21,BZ,C4,11,30,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088254623,-9223372036844411461,21,BZ,C4,11,18,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088254639,-9223372036844411462,21,BZ,C4,11,2,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088254847,-9223372036844411471,21,BZ,C4,11,30,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088255509,-9223372036844411503,21,BZ,C4,11,12,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088255537,-9223372036844411505,21,BZ,C4,11,12,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088468044,-9223372036844420550,16,BG,C4,11,15,12,2020,-9.223372036849774e+18,Vita,,
-9223372036088608778,-9223372036844426332,17,BS,C4,11,29,12,2020,-9.223372036850293e+18,Vita,300.0,
-9223372036088638296,-9223372036844428267,21,BZ,C4,11,2,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088645448,-9223372036844428797,21,BZ,C4,11,15,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088698701,-9223372036844432229,96,BI,C4,11,6,12,2020,-9.223372036849189e+18,Vita,350.0,
-9223372036088718364,-9223372036844433402,21,BZ,C4,11,5,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088719466,-9223372036844433474,21,BZ,C4,11,21,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088723326,-9223372036844433702,21,BZ,C4,11,26,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088734568,-9223372036844434422,21,BZ,C4,11,12,12,2020,-9.223372036849258e+18,Macello,,
-9223372036088736340,-9223372036844434546,21,BZ,C4,11,23,12,2020,-9.223372036849261e+18,Macello,,
-9223372036088736355,-9223372036844434547,21,BZ,C4,11,23,12,2020,-9.223372036849261e+18,Macello,,
-9223372036088736369,-9223372036844434548,21,BZ,C4,11,23,12,2020,-9.223372036849261e+18,Macello,,
-9223372036088737079,-9223372036844434596,21,BZ,C4,11,18,12,2020,-9.223372036849261e+18,Macello,,
-9223372036088737148,-9223372036844434600,21,BZ,C4,11,18,12,2020,-9.223372036849261e+18,Macello,,
-9223372036088737290,-9223372036844434611,21,BZ,C4,11,18,12,2020,-9.223372036849261e+18,Macello,,
-9223372036088738475,-9223372036844434686,21,BZ,C4,11,7,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088738509,-9223372036844434688,21,BZ,C4,11,14,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088738543,-9223372036844434690,21,BZ,C4,11,14,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088739124,-9223372036844434732,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088739207,-9223372036844434737,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088739327,-9223372036844434745,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088739342,-9223372036844434746,21,BZ,C4,11,25,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088739449,-9223372036844434753,21,BZ,C4,11,24,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088739585,-9223372036844434762,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088739599,-9223372036844434763,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088739639,-9223372036844434765,21,BZ,C4,11,24,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088739679,-9223372036844434768,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088741354,-9223372036844434887,21,BZ,C4,11,23,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088741546,-9223372036844434902,21,BZ,C4,11,19,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088741560,-9223372036844434903,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088741574,-9223372036844434904,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088741588,-9223372036844434905,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088741710,-9223372036844434913,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088741724,-9223372036844434914,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088741867,-9223372036844434923,21,BZ,C4,11,21,12,2020,-9.223372036849262e+18,Macello,,
-9223372036088742044,-9223372036844434934,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088742058,-9223372036844434935,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088742156,-9223372036844434941,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088742416,-9223372036844434958,21,BZ,C4,11,31,12,2020,-9.22337203684926e+18,Vita,,
-9223372036088742430,-9223372036844434959,21,BZ,C4,11,31,12,2020,-9.22337203684926e+18,Vita,,
-9223372036088742444,-9223372036844434960,21,BZ,C4,11,31,12,2020,-9.22337203684926e+18,Vita,,
-9223372036088742967,-9223372036844434995,21,BZ,C4,11,18,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088743284,-9223372036844435015,21,BZ,C4,11,18,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088744429,-9223372036844435082,21,BZ,C4,11,18,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088744841,-9223372036844435107,21,BZ,C4,11,18,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088744855,-9223372036844435108,21,BZ,C4,11,18,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088745104,-9223372036844435124,21,BZ,C4,11,10,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088747284,-9223372036844435276,21,BZ,C4,11,17,12,2020,-9.223372036849263e+18,Vita,,
-9223372036088748144,-9223372036844435325,21,BZ,C4,11,10,12,2020,-9.223372036849264e+18,Vita,,
-9223372036088748158,-9223372036844435326,21,BZ,C4,11,10,12,2020,-9.223372036849264e+18,Macello,,
-9223372036088748252,-9223372036844435333,21,BZ,C4,11,19,12,2020,-9.223372036849264e+18,Macello,,
-9223372036088748266,-9223372036844435334,21,BZ,C4,11,12,12,2020,-9.223372036849264e+18,Vita,,
-9223372036088748612,-9223372036844435355,21,BZ,C4,11,19,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088750110,-9223372036844435448,21,BZ,C4,11,30,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088750128,-9223372036844435449,21,BZ,C4,11,23,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088750142,-9223372036844435450,21,BZ,C4,11,23,12,2020,-9.223372036849263e+18,Macello,,
-9223372036088786604,-9223372036844437597,17,BS,C4,11,28,12,2020,-9.223372036850352e+18,Vita,400.0,
-9223372036088906150,-9223372036844444851,21,BZ,C4,11,1,12,2020,-9.223372036849178e+18,Macello,,
-9223372036088906591,-9223372036844444878,21,BZ,C4,11,2,12,2020,-9.223372036849262e+18,Vita,,
-9223372036088996643,-9223372036844450377,22,TN,C4,11,25,12,2020,-9.223372036849176e+18,Vita,,
-9223372036089049689,-9223372036844453720,21,BZ,C4,11,21,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089056628,-9223372036844454127,21,BZ,C4,11,13,12,2020,-9.223372036849264e+18,Vita,,
-9223372036089060228,-9223372036844454355,14,SO,C4,11,14,12,2020,-9.223372036849338e+18,Vita,380.0,
-9223372036089061733,-9223372036844454450,14,SO,C4,11,24,12,2020,-9.223372036849338e+18,Macello,390.0,
-9223372036089122938,-9223372036844458318,21,BZ,C4,11,1,12,2020,-9.223372036849264e+18,Vita,,
-9223372036089134164,-9223372036844458938,21,BZ,C4,11,28,12,2020,-9.22337203684926e+18,Macello,,
-9223372036089134650,-9223372036844458968,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089139171,-9223372036844459249,21,BZ,C4,11,28,12,2020,-9.223372036849261e+18,Macello,,
-9223372036089139185,-9223372036844459250,21,BZ,C4,11,22,12,2020,-9.223372036849261e+18,Macello,,
-9223372036089139200,-9223372036844459251,21,BZ,C4,11,1,12,2020,-9.223372036849261e+18,Macello,,
-9223372036089139496,-9223372036844459270,21,BZ,C4,11,14,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089139510,-9223372036844459271,21,BZ,C4,11,1,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089139631,-9223372036844459279,21,BZ,C4,11,28,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089144223,-9223372036844459642,21,BZ,C4,11,18,12,2020,-9.223372036849258e+18,Macello,,
-9223372036089145471,-9223372036844459724,21,BZ,C4,11,19,12,2020,-9.223372036849258e+18,Macello,,
-9223372036089145516,-9223372036844459727,21,BZ,C4,11,19,12,2020,-9.223372036849258e+18,Macello,,
-9223372036089148888,-9223372036844459958,21,BZ,C4,11,10,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089148903,-9223372036844459959,21,BZ,C4,11,10,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089148917,-9223372036844459960,21,BZ,C4,11,10,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089148974,-9223372036844459964,21,BZ,C4,11,19,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089149773,-9223372036844460014,21,BZ,C4,11,24,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089149880,-9223372036844460021,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089150152,-9223372036844460039,21,BZ,C4,11,11,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089150166,-9223372036844460040,21,BZ,C4,11,11,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089150303,-9223372036844460049,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089150418,-9223372036844460056,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089150847,-9223372036844460083,21,BZ,C4,11,11,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089151429,-9223372036844460119,21,BZ,C4,11,19,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089151985,-9223372036844460154,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089152013,-9223372036844460156,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089152042,-9223372036844460157,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089152056,-9223372036844460158,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089152311,-9223372036844460175,21,BZ,C4,11,26,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089152408,-9223372036844460180,21,BZ,C4,11,17,12,2020,-9.22337203684926e+18,Vita,,
-9223372036089152444,-9223372036844460183,21,BZ,C4,11,18,12,2020,-9.22337203684926e+18,Macello,,
-9223372036089152475,-9223372036844460185,21,BZ,C4,11,18,12,2020,-9.22337203684926e+18,Macello,,
-9223372036089153402,-9223372036844460242,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089153416,-9223372036844460243,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089153606,-9223372036844460255,21,BZ,C4,11,21,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089153620,-9223372036844460256,21,BZ,C4,11,16,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089153634,-9223372036844460257,21,BZ,C4,11,16,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089153948,-9223372036844460278,21,BZ,C4,11,16,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089154041,-9223372036844460284,21,BZ,C4,11,19,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089154055,-9223372036844460285,21,BZ,C4,11,19,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089154069,-9223372036844460286,21,BZ,C4,11,19,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089154380,-9223372036844460306,21,BZ,C4,11,21,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089154470,-9223372036844460312,21,BZ,C4,11,21,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089154719,-9223372036844460327,21,BZ,C4,11,16,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089154745,-9223372036844460328,21,BZ,C4,11,21,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089154822,-9223372036844460334,21,BZ,C4,11,11,12,2020,-9.22337203684926e+18,Macello,,
-9223372036089154976,-9223372036844460343,21,BZ,C4,11,24,12,2020,-9.22337203684926e+18,Vita,,
-9223372036089154992,-9223372036844460344,21,BZ,C4,11,16,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089155013,-9223372036844460345,21,BZ,C4,11,16,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089155027,-9223372036844460346,21,BZ,C4,11,14,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089155041,-9223372036844460347,21,BZ,C4,11,16,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089155071,-9223372036844460349,21,BZ,C4,11,30,12,2020,-9.22337203684926e+18,Vita,,
-9223372036089155117,-9223372036844460352,21,BZ,C4,11,23,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089155131,-9223372036844460353,21,BZ,C4,11,23,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089155161,-9223372036844460355,21,BZ,C4,11,23,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089155211,-9223372036844460357,21,BZ,C4,11,28,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089155268,-9223372036844460361,21,BZ,C4,11,16,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089155329,-9223372036844460366,21,BZ,C4,11,22,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089155343,-9223372036844460367,21,BZ,C4,11,18,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089155506,-9223372036844460378,21,BZ,C4,11,30,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089155521,-9223372036844460379,21,BZ,C4,11,30,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089155613,-9223372036844460385,21,BZ,C4,11,17,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089156865,-9223372036844460465,21,BZ,C4,11,11,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089156882,-9223372036844460466,21,BZ,C4,11,30,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089156950,-9223372036844460471,21,BZ,C4,11,19,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089157007,-9223372036844460475,21,BZ,C4,11,25,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089157349,-9223372036844460493,21,BZ,C4,11,17,12,2020,-9.223372036849264e+18,Macello,,
-9223372036089157363,-9223372036844460494,21,BZ,C4,11,17,12,2020,-9.223372036849264e+18,Vita,,
-9223372036089157377,-9223372036844460495,21,BZ,C4,11,17,12,2020,-9.223372036849264e+18,Macello,,
-9223372036089157473,-9223372036844460501,21,BZ,C4,11,20,12,2020,-9.223372036849264e+18,Macello,,
-9223372036089158423,-9223372036844460565,17,BS,C4,11,20,12,2020,-9.223372036849182e+18,Vita,,
-9223372036089158519,-9223372036844460570,17,BS,C4,11,13,12,2020,-9.223372036849182e+18,Vita,,
-9223372036089160597,-9223372036844460699,21,BZ,C4,11,13,12,2020,-9.223372036849264e+18,Macello,,
-9223372036089236555,-9223372036844465483,24,VI,C4,11,22,12,2020,-9.223372036850186e+18,Vita,400.0,
-9223372036089279851,-9223372036844468167,22,TN,C4,11,25,12,2020,-9.223372036849257e+18,Vita,,
-9223372036089279946,-9223372036844468173,22,TN,C4,11,16,12,2020,-9.223372036849257e+18,Vita,,
-9223372036089331812,-9223372036844471372,14,SO,C4,11,30,12,2020,-9.223372036849189e+18,Macello,400.0,
-9223372036089371503,-9223372036844473812,14,SO,C4,11,5,12,2020,-9.223372036849334e+18,Macello,380.0,
-9223372036089378247,-9223372036844474217,25,BL,C4,11,25,12,2020,-9.223372036850577e+18,Vita,350.0,
-9223372036089420653,-9223372036844476844,16,BG,C4,11,24,12,2020,-9.223372036849175e+18,Macello,,
-9223372036089425651,-9223372036844477165,16,BG,C4,11,3,12,2020,-9.223372036849169e+18,Macello,,
-9223372036089425858,-9223372036844477177,16,BG,C4,11,5,12,2020,-9.223372036849169e+18,Vita,,
-9223372036089467061,-9223372036844479718,22,TN,C4,11,17,12,2020,-9.223372036849257e+18,Vita,,
-9223372036089535253,-9223372036844483834,21,BZ,C4,11,11,12,2020,-9.223372036849261e+18,Macello,,
-9223372036089546874,-9223372036844484585,22,TN,C4,11,23,12,2020,-9.223372036849256e+18,Vita,,
-9223372036089602449,-9223372036844488049,21,BZ,C4,11,11,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089602694,-9223372036844488069,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089602708,-9223372036844488070,21,BZ,C4,11,19,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089602738,-9223372036844488072,21,BZ,C4,11,19,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089603349,-9223372036844488112,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089603411,-9223372036844488116,21,BZ,C4,11,17,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089603546,-9223372036844488125,21,BZ,C4,11,30,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089603718,-9223372036844488136,21,BZ,C4,11,11,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089603753,-9223372036844488138,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089603846,-9223372036844488144,21,BZ,C4,11,30,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089603951,-9223372036844488151,21,BZ,C4,11,11,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089604028,-9223372036844488156,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089604736,-9223372036844488199,21,BZ,C4,11,16,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089604751,-9223372036844488200,21,BZ,C4,11,12,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089604806,-9223372036844488203,21,BZ,C4,11,30,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089604858,-9223372036844488206,21,BZ,C4,11,18,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089604962,-9223372036844488213,21,BZ,C4,11,16,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089605117,-9223372036844488223,21,BZ,C4,11,9,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089605291,-9223372036844488234,21,BZ,C4,11,18,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089605431,-9223372036844488243,21,BZ,C4,11,9,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089605533,-9223372036844488250,21,BZ,C4,11,21,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089605549,-9223372036844488251,21,BZ,C4,11,12,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089605989,-9223372036844488280,21,BZ,C4,11,17,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089606022,-9223372036844488282,21,BZ,C4,11,17,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089606050,-9223372036844488284,21,BZ,C4,11,12,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089606119,-9223372036844488288,21,BZ,C4,11,17,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089606464,-9223372036844488310,21,BZ,C4,11,12,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089608053,-9223372036844488411,21,BZ,C4,11,17,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089608067,-9223372036844488412,21,BZ,C4,11,17,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089608096,-9223372036844488414,21,BZ,C4,11,17,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089608466,-9223372036844488437,21,BZ,C4,11,22,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089608480,-9223372036844488438,21,BZ,C4,11,22,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089608599,-9223372036844488445,21,BZ,C4,11,31,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089608613,-9223372036844488446,21,BZ,C4,11,31,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089608629,-9223372036844488447,21,BZ,C4,11,2,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089608729,-9223372036844488454,21,BZ,C4,11,31,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089608787,-9223372036844488457,21,BZ,C4,11,18,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089608955,-9223372036844488469,21,BZ,C4,11,19,12,2020,-9.223372036849263e+18,Vita,,
-9223372036089609413,-9223372036844488505,21,BZ,C4,11,17,12,2020,-9.223372036849263e+18,Macello,,
-9223372036089609478,-9223372036844488509,21,BZ,C4,11,17,12,2020,-9.223372036849264e+18,Macello,,
-9223372036089611253,-9223372036844488625,21,BZ,C4,11,19,12,2020,-9.223372036849261e+18,Vita,,
-9223372036089612409,-9223372036844488699,21,BZ,C4,11,21,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089612440,-9223372036844488701,21,BZ,C4,11,28,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089612454,-9223372036844488702,21,BZ,C4,11,28,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089612468,-9223372036844488703,21,BZ,C4,11,28,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089612482,-9223372036844488704,21,BZ,C4,11,14,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089612497,-9223372036844488705,21,BZ,C4,11,28,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089612511,-9223372036844488706,21,BZ,C4,11,28,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089612525,-9223372036844488707,21,BZ,C4,11,28,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089612921,-9223372036844488732,21,BZ,C4,11,28,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089613452,-9223372036844488766,21,BZ,C4,11,29,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089613467,-9223372036844488767,21,BZ,C4,11,19,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089613482,-9223372036844488768,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089613519,-9223372036844488770,21,BZ,C4,11,4,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089613549,-9223372036844488772,21,BZ,C4,11,31,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089613580,-9223372036844488774,21,BZ,C4,11,11,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089613849,-9223372036844488790,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089613863,-9223372036844488791,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089613879,-9223372036844488792,21,BZ,C4,11,4,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089613898,-9223372036844488793,21,BZ,C4,11,4,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089613942,-9223372036844488796,21,BZ,C4,11,4,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089614017,-9223372036844488801,21,BZ,C4,11,4,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089614065,-9223372036844488804,21,BZ,C4,11,31,12,2020,-9.223372036849264e+18,Vita,,
-9223372036089614095,-9223372036844488806,21,BZ,C4,11,10,12,2020,-9.223372036849264e+18,Macello,,
-9223372036089614109,-9223372036844488807,21,BZ,C4,11,10,12,2020,-9.223372036849264e+18,Vita,,
-9223372036089614187,-9223372036844488812,21,BZ,C4,11,18,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089614202,-9223372036844488813,21,BZ,C4,11,26,12,2020,-9.223372036849262e+18,Macello,,
-9223372036089614230,-9223372036844488815,21,BZ,C4,11,21,12,2020,-9.223372036849262e+18,Vita,,
-9223372036089614246,-9223372036844488816,21,BZ,C4,11,19,12,2020,-9.223372036849262e+18,Vita,,
