idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,IcssIndiceCelluleSomatiche,AccuratezzaCalcoloIndice,TipoIndice,FrequenzaCalcolo,AnnoDiRiferimento,NumeroDiFiglie,NumeroDiAziende,AreaGeograficaEsteraDiInfluenzaSuCalcolo
-9223372035851857049,-9223372036835155869,,,C4,11,6,5,2021,106.0,42.0,GENETICO,Semestrale,2021,,,
-9223372035851857061,-9223372036844541823,,,C4,11,6,5,2021,102.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857073,-9223372036844542899,,,C4,11,6,5,2021,100.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851857085,-9223372036844524900,,,C4,11,6,5,2021,101.0,52.0,GENETICO,Semestrale,2021,,,
-9223372035851857097,-9223372036844570058,,,C4,11,6,5,2021,106.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851857109,-9223372036844506345,,,C4,11,6,5,2021,103.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851857121,-9223372036844506365,,,C4,11,6,5,2021,95.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851857133,-9223372036844506368,,,C4,11,6,5,2021,102.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851857145,-9223372036844569782,,,C4,11,6,5,2021,103.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851857157,-9223372036844555801,,,C4,11,6,5,2021,102.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851857169,-9223372036844470603,,,C4,11,6,5,2021,109.0,39.0,GENETICO,Semestrale,2021,,,
-9223372035851857181,-9223372036844471560,,,C4,11,6,5,2021,102.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851857193,-9223372036844471563,,,C4,11,6,5,2021,102.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857205,-9223372036844543051,,,C4,11,6,5,2021,102.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857217,-9223372036844613678,,,C4,11,6,5,2021,97.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851857229,-9223372036844524711,,,C4,11,6,5,2021,103.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857241,-9223372036844524710,,,C4,11,6,5,2021,113.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851857253,-9223372036844591382,,,C4,11,6,5,2021,96.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857265,-9223372036844591385,,,C4,11,6,5,2021,97.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851857277,-9223372036844591428,,,C4,11,6,5,2021,102.0,59.0,GENETICO,Semestrale,2021,,,
-9223372035851857289,-9223372036844542842,,,C4,11,6,5,2021,101.0,38.0,GENETICO,Semestrale,2021,,,
-9223372035851857301,-9223372036844385720,,,C4,11,6,5,2021,99.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851857313,-9223372036844553699,,,C4,11,6,5,2021,108.0,44.0,GENETICO,Semestrale,2021,,,
-9223372035851857325,-9223372036844613758,,,C4,11,6,5,2021,104.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851857337,-9223372036844613753,,,C4,11,6,5,2021,103.0,54.0,GENETICO,Semestrale,2021,,,
-9223372035851857349,-9223372036844613764,,,C4,11,6,5,2021,105.0,48.0,GENETICO,Semestrale,2021,,,
-9223372035851857361,-9223372036835155870,,,C4,11,6,5,2021,107.0,37.0,GENETICO,Semestrale,2021,,,
-9223372035851857373,-9223372036844542807,,,C4,11,6,5,2021,103.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851857385,-9223372036844525097,,,C4,11,6,5,2021,102.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851857397,-9223372036844525099,,,C4,11,6,5,2021,108.0,54.0,GENETICO,Semestrale,2021,,,
-9223372035851857409,-9223372036844542774,,,C4,11,6,5,2021,106.0,34.0,GENETICO,Semestrale,2021,,,
-9223372035851857421,-9223372036844542775,,,C4,11,6,5,2021,107.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851857433,-9223372036844613785,,,C4,11,6,5,2021,104.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851857445,-9223372036844591918,,,C4,11,6,5,2021,100.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851857457,-9223372036844460042,,,C4,11,6,5,2021,103.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851857469,-9223372036844524959,,,C4,11,6,5,2021,92.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857481,-9223372036844524958,,,C4,11,6,5,2021,95.0,59.0,GENETICO,Semestrale,2021,,,
-9223372035851857493,-9223372036844569534,,,C4,11,6,5,2021,102.0,48.0,GENETICO,Semestrale,2021,,,
-9223372035851857505,-9223372036844525137,,,C4,11,6,5,2021,102.0,39.0,GENETICO,Semestrale,2021,,,
-9223372035851857517,-9223372036844614084,,,C4,11,6,5,2021,109.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851857529,-9223372036844608738,,,C4,11,6,5,2021,104.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851857541,-9223372036835155871,,,C4,11,6,5,2021,99.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851857553,-9223372036844541937,,,C4,11,6,5,2021,101.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857565,-9223372036844524940,,,C4,11,6,5,2021,97.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851857577,-9223372036844524941,,,C4,11,6,5,2021,101.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851857589,-9223372036844348156,,,C4,11,6,5,2021,105.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851857601,-9223372036844524604,,,C4,11,6,5,2021,100.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851857613,-9223372036835155872,,,C4,11,6,5,2021,101.0,52.0,GENETICO,Semestrale,2021,,,
-9223372035851857625,-9223372036835155873,,,C4,11,6,5,2021,99.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851857637,-9223372036844591870,,,C4,11,6,5,2021,102.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851857649,-9223372036844519481,,,C4,11,6,5,2021,107.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851857661,-9223372036835155874,,,C4,11,6,5,2021,97.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851857673,-9223372036844569781,,,C4,11,6,5,2021,102.0,41.0,GENETICO,Semestrale,2021,,,
-9223372035851857685,-9223372036844048487,,,C4,11,6,5,2021,93.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851857697,-9223372036844524805,,,C4,11,6,5,2021,94.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851857709,-9223372036844526912,,,C4,11,6,5,2021,105.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857721,-9223372036844524809,,,C4,11,6,5,2021,105.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851857733,-9223372036844524765,,,C4,11,6,5,2021,100.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851857745,-9223372036844542153,,,C4,11,6,5,2021,97.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851857757,-9223372036844592004,,,C4,11,6,5,2021,98.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857769,-9223372036844525204,,,C4,11,6,5,2021,107.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851857781,-9223372036844537328,,,C4,11,6,5,2021,108.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851857793,-9223372036844591914,,,C4,11,6,5,2021,104.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851857805,-9223372036845152861,,,C4,11,6,5,2021,102.0,41.0,GENETICO,Semestrale,2021,,,
-9223372035851857817,-9223372036847944585,,,C4,11,6,5,2021,106.0,61.0,GENETICO,Semestrale,2021,,,
-9223372035851857829,-9223372036844611269,,,C4,11,6,5,2021,95.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857841,-9223372036844610746,,,C4,11,6,5,2021,104.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851857853,-9223372036844623558,,,C4,11,6,5,2021,98.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851857865,-9223372036844620013,,,C4,11,6,5,2021,105.0,41.0,GENETICO,Semestrale,2021,,,
-9223372035851857877,-9223372036844698025,,,C4,11,6,5,2021,98.0,40.0,GENETICO,Semestrale,2021,,,
-9223372035851857889,-9223372036844610592,,,C4,11,6,5,2021,107.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851857901,-9223372036844717224,,,C4,11,6,5,2021,111.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851857913,-9223372036844620014,,,C4,11,6,5,2021,98.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851857925,-9223372036844623783,,,C4,11,6,5,2021,103.0,44.0,GENETICO,Semestrale,2021,,,
-9223372035851857937,-9223372036844636464,,,C4,11,6,5,2021,102.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851857949,-9223372036844636465,,,C4,11,6,5,2021,103.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851857961,-9223372036849345749,,,C4,11,6,5,2021,94.0,48.0,GENETICO,Semestrale,2021,,,
-9223372035851857973,-9223372036849345736,,,C4,11,6,5,2021,87.0,48.0,GENETICO,Semestrale,2021,,,
-9223372035851857985,-9223372036844626535,,,C4,11,6,5,2021,99.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851857997,-9223372036844642196,,,C4,11,6,5,2021,96.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851858009,-9223372036844742801,,,C4,11,6,5,2021,110.0,42.0,GENETICO,Semestrale,2021,,,
-9223372035851858021,-9223372036844643272,,,C4,11,6,5,2021,108.0,42.0,GENETICO,Semestrale,2021,,,
-9223372035851858033,-9223372036844756586,,,C4,11,6,5,2021,99.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851858045,-9223372036844754816,,,C4,11,6,5,2021,97.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851858057,-9223372036844756751,,,C4,11,6,5,2021,106.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851858069,-9223372036844642198,,,C4,11,6,5,2021,104.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851858081,-9223372036844744231,,,C4,11,6,5,2021,105.0,39.0,GENETICO,Semestrale,2021,,,
-9223372035851858093,-9223372036847948467,,,C4,11,6,5,2021,100.0,63.0,GENETICO,Semestrale,2021,,,
-9223372035851858105,-9223372036844613797,,,C4,11,6,5,2021,99.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851858117,-9223372036844613798,,,C4,11,6,5,2021,99.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851858129,-9223372036844542439,,,C4,11,6,5,2021,104.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851858141,-9223372036844542442,,,C4,11,6,5,2021,94.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851858153,-9223372036844542443,,,C4,11,6,5,2021,101.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851858165,-9223372036844099885,,,C4,11,6,5,2021,102.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851858177,-9223372036844542124,,,C4,11,6,5,2021,103.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851858189,-9223372036835155875,,,C4,11,6,5,2021,103.0,37.0,GENETICO,Semestrale,2021,,,
-9223372035851858201,-9223372036844570039,,,C4,11,6,5,2021,110.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851858213,-9223372036844348056,,,C4,11,6,5,2021,101.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851858225,-9223372036844524790,,,C4,11,6,5,2021,100.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851858237,-9223372036844537256,,,C4,11,6,5,2021,100.0,52.0,GENETICO,Semestrale,2021,,,
-9223372035851858249,-9223372036844613715,,,C4,11,6,5,2021,104.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851858261,-9223372036844371135,,,C4,11,6,5,2021,99.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851858273,-9223372036844591634,,,C4,11,6,5,2021,104.0,44.0,GENETICO,Semestrale,2021,,,
-9223372035851858285,-9223372036844591635,,,C4,11,6,5,2021,108.0,44.0,GENETICO,Semestrale,2021,,,
-9223372035851858297,-9223372036835155876,,,C4,11,6,5,2021,101.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851858309,-9223372036835155877,,,C4,11,6,5,2021,106.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851858321,-9223372036844591784,,,C4,11,6,5,2021,104.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851858333,-9223372036844613835,,,C4,11,6,5,2021,105.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851858345,-9223372036844613763,,,C4,11,6,5,2021,102.0,48.0,GENETICO,Semestrale,2021,,,
-9223372035851858357,-9223372036844524954,,,C4,11,6,5,2021,104.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851858369,-9223372036844569525,,,C4,11,6,5,2021,94.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851858381,-9223372036844542261,,,C4,11,6,5,2021,110.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851858393,-9223372036844435297,,,C4,11,6,5,2021,101.0,54.0,GENETICO,Semestrale,2021,,,
-9223372035851858405,-9223372036844488423,,,C4,11,6,5,2021,107.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851858417,-9223372036844638091,,,C4,11,6,5,2021,98.0,54.0,GENETICO,Semestrale,2021,,,
-9223372035851858429,-9223372036844524901,,,C4,11,6,5,2021,104.0,52.0,GENETICO,Semestrale,2021,,,
-9223372035851858441,-9223372036844613873,,,C4,11,6,5,2021,105.0,48.0,GENETICO,Semestrale,2021,,,
-9223372035851858453,-9223372036844542832,,,C4,11,6,5,2021,97.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851858465,-9223372036844542747,,,C4,11,6,5,2021,107.0,54.0,GENETICO,Semestrale,2021,,,
-9223372035851858477,-9223372036844591772,,,C4,11,6,5,2021,102.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851858489,-9223372036844569791,,,C4,11,6,5,2021,107.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851858501,-9223372036844591565,,,C4,11,6,5,2021,105.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851858513,-9223372036844591576,,,C4,11,6,5,2021,106.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851858525,-9223372036844591577,,,C4,11,6,5,2021,99.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851858537,-9223372036844591578,,,C4,11,6,5,2021,100.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851858549,-9223372036844638175,,,C4,11,6,5,2021,104.0,38.0,GENETICO,Semestrale,2021,,,
-9223372035851858561,-9223372036844506300,,,C4,11,6,5,2021,98.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851858573,-9223372036844506301,,,C4,11,6,5,2021,98.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851858585,-9223372036844524932,,,C4,11,6,5,2021,103.0,44.0,GENETICO,Semestrale,2021,,,
-9223372035851858597,-9223372036844613906,,,C4,11,6,5,2021,109.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851858609,-9223372036844099888,,,C4,11,6,5,2021,99.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851858621,-9223372036844542510,,,C4,11,6,5,2021,108.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851858633,-9223372036844591675,,,C4,11,6,5,2021,104.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851858645,-9223372036844591676,,,C4,11,6,5,2021,108.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851858657,-9223372036844613653,,,C4,11,6,5,2021,103.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851858669,-9223372036844569643,,,C4,11,6,5,2021,98.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851858681,-9223372036844569640,,,C4,11,6,5,2021,94.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851858693,-9223372036844569644,,,C4,11,6,5,2021,100.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851858705,-9223372036844613585,,,C4,11,6,5,2021,104.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851858717,-9223372036844591614,,,C4,11,6,5,2021,102.0,51.0,GENETICO,Semestrale,2021,,,
-9223372035851858729,-9223372036844591626,,,C4,11,6,5,2021,105.0,54.0,GENETICO,Semestrale,2021,,,
-9223372035851858741,-9223372036844591601,,,C4,11,6,5,2021,102.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851858753,-9223372036844625610,,,C4,11,6,5,2021,103.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851858765,-9223372036844613968,,,C4,11,6,5,2021,105.0,59.0,GENETICO,Semestrale,2021,,,
-9223372035851858777,-9223372036844569571,,,C4,11,6,5,2021,107.0,38.0,GENETICO,Semestrale,2021,,,
-9223372035851858789,-9223372036835155878,,,C4,11,6,5,2021,104.0,31.0,GENETICO,Semestrale,2021,,,
-9223372035851858801,-9223372036844613913,,,C4,11,6,5,2021,104.0,40.0,GENETICO,Semestrale,2021,,,
-9223372035851858813,-9223372036844613689,,,C4,11,6,5,2021,103.0,41.0,GENETICO,Semestrale,2021,,,
-9223372035851858825,-9223372036844613690,,,C4,11,6,5,2021,101.0,41.0,GENETICO,Semestrale,2021,,,
-9223372035851858837,-9223372036844591729,,,C4,11,6,5,2021,103.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851858849,-9223372036844542765,,,C4,11,6,5,2021,94.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851858861,-9223372036844569783,,,C4,11,6,5,2021,107.0,48.0,GENETICO,Semestrale,2021,,,
-9223372035851858873,-9223372036844613712,,,C4,11,6,5,2021,100.0,44.0,GENETICO,Semestrale,2021,,,
-9223372035851858885,-9223372036844542513,,,C4,11,6,5,2021,107.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851858897,-9223372036844637662,,,C4,11,6,5,2021,100.0,49.0,GENETICO,Semestrale,2021,,,
-9223372035851858909,-9223372036844542490,,,C4,11,6,5,2021,104.0,42.0,GENETICO,Semestrale,2021,,,
-9223372035851858921,-9223372036844638080,,,C4,11,6,5,2021,99.0,50.0,GENETICO,Semestrale,2021,,,
-9223372035851858933,-9223372036844506281,,,C4,11,6,5,2021,107.0,52.0,GENETICO,Semestrale,2021,,,
-9223372035851858945,-9223372036844591941,,,C4,11,6,5,2021,104.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851858957,-9223372036835155879,,,C4,11,6,5,2021,104.0,40.0,GENETICO,Semestrale,2021,,,
-9223372035851858969,-9223372036844542970,,,C4,11,6,5,2021,103.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851858981,-9223372036847952800,,,C4,11,6,5,2021,106.0,65.0,GENETICO,Semestrale,2021,,,
-9223372035851858993,-9223372036844638489,,,C4,11,6,5,2021,107.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851859005,-9223372036847883495,,,C4,11,6,5,2021,104.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851859017,-9223372036846480638,,,C4,11,6,5,2021,93.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851859029,-9223372036844656663,,,C4,11,6,5,2021,108.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851859041,-9223372036844660335,,,C4,11,6,5,2021,96.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851859053,-9223372036844660332,,,C4,11,6,5,2021,102.0,44.0,GENETICO,Semestrale,2021,,,
-9223372035851859065,-9223372036844794410,,,C4,11,6,5,2021,92.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851859077,-9223372036844676222,,,C4,11,6,5,2021,99.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851859089,-9223372036845189654,,,C4,11,6,5,2021,103.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851859101,-9223372036845586464,,,C4,11,6,5,2021,104.0,60.0,GENETICO,Semestrale,2021,,,
-9223372035851859113,-9223372036844646485,,,C4,11,6,5,2021,102.0,53.0,GENETICO,Semestrale,2021,,,
-9223372035851859125,-9223372036845189655,,,C4,11,6,5,2021,102.0,49.0,GENETICO,Semestrale,2021,,,
-9223372035851859137,-9223372036845189653,,,C4,11,6,5,2021,106.0,59.0,GENETICO,Semestrale,2021,,,
-9223372035851859149,-9223372036845586474,,,C4,11,6,5,2021,101.0,54.0,GENETICO,Semestrale,2021,,,
-9223372035851859161,-9223372036844646483,,,C4,11,6,5,2021,108.0,51.0,GENETICO,Semestrale,2021,,,
-9223372035851859173,-9223372036845586462,,,C4,11,6,5,2021,104.0,59.0,GENETICO,Semestrale,2021,,,
-9223372035851859185,-9223372036844646480,,,C4,11,6,5,2021,102.0,49.0,GENETICO,Semestrale,2021,,,
-9223372035851859197,-9223372036844542217,,,C4,11,6,5,2021,110.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851859209,-9223372036844542218,,,C4,11,6,5,2021,103.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851859221,-9223372036844542239,,,C4,11,6,5,2021,102.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851859233,-9223372036844434665,,,C4,11,6,5,2021,102.0,52.0,GENETICO,Semestrale,2021,,,
-9223372035851859245,-9223372036844569428,,,C4,11,6,5,2021,94.0,52.0,GENETICO,Semestrale,2021,,,
-9223372035851859257,-9223372036844332692,,,C4,11,6,5,2021,109.0,44.0,GENETICO,Semestrale,2021,,,
-9223372035851859269,-9223372036844099584,,,C4,11,6,5,2021,103.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851859281,-9223372036844638007,,,C4,11,6,5,2021,105.0,42.0,GENETICO,Semestrale,2021,,,
-9223372035851859293,-9223372036844613767,,,C4,11,6,5,2021,100.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851859305,-9223372036844542240,,,C4,11,6,5,2021,103.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851859317,-9223372036844569438,,,C4,11,6,5,2021,102.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851859329,-9223372036844519505,,,C4,11,6,5,2021,101.0,52.0,GENETICO,Semestrale,2021,,,
-9223372035851859341,-9223372036844591789,,,C4,11,6,5,2021,109.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851859353,-9223372036844569536,,,C4,11,6,5,2021,102.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851859365,-9223372036844663740,,,C4,11,6,5,2021,106.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851859377,-9223372036844411463,,,C4,11,6,5,2021,101.0,53.0,GENETICO,Semestrale,2021,,,
-9223372035851859389,-9223372036844411464,,,C4,11,6,5,2021,93.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851859401,-9223372036844411465,,,C4,11,6,5,2021,97.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851859413,-9223372036844506160,,,C4,11,6,5,2021,103.0,48.0,GENETICO,Semestrale,2021,,,
-9223372035851859425,-9223372036835155880,,,C4,11,6,5,2021,106.0,42.0,GENETICO,Semestrale,2021,,,
-9223372035851859437,-9223372036835155881,,,C4,11,6,5,2021,105.0,33.0,GENETICO,Semestrale,2021,,,
-9223372035851859449,-9223372036835155882,,,C4,11,6,5,2021,108.0,39.0,GENETICO,Semestrale,2021,,,
-9223372035851859461,-9223372036844638630,,,C4,11,6,5,2021,94.0,52.0,GENETICO,Semestrale,2021,,,
-9223372035851859473,-9223372036844638631,,,C4,11,6,5,2021,100.0,59.0,GENETICO,Semestrale,2021,,,
-9223372035851859485,-9223372036844664069,,,C4,11,6,5,2021,102.0,47.0,GENETICO,Semestrale,2021,,,
-9223372035851859497,-9223372036844664070,,,C4,11,6,5,2021,103.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851859509,-9223372036844569766,,,C4,11,6,5,2021,103.0,39.0,GENETICO,Semestrale,2021,,,
-9223372035851859521,-9223372036844137163,,,C4,11,6,5,2021,106.0,45.0,GENETICO,Semestrale,2021,,,
-9223372035851859533,-9223372036844613849,,,C4,11,6,5,2021,98.0,59.0,GENETICO,Semestrale,2021,,,
-9223372035851859545,-9223372036844663941,,,C4,11,6,5,2021,106.0,43.0,GENETICO,Semestrale,2021,,,
-9223372035851859557,-9223372036844663943,,,C4,11,6,5,2021,107.0,44.0,GENETICO,Semestrale,2021,,,
-9223372035851859569,-9223372036835155883,,,C4,11,6,5,2021,109.0,40.0,GENETICO,Semestrale,2021,,,
-9223372035851859581,-9223372036844638323,,,C4,11,6,5,2021,100.0,58.0,GENETICO,Semestrale,2021,,,
-9223372035851859593,-9223372036844608741,,,C4,11,6,5,2021,105.0,50.0,GENETICO,Semestrale,2021,,,
-9223372035851859605,-9223372036844592033,,,C4,11,6,5,2021,103.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851859617,-9223372036844099261,,,C4,11,6,5,2021,98.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851859629,-9223372036844555808,,,C4,11,6,5,2021,102.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851859641,-9223372036835155884,,,C4,11,6,5,2021,106.0,40.0,GENETICO,Semestrale,2021,,,
-9223372035851859653,-9223372036844137155,,,C4,11,6,5,2021,96.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851859665,-9223372036844663934,,,C4,11,6,5,2021,102.0,38.0,GENETICO,Semestrale,2021,,,
-9223372035851859677,-9223372036844488175,,,C4,11,6,5,2021,107.0,51.0,GENETICO,Semestrale,2021,,,
-9223372035851859689,-9223372036835155885,,,C4,11,6,5,2021,106.0,38.0,GENETICO,Semestrale,2021,,,
-9223372035851859701,-9223372036844637868,,,C4,11,6,5,2021,106.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851859713,-9223372036844662640,,,C4,11,6,5,2021,101.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851859725,-9223372036844414259,,,C4,11,6,5,2021,97.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851859737,-9223372036844542247,,,C4,11,6,5,2021,99.0,57.0,GENETICO,Semestrale,2021,,,
-9223372035851859749,-9223372036844591949,,,C4,11,6,5,2021,102.0,41.0,GENETICO,Semestrale,2021,,,
-9223372035851859761,-9223372036844591942,,,C4,11,6,5,2021,106.0,50.0,GENETICO,Semestrale,2021,,,
-9223372035851859773,-9223372036844591934,,,C4,11,6,5,2021,100.0,38.0,GENETICO,Semestrale,2021,,,
-9223372035851859785,-9223372036844524748,,,C4,11,6,5,2021,101.0,46.0,GENETICO,Semestrale,2021,,,
-9223372035851859797,-9223372036844663932,,,C4,11,6,5,2021,108.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851859809,-9223372036844591844,,,C4,11,6,5,2021,100.0,60.0,GENETICO,Semestrale,2021,,,
-9223372035851859821,-9223372036844591842,,,C4,11,6,5,2021,95.0,56.0,GENETICO,Semestrale,2021,,,
-9223372035851859833,-9223372036844661821,,,C4,11,6,5,2021,103.0,42.0,GENETICO,Semestrale,2021,,,
-9223372035851859845,-9223372036844661796,,,C4,11,6,5,2021,107.0,36.0,GENETICO,Semestrale,2021,,,
-9223372035851859857,-9223372036844591910,,,C4,11,6,5,2021,102.0,40.0,GENETICO,Semestrale,2021,,,
-9223372035851859869,-9223372036844665730,,,C4,11,6,5,2021,106.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851859881,-9223372036835155886,,,C4,11,6,5,2021,104.0,55.0,GENETICO,Semestrale,2021,,,
-9223372035851859893,-9223372036835155887,,,C4,11,6,5,2021,106.0,55.0,GENETICO,Semestrale,2021,,,
