idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,GoodSeparationGose,CelluleSomaticheDifferenzialiDscc,DataAnalisiDscc,NumeroCampioneDscc
-9223372033754330630,-9223372036833818212,24,VI,C4,11,27,5,2022,1.0,82.8,2022-05-27,51364139
-9223372033754330665,-9223372036849793199,24,VI,C4,11,27,5,2022,1.0,73.0,2022-05-27,51364047
-9223372033754330702,-9223372036849793215,24,VI,C4,11,27,5,2022,1.0,85.0,2022-05-27,51364044
-9223372033754330770,-9223372036849793210,24,VI,C4,11,27,5,2022,1.0,72.0,2022-05-27,51364005
-9223372033754771796,-9223372036830107944,13,CO,C4,11,27,5,2022,1.0,42.9,2022-05-27,50647260
-9223372033755178484,-9223372036850492974,16,BG,C4,11,25,5,2022,1.0,53.3,2022-05-25,50651571
-9223372033755178841,-9223372036845980287,16,BG,C4,11,25,5,2022,1.0,85.9,2022-05-25,50651711
-9223372033755179792,-9223372036845655753,16,BG,C4,11,25,5,2022,1.0,57.4,2022-05-25,50651401
-9223372033755179812,-9223372036850492998,16,BG,C4,11,25,5,2022,1.0,42.1,2022-05-25,50651532
-9223372033755180285,-9223372036849365934,16,BG,C4,11,25,5,2022,1.0,83.3,2022-05-25,50651223
-9223372033755180878,-9223372036850493006,16,BG,C4,11,25,5,2022,1.0,38.7,2022-05-25,50651343
-9223372033755185248,-9223372036846173121,16,BG,C4,11,25,5,2022,1.0,74.1,2022-05-25,50651122
-9223372033755185784,-9223372036849251368,16,BG,C4,11,25,5,2022,1.0,34.5,2022-05-25,50651538
-9223372033755186582,-9223372036845828174,16,BG,C4,11,25,5,2022,1.0,33.6,2022-05-25,50651792
-9223372033755186621,-9223372036846104129,16,BG,C4,11,25,5,2022,1.0,31.6,2022-05-25,50651687
-9223372033757675843,-9223372036850034793,1,TO,C4,11,24,5,2022,,70.2,2022-05-24,51242937
-9223372033757675861,-9223372036847885302,1,TO,C4,11,24,5,2022,,68.1,2022-05-24,51242936
-9223372033757675878,-9223372036849250292,1,TO,C4,11,24,5,2022,,0.0,2022-05-24,51242905
-9223372033757675900,-9223372036849294344,1,TO,C4,11,24,5,2022,,0.0,2022-05-24,51242887
-9223372033757675954,-9223372036849082293,1,TO,C4,11,24,5,2022,,77.3,2022-05-24,51242878
-9223372033757675976,-9223372036850034585,1,TO,C4,11,24,5,2022,,57.7,2022-05-24,51242876
-9223372033757676039,-9223372036850034593,1,TO,C4,11,24,5,2022,,0.0,2022-05-24,51242810
-9223372033757676061,-9223372036850034575,1,TO,C4,11,24,5,2022,,71.3,2022-05-24,51242808
-9223372033757676078,-9223372036847885311,1,TO,C4,11,24,5,2022,,63.8,2022-05-24,51242800
-9223372033757676105,-9223372036850034702,1,TO,C4,11,24,5,2022,,94.7,2022-05-24,51242779
-9223372033757676127,-9223372036846158671,1,TO,C4,11,24,5,2022,,81.4,2022-05-24,51242774
-9223372033757676185,-9223372036847885322,1,TO,C4,11,24,5,2022,,83.5,2022-05-24,51242742
-9223372033757676207,-9223372036850034498,1,TO,C4,11,24,5,2022,,78.7,2022-05-24,51242738
-9223372033757676229,-9223372036849250295,1,TO,C4,11,24,5,2022,,0.0,2022-05-24,51242735
-9223372033757676251,-9223372036847885349,1,TO,C4,11,24,5,2022,,69.0,2022-05-24,51242726
-9223372033757676273,-9223372036850034758,1,TO,C4,11,24,5,2022,,75.1,2022-05-24,51242723
-9223372033757676304,-9223372036850034867,1,TO,C4,11,24,5,2022,,0.0,2022-05-24,51242709
-9223372033757676326,-9223372036850034858,1,TO,C4,11,24,5,2022,,88.3,2022-05-24,51242701
-9223372033757676357,-9223372036850034692,1,TO,C4,11,24,5,2022,,83.8,2022-05-24,51242688
-9223372033757676388,-9223372036847885331,1,TO,C4,11,24,5,2022,,0.0,2022-05-24,51242676
-9223372033757676419,-9223372036850034803,1,TO,C4,11,24,5,2022,,81.7,2022-05-24,51242672
-9223372033757676441,-9223372036847885345,1,TO,C4,11,24,5,2022,,65.7,2022-05-24,51242667
-9223372033757676468,-9223372036850034487,1,TO,C4,11,24,5,2022,,76.1,2022-05-24,51242648
-9223372033757676499,-9223372036850034556,1,TO,C4,11,24,5,2022,,82.7,2022-05-24,51242618
-9223372033757676517,-9223372036850034876,1,TO,C4,11,24,5,2022,,74.1,2022-05-24,51242615
-9223372033757676548,-9223372036850034767,1,TO,C4,11,24,5,2022,,72.2,2022-05-24,51242599
-9223372033757676597,-9223372036850034605,1,TO,C4,11,24,5,2022,,0.0,2022-05-24,51242582
-9223372033757676624,-9223372036850034748,1,TO,C4,11,24,5,2022,,75.4,2022-05-24,51242540
-9223372033757676655,-9223372036846049989,1,TO,C4,11,24,5,2022,,0.0,2022-05-24,51242512
-9223372033757676686,-9223372036850034614,1,TO,C4,11,24,5,2022,,55.1,2022-05-24,51242451
-9223372033757676735,-9223372036850028529,1,TO,C4,11,24,5,2022,,0.0,2022-05-24,51242394
-9223372033757676956,-9223372036847885304,1,TO,C4,11,24,5,2022,,72.9,2022-05-24,51242217
-9223372033757677183,-9223372036846158677,1,TO,C4,11,24,5,2022,,83.9,2022-05-24,51242024
-9223372033757677690,-9223372036846158672,1,TO,C4,11,24,5,2022,,0.0,2022-05-24,51241470
-9223372033757735870,-9223372036849438380,4,CN,C4,11,25,5,2022,,74.0,2022-05-25,51068928
-9223372033757735922,-9223372036845777744,4,CN,C4,11,25,5,2022,,77.8,2022-05-25,51068570
-9223372033757735940,-9223372036849216016,4,CN,C4,11,25,5,2022,,88.2,2022-05-25,51068544
-9223372033757736031,-9223372036848125926,4,CN,C4,11,25,5,2022,,84.5,2022-05-25,51068333
-9223372033757736048,-9223372036847878812,4,CN,C4,11,25,5,2022,,74.5,2022-05-25,51068332
-9223372033757736087,-9223372036846490618,4,CN,C4,11,25,5,2022,,77.1,2022-05-25,51068318
-9223372033757736190,-9223372036847878789,4,CN,C4,11,25,5,2022,,63.1,2022-05-25,51068220
-9223372033757736225,-9223372036848623802,4,CN,C4,11,25,5,2022,,54.6,2022-05-25,51068201
-9223372033757736243,-9223372036848119180,4,CN,C4,11,25,5,2022,,33.7,2022-05-25,51068183
-9223372033757736278,-9223372036847878764,4,CN,C4,11,25,5,2022,,81.8,2022-05-25,51068117
-9223372033757736314,-9223372036846102907,4,CN,C4,11,25,5,2022,,30.6,2022-05-25,51068071
-9223372033757736349,-9223372036846647043,4,CN,C4,11,25,5,2022,,56.2,2022-05-25,51068058
-9223372033757736420,-9223372036849216019,4,CN,C4,11,25,5,2022,,84.7,2022-05-25,51068039
-9223372033757736456,-9223372036849216017,4,CN,C4,11,25,5,2022,,86.3,2022-05-25,51068026
-9223372033757736490,-9223372036849216022,4,CN,C4,11,25,5,2022,,87.7,2022-05-25,51068019
-9223372033757736507,-9223372036846492866,4,CN,C4,11,25,5,2022,,49.8,2022-05-25,51068003
-9223372033758742310,-9223372036850263074,14,SO,C4,11,24,5,2022,1.0,47.2,2022-05-24,50174995
-9223372033758742369,-9223372036850263113,14,SO,C4,11,24,5,2022,1.0,54.0,2022-05-24,50174985
-9223372033758742485,-9223372036849364030,14,SO,C4,11,24,5,2022,1.0,80.1,2022-05-24,50174971
-9223372033758742682,-9223372036849277584,14,SO,C4,11,24,5,2022,1.0,49.6,2022-05-24,50174901
-9223372033758743174,-9223372036846558272,14,SO,C4,11,24,5,2022,1.0,37.2,2022-05-24,50174754
-9223372033758744003,-9223372036849364032,14,SO,C4,11,24,5,2022,1.0,74.5,2022-05-24,50174524
-9223372033758767977,-9223372036849496633,24,VI,C4,11,24,5,2022,1.0,90.3,2022-05-24,51364674
-9223372033758768208,-9223372036849411625,24,VI,C4,11,24,5,2022,1.0,67.4,2022-05-24,51364592
-9223372033758769166,-9223372036847617997,24,VI,C4,11,24,5,2022,1.0,77.0,2022-05-24,51364302
-9223372033758769331,-9223372036849830054,24,VI,C4,11,24,5,2022,1.0,70.4,2022-05-24,51364219
-9223372033759323242,-9223372036849415873,17,BS,C4,11,24,5,2022,,86.2,2022-05-24,87062289
-9223372033759323260,-9223372036850611230,17,BS,C4,11,24,5,2022,,15.6,2022-05-24,87062278
-9223372033759323455,-9223372036850610625,17,BS,C4,11,24,5,2022,,40.0,2022-05-24,87062235
-9223372033759323791,-9223372036850610598,17,BS,C4,11,24,5,2022,,49.2,2022-05-24,87062165
-9223372033759324128,-9223372036845822254,17,BS,C4,11,24,5,2022,,75.8,2022-05-24,87057861
-9223372033759324216,-9223372036849352466,17,BS,C4,11,24,5,2022,,76.9,2022-05-24,87057830
-9223372033759324234,-9223372036847951882,17,BS,C4,11,24,5,2022,,72.8,2022-05-24,87057827
-9223372033759324331,-9223372036849352468,17,BS,C4,11,24,5,2022,,87.3,2022-05-24,87057806
-9223372033759324635,-9223372036846914516,17,BS,C4,11,24,5,2022,,75.9,2022-05-24,87057576
-9223372033759324831,-9223372036849352471,17,BS,C4,11,24,5,2022,,75.2,2022-05-24,87057420
-9223372033759324945,-9223372036849442728,17,BS,C4,11,24,5,2022,,82.4,2022-05-24,87057349
-9223372033759358248,-9223372036832470293,30,UD,C4,11,24,5,2022,1.0,25.5,2022-05-24,39819122
-9223372033759358513,-9223372036845621814,30,UD,C4,11,24,5,2022,1.0,61.8,2022-05-24,39818908
-9223372033759358719,-9223372036845561009,30,UD,C4,11,24,5,2022,1.0,63.9,2022-05-24,39818779
-9223372033761243013,-9223372036849240725,96,BI,C4,11,24,5,2022,,0.0,2022-05-24,51153558
-9223372033761243621,-9223372036849202729,96,BI,C4,11,24,5,2022,,82.2,2022-05-24,51153140
-9223372033761275275,-9223372036849887627,1,TO,C4,11,25,5,2022,,79.8,2022-05-25,51153298
-9223372033761276414,-9223372036849887621,1,TO,C4,11,25,5,2022,,73.7,2022-05-25,51153176
-9223372033761942552,-9223372036849883839,25,BL,C4,11,25,5,2022,1.0,58.6,2022-05-25,51340025
-9223372033761942585,-9223372036846268606,25,BL,C4,11,25,5,2022,1.0,65.8,2022-05-25,51340085
-9223372033762091832,-9223372036848119263,18,PV,C4,11,23,5,2022,1.0,50.5,2022-05-23,51585713
-9223372033763205241,-9223372036850115366,4,CN,C4,11,20,5,2022,,89.2,2022-05-20,51111929
-9223372033763205306,-9223372036846609551,4,CN,C4,11,20,5,2022,,82.3,2022-05-20,51111763
-9223372033763867815,-9223372036846476156,25,BL,C4,11,23,5,2022,1.0,80.6,2022-05-23,51347929
-9223372033763868112,-9223372036850069415,25,BL,C4,11,23,5,2022,1.0,58.5,2022-05-23,51347604
-9223372033763869002,-9223372036849553962,25,BL,C4,11,23,5,2022,1.0,72.4,2022-05-23,51347230
-9223372033763869068,-9223372036849285686,25,BL,C4,11,23,5,2022,1.0,84.7,2022-05-23,51347220
-9223372033763869099,-9223372036849553923,25,BL,C4,11,23,5,2022,1.0,66.8,2022-05-23,51347215
-9223372033763869228,-9223372036850370101,25,BL,C4,11,23,5,2022,1.0,77.8,2022-05-23,51347139
-9223372033763869290,-9223372036846164970,25,BL,C4,11,23,5,2022,1.0,53.6,2022-05-23,51347123
-9223372033763997596,-9223372036849330556,25,BL,C4,11,23,5,2022,1.0,84.8,2022-05-23,51363360
-9223372033764008053,-9223372036846099578,16,BG,C4,11,24,5,2022,1.0,83.3,2022-05-24,50633546
-9223372033764183472,-9223372036850611534,17,BS,C4,11,23,5,2022,1.0,33.9,2022-05-23,87057386
-9223372033765082487,-9223372036833435873,10,GE,C4,11,20,5,2022,,0.0,2022-05-20,37942791
-9223372033765120090,-9223372036849236106,4,CN,C4,11,23,5,2022,,76.7,2022-05-23,51114968
-9223372033765120996,-9223372036849927653,4,CN,C4,11,23,5,2022,,80.6,2022-05-23,51114710
-9223372033765121228,-9223372036846922924,4,CN,C4,11,23,5,2022,,56.9,2022-05-23,51114652
-9223372033765121246,-9223372036849623623,4,CN,C4,11,23,5,2022,,70.8,2022-05-23,51114649
-9223372033765121460,-9223372036849927676,4,CN,C4,11,23,5,2022,,78.5,2022-05-23,51114586
-9223372033765121688,-9223372036849236105,4,CN,C4,11,23,5,2022,,73.5,2022-05-23,51114523
-9223372033765121724,-9223372036849927625,4,CN,C4,11,23,5,2022,,71.0,2022-05-23,51114516
-9223372033765121919,-9223372036849927702,4,CN,C4,11,23,5,2022,,72.5,2022-05-23,51114431
-9223372033765122025,-9223372036849927985,4,CN,C4,11,23,5,2022,,0.0,2022-05-23,51114385
-9223372033765122043,-9223372036849623626,4,CN,C4,11,23,5,2022,,75.1,2022-05-23,51114384
-9223372033765122253,-9223372036849927814,4,CN,C4,11,23,5,2022,,76.3,2022-05-23,51114307
-9223372033765122305,-9223372036849927759,4,CN,C4,11,23,5,2022,,0.0,2022-05-23,51114280
-9223372033765122359,-9223372036849927784,4,CN,C4,11,23,5,2022,,0.0,2022-05-23,51114250
-9223372033765125525,-9223372036849927831,4,CN,C4,11,23,5,2022,,0.0,2022-05-23,51105937
-9223372033765125543,-9223372036849927612,4,CN,C4,11,23,5,2022,,68.3,2022-05-23,51105824
-9223372033765125561,-9223372036849623607,4,CN,C4,11,23,5,2022,,0.0,2022-05-23,51105815
-9223372033765125579,-9223372036849927689,4,CN,C4,11,23,5,2022,,0.0,2022-05-23,51105808
-9223372033765125615,-9223372036846487460,4,CN,C4,11,23,5,2022,,48.8,2022-05-23,51105649
-9223372033765125633,-9223372036849927994,4,CN,C4,11,23,5,2022,,0.0,2022-05-23,51105616
-9223372033765125651,-9223372036849927941,4,CN,C4,11,23,5,2022,,0.0,2022-05-23,51105600
-9223372033765125669,-9223372036846908877,4,CN,C4,11,23,5,2022,,86.3,2022-05-23,51105592
-9223372033765125687,-9223372036849927804,4,CN,C4,11,23,5,2022,,0.0,2022-05-23,51105571
-9223372033766082580,-9223372036850093479,24,VI,C4,11,20,5,2022,1.0,79.7,2022-05-20,52153926
-9223372033766082744,-9223372036850092895,24,VI,C4,11,20,5,2022,1.0,56.9,2022-05-20,52153640
-9223372033766082781,-9223372036850099591,24,VI,C4,11,20,5,2022,1.0,88.3,2022-05-20,52153596
-9223372033766082813,-9223372036849220392,24,VI,C4,11,20,5,2022,1.0,60.8,2022-05-20,52153578
-9223372033766083045,-9223372036849316094,24,VI,C4,11,20,5,2022,1.0,75.0,2022-05-20,52153474
-9223372033766083183,-9223372036847866122,24,VI,C4,11,20,5,2022,1.0,79.4,2022-05-20,52153359
-9223372033766278692,-9223372036849428352,14,SO,C4,11,20,5,2022,1.0,83.1,2022-05-20,50637805
-9223372033766281706,-9223372036850369988,14,SO,C4,11,20,5,2022,1.0,72.8,2022-05-20,50175413
-9223372033766285432,-9223372036850369970,14,SO,C4,11,20,5,2022,1.0,61.1,2022-05-20,41929448
-9223372033766561361,-9223372036849694907,17,BS,C4,11,23,5,2022,1.0,56.9,2022-05-23,87057501
-9223372033766578384,-9223372036850610282,17,BS,C4,11,23,5,2022,1.0,72.4,2022-05-23,87057299
-9223372033766630938,-9223372036846385836,83,ME,C4,11,20,5,2022,1.0,0.0,2022-05-20,41009918
-9223372033766631006,-9223372036846300304,83,ME,C4,11,20,5,2022,1.0,0.0,2022-05-20,41010110
-9223372033766631215,-9223372036845159346,83,ME,C4,11,20,5,2022,1.0,67.0,2022-05-20,41009817
-9223372033766631318,-9223372036847334092,83,ME,C4,11,20,5,2022,1.0,88.5,2022-05-20,41009982
-9223372033766631584,-9223372036846386350,83,ME,C4,11,20,5,2022,1.0,0.0,2022-05-20,41010339
-9223372033766631820,-9223372036847334093,83,ME,C4,11,20,5,2022,1.0,0.0,2022-05-20,41010128
-9223372033766670134,-9223372036850381987,24,VI,C4,11,19,5,2022,1.0,61.4,2022-05-19,51353871
-9223372033766670168,-9223372036846071666,24,VI,C4,11,19,5,2022,1.0,61.8,2022-05-19,51353771
-9223372033766670201,-9223372036850381998,24,VI,C4,11,19,5,2022,1.0,85.6,2022-05-19,51353686
-9223372033766670233,-9223372036846003831,24,VI,C4,11,19,5,2022,1.0,80.1,2022-05-19,51353585
-9223372033766670268,-9223372036850391119,24,VI,C4,11,19,5,2022,1.0,77.0,2022-05-19,51353550
-9223372033766670301,-9223372036850382584,24,VI,C4,11,19,5,2022,1.0,62.9,2022-05-19,51353545
-9223372033766670402,-9223372036847440835,24,VI,C4,11,19,5,2022,1.0,68.8,2022-05-19,51353482
-9223372033766670435,-9223372036850382564,24,VI,C4,11,19,5,2022,1.0,70.9,2022-05-19,51353469
-9223372033766670468,-9223372036850381396,24,VI,C4,11,19,5,2022,1.0,53.3,2022-05-19,51353464
-9223372033766670501,-9223372036847920033,24,VI,C4,11,19,5,2022,1.0,55.8,2022-05-19,51353445
-9223372033766670565,-9223372036849318958,24,VI,C4,11,19,5,2022,1.0,64.9,2022-05-19,51353321
-9223372033766670625,-9223372036850382618,24,VI,C4,11,19,5,2022,1.0,81.6,2022-05-19,51353154
-9223372033766670660,-9223372036849318960,24,VI,C4,11,19,5,2022,1.0,76.0,2022-05-19,51353065
-9223372033766811372,-9223372036849450824,17,BS,C4,11,20,5,2022,1.0,75.6,2022-05-20,87265564
-9223372033766813657,-9223372036846192876,17,BS,C4,11,20,5,2022,1.0,82.3,2022-05-20,87265672
-9223372033766817513,-9223372036850291039,17,BS,C4,11,20,5,2022,1.0,70.6,2022-05-20,87265632
-9223372033766819968,-9223372036850291034,17,BS,C4,11,20,5,2022,1.0,26.9,2022-05-20,87265755
-9223372033766824829,-9223372036850291027,17,BS,C4,11,20,5,2022,1.0,36.0,2022-05-20,87265595
-9223372033766825533,-9223372036847875374,17,BS,C4,11,20,5,2022,1.0,85.7,2022-05-20,87265883
-9223372033766827716,-9223372036846534915,17,BS,C4,11,20,5,2022,1.0,72.6,2022-05-20,87265394
-9223372033766845094,-9223372036846247420,17,BS,C4,11,20,5,2022,1.0,67.0,2022-05-20,87265783
-9223372033766862459,-9223372036850291020,17,BS,C4,11,20,5,2022,1.0,76.7,2022-05-20,87265720
-9223372033766874464,-9223372036846016692,17,BS,C4,11,20,5,2022,1.0,80.4,2022-05-20,87265526
-9223372033768273681,-9223372036850108086,2,VC,C4,11,15,5,2022,,71.0,2022-05-15,51217447
-9223372033768277464,-9223372036850108071,2,VC,C4,11,15,5,2022,,90.5,2022-05-15,51217833
-9223372033768933509,-9223372036849374365,25,BL,C4,11,20,5,2022,1.0,80.0,2022-05-20,51351464
-9223372033768933738,-9223372036846476967,25,BL,C4,11,20,5,2022,1.0,82.4,2022-05-20,51347845
-9223372033768933837,-9223372036850350349,25,BL,C4,11,20,5,2022,1.0,74.8,2022-05-20,51347709
-9223372033768933966,-9223372036846188992,25,BL,C4,11,20,5,2022,1.0,74.9,2022-05-20,51347625
-9223372033768934383,-9223372036850350384,25,BL,C4,11,20,5,2022,1.0,83.8,2022-05-20,51347444
-9223372033768934414,-9223372036849326432,25,BL,C4,11,20,5,2022,1.0,70.7,2022-05-20,51347439
-9223372033768934546,-9223372036849690223,25,BL,C4,11,20,5,2022,1.0,86.4,2022-05-20,51347214
-9223372033768934579,-9223372036850350304,25,BL,C4,11,20,5,2022,1.0,77.4,2022-05-20,51347211
-9223372033769614657,-9223372036849428310,28,PD,C4,11,18,5,2022,1.0,66.8,2022-05-18,52168697
-9223372033769614804,-9223372036849272686,28,PD,C4,11,18,5,2022,1.0,72.1,2022-05-18,52168612
-9223372033769722954,-9223372036850314078,16,BG,C4,11,19,5,2022,1.0,46.4,2022-05-19,50186571
-9223372033769724123,-9223372036850314066,16,BG,C4,11,19,5,2022,1.0,24.0,2022-05-19,50090661
-9223372033770916472,-9223372036849203073,2,VC,C4,11,19,5,2022,,84.5,2022-05-19,51264342
-9223372033770916490,-9223372036849203069,2,VC,C4,11,19,5,2022,,0.0,2022-05-19,51264292
-9223372033770916508,-9223372036847886839,2,VC,C4,11,19,5,2022,,0.0,2022-05-19,51264261
-9223372033770916526,-9223372036849385898,2,VC,C4,11,19,5,2022,,86.6,2022-05-19,51264259
-9223372033770916544,-9223372036849294957,2,VC,C4,11,19,5,2022,,0.0,2022-05-19,51264233
-9223372033770916562,-9223372036849385893,2,VC,C4,11,19,5,2022,,87.3,2022-05-19,51264201
-9223372033770916580,-9223372036849385896,2,VC,C4,11,19,5,2022,,86.0,2022-05-19,51229852
-9223372033770916615,-9223372036849203071,2,VC,C4,11,19,5,2022,,79.6,2022-05-19,51227272
-9223372033770916633,-9223372036849203076,2,VC,C4,11,19,5,2022,,0.0,2022-05-19,51152949
-9223372033770916705,-9223372036849385902,2,VC,C4,11,19,5,2022,,84.3,2022-05-19,41994425
-9223372033772130794,-9223372036850292944,2,VC,C4,11,17,5,2022,,0.0,2022-05-17,42009961
-9223372033772130830,-9223372036850292865,2,VC,C4,11,17,5,2022,,76.7,2022-05-17,42009919
-9223372033772130866,-9223372036846324769,2,VC,C4,11,17,5,2022,,0.0,2022-05-17,42009873
-9223372033772130955,-9223372036850292310,2,VC,C4,11,17,5,2022,,75.4,2022-05-17,42009669
-9223372033772131148,-9223372036850292915,2,VC,C4,11,17,5,2022,,79.0,2022-05-17,42009360
-9223372033772131263,-9223372036850292897,2,VC,C4,11,17,5,2022,,0.0,2022-05-17,42009250
-9223372033772131380,-9223372036850292888,2,VC,C4,11,17,5,2022,,0.0,2022-05-17,42009063
-9223372033772131398,-9223372036846586053,2,VC,C4,11,17,5,2022,,0.0,2022-05-17,42009057
-9223372033772131416,-9223372036846492860,2,VC,C4,11,17,5,2022,,91.9,2022-05-17,42009055
-9223372033772133482,-9223372036846950099,1,TO,C4,11,16,5,2022,,86.4,2022-05-16,51227661
-9223372033772141552,-9223372036849284447,1,TO,C4,11,17,5,2022,,0.0,2022-05-17,51191826
-9223372033772141694,-9223372036849284450,1,TO,C4,11,17,5,2022,,0.0,2022-05-17,51191756
-9223372033772141910,-9223372036849284449,1,TO,C4,11,17,5,2022,,0.0,2022-05-17,51191617
-9223372033772146939,-9223372036846494111,1,TO,C4,11,16,5,2022,,84.6,2022-05-16,42009724
-9223372033772147362,-9223372036846949652,1,TO,C4,11,16,5,2022,,78.4,2022-05-16,42009429
-9223372033772148029,-9223372036846945911,1,TO,C4,11,16,5,2022,,82.2,2022-05-16,42009138
-9223372033772148924,-9223372036846950324,1,TO,C4,11,16,5,2022,,62.3,2022-05-16,41985802
-9223372033772149317,-9223372036844066728,1,TO,C4,11,16,5,2022,,79.2,2022-05-16,41985394
-9223372033773006920,-9223372036849377903,26,TV,C4,11,17,5,2022,1.0,77.5,2022-05-17,52181872
-9223372033773184849,-9223372036850079371,14,SO,C4,11,16,5,2022,1.0,52.9,2022-05-16,50637964
-9223372033773185008,-9223372036850079364,14,SO,C4,11,16,5,2022,1.0,36.8,2022-05-16,50637943
-9223372033773185941,-9223372036850079467,14,SO,C4,11,16,5,2022,1.0,70.6,2022-05-16,50637767
-9223372033773186101,-9223372036846113288,14,SO,C4,11,16,5,2022,1.0,75.5,2022-05-16,50637740
-9223372033773186499,-9223372036846113289,14,SO,C4,11,16,5,2022,1.0,94.3,2022-05-16,50637562
-9223372033773186697,-9223372036850079375,14,SO,C4,11,16,5,2022,1.0,54.0,2022-05-16,50637366
-9223372033773188909,-9223372036845561104,14,SO,C4,11,19,5,2022,1.0,45.1,2022-05-19,50077440
-9223372033773189169,-9223372036849314887,14,SO,C4,11,19,5,2022,1.0,77.0,2022-05-19,50077208
-9223372033773189269,-9223372036849314886,14,SO,C4,11,19,5,2022,1.0,65.0,2022-05-19,50077155
-9223372033773197251,-9223372036848111502,14,SO,C4,11,17,5,2022,1.0,74.4,2022-05-17,41651495
-9223372033773197271,-9223372036850262308,14,SO,C4,11,17,5,2022,1.0,73.5,2022-05-17,41651182
-9223372033773197310,-9223372036850262291,14,SO,C4,11,17,5,2022,1.0,82.0,2022-05-17,41651099
-9223372033773197330,-9223372036846490489,14,SO,C4,11,17,5,2022,1.0,56.3,2022-05-17,41651069
-9223372033773197350,-9223372036849656532,14,SO,C4,11,17,5,2022,1.0,86.5,2022-05-17,41651050
-9223372033773197369,-9223372036850262300,14,SO,C4,11,17,5,2022,1.0,77.9,2022-05-17,41650955
-9223372033773197409,-9223372036849656534,14,SO,C4,11,17,5,2022,1.0,84.2,2022-05-17,41650833
-9223372033773197608,-9223372036847913237,14,SO,C4,11,17,5,2022,1.0,72.0,2022-05-17,41639818
-9223372033773574662,-9223372036850164956,12,VA,C4,11,17,5,2022,1.0,55.2,2022-05-17,41920487
-9223372033773574682,-9223372036849277592,12,VA,C4,11,17,5,2022,1.0,78.6,2022-05-17,41920472
-9223372033773574722,-9223372036846044756,12,VA,C4,11,17,5,2022,1.0,66.7,2022-05-17,41920367
-9223372033773574741,-9223372036849277594,12,VA,C4,11,17,5,2022,1.0,69.9,2022-05-17,41920336
-9223372033773574801,-9223372036848118519,12,VA,C4,11,17,5,2022,1.0,81.4,2022-05-17,41920248
-9223372033773575156,-9223372036847952820,12,VA,C4,11,17,5,2022,1.0,27.6,2022-05-17,41920079
-9223372033773575594,-9223372036850164958,12,VA,C4,11,17,5,2022,1.0,48.3,2022-05-17,41919663
-9223372033774669244,-9223372036849996284,11,SP,C4,11,14,5,2022,,77.7,2022-05-14,37794941
-9223372033774669314,-9223372036850362846,10,GE,C4,11,13,5,2022,,0.0,2022-05-13,37943287
-9223372033776283728,-9223372036850616111,14,SO,C4,11,14,5,2022,1.0,60.1,2022-05-14,50175622
-9223372033776284193,-9223372036850616117,14,SO,C4,11,14,5,2022,1.0,38.6,2022-05-14,50175527
-9223372033776288800,-9223372036849312368,14,SO,C4,11,13,5,2022,1.0,85.0,2022-05-13,50075049
-9223372033776292194,-9223372036850615556,14,SO,C4,11,14,5,2022,1.0,71.2,2022-05-14,41928413
-9223372033776292396,-9223372036850615910,14,SO,C4,11,14,5,2022,1.0,69.3,2022-05-14,41928158
-9223372033776292476,-9223372036849422921,14,SO,C4,11,14,5,2022,1.0,57.9,2022-05-14,41928097
-9223372033776292522,-9223372036850615919,14,SO,C4,11,14,5,2022,1.0,84.9,2022-05-14,41928079
-9223372033776292624,-9223372036847348355,14,SO,C4,11,14,5,2022,1.0,59.4,2022-05-14,41927983
-9223372033777855263,-9223372036850475480,1,TO,C4,11,17,5,2022,,0.0,2022-05-17,51192685
-9223372033777855351,-9223372036846593086,1,TO,C4,11,17,5,2022,,56.0,2022-05-17,51192571
-9223372033777855373,-9223372036850475460,1,TO,C4,11,17,5,2022,,83.0,2022-05-17,51192550
-9223372033777855439,-9223372036850475448,1,TO,C4,11,17,5,2022,,84.5,2022-05-17,51192455
-9223372033777855526,-9223372036849199746,1,TO,C4,11,17,5,2022,,81.1,2022-05-17,51192404
-9223372033777855658,-9223372036850475474,1,TO,C4,11,17,5,2022,,79.7,2022-05-17,51192324
-9223372033777855745,-9223372036849339830,1,TO,C4,11,17,5,2022,,85.1,2022-05-17,51192292
-9223372033777855767,-9223372036850475452,1,TO,C4,11,17,5,2022,,86.0,2022-05-17,51192267
-9223372033777855855,-9223372036850475495,1,TO,C4,11,17,5,2022,,75.9,2022-05-17,51192239
-9223372033777905720,-9223372036831232820,4,CN,C4,11,18,5,2022,,67.2,2022-05-18,51111874
-9223372033778355791,-9223372036849966181,25,BL,C4,11,15,5,2022,1.0,88.1,2022-05-15,51340973
-9223372033778569926,-9223372036846483972,17,BS,C4,11,16,5,2022,1.0,77.9,2022-05-16,87211973
-9223372033778574085,-9223372036846483974,17,BS,C4,11,16,5,2022,1.0,60.5,2022-05-16,87188146
-9223372033778969500,-9223372036846490501,17,BS,C4,11,13,5,2022,1.0,78.8,2022-05-13,87054835
-9223372033778969520,-9223372036849305105,17,BS,C4,11,13,5,2022,1.0,82.0,2022-05-13,87054667
-9223372033778969685,-9223372036849442711,17,BS,C4,11,13,5,2022,1.0,81.0,2022-05-13,86846268
