idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,GoodSeparationGose,CelluleSomaticheDifferenzialiDscc,DataAnalisiDscc,NumeroCampioneDscc
-9223372036226355044,-9223372036850293463,23,VR,C4,11,21,5,2021,1.0,46.8,2021-05-21,33835854
-9223372036226355167,-9223372036850294257,23,VR,C4,11,21,5,2021,1.0,77.6,2021-05-21,33835838
-9223372036226355289,-9223372036850294477,23,VR,C4,11,21,5,2021,1.0,57.6,2021-05-21,33835816
-9223372036226355566,-9223372036850293299,23,VR,C4,11,21,5,2021,1.0,61.0,2021-05-21,33835771
-9223372036226355596,-9223372036849221559,23,VR,C4,11,21,5,2021,1.0,70.1,2021-05-21,33835766
-9223372036226356481,-9223372036850294551,23,VR,C4,11,21,5,2021,1.0,55.6,2021-05-21,33835657
-9223372036226356542,-9223372036850294310,23,VR,C4,11,21,5,2021,1.0,35.4,2021-05-21,33835646
-9223372036226356935,-9223372036850293482,23,VR,C4,11,21,5,2021,1.0,52.0,2021-05-21,33835585
-9223372036226356997,-9223372036850294397,23,VR,C4,11,21,5,2021,1.0,71.5,2021-05-21,33835578
-9223372036226782919,-9223372036849191272,17,BS,C4,11,24,5,2021,1.0,59.7,2021-05-24,83472676
-9223372036226783590,-9223372036849191271,17,BS,C4,11,24,5,2021,1.0,69.8,2021-05-24,83472819
-9223372036226783723,-9223372036849191265,17,BS,C4,11,24,5,2021,1.0,56.1,2021-05-24,83472918
-9223372036226923072,-9223372036850451084,10,GE,C4,11,20,5,2021,,76.7,2021-05-20,35401239
-9223372036226923122,-9223372036850451303,10,GE,C4,11,20,5,2021,,67.7,2021-05-20,35401201
-9223372036226923307,-9223372036850451291,10,GE,C4,11,20,5,2021,,76.2,2021-05-20,35401032
-9223372036226925155,-9223372036850172459,2,VC,C4,11,19,5,2021,,82.4,2021-05-19,34010941
-9223372036226925508,-9223372036850172556,2,VC,C4,11,19,5,2021,,0.0,2021-05-19,34010765
-9223372036226925607,-9223372036850171849,2,VC,C4,11,19,5,2021,,73.3,2021-05-19,34010747
-9223372036226925687,-9223372036850172527,2,VC,C4,11,19,5,2021,,75.7,2021-05-19,34010712
-9223372036226925860,-9223372036850172595,2,VC,C4,11,19,5,2021,,66.6,2021-05-19,34010636
-9223372036226925910,-9223372036849357563,2,VC,C4,11,19,5,2021,,80.5,2021-05-19,34010627
-9223372036226926008,-9223372036850172279,2,VC,C4,11,19,5,2021,,82.2,2021-05-19,34010564
-9223372036226953707,-9223372036850477059,3,NO,C4,11,21,5,2021,,0.0,2021-05-21,34053705
-9223372036227503373,-9223372036849226554,4,CN,C4,11,21,5,2021,,81.6,2021-05-21,35421614
-9223372036227642896,-9223372036849226417,30,UD,C4,11,20,5,2021,1.0,60.1,2021-05-20,34764352
-9223372036227709337,-9223372036849364030,14,SO,C4,11,18,5,2021,1.0,87.3,2021-05-18,85328766
-9223372036227709405,-9223372036849277584,14,SO,C4,11,18,5,2021,1.0,65.7,2021-05-18,85328751
-9223372036227709507,-9223372036848127411,14,SO,C4,11,17,5,2021,1.0,78.0,2021-05-17,85328720
-9223372036227709609,-9223372036849440217,14,SO,C4,11,17,5,2021,1.0,89.3,2021-05-17,85328697
-9223372036227709745,-9223372036850556864,14,SO,C4,11,17,5,2021,1.0,27.7,2021-05-17,85328656
-9223372036227709830,-9223372036850263161,14,SO,C4,11,18,5,2021,1.0,84.4,2021-05-18,85328632
-9223372036227710306,-9223372036849364032,14,SO,C4,11,18,5,2021,1.0,85.6,2021-05-18,85328490
-9223372036227710595,-9223372036850263113,14,SO,C4,11,18,5,2021,1.0,45.8,2021-05-18,85328420
-9223372036227805364,-9223372036847872459,17,BS,C4,11,19,5,2021,1.0,70.1,2021-05-19,83473068
-9223372036227805823,-9223372036849325792,17,BS,C4,11,19,5,2021,1.0,37.4,2021-05-19,83472887
-9223372036227806146,-9223372036850583848,17,BS,C4,11,19,5,2021,1.0,50.8,2021-05-19,83472703
-9223372036227859882,-9223372036849330556,25,BL,C4,11,19,5,2021,1.0,67.6,2021-05-19,35091861
-9223372036228140064,-9223372036849316765,14,SO,C4,11,18,5,2021,1.0,80.7,2021-05-18,85328255
-9223372036228141509,-9223372036850263074,14,SO,C4,11,18,5,2021,1.0,86.0,2021-05-18,83628610
-9223372036228142087,-9223372036849501271,14,SO,C4,11,19,5,2021,1.0,89.6,2021-05-19,34348475
-9223372036228154313,-9223372036849422331,96,BI,C4,11,18,5,2021,,60.8,2021-05-18,34010772
-9223372036228300213,-9223372036849326432,25,BL,C4,11,18,5,2021,1.0,68.9,2021-05-18,34969705
-9223372036228300329,-9223372036850350248,25,BL,C4,11,18,5,2021,1.0,77.1,2021-05-18,34969471
-9223372036228300358,-9223372036849326431,25,BL,C4,11,18,5,2021,1.0,73.8,2021-05-18,34969449
-9223372036228300429,-9223372036850350335,25,BL,C4,11,18,5,2021,1.0,48.6,2021-05-18,34969341
-9223372036228300470,-9223372036849374365,25,BL,C4,11,18,5,2021,1.0,43.3,2021-05-18,34969149
-9223372036228334979,-9223372036849553923,25,BL,C4,11,18,5,2021,1.0,73.1,2021-05-18,34969983
-9223372036228335037,-9223372036850069415,25,BL,C4,11,18,5,2021,1.0,59.0,2021-05-18,34969917
-9223372036228335239,-9223372036849553962,25,BL,C4,11,18,5,2021,1.0,54.8,2021-05-18,34969574
-9223372036228335325,-9223372036849285686,25,BL,C4,11,18,5,2021,1.0,82.9,2021-05-18,34969345
-9223372036228335383,-9223372036850370196,25,BL,C4,11,18,5,2021,1.0,27.1,2021-05-18,34969342
-9223372036228335527,-9223372036850370101,25,BL,C4,11,18,5,2021,1.0,80.2,2021-05-18,34969181
-9223372036228810176,-9223372036848127193,7,AO,C4,11,15,5,2021,,72.6,2021-05-15,33207132
-9223372036228810196,-9223372036848126419,7,AO,C4,11,15,5,2021,,65.2,2021-05-15,33207128
-9223372036228810243,-9223372036848126668,7,AO,C4,11,15,5,2021,,52.6,2021-05-15,33207088
-9223372036228829162,-9223372036850251826,30,UD,C4,11,17,5,2021,1.0,84.3,2021-05-17,34764670
-9223372036228829178,-9223372036850251867,30,UD,C4,11,17,5,2021,1.0,74.8,2021-05-17,34764658
-9223372036228829208,-9223372036850251842,30,UD,C4,11,17,5,2021,1.0,69.0,2021-05-17,34764626
-9223372036228829315,-9223372036849284271,30,UD,C4,11,17,5,2021,1.0,87.1,2021-05-17,34764542
-9223372036228829391,-9223372036850251884,30,UD,C4,11,17,5,2021,1.0,62.0,2021-05-17,34764489
-9223372036228829545,-9223372036849409542,30,UD,C4,11,17,5,2021,1.0,78.7,2021-05-17,34764413
-9223372036228829727,-9223372036850252045,30,UD,C4,11,17,5,2021,1.0,64.3,2021-05-17,34764359
-9223372036228829774,-9223372036850252033,30,UD,C4,11,17,5,2021,1.0,83.6,2021-05-17,34764325
-9223372036228829790,-9223372036850251850,30,UD,C4,11,17,5,2021,1.0,87.2,2021-05-17,34764321
-9223372036229181890,-9223372036849413702,14,SO,C4,11,17,5,2021,1.0,73.5,2021-05-17,34348457
-9223372036229181924,-9223372036849413703,14,SO,C4,11,17,5,2021,1.0,34.4,2021-05-17,34348426
-9223372036229182060,-9223372036849413739,14,SO,C4,11,17,5,2021,1.0,87.9,2021-05-17,34348079
-9223372036229182111,-9223372036849316633,14,SO,C4,11,17,5,2021,1.0,37.7,2021-05-17,24163505
-9223372036229286077,-9223372036849503038,11,SP,C4,11,10,5,2021,,0.0,2021-05-10,35401979
-9223372036229286094,-9223372036849996273,11,SP,C4,11,10,5,2021,,65.1,2021-05-10,35401949
-9223372036229300965,-9223372036849228631,1,TO,C4,11,14,5,2021,,0.0,2021-05-14,34065903
-9223372036229302052,-9223372036850228149,1,TO,C4,11,14,5,2021,,0.0,2021-05-14,34065597
-9223372036229394171,-9223372036849226437,30,UD,C4,11,17,5,2021,1.0,85.6,2021-05-17,34754498
-9223372036229394186,-9223372036849226436,30,UD,C4,11,17,5,2021,1.0,86.4,2021-05-17,34754461
-9223372036229394658,-9223372036849226435,30,UD,C4,11,17,5,2021,0.0,88.1,2021-05-17,34754088
-9223372036229394762,-9223372036850272108,30,UD,C4,11,17,5,2021,1.0,50.6,2021-05-17,34754054
-9223372036229394956,-9223372036849192609,30,UD,C4,11,17,5,2021,1.0,78.7,2021-05-17,34754007
-9223372036229394985,-9223372036849226434,30,UD,C4,11,17,5,2021,1.0,49.0,2021-05-17,34754004
-9223372036229395015,-9223372036849226432,30,UD,C4,11,17,5,2021,1.0,57.7,2021-05-17,34754001
-9223372036229655015,-9223372036849442731,17,BS,C4,11,13,5,2021,1.0,86.2,2021-05-13,83472981
-9223372036229655080,-9223372036849442727,17,BS,C4,11,13,5,2021,1.0,77.8,2021-05-13,83472944
-9223372036229655129,-9223372036849352468,17,BS,C4,11,13,5,2021,1.0,86.4,2021-05-13,83472904
-9223372036229655309,-9223372036849352471,17,BS,C4,11,13,5,2021,1.0,67.1,2021-05-13,83472767
-9223372036229655343,-9223372036849352466,17,BS,C4,11,13,5,2021,1.0,78.9,2021-05-13,83472757
-9223372036229655425,-9223372036849442858,17,BS,C4,11,13,5,2021,1.0,85.5,2021-05-13,83472691
-9223372036229705477,-9223372036850263214,24,VI,C4,11,14,5,2021,1.0,50.0,2021-05-14,34994618
-9223372036229705504,-9223372036850263269,24,VI,C4,11,14,5,2021,1.0,79.2,2021-05-14,34994617
-9223372036229705558,-9223372036850263295,24,VI,C4,11,14,5,2021,1.0,68.9,2021-05-14,34994573
-9223372036229705586,-9223372036849228291,24,VI,C4,11,14,5,2021,1.0,78.8,2021-05-14,34994560
-9223372036229705770,-9223372036850263240,24,VI,C4,11,14,5,2021,1.0,82.2,2021-05-14,34994376
-9223372036229705824,-9223372036850263228,24,VI,C4,11,14,5,2021,1.0,78.0,2021-05-14,34994313
-9223372036229705891,-9223372036849371768,24,VI,C4,11,14,5,2021,1.0,78.8,2021-05-14,34994242
-9223372036229706064,-9223372036850263200,24,VI,C4,11,14,5,2021,1.0,77.9,2021-05-14,34994109
-9223372036229706183,-9223372036850263257,24,VI,C4,11,14,5,2021,1.0,79.9,2021-05-14,34994050
-9223372036229706224,-9223372036848125570,24,VI,C4,11,14,5,2021,1.0,66.7,2021-05-14,34994028
-9223372036229766058,-9223372036849201727,76,PZ,C4,11,14,5,2021,1.0,68.1,2021-05-14,31396717
-9223372036229882323,-9223372036849277961,2,VC,C4,11,14,5,2021,,63.9,2021-05-14,34007886
-9223372036229898019,-9223372036849469049,1,TO,C4,11,11,5,2021,,46.4,2021-05-11,34022978
-9223372036229898121,-9223372036849386197,1,TO,C4,11,11,5,2021,,0.0,2021-05-11,34022908
-9223372036229898206,-9223372036849296045,1,TO,C4,11,11,5,2021,,67.6,2021-05-11,34022835
-9223372036229898308,-9223372036849296043,1,TO,C4,11,11,5,2021,,0.0,2021-05-11,34022765
-9223372036229898361,-9223372036849296049,1,TO,C4,11,11,5,2021,,75.8,2021-05-11,34022713
-9223372036229898446,-9223372036849296050,1,TO,C4,11,11,5,2021,,79.7,2021-05-11,34022596
-9223372036229898667,-9223372036849386276,1,TO,C4,11,11,5,2021,,55.6,2021-05-11,34022333
-9223372036229912029,-9223372036850225200,4,CN,C4,11,13,5,2021,,61.4,2021-05-13,35385355
-9223372036230050248,-9223372036849602476,76,PZ,C4,11,14,5,2021,1.0,72.3,2021-05-14,34899615
-9223372036230050309,-9223372036849602473,76,PZ,C4,11,14,5,2021,1.0,76.6,2021-05-14,34899569
-9223372036230050340,-9223372036849994941,76,PZ,C4,11,14,5,2021,1.0,84.4,2021-05-14,34899536
-9223372036230050402,-9223372036848651740,76,PZ,C4,11,14,5,2021,1.0,80.1,2021-05-14,34899514
-9223372036230050649,-9223372036849994822,76,PZ,C4,11,14,5,2021,1.0,78.3,2021-05-14,34899271
-9223372036230050742,-9223372036849995052,76,PZ,C4,11,14,5,2021,1.0,59.3,2021-05-14,34899216
-9223372036230050803,-9223372036849994915,76,PZ,C4,11,14,5,2021,1.0,82.1,2021-05-14,34899193
-9223372036230050834,-9223372036849232834,76,PZ,C4,11,14,5,2021,1.0,66.0,2021-05-14,34899188
-9223372036230050957,-9223372036849602469,76,PZ,C4,11,14,5,2021,1.0,76.4,2021-05-14,34899182
-9223372036230437528,-9223372036849285698,25,BL,C4,11,12,5,2021,1.0,60.2,2021-05-12,35124173
-9223372036230591069,-9223372036849285147,17,BS,C4,11,11,5,2021,1.0,74.5,2021-05-11,83655109
-9223372036230648620,-9223372036850574662,25,BL,C4,11,11,5,2021,1.0,87.8,2021-05-11,35124830
-9223372036230648843,-9223372036850574630,25,BL,C4,11,11,5,2021,1.0,80.6,2021-05-11,35124179
-9223372036230649206,-9223372036850574642,25,BL,C4,11,11,5,2021,1.0,62.1,2021-05-11,32879980
-9223372036230649402,-9223372036849236587,25,BL,C4,11,11,5,2021,1.0,32.8,2021-05-11,32883351
-9223372036230649931,-9223372036850574650,25,BL,C4,11,11,5,2021,1.0,68.0,2021-05-11,35124404
-9223372036230687289,-9223372036847878764,4,CN,C4,11,13,5,2021,,79.6,2021-05-13,34050102
-9223372036230692297,-9223372036849216017,4,CN,C4,11,13,5,2021,,78.3,2021-05-13,34050084
-9223372036230694882,-9223372036847878789,4,CN,C4,11,13,5,2021,,78.7,2021-05-13,34050483
-9223372036230695189,-9223372036848125926,4,CN,C4,11,13,5,2021,,73.9,2021-05-13,34050317
-9223372036230703298,-9223372036849438380,4,CN,C4,11,13,5,2021,,74.6,2021-05-13,34050408
-9223372036230707741,-9223372036847878812,4,CN,C4,11,13,5,2021,,0.0,2021-05-13,34050695
-9223372036230709818,-9223372036849216018,4,CN,C4,11,13,5,2021,,38.7,2021-05-13,34050004
-9223372036230722777,-9223372036849438465,4,CN,C4,11,13,5,2021,,88.4,2021-05-13,34050581
-9223372036230724324,-9223372036849216016,4,CN,C4,11,13,5,2021,,0.0,2021-05-13,34050626
-9223372036230726579,-9223372036849216019,4,CN,C4,11,13,5,2021,,84.5,2021-05-13,34050196
-9223372036230726762,-9223372036849216022,4,CN,C4,11,13,5,2021,,65.1,2021-05-13,34050674
-9223372036230953108,-9223372036850369970,14,SO,C4,11,11,5,2021,1.0,79.9,2021-05-11,85330739
-9223372036230955386,-9223372036850369988,14,SO,C4,11,11,5,2021,1.0,68.5,2021-05-11,85331248
-9223372036231085478,-9223372036850574880,25,BL,C4,11,11,5,2021,1.0,75.9,2021-05-11,35124040
-9223372036231085644,-9223372036849390713,25,BL,C4,11,11,5,2021,1.0,79.6,2021-05-11,35124206
-9223372036231085838,-9223372036850574871,25,BL,C4,11,11,5,2021,1.0,86.9,2021-05-11,35124088
-9223372036231085866,-9223372036849390716,25,BL,C4,11,11,5,2021,1.0,82.1,2021-05-11,35124403
-9223372036231085922,-9223372036849390717,25,BL,C4,11,11,5,2021,1.0,63.8,2021-05-11,35092474
-9223372036231086173,-9223372036850574846,25,BL,C4,11,11,5,2021,1.0,69.0,2021-05-11,35124249
-9223372036231086229,-9223372036849390704,25,BL,C4,11,11,5,2021,1.0,80.9,2021-05-11,35124228
-9223372036231086257,-9223372036849236611,25,BL,C4,11,11,5,2021,1.0,51.9,2021-05-11,35124070
-9223372036231086285,-9223372036850574892,25,BL,C4,11,11,5,2021,1.0,51.3,2021-05-11,35124024
-9223372036231239430,-9223372036849705754,96,BI,C4,11,13,5,2021,,0.0,2021-05-13,34017936
-9223372036231244704,-9223372036850542361,96,BI,C4,11,11,5,2021,,75.7,2021-05-11,34017186
-9223372036231245477,-9223372036850542395,96,BI,C4,11,11,5,2021,,82.7,2021-05-11,34017051
-9223372036231245718,-9223372036850542344,96,BI,C4,11,11,5,2021,,70.2,2021-05-11,34017014
-9223372036231425979,-9223372036849291117,24,VI,C4,11,11,5,2021,1.0,22.7,2021-05-11,35101481
-9223372036231432554,-9223372036849457856,24,VI,C4,11,11,5,2021,1.0,40.6,2021-05-11,35101518
-9223372036231740381,-9223372036850532184,1,TO,C4,11,10,5,2021,,64.2,2021-05-10,34039438
-9223372036232206768,-9223372036849322131,14,SO,C4,11,7,5,2021,1.0,77.7,2021-05-07,34339999
-9223372036232206864,-9223372036849322137,14,SO,C4,11,7,5,2021,1.0,77.7,2021-05-07,34339956
-9223372036232207003,-9223372036849232324,14,SO,C4,11,7,5,2021,1.0,81.4,2021-05-07,34339876
-9223372036232207082,-9223372036849422922,14,SO,C4,11,7,5,2021,1.0,78.3,2021-05-07,34339858
-9223372036232207145,-9223372036849422923,14,SO,C4,11,7,5,2021,1.0,62.5,2021-05-07,34339846
-9223372036232207177,-9223372036849322132,14,SO,C4,11,7,5,2021,1.0,72.2,2021-05-07,34339827
-9223372036232207241,-9223372036849322140,14,SO,C4,11,7,5,2021,1.0,45.8,2021-05-07,34339772
-9223372036232207321,-9223372036849422921,14,SO,C4,11,7,5,2021,1.0,85.3,2021-05-07,34339709
-9223372036232207353,-9223372036849360019,14,SO,C4,11,7,5,2021,1.0,63.0,2021-05-07,34339702
-9223372036232207433,-9223372036849284477,14,SO,C4,11,7,5,2021,1.0,32.4,2021-05-07,34339608
-9223372036232207608,-9223372036849284476,14,SO,C4,11,7,5,2021,1.0,70.9,2021-05-07,33702425
-9223372036232208596,-9223372036850256752,14,SO,C4,11,10,5,2021,1.0,61.0,2021-05-10,32815719
-9223372036232308724,-9223372036849887615,1,TO,C4,11,7,5,2021,,0.0,2021-05-07,35387064
-9223372036232308760,-9223372036849887627,1,TO,C4,11,7,5,2021,,0.0,2021-05-07,35387008
-9223372036232568544,-9223372036849455448,17,BS,C4,11,7,5,2021,1.0,40.0,2021-05-07,85074927
-9223372036232597754,-9223372036849455433,17,BS,C4,11,7,5,2021,1.0,67.6,2021-05-07,83473034
-9223372036232597833,-9223372036849206056,17,BS,C4,11,7,5,2021,1.0,72.2,2021-05-07,83473003
-9223372036232597913,-9223372036849455436,17,BS,C4,11,7,5,2021,1.0,84.7,2021-05-07,83472954
-9223372036232597928,-9223372036849206057,17,BS,C4,11,7,5,2021,1.0,66.5,2021-05-07,83472941
-9223372036232598021,-9223372036847883424,17,BS,C4,11,7,5,2021,1.0,42.7,2021-05-07,83472909
-9223372036232598069,-9223372036849455427,17,BS,C4,11,7,5,2021,1.0,88.2,2021-05-07,83472892
-9223372036232598132,-9223372036850350241,17,BS,C4,11,10,5,2021,1.0,75.9,2021-05-10,83472846
-9223372036232598243,-9223372036849455439,17,BS,C4,11,7,5,2021,1.0,55.7,2021-05-07,83472813
-9223372036232598290,-9223372036849453948,17,BS,C4,11,7,5,2021,1.0,26.8,2021-05-07,83472769
-9223372036232598305,-9223372036847883425,17,BS,C4,11,7,5,2021,1.0,27.8,2021-05-07,83472755
-9223372036232598591,-9223372036849284758,17,BS,C4,11,10,5,2021,1.0,76.9,2021-05-10,83472680
-9223372036232598639,-9223372036849455440,17,BS,C4,11,7,5,2021,1.0,73.6,2021-05-07,83472666
-9223372036232598780,-9223372036850350250,17,BS,C4,11,10,5,2021,1.0,73.7,2021-05-10,83472642
-9223372036232598968,-9223372036849455424,17,BS,C4,11,7,5,2021,1.0,67.9,2021-05-07,83472595
-9223372036232598983,-9223372036849455423,17,BS,C4,11,7,5,2021,1.0,76.9,2021-05-07,83472588
-9223372036232599031,-9223372036847883426,17,BS,C4,11,7,5,2021,1.0,64.1,2021-05-07,83472572
-9223372036232599078,-9223372036849455432,17,BS,C4,11,7,5,2021,1.0,79.0,2021-05-07,83472559
-9223372036232786131,-9223372036849793199,24,VI,C4,11,7,5,2021,1.0,57.7,2021-05-07,34994973
-9223372036232786159,-9223372036849793204,24,VI,C4,11,7,5,2021,1.0,76.2,2021-05-07,34994910
-9223372036232786187,-9223372036849785766,24,VI,C4,11,7,5,2021,1.0,64.5,2021-05-07,34994379
-9223372036232786215,-9223372036849785749,24,VI,C4,11,7,5,2021,1.0,78.7,2021-05-07,34994358
-9223372036232786271,-9223372036849342153,24,VI,C4,11,7,5,2021,1.0,71.5,2021-05-07,34994339
-9223372036232786411,-9223372036849793215,24,VI,C4,11,7,5,2021,1.0,75.6,2021-05-07,34994095
-9223372036232799285,-9223372036849920694,23,VR,C4,11,7,5,2021,1.0,69.4,2021-05-07,34968530
-9223372036232799397,-9223372036849920515,23,VR,C4,11,7,5,2021,1.0,84.1,2021-05-07,34968354
-9223372036232799703,-9223372036849456813,23,VR,C4,11,7,5,2021,1.0,83.3,2021-05-07,34968128
-9223372036232804160,-9223372036847883683,25,BL,C4,11,7,5,2021,1.0,20.4,2021-05-07,35092854
-9223372036232835188,-9223372036850186579,24,VI,C4,11,7,5,2021,1.0,71.4,2021-05-07,35098725
-9223372036232835215,-9223372036850183338,24,VI,C4,11,7,5,2021,1.0,46.8,2021-05-07,35098600
-9223372036232835242,-9223372036849232702,24,VI,C4,11,7,5,2021,1.0,79.4,2021-05-07,35098591
-9223372036232835270,-9223372036850176209,24,VI,C4,11,7,5,2021,1.0,51.8,2021-05-07,35098578
-9223372036232835298,-9223372036850176261,24,VI,C4,11,7,5,2021,1.0,74.2,2021-05-07,35098574
-9223372036232835326,-9223372036850176237,24,VI,C4,11,7,5,2021,1.0,70.1,2021-05-07,35098552
-9223372036232835354,-9223372036849657747,24,VI,C4,11,7,5,2021,1.0,68.1,2021-05-07,35098517
-9223372036232835382,-9223372036850186255,24,VI,C4,11,7,5,2021,1.0,26.8,2021-05-07,35098482
-9223372036232835410,-9223372036850176123,24,VI,C4,11,7,5,2021,1.0,44.9,2021-05-07,35098480
-9223372036232835438,-9223372036849293184,24,VI,C4,11,7,5,2021,1.0,68.3,2021-05-07,35098476
-9223372036232835466,-9223372036850176168,24,VI,C4,11,7,5,2021,1.0,74.7,2021-05-07,35098473
-9223372036232835494,-9223372036850186288,24,VI,C4,11,7,5,2021,1.0,34.8,2021-05-07,35098458
-9223372036232835521,-9223372036850186588,24,VI,C4,11,7,5,2021,1.0,43.8,2021-05-07,35098411
-9223372036232835548,-9223372036850185852,24,VI,C4,11,7,5,2021,1.0,31.8,2021-05-07,35098403
-9223372036232835576,-9223372036850176230,24,VI,C4,11,7,5,2021,1.0,77.1,2021-05-07,35098391
-9223372036232835604,-9223372036850176160,24,VI,C4,11,7,5,2021,1.0,79.9,2021-05-07,35098385
-9223372036232835632,-9223372036850186240,24,VI,C4,11,7,5,2021,1.0,68.6,2021-05-07,35098370
-9223372036232835660,-9223372036850185986,24,VI,C4,11,7,5,2021,1.0,78.1,2021-05-07,35098358
-9223372036232835688,-9223372036850183323,24,VI,C4,11,7,5,2021,1.0,70.0,2021-05-07,35098352
-9223372036232835716,-9223372036850176249,24,VI,C4,11,7,5,2021,1.0,76.3,2021-05-07,35098345
-9223372036232835744,-9223372036850183361,24,VI,C4,11,7,5,2021,1.0,75.8,2021-05-07,35098323
-9223372036232835771,-9223372036850185905,24,VI,C4,11,7,5,2021,1.0,62.8,2021-05-07,35098310
-9223372036232835799,-9223372036850185892,24,VI,C4,11,7,5,2021,1.0,71.0,2021-05-07,35098277
-9223372036232835827,-9223372036850176152,24,VI,C4,11,7,5,2021,1.0,54.5,2021-05-07,35098275
-9223372036232835855,-9223372036850186373,24,VI,C4,11,7,5,2021,1.0,63.9,2021-05-07,35098273
-9223372036232835883,-9223372036850186109,24,VI,C4,11,7,5,2021,1.0,79.3,2021-05-07,35098253
-9223372036232835911,-9223372036850183334,24,VI,C4,11,7,5,2021,1.0,72.6,2021-05-07,35098247
-9223372036232835939,-9223372036850176175,24,VI,C4,11,7,5,2021,1.0,77.1,2021-05-07,35098246
-9223372036232835966,-9223372036850186277,24,VI,C4,11,7,5,2021,1.0,84.5,2021-05-07,35098237
-9223372036232966150,-9223372036849202729,96,BI,C4,11,6,5,2021,,84.1,2021-05-06,35387620
-9223372036232966496,-9223372036849240725,96,BI,C4,11,6,5,2021,,0.0,2021-05-06,35387390
-9223372036232974150,-9223372036849236593,1,TO,C4,11,6,5,2021,,0.0,2021-05-06,34049988
-9223372036232974541,-9223372036850256965,1,TO,C4,11,7,5,2021,,34.1,2021-05-07,34049771
-9223372036232974581,-9223372036850391964,1,TO,C4,11,7,5,2021,,0.0,2021-05-07,34049737
-9223372036232974882,-9223372036849334115,1,TO,C4,11,6,5,2021,,74.2,2021-05-06,34049515
-9223372036232975445,-9223372036849334092,1,TO,C4,11,6,5,2021,,0.0,2021-05-06,34049288
-9223372036232975479,-9223372036850391970,1,TO,C4,11,7,5,2021,,0.0,2021-05-07,34049246
-9223372036232975629,-9223372036849334126,1,TO,C4,11,6,5,2021,,76.1,2021-05-06,34049202
-9223372036232975931,-9223372036850391967,1,TO,C4,11,7,5,2021,,0.0,2021-05-07,34049036
-9223372036233115793,-9223372036850568015,30,UD,C4,11,6,5,2021,1.0,80.8,2021-05-06,31321993
-9223372036233439787,-9223372036849415873,17,BS,C4,11,6,5,2021,1.0,70.9,2021-05-06,83720915
-9223372036233479390,-9223372036850610625,17,BS,C4,11,6,5,2021,1.0,55.4,2021-05-06,83720990
-9223372036233507464,-9223372036850089751,1,TO,C4,11,6,5,2021,,80.6,2021-05-06,31011012
-9223372036233507688,-9223372036850034885,1,TO,C4,11,5,5,2021,,81.2,2021-05-05,34044412
-9223372036233508254,-9223372036847885302,1,TO,C4,11,5,5,2021,,0.0,2021-05-05,34044468
-9223372036233508473,-9223372036847885304,1,TO,C4,11,5,5,2021,,79.4,2021-05-05,34044546
-9223372036233509348,-9223372036850034858,1,TO,C4,11,5,5,2021,,0.0,2021-05-05,34044337
-9223372036233510205,-9223372036847885311,1,TO,C4,11,5,5,2021,,73.2,2021-05-05,33950421
-9223372036233510763,-9223372036849919137,1,TO,C4,11,3,5,2021,,0.0,2021-05-03,34021777
-9223372036233510780,-9223372036850034556,1,TO,C4,11,5,5,2021,,85.2,2021-05-05,34044690
-9223372036233511390,-9223372036850034487,1,TO,C4,11,5,5,2021,,86.5,2021-05-05,34044997
-9223372036233512905,-9223372036850034849,1,TO,C4,11,5,5,2021,,83.0,2021-05-05,34044139
-9223372036233513002,-9223372036849250292,1,TO,C4,11,5,5,2021,,0.0,2021-05-05,34044225
-9223372036233513122,-9223372036850034714,1,TO,C4,11,5,5,2021,,72.7,2021-05-05,34044088
-9223372036233513271,-9223372036850034736,1,TO,C4,11,5,5,2021,,86.6,2021-05-05,34044241
-9223372036233513481,-9223372036847885318,1,TO,C4,11,5,5,2021,,0.0,2021-05-05,34044282
-9223372036233514334,-9223372036850034614,1,TO,C4,11,5,5,2021,,0.0,2021-05-05,34044293
-9223372036233514351,-9223372036850508357,1,TO,C4,11,6,5,2021,,84.2,2021-05-06,34045409
-9223372036233514646,-9223372036850034838,1,TO,C4,11,5,5,2021,,67.4,2021-05-05,34044228
-9223372036233515350,-9223372036847885322,1,TO,C4,11,5,5,2021,,0.0,2021-05-05,34044125
-9223372036233516820,-9223372036849250295,1,TO,C4,11,5,5,2021,,0.0,2021-05-05,34044383
-9223372036233517027,-9223372036850034692,1,TO,C4,11,5,5,2021,,80.3,2021-05-05,34044330
-9223372036233517902,-9223372036847885331,1,TO,C4,11,5,5,2021,,0.0,2021-05-05,34044592
-9223372036233518066,-9223372036850034758,1,TO,C4,11,5,5,2021,,0.0,2021-05-05,34044363
-9223372036233518083,-9223372036850034819,1,TO,C4,11,5,5,2021,,84.6,2021-05-05,34044223
-9223372036233518451,-9223372036849082293,1,TO,C4,11,5,5,2021,,74.4,2021-05-05,34044562
-9223372036233520800,-9223372036850034702,1,TO,C4,11,5,5,2021,,0.0,2021-05-05,34044668
-9223372036233521156,-9223372036850034793,1,TO,C4,11,5,5,2021,,78.1,2021-05-05,34044716
-9223372036233521350,-9223372036850034803,1,TO,C4,11,5,5,2021,,81.4,2021-05-05,34044833
