idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,IcdaIndiceComplessivoDupliceAttitudine,AccuratezzaCalcoloIndice,TipoIndice,FrequenzaCalcolo,AnnoDiRiferimento,IdaIndiceDiDupliceAttitudine
-9223372033074812497,-9223372036835156717,,,C4,11,24,10,2022,30.01,97.5,GENETICO,semestrale,2022,
-9223372033074812509,-9223372036835156718,,,C4,11,24,10,2022,-19.25,91.7,GENETICO,semestrale,2022,
-9223372033074812515,-9223372036835156720,,,C4,11,24,10,2022,472.51,96.9,GENETICO,semestrale,2022,
-9223372033074812527,-9223372036835156724,,,C4,11,24,10,2022,261.67,97.6,GENETICO,semestrale,2022,
-9223372033074812533,-9223372036835156725,,,C4,11,24,10,2022,69.96,82.4,GENETICO,semestrale,2022,
-9223372033074812545,-9223372036835156726,,,C4,11,24,10,2022,160.56,98.5,GENETICO,semestrale,2022,
-9223372033074812557,-9223372036835156727,,,C4,11,24,10,2022,34.25,93.6,GENETICO,semestrale,2022,
-9223372033074812572,-9223372036835156730,,,C4,11,24,10,2022,324.1,96.6,GENETICO,semestrale,2022,
-9223372033074812584,-9223372036835156736,,,C4,11,24,10,2022,223.59,80.1,GENETICO,semestrale,2022,
-9223372033074812590,-9223372036835156737,,,C4,11,24,10,2022,-14.7,81.7,GENETICO,semestrale,2022,
-9223372033074812602,-9223372036835156740,,,C4,11,24,10,2022,31.75,93.2,GENETICO,semestrale,2022,
-9223372033074812608,-9223372036835156741,,,C4,11,24,10,2022,56.76,92.1,GENETICO,semestrale,2022,
-9223372033074812620,-9223372036835156742,,,C4,11,24,10,2022,157.11,90.6,GENETICO,semestrale,2022,
-9223372033074812626,-9223372036835156743,,,C4,11,24,10,2022,289.69,89.3,GENETICO,semestrale,2022,
-9223372033074812640,-9223372036835156744,,,C4,11,24,10,2022,170.98,90.6,GENETICO,semestrale,2022,
-9223372033074812646,-9223372036835156747,,,C4,11,24,10,2022,213.59,88.0,GENETICO,semestrale,2022,
-9223372033074812658,-9223372036835156749,,,C4,11,24,10,2022,262.92,98.5,GENETICO,semestrale,2022,
-9223372033074812670,-9223372036835156753,,,C4,11,24,10,2022,600.66,98.0,GENETICO,semestrale,2022,
-9223372033074812676,-9223372036835156754,,,C4,11,24,10,2022,49.72,97.4,GENETICO,semestrale,2022,
-9223372033074812688,-9223372036809480739,,,C4,11,24,10,2022,174.46,81.5,GENETICO,semestrale,2022,
-9223372033074812700,-9223372036829778874,,,C4,11,24,10,2022,-31.68,80.0,GENETICO,semestrale,2022,
-9223372033074812714,-9223372036835156758,,,C4,11,24,10,2022,210.13,81.6,GENETICO,semestrale,2022,
-9223372033074812726,-9223372036835156760,,,C4,11,24,10,2022,171.25,98.6,GENETICO,semestrale,2022,
-9223372033074812732,-9223372036835156761,,,C4,11,24,10,2022,371.0,89.3,GENETICO,semestrale,2022,
-9223372033074812744,-9223372036835156763,,,C4,11,24,10,2022,255.05,94.8,GENETICO,semestrale,2022,
-9223372033074812750,-9223372036835156764,,,C4,11,24,10,2022,206.76,92.0,GENETICO,semestrale,2022,
-9223372033074812762,-9223372036835156765,,,C4,11,24,10,2022,338.45,94.2,GENETICO,semestrale,2022,
-9223372033074812774,-9223372036835156766,,,C4,11,24,10,2022,129.77,91.8,GENETICO,semestrale,2022,
-9223372033074812781,-9223372036835156767,,,C4,11,24,10,2022,69.39,98.4,GENETICO,semestrale,2022,
-9223372033074812793,-9223372036835156768,,,C4,11,24,10,2022,231.8,98.5,GENETICO,semestrale,2022,
-9223372033074812799,-9223372036835156769,,,C4,11,24,10,2022,-21.37,90.7,GENETICO,semestrale,2022,
-9223372033074812811,-9223372036846950899,,,C4,11,24,10,2022,185.35,98.8,GENETICO,semestrale,2022,
-9223372033074812823,-9223372036835156770,,,C4,11,24,10,2022,270.12,98.2,GENETICO,semestrale,2022,
-9223372033074812829,-9223372036835156771,,,C4,11,24,10,2022,112.69,92.3,GENETICO,semestrale,2022,
-9223372033074812841,-9223372036835156773,,,C4,11,24,10,2022,230.09,98.4,GENETICO,semestrale,2022,
-9223372033074812848,-9223372036829778875,,,C4,11,24,10,2022,20.69,82.1,GENETICO,semestrale,2022,
-9223372033074812860,-9223372036835156777,,,C4,11,24,10,2022,197.75,92.0,GENETICO,semestrale,2022,
-9223372033074812872,-9223372036835156779,,,C4,11,24,10,2022,0.23,91.7,GENETICO,semestrale,2022,
-9223372033074812878,-9223372036835156781,,,C4,11,24,10,2022,-8.08,94.2,GENETICO,semestrale,2022,
-9223372033074812890,-9223372036829778876,,,C4,11,24,10,2022,17.28,84.7,GENETICO,semestrale,2022,
-9223372033074812902,-9223372036835156783,,,C4,11,24,10,2022,157.65,92.4,GENETICO,semestrale,2022,
