idAnimale,num_successful_pregnancy,num_problematic_pregnancy
-9223372036848614604,3,0
-9223372036848614603,5,0
-9223372036848614602,2,0
-9223372036848614601,6,0
-9223372036848614600,1,0
-9223372036848614599,3,0
-9223372036848614598,4,0
-9223372036848614597,4,0
-9223372036848614596,1,0
-9223372036830526659,1,0
-9223372036848614594,3,0
-9223372036848614593,3,0
-9223372036848614592,6,0
-9223372036848614591,6,0
-9223372036848614590,5,0
-9223372036848614589,2,0
-9223372036848614588,1,0
-9223372036848614587,4,0
-9223372036848614586,4,0
-9223372036848614585,6,0
-9223372036848614584,2,0
-9223372036848614583,2,0
-9223372036848614582,5,0
-9223372036848614581,2,0
-9223372036848614580,2,0
-9223372036848614579,4,0
-9223372036847959218,3,1
-9223372036848614575,1,0
-9223372036848614574,5,0
-9223372036848614573,7,0
-9223372036848614572,7,0
-9223372036846386350,1,0
-9223372036847959209,3,0
-9223372036847959204,4,0
-9223372036847959202,4,0
-9223372036847959201,2,0
-9223372036834983072,1,0
-9223372036847959198,4,0
-9223372036847959197,2,0
-9223372036847959196,4,0
-9223372036847959195,4,0
-9223372036847959194,4,0
-9223372036847959193,4,0
-9223372036847959192,4,0
-9223372036847959191,3,1
-9223372036847959190,2,1
-9223372036847959189,4,0
-9223372036847959188,4,0
-9223372036847959185,4,0
-9223372036847959182,6,0
-9223372036847959181,4,0
-9223372036847959178,4,0
-9223372036847959177,1,0
-9223372036847828092,2,0
-9223372036847959162,1,0
-9223372036847959158,4,0
-9223372036847959155,3,0
-9223372036847959141,4,0
-9223372036834982992,1,0
-9223372036847828010,1,0
-9223372036834982950,1,0
-9223372036847959072,3,0
-9223372036804574227,1,0
-9223372036804574226,1,0
-9223372036804574225,1,0
-9223372036804574224,1,0
-9223372036834982896,1,0
-9223372036849138660,2,0
-9223372036848614345,6,0
-9223372036848614339,1,0
-9223372036848614333,5,0
-9223372036848614316,6,1
-9223372036848614314,5,0
-9223372036848614289,1,0
-9223372036848614280,7,0
-9223372036848614279,7,0
-9223372036848614262,3,0
-9223372036847827822,1,0
-9223372036834982750,1,0
-9223372036848614230,4,0
-9223372036848614229,2,1
-9223372036848614228,6,0
-9223372036849269573,4,0
-9223372036848614171,7,0
-9223372036848614168,5,0
-9223372036846648087,3,0
-9223372036846254870,2,0
-9223372036846254872,1,0
-9223372036848614163,2,0
-9223372036848614162,2,0
-9223372036848614159,3,0
-9223372036846648077,2,0
-9223372036848614156,5,0
-9223372036848614155,2,0
-9223372036848614152,2,0
-9223372036848614151,4,0
-9223372036848614150,4,0
-9223372036846254855,2,0
-9223372036848614148,6,0
-9223372036848614147,3,0
-9223372036848614146,2,0
-9223372036848614140,4,0
-9223372036848614138,3,0
-9223372036848614135,3,0
-9223372036848614134,4,0
-9223372036848614133,4,0
-9223372036848614132,7,0
-9223372036848614129,3,0
-9223372036848614128,1,0
-9223372036848614127,3,0
-9223372036848614126,1,0
-9223372036848614125,1,0
-9223372036848614123,7,0
-9223372036834982635,1,0
-9223372036848614120,5,0
-9223372036848614119,4,0
-9223372036848614116,2,0
-9223372036848614115,5,0
-9223372036848614114,0,1
-9223372036848614112,3,0
-9223372036848614111,4,0
-9223372036848614110,1,0
-9223372036846254788,3,0
-9223372036846647998,2,0
-9223372036847434429,1,0
-9223372036846254775,2,0
-9223372036844026548,1,0
-9223372036848614067,2,0
-9223372036848614066,6,0
-9223372036848614065,2,0
-9223372036848614064,3,0
-9223372036846254770,3,0
-9223372036846385836,1,0
-9223372036848614059,3,0
-9223372036845337257,1,1
-9223372036848614055,2,0
-9223372036846254758,2,0
-9223372036846254756,5,0
-9223372036848614051,3,0
-9223372036846647968,1,0
-9223372036848614046,1,0
-9223372036848614044,7,0
-9223372036848614043,8,0
-9223372036844681883,1,0
-9223372036848614039,1,0
-9223372036848614033,3,0
-9223372036848614022,2,0
-9223372036848614020,6,0
-9223372036848614014,1,0
-9223372036848614012,6,0
-9223372036849138300,3,0
-9223372036844288633,1,0
-9223372036848614007,3,0
-9223372036847827571,2,0
-9223372036848614001,5,0
-9223372036846647885,1,0
-9223372036849138241,1,0
-9223372036830919231,2,0
-9223372036846909999,1,0
-9223372036849138220,1,0
-9223372036846909996,3,0
-9223372036849138218,4,0
-9223372036846909982,3,0
-9223372036846647831,2,0
-9223372036846909971,1,0
-9223372036846647826,5,0
-9223372036846909969,3,0
-9223372036848613903,4,0
-9223372036846909964,3,0
-9223372036848613893,6,0
-9223372036848613878,3,0
-9223372036846909938,3,0
-9223372036846647754,2,1
-9223372036846647746,1,0
-9223372036846647745,3,0
-9223372036846647733,3,0
-9223372036846909877,3,0
-9223372036846647731,3,0
-9223372036846647730,2,0
-9223372036846909876,3,0
-9223372036846909848,4,0
-9223372036845730200,3,0
-9223372036846909811,3,0
-9223372036847827299,2,0
-9223372036850186588,6,0
-9223372036850186579,5,0
-9223372036846647635,1,0
-9223372036846647632,3,0
-9223372036846647627,3,0
-9223372036848613692,2,0
-9223372036846647588,2,0
-9223372036846647584,2,0
-9223372036846647578,3,0
-9223372036846647577,1,0
-9223372036847958287,4,0
-9223372036849137909,2,0
-9223372036847958260,1,0
-9223372036846909684,3,0
-9223372036847958253,1,0
-9223372036847958249,1,0
-9223372036809816286,1,0
-9223372036848613587,2,0
-9223372036848613586,5,1
-9223372036848613585,1,0
-9223372036848613584,3,0
-9223372036848613583,6,0
-9223372036848613582,4,0
-9223372036848613581,1,0
-9223372036848613580,5,0
-9223372036848613579,5,0
-9223372036847958226,4,1
-9223372036849793225,5,0
-9223372036848613576,3,0
-9223372036848613575,5,0
-9223372036848613574,3,0
-9223372036848613573,5,0
-9223372036848613572,5,0
-9223372036848613577,1,0
-9223372036848613570,6,0
-9223372036847958211,4,0
-9223372036847958210,3,0
-9223372036849793215,4,0
-9223372036848613567,4,0
-9223372036848613565,3,0
-9223372036848613564,3,2
-9223372036847958207,4,0
-9223372036849793210,5,0
-9223372036847958205,5,0
-9223372036848613560,6,0
-9223372036847958204,4,0
-9223372036848613558,6,0
-9223372036847958203,3,0
-9223372036849793204,6,0
-9223372036848613555,1,0
-9223372036848613554,4,0
-9223372036846647474,4,0
-9223372036847958201,1,1
-9223372036849793199,5,0
-9223372036847958199,4,0
-9223372036848613549,1,0
-9223372036848613548,4,0
-9223372036846909611,2,0
-9223372036847958195,4,0
-9223372036847958194,4,0
-9223372036847958193,1,0
-9223372036847958191,4,0
-9223372036847958182,1,0
-9223372036848613541,4,0
-9223372036847958177,6,0
-9223372036847958173,3,0
-9223372036846909594,3,0
-9223372036847958170,5,0
-9223372036848613523,6,0
-9223372036848613522,2,0
-9223372036848613521,6,0
-9223372036846909586,3,0
-9223372036846909585,3,0
-9223372036848613518,2,0
-9223372036848613517,1,0
-9223372036848613516,1,0
-9223372036847958158,4,0
-9223372036847958156,5,0
-9223372036847958155,4,0
-9223372036847958154,4,0
-9223372036847958153,5,0
-9223372036847958159,3,0
-9223372036850186373,2,0
-9223372036848613508,2,0
-9223372036844812425,1,0
-9223372036847958144,4,0
-9223372036847958143,5,0
-9223372036847958141,3,0
-9223372036847827063,4,0
-9223372036844812407,2,0
-9223372036846909558,3,0
-9223372036846909557,1,0
-9223372036848613489,2,0
-9223372036849793120,1,0
-9223372036844812383,1,0
-9223372036846909531,2,0
-9223372036848613466,6,0
-9223372036848613465,7,0
-9223372036848613459,5,0
-9223372036848613457,5,0
-9223372036846909515,2,0
-9223372036846909514,3,0
-9223372036844812363,1,0
-9223372036846909510,3,0
-9223372036848613445,3,0
-9223372036848613436,6,0
-9223372036846909499,1,0
-9223372036848613434,2,0
-9223372036848613433,5,0
-9223372036848613432,7,0
-9223372036848613431,2,0
-9223372036848613429,3,0
-9223372036848613428,3,0
-9223372036848613427,2,0
-9223372036848613426,3,0
-9223372036848613425,1,0
-9223372036850186288,6,0
-9223372036846647346,1,0
-9223372036848613422,6,0
-9223372036848613421,3,0
-9223372036848613420,5,0
-9223372036848613419,5,0
-9223372036848613417,1,0
-9223372036848613416,2,0
-9223372036848613415,2,0
-9223372036850186277,6,0
-9223372036848613412,1,0
-9223372036848613413,2,0
-9223372036848613410,4,0
-9223372036849137697,3,0
-9223372036848613409,1,0
-9223372036848613407,6,0
-9223372036848613406,1,0
-9223372036846909475,4,0
-9223372036844812325,2,0
-9223372036850186266,3,0
-9223372036848613402,6,0
-9223372036848613400,4,0
-9223372036848613401,1,0
-9223372036848613398,4,0
-9223372036848613396,4,0
-9223372036850186255,7,0
-9223372036845598734,3,0
-9223372036850186240,7,0
-9223372036847433718,1,0
-9223372036849137649,3,0
-9223372036848220140,5,0
-9223372036844812262,2,0
-9223372036848220122,1,0
-9223372036844812240,1,0
-9223372036844812238,2,0
-9223372036836292553,2,0
-9223372036840224702,1,0
-9223372036844812216,1,0
-9223372036844812213,1,0
-9223372036849137588,2,0
-9223372036844812188,1,0
-9223372036844812171,1,0
-9223372036848613258,4,0
-9223372036809815946,1,0
-9223372036844812170,1,0
-9223372036844812165,2,0
-9223372036846909316,3,0
-9223372036844812164,2,0
-9223372036844812162,2,0
-9223372036850186109,4,0
-9223372036844812157,1,0
-9223372036844812151,1,0
-9223372036848613215,6,0
-9223372036844812117,1,0
-9223372036844812103,1,0
-9223372036844812097,2,0
-9223372036844812094,2,0
-9223372036844812087,2,0
-9223372036844812085,1,0
-9223372036844812080,1,0
-9223372036844812078,2,0
-9223372036844812067,2,0
-9223372036850185997,5,0
-9223372036846647044,2,0
-9223372036846647043,2,0
-9223372036850185986,6,0
-9223372036850185968,4,0
-9223372036848613100,6,0
-9223372036850185958,3,0
-9223372036848613086,5,0
-9223372036850185944,4,0
-9223372036846646998,5,0
-9223372036848219859,2,0
-9223372036848613075,6,0
-9223372036848613074,6,0
-9223372036848613072,3,0
-9223372036846646995,2,0
-9223372036850185933,7,0
-9223372036848613067,1,0
-9223372036846646984,4,0
-9223372036849137348,6,0
-9223372036850185920,4,0
-9223372036848613052,3,0
-9223372036848613050,2,0
-9223372036848613042,1,0
-9223372036850185905,3,0
-9223372036846646955,1,0
-9223372036848613034,6,0
-9223372036846646954,3,0
-9223372036846646952,4,0
-9223372036846646951,1,0
-9223372036848613029,3,0
-9223372036850185892,5,0
-9223372036848613023,3,0
-9223372036848613021,2,0
-9223372036848613019,2,0
-9223372036848613018,5,0
-9223372036848613016,7,0
-9223372036848613013,5,0
-9223372036848613012,7,0
-9223372036848613010,2,0
-9223372036848613005,2,0
-9223372036848613004,1,0
-9223372036850185867,4,0
-9223372036846646922,3,0
-9223372036848613001,5,0
-9223372036848613000,2,0
-9223372036848612999,2,0
-9223372036848612998,4,0
-9223372036846646923,4,0
-9223372036848612996,5,0
-9223372036848612994,3,0
-9223372036850185852,4,0
-9223372036844811896,1,0
-9223372036849137265,1,0
-9223372036850185840,4,0
-9223372036844811884,1,0
-9223372036848612969,4,0
-9223372036846646880,2,1
-9223372036846646866,3,0
-9223372036848612943,3,0
-9223372036848612939,8,0
-9223372036846646856,1,0
-9223372036846646855,1,0
-9223372036848612933,1,0
-9223372036848612932,2,0
-9223372036848612931,6,0
-9223372036848612930,3,0
-9223372036844811845,1,0
-9223372036848612924,8,0
-9223372036848612923,4,0
-9223372036849137197,2,0
-9223372036848612904,5,0
-9223372036848612903,5,0
-9223372036848612902,4,0
-9223372036846908963,4,0
-9223372036834326050,2,0
-9223372036844025377,3,0
-9223372036844025378,1,0
-9223372036846908962,2,0
-9223372036848612893,3,0
-9223372036844025373,1,0
-9223372036844025365,1,0
-9223372036844811795,1,0
-9223372036848612877,1,0
-9223372036844025356,1,0
-9223372036844025355,1,0
-9223372036846646791,1,0
-9223372036844025349,1,0
-9223372036848612868,2,0
-9223372036846253571,3,0
-9223372036848612865,1,0
-9223372036848612862,1,0
-9223372036848612861,4,0
-9223372036846646780,3,0
-9223372036848612859,1,0
-9223372036848612858,6,0
-9223372036848612857,5,0
-9223372036846646776,1,0
-9223372036846646779,2,0
-9223372036848612854,1,0
-9223372036848612853,5,0
-9223372036848612852,2,0
-9223372036848612851,5,0
-9223372036848612850,7,0
-9223372036846646778,3,0
-9223372036848612848,1,0
-9223372036846646767,0,1
-9223372036846646766,1,0
-9223372036848612847,2,0
-9223372036848612842,6,0
-9223372036848612841,1,0
-9223372036846646760,3,0
-9223372036848612839,7,0
-9223372036848612838,5,0
-9223372036848612837,6,0
-9223372036846646756,3,0
-9223372036848612835,3,0
-9223372036848612834,5,0
-9223372036846908899,1,0
-9223372036846646753,3,0
-9223372036848612830,7,0
-9223372036848612829,4,0
-9223372036848612828,5,1
-9223372036846646748,4,0
-9223372036848612826,3,0
-9223372036848612825,4,0
-9223372036848612827,3,0
-9223372036846908894,3,0
-9223372036848612822,5,0
-9223372036846908892,2,0
-9223372036848219604,1,0
-9223372036848612820,4,0
-9223372036846908877,4,0
-9223372036846908872,3,1
-9223372036846908866,3,0
-9223372036848612801,1,0
-9223372036848612800,2,0
-9223372036848612797,1,0
-9223372036847826360,2,0
-9223372036846253495,3,0
-9223372036846908852,3,0
-9223372036848612787,4,0
-9223372036844942772,0,1
-9223372036848612784,2,0
-9223372036848612783,1,0
-9223372036848612782,2,0
-9223372036846908846,4,0
-9223372036848612775,6,0
-9223372036848612774,7,0
-9223372036848612763,2,0
-9223372036844549531,0,1
-9223372036844549530,1,0
-9223372036846908820,3,0
-9223372036846908812,3,0
-9223372036834325897,2,0
-9223372036850185602,7,0
-9223372036850185586,3,0
-9223372036848612661,3,0
-9223372036848612652,6,0
-9223372036848612651,6,0
-9223372036848612650,6,0
-9223372036848612649,4,0
-9223372036848612648,5,0
-9223372036848612647,2,0
-9223372036848612643,3,0
-9223372036848612642,1,0
-9223372036848612641,1,0
-9223372036848612640,3,0
-9223372036848612639,3,0
-9223372036848612635,6,0
-9223372036848612634,7,0
-9223372036848612633,4,0
-9223372036848612632,5,0
-9223372036848612631,2,0
-9223372036848612630,3,0
-9223372036848612629,3,0
-9223372036848612628,3,0
-9223372036844811546,1,0
-9223372036848612625,2,0
-9223372036848612624,3,0
-9223372036848612623,1,0
-9223372036850185485,6,0
-9223372036848612619,2,0
-9223372036848612618,4,0
-9223372036848612615,2,0
-9223372036848612613,6,0
-9223372036848612612,5,0
-9223372036848612610,6,0
-9223372036848612609,6,0
-9223372036848612608,1,0
-9223372036848612605,4,0
-9223372036848612603,3,0
-9223372036848612602,2,0
-9223372036844811507,1,0
-9223372036849136881,4,0
-9223372036844811493,2,0
-9223372036835636452,1,0
-9223372036831048931,2,0
-9223372036849399009,1,0
-9223372036849136845,1,0
-9223372036849136839,3,0
-9223372036849136835,2,0
-9223372036850185384,6,0
-9223372036842452134,1,0
-9223372036822660250,3,0
-9223372036848612505,1,0
-9223372036844156034,1,0
-9223372036844041970,1,0
-9223372036849136741,2,0
-9223372036846908488,1,0
-9223372036848612399,6,0
-9223372036848612397,6,0
-9223372036848612395,3,0
-9223372036848612394,2,0
-9223372036848612393,3,0
-9223372036848612392,6,0
-9223372036848612391,6,0
-9223372036848612390,5,0
-9223372036848612389,3,0
-9223372036848612388,7,0
-9223372036848612387,1,0
-9223372036848612386,2,0
-9223372036848612385,3,0
-9223372036846253092,2,0
-9223372036848612383,4,0
-9223372036848612382,2,0
-9223372036848612381,1,0
-9223372036848612380,3,0
-9223372036848612379,1,0
-9223372036848612378,1,0
-9223372036848612377,2,0
-9223372036848612376,5,0
-9223372036848612375,4,0
-9223372036848612374,1,0
-9223372036848612373,4,0
-9223372036848612372,6,0
-9223372036848612371,5,0
-9223372036848612369,5,0
-9223372036848612368,2,0
-9223372036848612367,5,0
-9223372036848612366,6,0
-9223372036848612365,5,0
-9223372036848612364,7,0
-9223372036848612363,1,0
-9223372036848612361,3,0
-9223372036848612360,4,0
-9223372036848612359,1,0
-9223372036848612358,4,0
-9223372036846253062,1,0
-9223372036848612355,2,0
-9223372036848612354,4,0
-9223372036848612353,4,0
-9223372036849136643,2,0
-9223372036848612350,4,0
-9223372036848612347,4,0
-9223372036850316282,4,0
-9223372036828820461,1,0
-9223372036848612331,3,0
-9223372036844811240,1,0
-9223372036848612315,2,0
-9223372036848612311,4,0
-9223372036849398725,2,0
-9223372036849398724,2,1
-9223372036849398722,5,0
-9223372036849136566,1,0
-9223372036844024736,1,0
-9223372036848612244,7,0
-9223372036848612243,4,0
-9223372036848612239,5,0
-9223372036848612238,2,0
-9223372036848612237,1,0
-9223372036850185101,6,0
-9223372036848612235,5,0
-9223372036848612234,2,0
-9223372036848612232,1,0
-9223372036848612227,1,0
-9223372036848612226,3,0
-9223372036848612225,3,0
-9223372036848612224,3,0
-9223372036848612223,3,0
-9223372036848612221,3,0
-9223372036848612219,1,0
-9223372036848612218,4,0
-9223372036848612217,4,0
-9223372036848612216,1,0
-9223372036848612215,5,0
-9223372036848612212,3,0
-9223372036848612211,5,0
-9223372036848612207,6,0
-9223372036848612206,1,0
-9223372036848612204,6,0
-9223372036848612203,2,0
-9223372036848612202,6,0
-9223372036848612200,6,0
-9223372036848612199,1,0
-9223372036848612198,1,0
-9223372036848612193,5,0
-9223372036848612190,6,0
-9223372036848612184,2,0
-9223372036848612183,6,0
-9223372036848612177,7,0
-9223372036848612176,4,0
-9223372036848612169,5,0
-9223372036848612168,3,0
-9223372036848612166,5,0
-9223372036848612158,3,0
-9223372036848612153,6,0
-9223372036848612152,1,0
-9223372036848612151,1,0
-9223372036848612149,2,0
-9223372036848612148,6,0
-9223372036848612147,1,0
-9223372036848612144,1,0
-9223372036848612142,8,0
-9223372036848612141,5,0
-9223372036848612139,7,0
-9223372036848612129,8,0
-9223372036848612121,3,0
-9223372036844286737,1,0
-9223372036849136381,4,0
-9223372036847956732,3,0
-9223372036847956733,2,0
-9223372036847956731,1,0
-9223372036834063096,2,0
-9223372036847956723,4,0
-9223372036847956722,2,0
-9223372036848612081,3,0
-9223372036848612080,4,0
-9223372036847956713,1,0
-9223372036847956712,5,0
-9223372036847956711,2,0
-9223372036844155600,1,0
-9223372036844417734,1,0
-9223372036849267390,6,0
-9223372036831048382,1,0
-9223372036849136305,5,0
-9223372036847956637,3,0
-9223372036846908058,3,0
-9223372036848611987,7,0
-9223372036848611986,4,0
-9223372036848611985,6,0
-9223372036847956626,4,0
-9223372036848611983,2,0
-9223372036848611982,1,0
-9223372036847956621,4,0
-9223372036847956620,3,1
-9223372036848611981,4,0
-9223372036848611980,2,0
-9223372036848611979,4,0
-9223372036847956616,4,0
-9223372036848611978,3,0
-9223372036848611977,5,0
-9223372036848611975,2,0
-9223372036848611973,4,0
-9223372036848611974,6,0
-9223372036847956610,4,0
-9223372036848611976,6,0
-9223372036848611969,6,0
-9223372036848611971,6,0
-9223372036847956615,1,1
-9223372036848611965,5,0
-9223372036847956604,2,0
-9223372036847956605,4,0
-9223372036848611963,4,0
-9223372036848611962,5,0
-9223372036847956600,3,0
-9223372036847956599,4,0
-9223372036834325111,2,0
-9223372036847956598,4,0
-9223372036847956597,4,0
-9223372036847956596,4,0
-9223372036848611961,4,0
-9223372036848611960,4,0
-9223372036847956592,2,0
-9223372036848611959,4,1
-9223372036848611958,3,0
-9223372036848611957,5,0
-9223372036848611956,3,0
-9223372036847956594,1,0
-9223372036847956586,4,0
-9223372036848611952,4,0
-9223372036847956584,2,0
-9223372036847956583,1,0
-9223372036847956582,4,0
-9223372036847956581,5,0
-9223372036847956580,4,0
-9223372036847956588,4,0
-9223372036848611946,4,0
-9223372036848611945,4,0
-9223372036847956576,3,0
-9223372036847956575,4,0
-9223372036847956574,2,0
-9223372036847956573,2,0
-9223372036847956572,1,0
-9223372036847956571,3,0
-9223372036847956570,3,0
-9223372036848611938,6,0
-9223372036848611935,6,0
-9223372036847956567,4,0
-9223372036848611932,6,0
-9223372036848611931,2,0
-9223372036848611930,9,0
-9223372036848611925,6,0
-9223372036847956565,2,0
-9223372036847956561,2,0
-9223372036847956562,5,0
-9223372036847956568,5,0
-9223372036844155475,1,0
-9223372036831048272,1,0
-9223372036846645836,1,0
-9223372036848611915,5,0
-9223372036848611914,1,0
-9223372036847956551,5,0
-9223372036847956549,2,0
-9223372036848611906,1,0
-9223372036847956546,3,0
-9223372036847956544,4,0
-9223372036849136189,4,0
-9223372036847956539,1,0
-9223372036847956538,4,0
-9223372036848611898,2,0
-9223372036848611897,6,0
-9223372036848611896,5,1
-9223372036848611895,6,0
-9223372036848611894,6,0
-9223372036848611890,2,0
-9223372036848611889,6,0
-9223372036848611888,4,0
-9223372036848611882,2,0
-9223372036848611881,3,0
-9223372036848611880,6,0
-9223372036848611877,1,0
-9223372036833407520,1,0
-9223372036847956505,1,0
-9223372036847956464,4,0
-9223372036847956463,3,0
-9223372036847956456,3,0
-9223372036850184644,7,0
-9223372036850184623,4,0
-9223372036847956396,5,0
-9223372036848611734,4,0
-9223372036849136006,2,0
-9223372036847825281,2,0
-9223372036846645630,3,0
-9223372036846645595,1,0
-9223372036850184538,6,0
-9223372036847956314,4,0
-9223372036847956313,3,0
-9223372036847956311,0,1
-9223372036848218450,0,1
-9223372036844286258,1,0
-9223372036846645523,3,0
-9223372036848611497,6,0
-9223372036844417186,1,0
-9223372036846121121,1,0
-9223372036845990010,2,0
-9223372036850577524,6,0
-9223372036850577521,3,1
-9223372036845989997,3,0
-9223372036850577512,6,0
-9223372036829868135,2,0
-9223372036850577504,4,0
-9223372036850577497,4,0
-9223372036848611401,6,0
-9223372036848611398,2,0
-9223372036848611396,3,0
-9223372036848611395,3,0
-9223372036848611394,1,0
-9223372036849135669,3,0
-9223372036848611379,5,0
-9223372036849135661,1,0
-9223372036849135655,1,0
-9223372036849659934,4,0
-9223372036848611348,1,0
-9223372036848611319,6,0
-9223372036850577363,3,1
-9223372036848611282,1,0
-9223372036848611281,1,0
-9223372036834455507,1,0
-9223372036850577357,6,0
-9223372036849135546,2,0
-9223372036848611246,4,0
-9223372036832882602,1,0
-9223372036849135504,5,0
-9223372036843106177,1,0
-9223372036845203302,2,0
-9223372036848611157,5,0
-9223372036848611156,6,0
-9223372036848611145,1,0
-9223372036848611139,1,0
-9223372036845989690,1,0
-9223372036848611126,5,0
-9223372036848611123,7,0
-9223372036844547890,1,0
-9223372036845596462,2,0
-9223372036848611116,2,0
-9223372036848611115,3,0
-9223372036848611113,4,0
-9223372036849135398,4,0
-9223372036847431460,1,0
-9223372036847431458,2,0
-9223372036848611103,1,0
-9223372036848611102,1,0
-9223372036848611101,1,0
-9223372036846251805,1,0
-9223372036846251803,2,0
-9223372036846251802,1,0
-9223372036846251799,3,0
-9223372036846251796,3,0
-9223372036848611090,6,0
-9223372036833406733,1,0
-9223372036848611081,1,0
-9223372036846251775,3,0
-9223372036849135356,1,0
-9223372036846251770,1,0
-9223372036846251763,1,0
-9223372036848611054,5,0
-9223372036846251712,3,0
-9223372036844023481,1,0
-9223372036844023479,1,0
-9223372036847955637,4,0
-9223372036846251697,1,0
-9223372036847955626,3,1
-9223372036848610981,6,0
-9223372036848610977,2,0
-9223372036848610976,6,0
-9223372036848610975,3,0
-9223372036848610974,2,0
-9223372036847955612,2,0
-9223372036848610971,1,0
-9223372036848610970,3,0
-9223372036848610969,6,0
-9223372036848610968,2,0
-9223372036848610967,6,0
-9223372036848610966,3,0
-9223372036847955605,2,0
-9223372036847955604,5,0
-9223372036847955610,1,0
-9223372036847955607,1,0
-9223372036848610961,2,0
-9223372036847824528,2,0
-9223372036848610957,2,0
-9223372036848610956,2,0
-9223372036848610953,5,0
-9223372036848610952,1,0
-9223372036848610949,3,0
-9223372036830260861,1,0
-9223372036848610940,4,0
-9223372036848610939,5,1
-9223372036848610930,5,0
-9223372036848610927,6,0
-9223372036848610926,5,0
-9223372036848610925,3,0
-9223372036848610920,6,0
-9223372036848610919,3,0
-9223372036847431270,1,0
-9223372036844154449,1,0
-9223372036848610889,2,0
-9223372036848610888,6,0
-9223372036848610887,4,0
-9223372036849135171,2,0
-9223372036845727296,2,0
-9223372036848610870,4,0
-9223372036845727286,1,0
-9223372036848610868,4,0
-9223372036848610857,8,0
-9223372036849397285,1,0
-9223372036845727258,2,0
-9223372036844154393,1,0
-9223372036845727255,3,0
-9223372036848610837,1,0
-9223372036845727252,1,0
-9223372036848610832,1,0
-9223372036845727247,3,0
-9223372036845727243,2,0
-9223372036844154379,1,0
-9223372036845727240,1,0
-9223372036848610823,7,0
-9223372036848610822,6,0
-9223372036848610821,5,0
-9223372036844154372,1,0
-9223372036848610812,5,0
-9223372036849135095,5,1
-9223372036848610804,7,0
-9223372036845989338,2,0
-9223372036846644695,3,0
-9223372036846644694,4,0
-9223372036848610748,2,0
-9223372036848610745,4,0
-9223372036848610744,4,0
-9223372036848610739,2,0
-9223372036848610737,4,0
-9223372036848610733,5,0
-9223372036848610731,3,0
-9223372036848610729,6,0
-9223372036848610720,5,0
-9223372036848610713,2,0
-9223372036848610712,4,0
-9223372036848610711,5,0
-9223372036848610710,3,0
-9223372036848610702,2,0
-9223372036846251402,2,1
-9223372036848610686,3,0
