idAnimale,mean,std,count
-9223372036848123897,0.4128461538461539,0.13535414866981424,39
-9223372036845833597,0.27475,0.052485116938042545,12
-9223372036847632358,0.3947647058823529,0.0500758594085187,17
-9223372036848648160,0.321,0.0,1
-9223372036847992795,0.33866666666666667,0.05730134766691307,18
-9223372036848614600,0.317,0.03182766092567909,4
-9223372036845797331,0.41079999999999994,0.05889108591289517,5
-9223372036845535186,0.3085714285714286,0.061375558520256814,14
-9223372036844224467,0.2895,0.011499999999999982,2
-9223372036845833592,0.36275,0.03344304860505394,8
-9223372036848648140,0.33840000000000003,0.11065098282437441,10
-9223372036848648139,0.2863,0.051213377158707274,10
-9223372036832670595,0.385,0.07817160609837819,5
-9223372036848648137,0.27955,0.09851952852099932,40
-9223372036845469640,0.328,0.0,1
-9223372036848648133,0.318608695652174,0.04703628491174315,23
-9223372036848648132,0.32559999999999995,0.06752165084869692,30
-9223372036848648131,0.32528571428571434,0.11874508224690035,21
-9223372036848648129,0.29964285714285716,0.046761716855407545,14
-9223372036848648127,0.321875,0.09777325490644156,8
-9223372036848648125,0.33020930232558143,0.0912750910109003,43
-9223372036848648124,0.36023529411764715,0.03873367498514273,34
-9223372036848648122,0.3349677419354839,0.07227612101582855,31
-9223372036848648121,0.3109354838709678,0.06257173198913954,31
-9223372036844231414,0.32130000000000003,0.060060053280029654,10
-9223372036849139618,0.34403448275862064,0.11720200150068659,29
-9223372036845797282,0.26845454545454545,0.046071808844975186,11
-9223372036845797280,0.36612,0.05181453078046736,25
-9223372036845797276,0.3170476190476191,0.05731822297321556,21
-9223372036845797275,0.35857142857142854,0.041297493788331495,21
-9223372036848615317,0.291,0.05156872437178695,6
-9223372036848615316,0.30373913043478257,0.04684406824432138,23
-9223372036836199142,0.2836666666666667,0.01087300428686671,3
-9223372036845797258,0.31599999999999995,0.04035096033553601,10
-9223372036849106817,0.32726666666666665,0.05060496242684331,15
-9223372036836199141,0.483,0.0,1
-9223372036845797237,0.2989285714285715,0.07660423737413923,14
-9223372036845797235,0.321,0.05171983349229373,17
-9223372036848648048,0.3327428571428571,0.06009532563573731,35
-9223372036848648038,0.34170000000000006,0.05983151343564694,30
-9223372036844224355,0.3255,0.0772188448502048,4
-9223372036844224354,0.28325,0.044667521757984274,4
-9223372036834131806,0.3500909090909092,0.13573065209213198,11
-9223372036845436765,0.31823529411764706,0.0847546836545573,17
-9223372036849106780,0.3515277777777778,0.07693557409760712,36
-9223372036848123732,0.34313333333333335,0.07762075896448206,30
-9223372036848123731,0.31475,0.04860619816443165,16
-9223372036844224332,0.3063333333333333,0.030092450142112967,3
-9223372036833836875,0.347,0.04095119045888654,6
-9223372036844224320,0.31421052631578944,0.16863213745882932,19
-9223372036848123706,0.3371379310344827,0.07792026169056596,29
-9223372036848123704,0.376,0.08064236783082267,47
-9223372036848123700,0.33376190476190476,0.07533822451161401,42
-9223372036848123695,0.3385161290322581,0.06895434252284292,31
-9223372036848123683,0.482,0.0,1
-9223372036848123682,0.31887179487179496,0.07670729564044572,39
-9223372036848647969,0.28559375,0.06470213451608456,32
-9223372036848123680,0.343625,0.04758659869122819,8
-9223372036848123678,0.3847142857142857,0.038152754200204524,7
-9223372036848123677,0.33661363636363634,0.09193184627485805,44
-9223372036844224280,0.28585714285714287,0.07293525224751171,7
-9223372036848647959,0.3304166666666666,0.07607648746126786,36
-9223372036848647958,0.325875,0.0520659137536258,8
-9223372036848123670,0.38255,0.06938730071129731,40
-9223372036849106708,0.32852380952380955,0.042829250182577494,21
-9223372036848647955,0.2936666666666667,0.030868898407440604,6
-9223372036849106707,0.2742941176470589,0.034983634334932616,17
-9223372036848123666,0.31609090909090914,0.08059404957220032,44
-9223372036848123665,0.33352272727272725,0.063236744437925,44
-9223372036848123664,0.388,0.0,1
-9223372036848123662,0.35439999999999994,0.06520920180465331,10
-9223372036848123667,0.3051818181818182,0.04221765718881611,11
-9223372036848123663,0.37083333333333335,0.074126955660917,6
-9223372036845892169,0.2910625,0.048518641713778426,16
-9223372036844224272,0.265,0.04729164831130334,8
-9223372036848647943,0.32275,0.08911614612403299,4
-9223372036845892168,0.41720000000000007,0.09447729886062577,20
-9223372036848647941,0.3404,0.07077551365644288,30
-9223372036831084293,0.309,0.0,1
-9223372036848123649,0.3358,0.09235940666764811,20
-9223372036848123648,0.2777837837837838,0.06756783783729729,37
-9223372036844224249,0.24720000000000003,0.04508392174600609,5
-9223372036845892165,0.3464,0.050859020832100185,15
-9223372036848123636,0.3509512195121951,0.07912261285098243,41
-9223372036844224243,0.3126,0.044418914889943005,5
-9223372036848123634,0.31483333333333335,0.09247146707077931,12
-9223372036844224241,0.357,0.08016649341630622,6
-9223372036845892161,0.32808333333333334,0.056822029667687464,12
-9223372036848647906,0.3160833333333333,0.05236324781965135,12
-9223372036848647905,0.2947241379310345,0.049496009279553686,29
-9223372036848647904,0.27839130434782616,0.05391760149035367,23
-9223372036848647902,0.33742857142857147,0.055223848737549576,7
-9223372036850548446,0.3627142857142857,0.07851790384676477,7
-9223372036845833544,0.3148666666666667,0.04166031951656422,15
-9223372036845892160,0.3737777777777778,0.03632194860710647,9
-9223372036848647897,0.32905,0.08117294808001002,20
-9223372036845797080,0.22025,0.08118304933913235,4
-9223372036848647891,0.30250000000000005,0.038906940254921106,12
-9223372036848647890,0.2974375,0.06921792465647897,16
-9223372036848647889,0.3889444444444445,0.23049089454712912,18
-9223372036848647886,0.27075000000000005,0.04804880331496301,12
-9223372036848615117,0.2773333333333334,0.0786186294009816,6
-9223372036848647885,0.314,0.0,1
-9223372036848647883,0.28711764705882353,0.09542159229868577,17
-9223372036848647882,0.2845,0.017499999999999988,2
-9223372036849139400,0.311,0.0,1
-9223372036844524447,0.32099999999999995,0.18108745585121752,3
-9223372036844977848,0.3522857142857143,0.03361850802210968,7
-9223372036846091958,0.33666666666666667,0.05080737041895485,12
-9223372036845833535,0.3184166666666666,0.06498135416324353,12
-9223372036849106606,0.2854285714285715,0.0586566453252854,28
-9223372036846091950,0.4213846153846153,0.16548415609102812,13
-9223372036849106604,0.25842105263157894,0.062256105842571303,19
-9223372036845469354,0.3526666666666667,0.11654350642094517,12
-9223372036845469352,0.44536363636363635,0.0938696124005602,11
-9223372036849106597,0.4120227272727272,0.12217823951401412,44
-9223372036844224154,0.3485714285714286,0.06174569306635806,7
-9223372036830756503,0.23,0.0,1
-9223372036844224147,0.31799999999999995,0.0789962024403705,5
-9223372036834983564,0.391,0.0706434710358997,4
-9223372036845796997,0.40118750000000003,0.08064987503865087,16
-9223372036845796992,0.31609090909090903,0.05427280341094096,11
-9223372036845796989,0.3366923076923077,0.06270736015613701,13
-9223372036845931218,0.365,0.0229128784747792,4
-9223372036846321275,0.37150000000000005,0.047237621205378846,14
-9223372036845833522,0.32526666666666665,0.0467467883626482,15
-9223372036848615020,0.355,0.0631316085649653,5
-9223372036846489104,0.35845454545454547,0.0708678201575602,22
-9223372036848123498,0.31255,0.06219925642642362,20
-9223372036848615017,0.38044999999999995,0.077065864687292,20
-9223372036848615016,0.38195652173913036,0.10093453679656178,23
-9223372036848123495,0.27913636363636357,0.059301460548122215,22
-9223372036848615014,0.3319090909090909,0.05247415735466978,44
-9223372036848615013,0.34886111111111107,0.06575592612827877,36
-9223372036848123492,0.33561111111111114,0.065894392687499,36
-9223372036848647779,0.355,0.0,1
-9223372036848123491,0.3088181818181818,0.08734499848491943,44
-9223372036848647777,0.32149999999999995,0.05488700514086492,6
-9223372036848615008,0.2802272727272727,0.08867608667001178,22
-9223372036848123490,0.25611764705882356,0.07525007903293968,17
-9223372036848647774,0.3153125,0.0602813391005044,16
-9223372036848647773,0.2662941176470588,0.04982648091820294,17
-9223372036848615005,0.385,0.06391071074059826,38
-9223372036848615003,0.29092857142857137,0.09917190290868987,14
-9223372036848123482,0.2953571428571428,0.05102278735949235,42
-9223372036848615001,0.34474193548387094,0.1086690648748301,31
-9223372036848647772,0.37534146341463415,0.08373378539974538,41
-9223372036848614999,0.308,0.0,1
-9223372036848614998,0.3686666666666667,0.06340522235764356,3
-9223372036848647766,0.3362631578947369,0.06416249281912714,19
-9223372036848123476,0.42500000000000004,0.032,2
-9223372036848647767,0.39960000000000007,0.10246319664477907,30
-9223372036848614995,0.3125,0.006500000000000006,2
-9223372036848614993,0.4085806451612903,0.04523827539677093,31
-9223372036848614992,0.2425,0.044167295593006375,4
-9223372036848614991,0.36709090909090913,0.13300885448683794,11
-9223372036848647758,0.3439333333333333,0.09742516216164192,45
-9223372036848614989,0.33764516129032257,0.06401993055951367,31
-9223372036848614988,0.347275,0.03994182488319731,40
-9223372036848614987,0.35275,0.04059171713539598,8
-9223372036848614986,0.347219512195122,0.06470213635222978,41
-9223372036848647757,0.31649999999999995,0.07400934625662717,30
-9223372036848647752,0.30700000000000005,0.10988175462741755,5
-9223372036848123467,0.3981470588235294,0.05304223198266097,34
-9223372036849106502,0.322923076923077,0.049003079241491845,13
-9223372036848614981,0.3167,0.078902534813528,30
-9223372036848647749,0.33925000000000005,0.11993896017002424,12
-9223372036848647747,0.34490000000000004,0.09334179128343316,10
-9223372036848614978,0.38572727272727275,0.07122064423528655,11
-9223372036848614979,0.3479375,0.0711367246487354,16
-9223372036848647750,0.40709090909090917,0.08073126525753602,11
-9223372036848647748,0.258,0.05430776494511014,6
-9223372036848614977,0.316,0.06738154589553973,22
-9223372036848647741,0.36330232558139536,0.10668461123171158,43
-9223372036848123454,0.3219375,0.08783718514245548,32
-9223372036848123457,0.31533333333333335,0.08045592306073901,15
-9223372036848614970,0.3023555555555555,0.056194960452401,45
-9223372036848614969,0.3173636363636364,0.04921617015736472,22
-9223372036848647737,0.2615,0.019500000000000017,2
-9223372036848123452,0.3201,0.09504362156399555,10
-9223372036845796925,0.3928571428571429,0.07531539127738304,7
-9223372036848647733,0.2560909090909091,0.07476807114544227,11
-9223372036848647732,0.3584761904761905,0.06978376059392603,21
-9223372036848123444,0.2516,0.11617159721722001,5
-9223372036845796919,0.3820769230769231,0.059053380725813905,13
-9223372036848123441,0.2886829268292683,0.03922321302767225,41
-9223372036830199346,0.355,0.0,1
-9223372036848123435,0.33053488372093026,0.08115026224354288,43
-9223372036848647723,0.31266666666666665,0.027475241379993146,3
-9223372036848123431,0.301,0.03454603553851833,7
-9223372036848647718,0.3471,0.08085557082436146,30
-9223372036848647717,0.244047619047619,0.06119093940903047,21
-9223372036848123428,0.34651515151515155,0.0583578932949565,33
-9223372036848647713,0.3335384615384615,0.09821140101811414,13
-9223372036830756385,0.312,0.03137939876203282,3
-9223372036845108767,0.3768,0.10670126522211439,10
-9223372036848647710,0.30230434782608695,0.08127218615224999,23
-9223372036848647709,0.28803703703703704,0.046426749538410854,27
-9223372036848647708,0.3873333333333333,0.06273931958686055,3
-9223372036849204764,0.46900000000000003,0.19,2
-9223372036848647706,0.3753571428571429,0.05443030555917638,14
-9223372036846222873,0.3632307692307692,0.07011326424069277,13
-9223372036848647704,0.40430769230769237,0.27307547128541493,13
-9223372036848647703,0.28908000000000006,0.049430290308676114,25
-9223372036848647702,0.16671428571428573,0.07954282635467384,7
-9223372036849139221,0.3431666666666667,0.08845340895384166,30
-9223372036847926807,0.27566666666666667,0.049216076867444676,3
