,idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,PagDiagnosiDiGravidanza,DataAnalisiPag,NumeroCampionePag,identifying_column
823,-9223372036723834318,-9223372036848652935,21,BZ,C4,11,30,6,2018,POSITIVA,2018-06-30,42.0,-9223372036848652935_2018-06-30
824,-9223372036723834321,-9223372036848658753,21,BZ,C4,11,30,6,2018,NEGATIVA,2018-06-30,37.0,-9223372036848658753_2018-06-30
825,-9223372036723834323,-9223372036848625997,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,23.0,-9223372036848625997_2018-06-11
826,-9223372036723834335,-9223372036848654994,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,15.0,-9223372036848654994_2018-06-11
827,-9223372036723834382,-9223372036848640418,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,139.0,-9223372036848640418_2018-06-10
828,-9223372036723834383,-9223372036848652953,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,131.0,-9223372036848652953_2018-06-10
829,-9223372036723834386,-9223372036848660788,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,121.0,-9223372036848660788_2018-06-10
830,-9223372036723834677,-9223372036848640893,21,BZ,C4,11,26,6,2018,POSITIVA,2018-06-26,331.0,-9223372036848640893_2018-06-26
831,-9223372036723834680,-9223372036848653100,21,BZ,C4,11,26,6,2018,POSITIVA,2018-06-26,308.0,-9223372036848653100_2018-06-26
832,-9223372036723834682,-9223372036848658439,21,BZ,C4,11,26,6,2018,NEGATIVA,2018-06-26,291.0,-9223372036848658439_2018-06-26
833,-9223372036723834695,-9223372036848629150,21,BZ,C4,11,15,6,2018,NEGATIVA,2018-06-15,52.0,-9223372036848629150_2018-06-15
834,-9223372036723834702,-9223372036849137348,21,BZ,C4,11,15,6,2018,POSITIVA,2018-06-15,53.0,-9223372036849137348_2018-06-15
835,-9223372036723834747,-9223372036848640896,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,130.0,-9223372036848640896_2018-06-14
836,-9223372036723834824,-9223372036848614001,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,287.0,-9223372036848614001_2018-06-21
837,-9223372036723834829,-9223372036848618653,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,284.0,-9223372036848618653_2018-06-21
838,-9223372036723834838,-9223372036848642812,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,262.0,-9223372036848642812_2018-06-21
839,-9223372036723834850,-9223372036848659708,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,229.0,-9223372036848659708_2018-06-21
840,-9223372036723834853,-9223372036848662419,21,BZ,C4,11,21,6,2018,NEGATIVA,2018-06-21,192.0,-9223372036848662419_2018-06-21
841,-9223372036723834857,-9223372036848623736,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,22.0,-9223372036848623736_2018-06-11
842,-9223372036723834974,-9223372036848629493,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,207.0,-9223372036848629493_2018-06-21
843,-9223372036723834976,-9223372036848633525,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,209.0,-9223372036848633525_2018-06-21
844,-9223372036723835032,-9223372036848645206,21,BZ,C4,11,6,6,2018,RIVEDIBILE,2018-06-06,78.0,-9223372036848645206_2018-06-06
845,-9223372036723835033,-9223372036848648885,21,BZ,C4,11,6,6,2018,POSITIVA,2018-06-06,84.0,-9223372036848648885_2018-06-06
846,-9223372036723835081,-9223372036848660920,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,58.0,-9223372036848660920_2018-06-14
847,-9223372036723835152,-9223372036848622169,21,BZ,C4,11,13,6,2018,POSITIVA,2018-06-13,61.0,-9223372036848622169_2018-06-13
848,-9223372036723835155,-9223372036848631478,21,BZ,C4,11,13,6,2018,POSITIVA,2018-06-13,57.0,-9223372036848631478_2018-06-13
849,-9223372036723835176,-9223372036848630212,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,319.0,-9223372036848630212_2018-06-14
850,-9223372036723835181,-9223372036848649540,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,301.0,-9223372036848649540_2018-06-14
851,-9223372036723835183,-9223372036848649571,21,BZ,C4,11,14,6,2018,NEGATIVA,2018-06-14,299.0,-9223372036848649571_2018-06-14
852,-9223372036723835191,-9223372036848657317,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,281.0,-9223372036848657317_2018-06-14
853,-9223372036723835208,-9223372036848652742,21,BZ,C4,11,3,6,2018,POSITIVA,2018-06-03,68.0,-9223372036848652742_2018-06-03
854,-9223372036723835219,-9223372036848634278,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,61.0,-9223372036848634278_2018-06-02
855,-9223372036723835221,-9223372036848649578,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,54.0,-9223372036848649578_2018-06-02
856,-9223372036723835241,-9223372036849156038,21,BZ,C4,11,8,6,2018,POSITIVA,2018-06-08,102.0,-9223372036849156038_2018-06-08
857,-9223372036723835294,-9223372036848623323,21,BZ,C4,11,7,6,2018,POSITIVA,2018-06-07,120.0,-9223372036848623323_2018-06-07
858,-9223372036723835430,-9223372036848641329,21,BZ,C4,11,5,6,2018,POSITIVA,2018-06-05,12.0,-9223372036848641329_2018-06-05
859,-9223372036723835481,-9223372036848631108,21,BZ,C4,11,15,6,2018,POSITIVA,2018-06-15,45.0,-9223372036848631108_2018-06-15
860,-9223372036723835513,-9223372036848631112,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,62.0,-9223372036848631112_2018-06-28
861,-9223372036723835514,-9223372036848639905,21,BZ,C4,11,28,6,2018,POSITIVA,2018-06-28,61.0,-9223372036848639905_2018-06-28
862,-9223372036723835520,-9223372036848638690,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,12.0,-9223372036848638690_2018-06-04
863,-9223372036723835524,-9223372036848632635,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,7.0,-9223372036848632635_2018-06-04
864,-9223372036723835568,-9223372036848648366,21,BZ,C4,11,3,6,2018,NEGATIVA,2018-06-03,38.0,-9223372036848648366_2018-06-03
865,-9223372036723835569,-9223372036848657691,21,BZ,C4,11,3,6,2018,NEGATIVA,2018-06-03,32.0,-9223372036848657691_2018-06-03
866,-9223372036723835610,-9223372036848618096,21,BZ,C4,11,6,6,2018,POSITIVA,2018-06-06,40.0,-9223372036848618096_2018-06-06
867,-9223372036723835648,-9223372036848626517,21,BZ,C4,11,17,6,2018,POSITIVA,2018-06-17,80.0,-9223372036848626517_2018-06-17
868,-9223372036723835658,-9223372036848618110,21,BZ,C4,11,7,6,2018,POSITIVA,2018-06-07,64.0,-9223372036848618110_2018-06-07
869,-9223372036723835707,-9223372036848638712,21,BZ,C4,11,6,6,2018,NEGATIVA,2018-06-06,130.0,-9223372036848638712_2018-06-06
870,-9223372036723835716,-9223372036848659818,21,BZ,C4,11,14,6,2018,POSITIVA,2018-06-14,89.0,-9223372036848659818_2018-06-14
871,-9223372036723835748,-9223372036848618500,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,17.0,-9223372036848618500_2018-06-04
872,-9223372036723835754,-9223372036848644621,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,16.0,-9223372036848644621_2018-06-04
873,-9223372036723835756,-9223372036848648341,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,15.0,-9223372036848648341_2018-06-04
874,-9223372036723835937,-9223372036848622140,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,54.0,-9223372036848622140_2018-06-21
875,-9223372036723836014,-9223372036848618471,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,101.0,-9223372036848618471_2018-06-21
876,-9223372036723836018,-9223372036848627075,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,99.0,-9223372036848627075_2018-06-21
877,-9223372036723836019,-9223372036848627076,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,100.0,-9223372036848627076_2018-06-21
878,-9223372036723836198,-9223372036848643352,21,BZ,C4,11,29,6,2018,POSITIVA,2018-06-29,101.0,-9223372036848643352_2018-06-29
879,-9223372036723836243,-9223372036848619103,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,78.0,-9223372036848619103_2018-06-12
880,-9223372036723836245,-9223372036848643351,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,72.0,-9223372036848643351_2018-06-12
881,-9223372036723836626,-9223372036848640629,21,BZ,C4,11,7,6,2018,NEGATIVA,2018-06-07,23.0,-9223372036848640629_2018-06-07
882,-9223372036723836632,-9223372036848618393,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,52.0,-9223372036848618393_2018-06-11
883,-9223372036723836674,-9223372036848640303,21,BZ,C4,11,26,6,2018,POSITIVA,2018-06-26,51.0,-9223372036848640303_2018-06-26
884,-9223372036723836694,-9223372036848632295,21,BZ,C4,11,25,6,2018,NEGATIVA,2018-06-25,64.0,-9223372036848632295_2018-06-25
885,-9223372036723836777,-9223372036848618920,21,BZ,C4,11,21,6,2018,NEGATIVA,2018-06-21,83.0,-9223372036848618920_2018-06-21
886,-9223372036723836781,-9223372036848630191,21,BZ,C4,11,21,6,2018,POSITIVA,2018-06-21,79.0,-9223372036848630191_2018-06-21
887,-9223372036723836844,-9223372036848633051,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,22.0,-9223372036848633051_2018-06-02
888,-9223372036723836861,-9223372036848623365,21,BZ,C4,11,27,6,2018,POSITIVA,2018-06-27,27.0,-9223372036848623365_2018-06-27
889,-9223372036723837021,-9223372036848622406,21,BZ,C4,11,5,6,2018,POSITIVA,2018-06-05,72.0,-9223372036848622406_2018-06-05
890,-9223372036723837124,-9223372036848653906,21,BZ,C4,11,7,6,2018,POSITIVA,2018-06-07,68.0,-9223372036848653906_2018-06-07
891,-9223372036723837126,-9223372036848660448,21,BZ,C4,11,7,6,2018,POSITIVA,2018-06-07,65.0,-9223372036848660448_2018-06-07
892,-9223372036723837162,-9223372036848648720,21,BZ,C4,11,26,6,2018,POSITIVA,2018-06-26,135.0,-9223372036848648720_2018-06-26
893,-9223372036723837204,-9223372036848660664,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,6.0,-9223372036848660664_2018-06-10
894,-9223372036723837211,-9223372036848647713,21,BZ,C4,11,10,6,2018,NEGATIVA,2018-06-10,16.0,-9223372036848647713_2018-06-10
895,-9223372036723837213,-9223372036848660674,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,10.0,-9223372036848660674_2018-06-10
896,-9223372036723837289,-9223372036848629719,21,BZ,C4,11,4,6,2018,NEGATIVA,2018-06-04,58.0,-9223372036848629719_2018-06-04
897,-9223372036723837297,-9223372036848639083,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,53.0,-9223372036848639083_2018-06-04
898,-9223372036723837563,-9223372036848638931,21,BZ,C4,11,19,6,2018,POSITIVA,2018-06-19,161.0,-9223372036848638931_2018-06-19
899,-9223372036723837639,-9223372036848643073,21,BZ,C4,11,23,6,2018,POSITIVA,2018-06-23,124.0,-9223372036848643073_2018-06-23
900,-9223372036723837641,-9223372036848652317,21,BZ,C4,11,23,6,2018,RIVEDIBILE,2018-06-23,115.0,-9223372036848652317_2018-06-23
901,-9223372036723837739,-9223372036848631795,21,BZ,C4,11,9,6,2018,POSITIVA,2018-06-09,37.0,-9223372036848631795_2018-06-09
902,-9223372036723837743,-9223372036848649857,21,BZ,C4,11,9,6,2018,NEGATIVA,2018-06-09,29.0,-9223372036848649857_2018-06-09
903,-9223372036723837852,-9223372036848623155,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,123.0,-9223372036848623155_2018-06-12
904,-9223372036723837855,-9223372036848620833,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,108.0,-9223372036848620833_2018-06-02
905,-9223372036723837860,-9223372036848643495,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,101.0,-9223372036848643495_2018-06-02
906,-9223372036723837868,-9223372036848640597,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,121.0,-9223372036848640597_2018-06-02
907,-9223372036723837869,-9223372036848645589,21,BZ,C4,11,2,6,2018,POSITIVA,2018-06-02,116.0,-9223372036848645589_2018-06-02
908,-9223372036723837879,-9223372036848615969,21,BZ,C4,11,9,6,2018,POSITIVA,2018-06-09,104.0,-9223372036848615969_2018-06-09
909,-9223372036723837886,-9223372036848620862,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,146.0,-9223372036848620862_2018-06-04
910,-9223372036723837900,-9223372036848653079,21,BZ,C4,11,4,6,2018,POSITIVA,2018-06-04,129.0,-9223372036848653079_2018-06-04
911,-9223372036723837908,-9223372036848643487,21,BZ,C4,11,11,6,2018,NEGATIVA,2018-06-11,75.0,-9223372036848643487_2018-06-11
912,-9223372036723837944,-9223372036848634619,21,BZ,C4,11,10,6,2018,POSITIVA,2018-06-10,27.0,-9223372036848634619_2018-06-10
913,-9223372036723837951,-9223372036848629116,21,BZ,C4,11,11,6,2018,POSITIVA,2018-06-11,100.0,-9223372036848629116_2018-06-11
914,-9223372036723838067,-9223372036848661889,21,BZ,C4,11,3,6,2018,POSITIVA,2018-06-03,77.0,-9223372036848661889_2018-06-03
915,-9223372036723838276,-9223372036848642854,21,BZ,C4,11,23,6,2018,RIVEDIBILE,2018-06-23,130.0,-9223372036848642854_2018-06-23
916,-9223372036723839737,-9223372036848649535,21,BZ,C4,11,12,6,2018,POSITIVA,2018-06-12,80.0,-9223372036848649535_2018-06-12
917,-9223372036723846673,-9223372036848631007,36,MO,C4,11,28,6,2018,NEGATIVA,2018-06-28,6.0,-9223372036848631007_2018-06-28
918,-9223372036723849412,-9223372036849053038,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031231.0,-9223372036849053038_2018-06-25
919,-9223372036723849418,-9223372036849081749,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031297.0,-9223372036849081749_2018-06-25
920,-9223372036723849420,-9223372036849088245,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031024.0,-9223372036849088245_2018-06-25
921,-9223372036723849423,-9223372036850028521,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031379.0,-9223372036850028521_2018-06-25
922,-9223372036723849424,-9223372036850028546,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031312.0,-9223372036850028546_2018-06-25
923,-9223372036723849426,-9223372036850034575,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031326.0,-9223372036850034575_2018-06-25
924,-9223372036723849429,-9223372036850034829,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76031486.0,-9223372036850034829_2018-06-25
925,-9223372036723849431,-9223372036850034885,1,TO,C4,11,25,6,2018,POSITIVA,2018-06-25,76030981.0,-9223372036850034885_2018-06-25
926,-9223372036723865504,-9223372036850528036,16,BG,C4,11,13,6,2018,NEGATIVA,2018-06-13,11455494.0,-9223372036850528036_2018-06-13
927,-9223372036723822861,-9223372036848635986,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,68.0,-9223372036848635986_2018-10-26
928,-9223372036723822872,-9223372036848641652,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,56.0,-9223372036848641652_2018-10-26
929,-9223372036723822873,-9223372036848642059,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,65.0,-9223372036848642059_2018-10-26
930,-9223372036723822875,-9223372036848642554,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,45.0,-9223372036848642554_2018-10-26
931,-9223372036723822916,-9223372036849114884,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,57.0,-9223372036849114884_2018-10-26
932,-9223372036723822917,-9223372036849119466,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,29.0,-9223372036849119466_2018-10-26
933,-9223372036723822919,-9223372036849127520,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,27.0,-9223372036849127520_2018-10-26
934,-9223372036723825975,-9223372036848640663,21,BZ,C4,11,3,10,2018,NEGATIVA,2018-10-03,2.0,-9223372036848640663_2018-10-03
935,-9223372036723827032,-9223372036848625615,21,BZ,C4,11,18,10,2018,NEGATIVA,2018-10-18,65.0,-9223372036848625615_2018-10-18
936,-9223372036723827079,-9223372036848617508,21,BZ,C4,11,23,10,2018,POSITIVA,2018-10-23,55.0,-9223372036848617508_2018-10-23
937,-9223372036723828366,-9223372036848620508,21,BZ,C4,11,10,10,2018,POSITIVA,2018-10-10,22.0,-9223372036848620508_2018-10-10
938,-9223372036723828369,-9223372036848630449,21,BZ,C4,11,10,10,2018,NEGATIVA,2018-10-10,19.0,-9223372036848630449_2018-10-10
939,-9223372036723828373,-9223372036848636159,21,BZ,C4,11,10,10,2018,NEGATIVA,2018-10-10,17.0,-9223372036848636159_2018-10-10
940,-9223372036723828702,-9223372036849146634,21,BZ,C4,11,24,10,2018,POSITIVA,2018-10-24,78.0,-9223372036849146634_2018-10-24
941,-9223372036723828708,-9223372036848628908,21,BZ,C4,11,23,10,2018,POSITIVA,2018-10-23,9.0,-9223372036848628908_2018-10-23
942,-9223372036723829243,-9223372036848656629,21,BZ,C4,11,22,10,2018,NEGATIVA,2018-10-22,36.0,-9223372036848656629_2018-10-22
943,-9223372036723829727,-9223372036848646662,21,BZ,C4,11,5,10,2018,NEGATIVA,2018-10-05,121.0,-9223372036848646662_2018-10-05
944,-9223372036723829942,-9223372036848625536,21,BZ,C4,11,1,10,2018,POSITIVA,2018-10-01,36.0,-9223372036848625536_2018-10-01
945,-9223372036723829998,-9223372036848658407,21,BZ,C4,11,31,10,2018,POSITIVA,2018-10-31,175.0,-9223372036848658407_2018-10-31
946,-9223372036723830001,-9223372036849155477,21,BZ,C4,11,31,10,2018,NEGATIVA,2018-10-31,172.0,-9223372036849155477_2018-10-31
947,-9223372036723830914,-9223372036848619442,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,34.0,-9223372036848619442_2018-10-02
948,-9223372036723830918,-9223372036848651948,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,32.0,-9223372036848651948_2018-10-02
949,-9223372036723830919,-9223372036848662074,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,27.0,-9223372036848662074_2018-10-02
950,-9223372036723831495,-9223372036848630327,21,BZ,C4,11,1,10,2018,POSITIVA,2018-10-01,29.0,-9223372036848630327_2018-10-01
951,-9223372036723831505,-9223372036848642994,21,BZ,C4,11,28,10,2018,POSITIVA,2018-10-28,77.0,-9223372036848642994_2018-10-28
952,-9223372036723831609,-9223372036848615818,21,BZ,C4,11,15,10,2018,POSITIVA,2018-10-15,201.0,-9223372036848615818_2018-10-15
953,-9223372036723831635,-9223372036848656806,21,BZ,C4,11,15,10,2018,POSITIVA,2018-10-15,405301.0,-9223372036848656806_2018-10-15
954,-9223372036723831678,-9223372036848633569,21,BZ,C4,11,9,10,2018,RIVEDIBILE,2018-10-09,95.0,-9223372036848633569_2018-10-09
955,-9223372036723831969,-9223372036848607243,21,BZ,C4,11,30,10,2018,POSITIVA,2018-10-30,242.0,-9223372036848607243_2018-10-30
956,-9223372036723831976,-9223372036848640058,21,BZ,C4,11,30,10,2018,POSITIVA,2018-10-30,224.0,-9223372036848640058_2018-10-30
957,-9223372036723831980,-9223372036848648736,21,BZ,C4,11,30,10,2018,POSITIVA,2018-10-30,244.0,-9223372036848648736_2018-10-30
958,-9223372036723832264,-9223372036848620244,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,46.0,-9223372036848620244_2018-10-02
959,-9223372036723832265,-9223372036848636526,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,41.0,-9223372036848636526_2018-10-02
960,-9223372036723832266,-9223372036848636812,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,40.0,-9223372036848636812_2018-10-02
961,-9223372036723832282,-9223372036848639306,21,BZ,C4,11,5,10,2018,POSITIVA,2018-10-05,208.0,-9223372036848639306_2018-10-05
962,-9223372036723832287,-9223372036848662556,21,BZ,C4,11,5,10,2018,POSITIVA,2018-10-05,126.0,-9223372036848662556_2018-10-05
963,-9223372036723832322,-9223372036848639325,21,BZ,C4,11,2,10,2018,POSITIVA,2018-10-02,80.0,-9223372036848639325_2018-10-02
964,-9223372036723832461,-9223372036848622131,21,BZ,C4,11,17,10,2018,POSITIVA,2018-10-17,89.0,-9223372036848622131_2018-10-17
965,-9223372036723832463,-9223372036848622156,21,BZ,C4,11,17,10,2018,NEGATIVA,2018-10-17,91.0,-9223372036848622156_2018-10-17
966,-9223372036723832466,-9223372036848657116,21,BZ,C4,11,17,10,2018,RIVEDIBILE,2018-10-17,56.0,-9223372036848657116_2018-10-17
967,-9223372036723832470,-9223372036848610549,21,BZ,C4,11,13,10,2018,NEGATIVA,2018-10-13,183.0,-9223372036848610549_2018-10-13
968,-9223372036723832479,-9223372036848635950,21,BZ,C4,11,13,10,2018,POSITIVA,2018-10-13,168114.0,-9223372036848635950_2018-10-13
969,-9223372036723832502,-9223372036848662076,21,BZ,C4,11,13,10,2018,NEGATIVA,2018-10-13,197.0,-9223372036848662076_2018-10-13
970,-9223372036723832548,-9223372036848656124,21,BZ,C4,11,19,10,2018,POSITIVA,2018-10-19,143.0,-9223372036848656124_2018-10-19
971,-9223372036723832596,-9223372036848647902,21,BZ,C4,11,23,10,2018,POSITIVA,2018-10-23,100.0,-9223372036848647902_2018-10-23
972,-9223372036723832650,-9223372036848614986,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,192.0,-9223372036848614986_2018-10-18
973,-9223372036723832651,-9223372036848617071,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,193.0,-9223372036848617071_2018-10-18
974,-9223372036723832665,-9223372036848639315,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,185.0,-9223372036848639315_2018-10-18
975,-9223372036723832682,-9223372036848662379,21,BZ,C4,11,18,10,2018,NEGATIVA,2018-10-18,124.0,-9223372036848662379_2018-10-18
976,-9223372036723832684,-9223372036848662539,21,BZ,C4,11,18,10,2018,NEGATIVA,2018-10-18,107.0,-9223372036848662539_2018-10-18
977,-9223372036723832685,-9223372036849110281,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,180.0,-9223372036849110281_2018-10-18
978,-9223372036723832700,-9223372036849105758,21,BZ,C4,11,19,10,2018,POSITIVA,2018-10-19,163.0,-9223372036849105758_2018-10-19
979,-9223372036723832703,-9223372036848613549,21,BZ,C4,11,31,10,2018,RIVEDIBILE,2018-10-31,227.0,-9223372036848613549_2018-10-31
980,-9223372036723832711,-9223372036848634423,21,BZ,C4,11,29,10,2018,POSITIVA,2018-10-29,272.0,-9223372036848634423_2018-10-29
981,-9223372036723832754,-9223372036848623759,21,BZ,C4,11,23,10,2018,POSITIVA,2018-10-23,78.0,-9223372036848623759_2018-10-23
982,-9223372036723832757,-9223372036848631125,21,BZ,C4,11,23,10,2018,POSITIVA,2018-10-23,77.0,-9223372036848631125_2018-10-23
983,-9223372036723833216,-9223372036848651139,21,BZ,C4,11,14,10,2018,POSITIVA,2018-10-14,132.0,-9223372036848651139_2018-10-14
984,-9223372036723833255,-9223372036848627134,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,72.0,-9223372036848627134_2018-10-26
985,-9223372036723833261,-9223372036848627143,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,71.0,-9223372036848627143_2018-10-26
986,-9223372036723833270,-9223372036848657788,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,54.0,-9223372036848657788_2018-10-26
987,-9223372036723833286,-9223372036848636800,21,BZ,C4,11,31,10,2018,POSITIVA,2018-10-31,78.0,-9223372036848636800_2018-10-31
988,-9223372036723833290,-9223372036848626504,21,BZ,C4,11,31,10,2018,POSITIVA,2018-10-31,49.0,-9223372036848626504_2018-10-31
989,-9223372036723833298,-9223372036848648140,21,BZ,C4,11,29,10,2018,POSITIVA,2018-10-29,30.0,-9223372036848648140_2018-10-29
990,-9223372036723833435,-9223372036848646424,21,BZ,C4,11,15,10,2018,POSITIVA,2018-10-15,46.0,-9223372036848646424_2018-10-15
991,-9223372036723833461,-9223372036848618070,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,64.0,-9223372036848618070_2018-10-18
992,-9223372036723833514,-9223372036848622493,21,BZ,C4,11,14,10,2018,POSITIVA,2018-10-14,55.0,-9223372036848622493_2018-10-14
993,-9223372036723833516,-9223372036848646429,21,BZ,C4,11,14,10,2018,POSITIVA,2018-10-14,49.0,-9223372036848646429_2018-10-14
994,-9223372036723833534,-9223372036848654234,21,BZ,C4,11,13,10,2018,POSITIVA,2018-10-13,116.0,-9223372036848654234_2018-10-13
995,-9223372036723833536,-9223372036848618889,21,BZ,C4,11,16,10,2018,NEGATIVA,2018-10-16,48.0,-9223372036848618889_2018-10-16
996,-9223372036723833539,-9223372036848632808,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,46.0,-9223372036848632808_2018-10-16
997,-9223372036723833548,-9223372036848657028,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,35.0,-9223372036848657028_2018-10-16
998,-9223372036723833593,-9223372036848658006,21,BZ,C4,11,18,10,2018,POSITIVA,2018-10-18,62.0,-9223372036848658006_2018-10-18
999,-9223372036723833596,-9223372036848623794,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,144.0,-9223372036848623794_2018-10-16
1000,-9223372036723833599,-9223372036848636168,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,142.0,-9223372036848636168_2018-10-16
1001,-9223372036723833601,-9223372036848640404,21,BZ,C4,11,16,10,2018,NEGATIVA,2018-10-16,138.0,-9223372036848640404_2018-10-16
1002,-9223372036723833603,-9223372036848645607,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,134.0,-9223372036848645607_2018-10-16
1003,-9223372036723833660,-9223372036848640388,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,59.0,-9223372036848640388_2018-10-16
1004,-9223372036723833664,-9223372036848650578,21,BZ,C4,11,16,10,2018,POSITIVA,2018-10-16,48.0,-9223372036848650578_2018-10-16
1005,-9223372036723833719,-9223372036848630601,21,BZ,C4,11,5,10,2018,POSITIVA,2018-10-05,65.0,-9223372036848630601_2018-10-05
1006,-9223372036723833723,-9223372036848642057,21,BZ,C4,11,5,10,2018,NEGATIVA,2018-10-05,61.0,-9223372036848642057_2018-10-05
1007,-9223372036723833726,-9223372036848649372,21,BZ,C4,11,5,10,2018,NEGATIVA,2018-10-05,59.0,-9223372036848649372_2018-10-05
1008,-9223372036723833862,-9223372036848616430,21,BZ,C4,11,26,10,2018,NEGATIVA,2018-10-26,74.0,-9223372036848616430_2018-10-26
1009,-9223372036723834073,-9223372036848642439,21,BZ,C4,11,12,10,2018,POSITIVA,2018-10-12,89.0,-9223372036848642439_2018-10-12
1010,-9223372036723834231,-9223372036848638330,21,BZ,C4,11,20,10,2018,POSITIVA,2018-10-20,83.0,-9223372036848638330_2018-10-20
1011,-9223372036723834326,-9223372036848633350,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,19.0,-9223372036848633350_2018-10-26
1012,-9223372036723834328,-9223372036848645095,21,BZ,C4,11,26,10,2018,NEGATIVA,2018-10-26,16.0,-9223372036848645095_2018-10-26
1013,-9223372036723834333,-9223372036848654361,21,BZ,C4,11,26,10,2018,POSITIVA,2018-10-26,12.0,-9223372036848654361_2018-10-26
