,idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,GoodSeparationGose,CelluleSomaticheDifferenzialiDscc,DataAnalisiDscc,NumeroCampioneDscc,full_date,identifying_column
2484,-9223372036378354750,-9223372036849533602,76,PZ,C4,11,23,4,2020,1.0,78.8,2020-04-23,22468934,2020-04-23,-9223372036849533602_2020-04-23
2485,-9223372036392933302,-9223372036848125552,25,BL,C4,11,17,4,2020,1.0,41.2,2020-04-17,21681908,2020-04-17,-9223372036848125552_2020-04-17
2486,-9223372036392933418,-9223372036849356984,25,BL,C4,11,17,4,2020,1.0,69.7,2020-04-17,21681630,2020-04-17,-9223372036849356984_2020-04-17
2487,-9223372036393027810,-9223372036850069415,25,BL,C4,11,17,4,2020,0.0,51.7,2020-04-17,18691545,2020-04-17,-9223372036850069415_2020-04-17
2488,-9223372036393028339,-9223372036850069377,25,BL,C4,11,17,4,2020,0.0,82.6,2020-04-17,18690650,2020-04-17,-9223372036850069377_2020-04-17
2489,-9223372036393028477,-9223372036850069362,25,BL,C4,11,17,4,2020,0.0,81.0,2020-04-17,18690586,2020-04-17,-9223372036850069362_2020-04-17
2490,-9223372036393079131,-9223372036849436169,14,SO,C4,11,16,4,2020,1.0,79.5,2020-04-16,22073470,2020-04-16,-9223372036849436169_2020-04-16
2491,-9223372036393081074,-9223372036849322131,14,SO,C4,11,18,4,2020,1.0,62.1,2020-04-18,17454846,2020-04-18,-9223372036849322131_2020-04-18
2492,-9223372036393081154,-9223372036849436170,14,SO,C4,11,16,4,2020,1.0,74.8,2020-04-16,17454765,2020-04-16,-9223372036849436170_2020-04-16
2493,-9223372036393081901,-9223372036849360022,14,SO,C4,11,18,4,2020,1.0,94.3,2020-04-18,17454333,2020-04-18,-9223372036849360022_2020-04-18
2494,-9223372036393082012,-9223372036849322133,14,SO,C4,11,18,4,2020,1.0,59.9,2020-04-18,17454288,2020-04-18,-9223372036849322133_2020-04-18
2495,-9223372036393082060,-9223372036849284476,14,SO,C4,11,18,4,2020,1.0,68.0,2020-04-18,17454274,2020-04-18,-9223372036849284476_2020-04-18
2496,-9223372036393082076,-9223372036849284474,14,SO,C4,11,18,4,2020,1.0,63.9,2020-04-18,17454268,2020-04-18,-9223372036849284474_2020-04-18
2497,-9223372036393082313,-9223372036849322132,14,SO,C4,11,18,4,2020,1.0,72.3,2020-04-18,17454207,2020-04-18,-9223372036849322132_2020-04-18
2498,-9223372036393082457,-9223372036849360019,14,SO,C4,11,18,4,2020,1.0,77.7,2020-04-18,17454157,2020-04-18,-9223372036849360019_2020-04-18
2499,-9223372036393082649,-9223372036849422922,14,SO,C4,11,18,4,2020,1.0,87.8,2020-04-18,17454117,2020-04-18,-9223372036849422922_2020-04-18
2500,-9223372036401766435,-9223372036849456813,23,VR,C4,11,16,4,2020,1.0,85.4,2020-04-16,21433595,2020-04-16,-9223372036849456813_2020-04-16
2501,-9223372036401766711,-9223372036849920164,23,VR,C4,11,16,4,2020,1.0,37.0,2020-04-16,21433501,2020-04-16,-9223372036849920164_2020-04-16
2502,-9223372036401766734,-9223372036849608641,23,VR,C4,11,16,4,2020,1.0,86.0,2020-04-16,21433497,2020-04-16,-9223372036849608641_2020-04-16
2503,-9223372036401766837,-9223372036849920515,23,VR,C4,11,16,4,2020,1.0,68.8,2020-04-16,21433480,2020-04-16,-9223372036849920515_2020-04-16
2504,-9223372036401767322,-9223372036849920684,23,VR,C4,11,16,4,2020,1.0,63.1,2020-04-16,21433218,2020-04-16,-9223372036849920684_2020-04-16
2505,-9223372036401767437,-9223372036849920248,23,VR,C4,11,16,4,2020,1.0,59.4,2020-04-16,21433178,2020-04-16,-9223372036849920248_2020-04-16
2506,-9223372036401847719,-9223372036849960620,28,PD,C4,11,16,4,2020,0.0,55.2,2020-04-16,21430928,2020-04-16,-9223372036849960620_2020-04-16
2507,-9223372036401848110,-9223372036849960634,28,PD,C4,11,16,4,2020,0.0,35.5,2020-04-16,21430459,2020-04-16,-9223372036849960634_2020-04-16
2508,-9223372036401848156,-9223372036849960645,28,PD,C4,11,16,4,2020,0.0,48.8,2020-04-16,21430417,2020-04-16,-9223372036849960645_2020-04-16
2509,-9223372036401848248,-9223372036849960657,28,PD,C4,11,16,4,2020,0.0,50.4,2020-04-16,21430336,2020-04-16,-9223372036849960657_2020-04-16
2510,-9223372036401848317,-9223372036849960689,28,PD,C4,11,16,4,2020,0.0,71.8,2020-04-16,21430294,2020-04-16,-9223372036849960689_2020-04-16
2511,-9223372036401848363,-9223372036849960700,28,PD,C4,11,16,4,2020,0.0,52.2,2020-04-16,21430263,2020-04-16,-9223372036849960700_2020-04-16
2512,-9223372036401852733,-9223372036849884268,25,BL,C4,11,16,4,2020,1.0,51.8,2020-04-16,21682216,2020-04-16,-9223372036849884268_2020-04-16
2513,-9223372036401853147,-9223372036849404185,25,BL,C4,11,16,4,2020,1.0,69.1,2020-04-16,21681880,2020-04-16,-9223372036849404185_2020-04-16
2514,-9223372036401926218,-9223372036849751679,25,BL,C4,11,15,4,2020,0.0,93.2,2020-04-15,20636716,2020-04-15,-9223372036849751679_2020-04-15
2515,-9223372036402301137,-9223372036849800306,25,BL,C4,11,15,4,2020,0.0,50.7,2020-04-15,21686426,2020-04-15,-9223372036849800306_2020-04-15
2516,-9223372036402301160,-9223372036849800384,25,BL,C4,11,15,4,2020,0.0,58.0,2020-04-15,21686015,2020-04-15,-9223372036849800384_2020-04-15
2517,-9223372036402301183,-9223372036849516329,25,BL,C4,11,15,4,2020,0.0,73.9,2020-04-15,21685712,2020-04-15,-9223372036849516329_2020-04-15
2518,-9223372036402504653,-9223372036849453948,17,BS,C4,11,14,4,2020,1.0,66.4,2020-04-14,81323953,2020-04-14,-9223372036849453948_2020-04-14
2519,-9223372036402551628,-9223372036849609926,30,UD,C4,11,15,4,2020,1.0,66.5,2020-04-15,19,2020-04-15,-9223372036849609926_2020-04-15
2520,-9223372036402551642,-9223372036849609924,30,UD,C4,11,15,4,2020,1.0,82.8,2020-04-15,18,2020-04-15,-9223372036849609924_2020-04-15
2521,-9223372036402736152,-9223372036849274303,16,BG,C4,11,14,4,2020,1.0,84.5,2020-04-14,22085302,2020-04-14,-9223372036849274303_2020-04-14
2522,-9223372036402759638,-9223372036850246335,18,PV,C4,11,15,4,2020,1.0,77.4,2020-04-15,20520240,2020-04-15,-9223372036850246335_2020-04-15
2523,-9223372036402804207,-9223372036848127699,14,SO,C4,11,10,4,2020,1.0,79.9,2020-04-10,81408332,2020-04-10,-9223372036848127699_2020-04-10
2524,-9223372036402804365,-9223372036848169303,14,SO,C4,11,10,4,2020,1.0,60.3,2020-04-10,81408148,2020-04-10,-9223372036848169303_2020-04-10
2525,-9223372036402804744,-9223372036848630449,14,SO,C4,11,10,4,2020,1.0,73.8,2020-04-10,81407968,2020-04-10,-9223372036848630449_2020-04-10
2526,-9223372036402805941,-9223372036848630208,14,SO,C4,11,10,4,2020,1.0,80.6,2020-04-10,81407774,2020-04-10,-9223372036848630208_2020-04-10
2527,-9223372036402805988,-9223372036849125932,14,SO,C4,11,10,4,2020,1.0,74.4,2020-04-10,81407768,2020-04-10,-9223372036849125932_2020-04-10
2528,-9223372036402807887,-9223372036850369988,14,SO,C4,11,11,4,2020,1.0,56.2,2020-04-11,81726943,2020-04-11,-9223372036850369988_2020-04-11
2529,-9223372036402809353,-9223372036850369970,14,SO,C4,11,11,4,2020,1.0,79.1,2020-04-11,81407478,2020-04-11,-9223372036850369970_2020-04-11
2530,-9223372036402818011,-9223372036850263074,14,SO,C4,11,12,4,2020,1.0,57.3,2020-04-12,22072810,2020-04-12,-9223372036850263074_2020-04-12
2531,-9223372036402818699,-9223372036850263161,14,SO,C4,11,12,4,2020,0.0,87.7,2020-04-12,22072732,2020-04-12,-9223372036850263161_2020-04-12
2532,-9223372036402820863,-9223372036850263113,14,SO,C4,11,12,4,2020,1.0,85.7,2020-04-12,20340783,2020-04-12,-9223372036850263113_2020-04-12
2533,-9223372036402821167,-9223372036850079467,14,SO,C4,11,9,4,2020,1.0,90.6,2020-04-09,20339269,2020-04-09,-9223372036850079467_2020-04-09
2534,-9223372036402824382,-9223372036850079368,14,SO,C4,11,9,4,2020,1.0,91.5,2020-04-09,17454312,2020-04-09,-9223372036850079368_2020-04-09
2535,-9223372036402824654,-9223372036850079371,14,SO,C4,11,9,4,2020,1.0,69.0,2020-04-09,17454219,2020-04-09,-9223372036850079371_2020-04-09
2536,-9223372036402906043,-9223372036850151861,17,BS,C4,11,9,4,2020,1.0,87.1,2020-04-09,81098756,2020-04-09,-9223372036850151861_2020-04-09
2537,-9223372036402912057,-9223372036850244244,13,CO,C4,11,10,4,2020,1.0,63.1,2020-04-10,19430777,2020-04-10,-9223372036850244244_2020-04-10
2538,-9223372036403087288,-9223372036850262291,14,SO,C4,11,8,4,2020,1.0,67.4,2020-04-08,20344091,2020-04-08,-9223372036850262291_2020-04-08
2539,-9223372036403087304,-9223372036850262300,14,SO,C4,11,8,4,2020,1.0,64.7,2020-04-08,20343892,2020-04-08,-9223372036850262300_2020-04-08
2540,-9223372036403087320,-9223372036848634028,14,SO,C4,11,8,4,2020,1.0,83.0,2020-04-08,20334424,2020-04-08,-9223372036848634028_2020-04-08
2541,-9223372036403106828,-9223372036849470452,14,SO,C4,11,9,4,2020,1.0,77.8,2020-04-09,81735259,2020-04-09,-9223372036849470452_2020-04-09
2542,-9223372036403108276,-9223372036850256752,14,SO,C4,11,6,4,2020,1.0,70.3,2020-04-06,81412336,2020-04-06,-9223372036850256752_2020-04-06
2543,-9223372036403117556,-9223372036850262308,14,SO,C4,11,8,4,2020,1.0,61.7,2020-04-08,20344285,2020-04-08,-9223372036850262308_2020-04-08
2544,-9223372036403117572,-9223372036850262282,14,SO,C4,11,8,4,2020,1.0,71.6,2020-04-08,20344279,2020-04-08,-9223372036850262282_2020-04-08
2545,-9223372036403118036,-9223372036849656534,14,SO,C4,11,8,4,2020,1.0,68.4,2020-04-08,20343870,2020-04-08,-9223372036849656534_2020-04-08
2546,-9223372036403208721,-9223372036850280356,13,CO,C4,11,7,4,2020,1.0,84.4,2020-04-07,81729717,2020-04-07,-9223372036850280356_2020-04-07
2547,-9223372036403209560,-9223372036850280161,13,CO,C4,11,7,4,2020,1.0,60.4,2020-04-07,81729585,2020-04-07,-9223372036850280161_2020-04-07
2548,-9223372036403210144,-9223372036850280134,13,CO,C4,11,7,4,2020,1.0,84.1,2020-04-07,81729509,2020-04-07,-9223372036850280134_2020-04-07
2549,-9223372036403210352,-9223372036850280363,13,CO,C4,11,7,4,2020,1.0,57.3,2020-04-07,81729481,2020-04-07,-9223372036850280363_2020-04-07
2550,-9223372036403210384,-9223372036850280171,13,CO,C4,11,7,4,2020,1.0,75.7,2020-04-07,81729479,2020-04-07,-9223372036850280171_2020-04-07
2551,-9223372036403213771,-9223372036850280368,13,CO,C4,11,7,4,2020,1.0,73.2,2020-04-07,22077889,2020-04-07,-9223372036850280368_2020-04-07
2552,-9223372036403215517,-9223372036850152072,97,LC,C4,11,6,4,2020,1.0,85.6,2020-04-06,19533565,2020-04-06,-9223372036850152072_2020-04-06
2553,-9223372036403215613,-9223372036850152065,97,LC,C4,11,6,4,2020,1.0,83.8,2020-04-06,19533488,2020-04-06,-9223372036850152065_2020-04-06
2554,-9223372036358984073,-9223372036850574650,25,BL,C4,11,29,5,2020,1.0,48.3,2020-05-29,30046968,2020-05-29,-9223372036850574650_2020-05-29
2555,-9223372036358984119,-9223372036850574635,25,BL,C4,11,29,5,2020,1.0,71.3,2020-05-29,30046788,2020-05-29,-9223372036850574635_2020-05-29
2556,-9223372036358984280,-9223372036850574642,25,BL,C4,11,29,5,2020,1.0,72.8,2020-05-29,30031803,2020-05-29,-9223372036850574642_2020-05-29
2557,-9223372036358984303,-9223372036850574662,25,BL,C4,11,29,5,2020,1.0,88.9,2020-05-29,23298454,2020-05-29,-9223372036850574662_2020-05-29
2558,-9223372036358984395,-9223372036850574630,25,BL,C4,11,29,5,2020,1.0,62.1,2020-05-29,22855095,2020-05-29,-9223372036850574630_2020-05-29
2559,-9223372036359019426,-9223372036850574880,25,BL,C4,11,29,5,2020,1.0,80.3,2020-05-29,30031982,2020-05-29,-9223372036850574880_2020-05-29
2560,-9223372036359019472,-9223372036850574892,25,BL,C4,11,29,5,2020,1.0,67.2,2020-05-29,30031922,2020-05-29,-9223372036850574892_2020-05-29
2561,-9223372036359020162,-9223372036850574846,25,BL,C4,11,29,5,2020,1.0,76.2,2020-05-29,23298069,2020-05-29,-9223372036850574846_2020-05-29
2562,-9223372036359020438,-9223372036850574871,25,BL,C4,11,29,5,2020,1.0,84.1,2020-05-29,22854854,2020-05-29,-9223372036850574871_2020-05-29
2563,-9223372036359050885,-9223372036850577363,25,BL,C4,11,29,5,2020,1.0,83.5,2020-05-29,21394662,2020-05-29,-9223372036850577363_2020-05-29
2564,-9223372036359051322,-9223372036850577524,25,BL,C4,11,29,5,2020,1.0,79.4,2020-05-29,21394590,2020-05-29,-9223372036850577524_2020-05-29
2565,-9223372036359051391,-9223372036850577504,25,BL,C4,11,29,5,2020,1.0,72.0,2020-05-29,21394581,2020-05-29,-9223372036850577504_2020-05-29
2566,-9223372036359051460,-9223372036850577357,25,BL,C4,11,29,5,2020,1.0,82.8,2020-05-29,21394542,2020-05-29,-9223372036850577357_2020-05-29
2567,-9223372036359051483,-9223372036850577521,25,BL,C4,11,29,5,2020,1.0,82.2,2020-05-29,21394529,2020-05-29,-9223372036850577521_2020-05-29
2568,-9223372036359051644,-9223372036850577512,25,BL,C4,11,29,5,2020,1.0,82.7,2020-05-29,21394479,2020-05-29,-9223372036850577512_2020-05-29
2569,-9223372036359051759,-9223372036850574737,25,BL,C4,11,29,5,2020,1.0,86.9,2020-05-29,21394392,2020-05-29,-9223372036850574737_2020-05-29
2570,-9223372036359052104,-9223372036850574728,25,BL,C4,11,29,5,2020,0.0,78.1,2020-05-29,21394273,2020-05-29,-9223372036850574728_2020-05-29
2571,-9223372036359052265,-9223372036850577497,25,BL,C4,11,29,5,2020,1.0,85.0,2020-05-29,21394207,2020-05-29,-9223372036850577497_2020-05-29
2572,-9223372036359573915,-9223372036850615562,14,SO,C4,11,30,5,2020,0.0,68.8,2020-05-30,22280015,2020-05-30,-9223372036850615562_2020-05-30
2573,-9223372036359573970,-9223372036850615556,14,SO,C4,11,30,5,2020,0.0,42.9,2020-05-30,22279971,2020-05-30,-9223372036850615556_2020-05-30
2574,-9223372036359574308,-9223372036850615945,14,SO,C4,11,30,5,2020,1.0,75.1,2020-05-30,22279800,2020-05-30,-9223372036850615945_2020-05-30
2575,-9223372036359574627,-9223372036850615567,14,SO,C4,11,30,5,2020,1.0,55.1,2020-05-30,22279753,2020-05-30,-9223372036850615567_2020-05-30
2576,-9223372036359575092,-9223372036850615919,14,SO,C4,11,30,5,2020,1.0,41.1,2020-05-30,22279606,2020-05-30,-9223372036850615919_2020-05-30
2577,-9223372036359575740,-9223372036850615910,14,SO,C4,11,30,5,2020,1.0,75.9,2020-05-30,22279559,2020-05-30,-9223372036850615910_2020-05-30
2578,-9223372036359579146,-9223372036850616117,14,SO,C4,11,29,5,2020,1.0,80.4,2020-05-29,20339226,2020-05-29,-9223372036850616117_2020-05-29
2579,-9223372036359579331,-9223372036850616123,14,SO,C4,11,29,5,2020,1.0,76.7,2020-05-29,20339026,2020-05-29,-9223372036850616123_2020-05-29
2580,-9223372036359579427,-9223372036850616102,14,SO,C4,11,29,5,2020,1.0,84.9,2020-05-29,20338931,2020-05-29,-9223372036850616102_2020-05-29
2581,-9223372036359580778,-9223372036850615992,14,SO,C4,11,29,5,2020,1.0,79.6,2020-05-29,17454334,2020-05-29,-9223372036850615992_2020-05-29
2582,-9223372036359581002,-9223372036850616111,14,SO,C4,11,29,5,2020,1.0,69.5,2020-05-29,17454107,2020-05-29,-9223372036850616111_2020-05-29
2583,-9223372036360574217,-9223372036849413739,14,SO,C4,11,27,5,2020,1.0,90.8,2020-05-27,22094647,2020-05-27,-9223372036849413739_2020-05-27
2584,-9223372036360574261,-9223372036849413703,14,SO,C4,11,27,5,2020,1.0,91.4,2020-05-27,22094612,2020-05-27,-9223372036849413703_2020-05-27
2585,-9223372036360574305,-9223372036849413702,14,SO,C4,11,27,5,2020,0.0,82.0,2020-05-27,22094551,2020-05-27,-9223372036849413702_2020-05-27
2586,-9223372036360574349,-9223372036849316633,14,SO,C4,11,27,5,2020,1.0,77.0,2020-05-27,22094546,2020-05-27,-9223372036849316633_2020-05-27
2587,-9223372036360576180,-9223372036849316765,14,SO,C4,11,26,5,2020,1.0,65.4,2020-05-26,22072542,2020-05-26,-9223372036849316765_2020-05-26
2588,-9223372036360639446,-9223372036849995052,76,PZ,C4,11,28,5,2020,1.0,68.9,2020-05-28,23137141,2020-05-28,-9223372036849995052_2020-05-28
2589,-9223372036360639477,-9223372036848651591,76,PZ,C4,11,28,5,2020,1.0,63.3,2020-05-28,23136854,2020-05-28,-9223372036848651591_2020-05-28
2590,-9223372036360639508,-9223372036849602476,76,PZ,C4,11,28,5,2020,1.0,63.7,2020-05-28,23136818,2020-05-28,-9223372036849602476_2020-05-28
2591,-9223372036360639539,-9223372036849994903,76,PZ,C4,11,28,5,2020,1.0,65.3,2020-05-28,23136702,2020-05-28,-9223372036849994903_2020-05-28
2592,-9223372036360639570,-9223372036849994915,76,PZ,C4,11,28,5,2020,1.0,54.5,2020-05-28,23136678,2020-05-28,-9223372036849994915_2020-05-28
2593,-9223372036360639601,-9223372036849994839,76,PZ,C4,11,28,5,2020,1.0,34.7,2020-05-28,23136665,2020-05-28,-9223372036849994839_2020-05-28
2594,-9223372036360639632,-9223372036849533602,76,PZ,C4,11,28,5,2020,1.0,41.4,2020-05-28,23136617,2020-05-28,-9223372036849533602_2020-05-28
2595,-9223372036360639663,-9223372036849994809,76,PZ,C4,11,28,5,2020,1.0,63.4,2020-05-28,23136518,2020-05-28,-9223372036849994809_2020-05-28
2596,-9223372036360639694,-9223372036849994872,76,PZ,C4,11,28,5,2020,1.0,73.5,2020-05-28,23136517,2020-05-28,-9223372036849994872_2020-05-28
2597,-9223372036360642081,-9223372036849994941,76,PZ,C4,11,28,5,2020,1.0,54.6,2020-05-28,23127454,2020-05-28,-9223372036849994941_2020-05-28
2598,-9223372036360642112,-9223372036849994822,76,PZ,C4,11,28,5,2020,1.0,30.8,2020-05-28,23127432,2020-05-28,-9223372036849994822_2020-05-28
2599,-9223372036360642143,-9223372036849994852,76,PZ,C4,11,28,5,2020,1.0,71.6,2020-05-28,23127428,2020-05-28,-9223372036849994852_2020-05-28
2600,-9223372036360642174,-9223372036849602465,76,PZ,C4,11,28,5,2020,1.0,79.8,2020-05-28,23127405,2020-05-28,-9223372036849602465_2020-05-28
2601,-9223372036360642205,-9223372036849994967,76,PZ,C4,11,28,5,2020,1.0,68.0,2020-05-28,23127394,2020-05-28,-9223372036849994967_2020-05-28
2602,-9223372036360642236,-9223372036849994891,76,PZ,C4,11,28,5,2020,1.0,66.9,2020-05-28,23127343,2020-05-28,-9223372036849994891_2020-05-28
2603,-9223372036360683971,-9223372036849721823,25,BL,C4,11,28,5,2020,1.0,56.9,2020-05-28,23298163,2020-05-28,-9223372036849721823_2020-05-28
2604,-9223372036360780576,-9223372036849884268,25,BL,C4,11,25,5,2020,1.0,61.7,2020-05-25,30031855,2020-05-25,-9223372036849884268_2020-05-25
2605,-9223372036360785149,-9223372036849883839,25,BL,C4,11,27,5,2020,1.0,75.2,2020-05-27,21394604,2020-05-27,-9223372036849883839_2020-05-27
2606,-9223372036361384496,-9223372036849830068,24,VI,C4,11,26,5,2020,1.0,63.0,2020-05-26,23299767,2020-05-26,-9223372036849830068_2020-05-26
2607,-9223372036361385002,-9223372036849830054,24,VI,C4,11,26,5,2020,1.0,36.8,2020-05-26,23299526,2020-05-26,-9223372036849830054_2020-05-26
2608,-9223372036361403006,-9223372036849784771,24,VI,C4,11,27,5,2020,1.0,48.5,2020-05-27,23300089,2020-05-27,-9223372036849784771_2020-05-27
2609,-9223372036361403029,-9223372036849793225,24,VI,C4,11,27,5,2020,1.0,78.5,2020-05-27,23300055,2020-05-27,-9223372036849793225_2020-05-27
2610,-9223372036361403052,-9223372036849793199,24,VI,C4,11,27,5,2020,1.0,74.7,2020-05-27,23299959,2020-05-27,-9223372036849793199_2020-05-27
2611,-9223372036361403075,-9223372036849785766,24,VI,C4,11,27,5,2020,1.0,85.6,2020-05-27,23299833,2020-05-27,-9223372036849785766_2020-05-27
2612,-9223372036361403098,-9223372036849793210,24,VI,C4,11,27,5,2020,1.0,84.8,2020-05-27,23299789,2020-05-27,-9223372036849793210_2020-05-27
2613,-9223372036361403121,-9223372036849785918,24,VI,C4,11,27,5,2020,1.0,56.8,2020-05-27,23299759,2020-05-27,-9223372036849785918_2020-05-27
2614,-9223372036361403144,-9223372036849785749,24,VI,C4,11,27,5,2020,1.0,78.0,2020-05-27,23299682,2020-05-27,-9223372036849785749_2020-05-27
2615,-9223372036361403167,-9223372036849793215,24,VI,C4,11,27,5,2020,1.0,86.3,2020-05-27,23299671,2020-05-27,-9223372036849793215_2020-05-27
2616,-9223372036361403190,-9223372036849785792,24,VI,C4,11,27,5,2020,1.0,56.7,2020-05-27,23299670,2020-05-27,-9223372036849785792_2020-05-27
2617,-9223372036361403236,-9223372036849793204,24,VI,C4,11,27,5,2020,1.0,65.2,2020-05-27,23299570,2020-05-27,-9223372036849793204_2020-05-27
2618,-9223372036362036183,-9223372036849144977,14,SO,C4,11,23,5,2020,0.0,85.4,2020-05-23,82627439,2020-05-23,-9223372036849144977_2020-05-23
2619,-9223372036362036199,-9223372036848613436,14,SO,C4,11,23,5,2020,1.0,76.2,2020-05-23,82627431,2020-05-23,-9223372036848613436_2020-05-23
2620,-9223372036362036215,-9223372036849211903,14,SO,C4,11,23,5,2020,1.0,79.2,2020-05-23,82627429,2020-05-23,-9223372036849211903_2020-05-23
2621,-9223372036362036231,-9223372036848964582,14,SO,C4,11,23,5,2020,1.0,89.9,2020-05-23,82627358,2020-05-23,-9223372036848964582_2020-05-23
2622,-9223372036362036247,-9223372036849334708,14,SO,C4,11,23,5,2020,1.0,68.3,2020-05-23,82627353,2020-05-23,-9223372036849334708_2020-05-23
2623,-9223372036362036279,-9223372036848657486,14,SO,C4,11,23,5,2020,1.0,87.8,2020-05-23,82627313,2020-05-23,-9223372036848657486_2020-05-23
2624,-9223372036362036295,-9223372036848964584,14,SO,C4,11,23,5,2020,0.0,72.7,2020-05-23,82627296,2020-05-23,-9223372036848964584_2020-05-23
2625,-9223372036362036311,-9223372036849299052,14,SO,C4,11,23,5,2020,0.0,68.5,2020-05-23,82627278,2020-05-23,-9223372036849299052_2020-05-23
2626,-9223372036362036327,-9223372036849299053,14,SO,C4,11,23,5,2020,1.0,70.5,2020-05-23,82627262,2020-05-23,-9223372036849299053_2020-05-23
2627,-9223372036362036343,-9223372036848617098,14,SO,C4,11,23,5,2020,1.0,76.5,2020-05-23,82627169,2020-05-23,-9223372036848617098_2020-05-23
2628,-9223372036362036359,-9223372036848655698,14,SO,C4,11,23,5,2020,1.0,83.5,2020-05-23,82627151,2020-05-23,-9223372036848655698_2020-05-23
2629,-9223372036362036375,-9223372036848614229,14,SO,C4,11,23,5,2020,0.0,39.9,2020-05-23,82627136,2020-05-23,-9223372036848614229_2020-05-23
2630,-9223372036362036391,-9223372036849211904,14,SO,C4,11,23,5,2020,1.0,86.3,2020-05-23,82627077,2020-05-23,-9223372036849211904_2020-05-23
2631,-9223372036362036407,-9223372036848630199,14,SO,C4,11,23,5,2020,0.0,77.0,2020-05-23,82627055,2020-05-23,-9223372036848630199_2020-05-23
2632,-9223372036362036423,-9223372036848638118,14,SO,C4,11,23,5,2020,0.0,86.1,2020-05-23,82627046,2020-05-23,-9223372036848638118_2020-05-23
2633,-9223372036362036439,-9223372036847979309,14,SO,C4,11,23,5,2020,1.0,70.1,2020-05-23,82627045,2020-05-23,-9223372036847979309_2020-05-23
2634,-9223372036362036455,-9223372036849299050,14,SO,C4,11,23,5,2020,1.0,85.0,2020-05-23,82627040,2020-05-23,-9223372036849299050_2020-05-23
2635,-9223372036362036471,-9223372036848649936,14,SO,C4,11,23,5,2020,1.0,82.9,2020-05-23,82627016,2020-05-23,-9223372036848649936_2020-05-23
2636,-9223372036362036487,-9223372036849334709,14,SO,C4,11,23,5,2020,1.0,73.6,2020-05-23,82626981,2020-05-23,-9223372036849334709_2020-05-23
2637,-9223372036362036503,-9223372036848964583,14,SO,C4,11,23,5,2020,0.0,51.9,2020-05-23,82626926,2020-05-23,-9223372036848964583_2020-05-23
2638,-9223372036362036519,-9223372036849334710,14,SO,C4,11,23,5,2020,0.0,67.9,2020-05-23,82626907,2020-05-23,-9223372036849334710_2020-05-23
2639,-9223372036362049442,-9223372036849422921,14,SO,C4,11,23,5,2020,1.0,80.9,2020-05-23,20339543,2020-05-23,-9223372036849422921_2020-05-23
2640,-9223372036362049730,-9223372036849422922,14,SO,C4,11,23,5,2020,0.0,80.4,2020-05-23,20339235,2020-05-23,-9223372036849422922_2020-05-23
2641,-9223372036362049858,-9223372036849360019,14,SO,C4,11,23,5,2020,1.0,66.1,2020-05-23,20339115,2020-05-23,-9223372036849360019_2020-05-23
2642,-9223372036362049938,-9223372036849284474,14,SO,C4,11,23,5,2020,1.0,68.8,2020-05-23,20339076,2020-05-23,-9223372036849284474_2020-05-23
2643,-9223372036362049986,-9223372036849284476,14,SO,C4,11,23,5,2020,1.0,92.2,2020-05-23,20339057,2020-05-23,-9223372036849284476_2020-05-23
2644,-9223372036362050066,-9223372036849360022,14,SO,C4,11,23,5,2020,1.0,82.1,2020-05-23,20339042,2020-05-23,-9223372036849360022_2020-05-23
2645,-9223372036362050450,-9223372036849322133,14,SO,C4,11,23,5,2020,0.0,41.4,2020-05-23,20338844,2020-05-23,-9223372036849322133_2020-05-23
2646,-9223372036362050546,-9223372036849322131,14,SO,C4,11,23,5,2020,1.0,85.6,2020-05-23,20338792,2020-05-23,-9223372036849322131_2020-05-23
2647,-9223372036362050946,-9223372036849322132,14,SO,C4,11,23,5,2020,0.0,61.4,2020-05-23,20338564,2020-05-23,-9223372036849322132_2020-05-23
2648,-9223372036362661216,-9223372036849920164,23,VR,C4,11,21,5,2020,1.0,28.9,2020-05-21,22864498,2020-05-21,-9223372036849920164_2020-05-21
2649,-9223372036362661836,-9223372036849456813,23,VR,C4,11,21,5,2020,1.0,84.1,2020-05-21,22864341,2020-05-21,-9223372036849456813_2020-05-21
2650,-9223372036362661859,-9223372036849920684,23,VR,C4,11,21,5,2020,1.0,27.7,2020-05-21,22864331,2020-05-21,-9223372036849920684_2020-05-21
2651,-9223372036362662250,-9223372036849920515,23,VR,C4,11,21,5,2020,1.0,60.8,2020-05-21,22864164,2020-05-21,-9223372036849920515_2020-05-21
2652,-9223372036362662342,-9223372036849920211,23,VR,C4,11,21,5,2020,1.0,71.1,2020-05-21,22864117,2020-05-21,-9223372036849920211_2020-05-21
2653,-9223372036362662480,-9223372036849920248,23,VR,C4,11,21,5,2020,1.0,49.5,2020-05-21,22864070,2020-05-21,-9223372036849920248_2020-05-21
2654,-9223372036362662572,-9223372036849920694,23,VR,C4,11,21,5,2020,1.0,58.9,2020-05-21,22864042,2020-05-21,-9223372036849920694_2020-05-21
2655,-9223372036362681458,-9223372036849440695,17,BS,C4,11,25,5,2020,1.0,78.2,2020-05-25,22149561,2020-05-25,-9223372036849440695_2020-05-25
2656,-9223372036363392277,-9223372036849960620,28,PD,C4,11,18,5,2020,1.0,45.7,2020-05-18,22868100,2020-05-18,-9223372036849960620_2020-05-18
