,idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,DataDiagnosiGravidanza,EsitoDiagnosiGravidanza,full_date,identifying_column
946,-9223372036216462488,-9223372036848647780,21,BZ,C4,11,30,3,2018,2018-03-30,NEGATIVA,2018-03-30,-9223372036848647780_2018-03-30
947,-9223372036216463163,-9223372036848648381,21,BZ,C4,11,26,3,2018,2018-03-26,POSITIVA,2018-03-26,-9223372036848648381_2018-03-26
948,-9223372036216463204,-9223372036848654140,21,BZ,C4,11,19,3,2018,2018-03-19,POSITIVA,2018-03-19,-9223372036848654140_2018-03-19
949,-9223372036216463451,-9223372036848644157,21,BZ,C4,11,26,3,2018,2018-03-26,POSITIVA,2018-03-26,-9223372036848644157_2018-03-26
950,-9223372036216467177,-9223372036848621664,21,BZ,C4,11,11,3,2018,2018-03-11,POSITIVA,2018-03-11,-9223372036848621664_2018-03-11
951,-9223372036216469768,-9223372036848621402,21,BZ,C4,11,29,3,2018,2018-03-29,RIVEDIBILE,2018-03-29,-9223372036848621402_2018-03-29
952,-9223372036216469795,-9223372036848658184,21,BZ,C4,11,4,3,2018,2018-03-04,NEGATIVA,2018-03-04,-9223372036848658184_2018-03-04
953,-9223372036216470111,-9223372036848657120,21,BZ,C4,11,26,3,2018,2018-03-26,POSITIVA,2018-03-26,-9223372036848657120_2018-03-26
954,-9223372036216471738,-9223372036848660799,21,BZ,C4,11,1,3,2018,2018-03-01,NEGATIVA,2018-03-01,-9223372036848660799_2018-03-01
955,-9223372036216472382,-9223372036848622173,21,BZ,C4,11,29,3,2018,2018-03-29,NEGATIVA,2018-03-29,-9223372036848622173_2018-03-29
956,-9223372036216472384,-9223372036848660684,21,BZ,C4,11,29,3,2018,2018-03-29,NEGATIVA,2018-03-29,-9223372036848660684_2018-03-29
957,-9223372036216472429,-9223372036848631474,21,BZ,C4,11,28,3,2018,2018-03-28,NEGATIVA,2018-03-28,-9223372036848631474_2018-03-28
958,-9223372036216472442,-9223372036848658274,21,BZ,C4,11,2,3,2018,2018-03-02,RIVEDIBILE,2018-03-02,-9223372036848658274_2018-03-02
959,-9223372036216472443,-9223372036848628617,21,BZ,C4,11,19,3,2018,2018-03-19,POSITIVA,2018-03-19,-9223372036848628617_2018-03-19
960,-9223372036216472444,-9223372036848659778,21,BZ,C4,11,19,3,2018,2018-03-19,POSITIVA,2018-03-19,-9223372036848659778_2018-03-19
961,-9223372036216472660,-9223372036849127214,21,BZ,C4,11,19,3,2018,2018-03-19,POSITIVA,2018-03-19,-9223372036849127214_2018-03-19
962,-9223372036216472765,-9223372036848617571,21,BZ,C4,11,29,3,2018,2018-03-29,NEGATIVA,2018-03-29,-9223372036848617571_2018-03-29
963,-9223372036216472869,-9223372036848642149,21,BZ,C4,11,8,3,2018,2018-03-08,POSITIVA,2018-03-08,-9223372036848642149_2018-03-08
964,-9223372036216472872,-9223372036848650958,21,BZ,C4,11,31,3,2018,2018-03-31,NEGATIVA,2018-03-31,-9223372036848650958_2018-03-31
965,-9223372036216472905,-9223372036850548446,21,BZ,C4,11,13,3,2018,2018-03-13,POSITIVA,2018-03-13,-9223372036850548446_2018-03-13
966,-9223372036216473075,-9223372036848618861,21,BZ,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036848618861_2018-03-01
967,-9223372036216473076,-9223372036848631669,21,BZ,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036848631669_2018-03-01
968,-9223372036216473125,-9223372036848653982,21,BZ,C4,11,1,3,2018,2018-03-01,RIVEDIBILE,2018-03-01,-9223372036848653982_2018-03-01
969,-9223372036216473314,-9223372036848639230,21,BZ,C4,11,16,3,2018,2018-03-16,POSITIVA,2018-03-16,-9223372036848639230_2018-03-16
970,-9223372036216473320,-9223372036848618583,21,BZ,C4,11,13,3,2018,2018-03-13,POSITIVA,2018-03-13,-9223372036848618583_2018-03-13
971,-9223372036216473335,-9223372036842213441,21,BZ,C4,11,25,3,2018,2018-03-25,NEGATIVA,2018-03-25,-9223372036842213441_2018-03-25
972,-9223372036216473352,-9223372036848657091,21,BZ,C4,11,23,3,2018,2018-03-23,POSITIVA,2018-03-23,-9223372036848657091_2018-03-23
973,-9223372036216473543,-9223372036848621534,21,BZ,C4,11,2,3,2018,2018-03-02,POSITIVA,2018-03-02,-9223372036848621534_2018-03-02
974,-9223372036216473551,-9223372036848662306,21,BZ,C4,11,2,3,2018,2018-03-02,POSITIVA,2018-03-02,-9223372036848662306_2018-03-02
975,-9223372036216473561,-9223372036848637372,21,BZ,C4,11,12,3,2018,2018-03-12,POSITIVA,2018-03-12,-9223372036848637372_2018-03-12
976,-9223372036216473579,-9223372036848623268,21,BZ,C4,11,8,3,2018,2018-03-08,POSITIVA,2018-03-08,-9223372036848623268_2018-03-08
977,-9223372036216473770,-9223372036848636326,21,BZ,C4,11,7,3,2018,2018-03-07,POSITIVA,2018-03-07,-9223372036848636326_2018-03-07
978,-9223372036216473771,-9223372036848639221,21,BZ,C4,11,7,3,2018,2018-03-07,POSITIVA,2018-03-07,-9223372036848639221_2018-03-07
979,-9223372036216473773,-9223372036848650028,21,BZ,C4,11,15,3,2018,2018-03-15,NEGATIVA,2018-03-15,-9223372036848650028_2018-03-15
980,-9223372036216473774,-9223372036848652735,21,BZ,C4,11,15,3,2018,2018-03-15,POSITIVA,2018-03-15,-9223372036848652735_2018-03-15
981,-9223372036216473787,-9223372036849101720,21,BZ,C4,11,26,3,2018,2018-03-26,POSITIVA,2018-03-26,-9223372036849101720_2018-03-26
982,-9223372036216473802,-9223372036848652566,21,BZ,C4,11,24,3,2018,2018-03-24,POSITIVA,2018-03-24,-9223372036848652566_2018-03-24
983,-9223372036216473962,-9223372036848657109,21,BZ,C4,11,10,3,2018,2018-03-10,NEGATIVA,2018-03-10,-9223372036848657109_2018-03-10
984,-9223372036216473965,-9223372036848642132,21,BZ,C4,11,3,3,2018,2018-03-03,POSITIVA,2018-03-03,-9223372036848642132_2018-03-03
985,-9223372036216474010,-9223372036848636660,21,BZ,C4,11,14,3,2018,2018-03-14,NEGATIVA,2018-03-14,-9223372036848636660_2018-03-14
986,-9223372036216474013,-9223372036848634452,21,BZ,C4,11,13,3,2018,2018-03-13,POSITIVA,2018-03-13,-9223372036848634452_2018-03-13
987,-9223372036216474014,-9223372036848622154,21,BZ,C4,11,27,3,2018,2018-03-27,POSITIVA,2018-03-27,-9223372036848622154_2018-03-27
988,-9223372036216474031,-9223372036849131207,21,BZ,C4,11,31,3,2018,2018-03-31,NEGATIVA,2018-03-31,-9223372036849131207_2018-03-31
989,-9223372036216474199,-9223372036848659219,21,BZ,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036848659219_2018-03-01
990,-9223372036216474215,-9223372036848630995,21,BZ,C4,11,22,3,2018,2018-03-22,POSITIVA,2018-03-22,-9223372036848630995_2018-03-22
991,-9223372036216474417,-9223372036848654019,21,BZ,C4,11,16,3,2018,2018-03-16,POSITIVA,2018-03-16,-9223372036848654019_2018-03-16
992,-9223372036216474432,-9223372036848659017,21,BZ,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036848659017_2018-03-29
993,-9223372036216474455,-9223372036848660308,21,BZ,C4,11,25,3,2018,2018-03-25,NEGATIVA,2018-03-25,-9223372036848660308_2018-03-25
994,-9223372036216474462,-9223372036848654184,21,BZ,C4,11,11,3,2018,2018-03-11,POSITIVA,2018-03-11,-9223372036848654184_2018-03-11
995,-9223372036216474477,-9223372036848658953,21,BZ,C4,11,9,3,2018,2018-03-09,POSITIVA,2018-03-09,-9223372036848658953_2018-03-09
996,-9223372036216474784,-9223372036848650558,21,BZ,C4,11,24,3,2018,2018-03-24,NEGATIVA,2018-03-24,-9223372036848650558_2018-03-24
997,-9223372036216474789,-9223372036848646407,21,BZ,C4,11,20,3,2018,2018-03-20,POSITIVA,2018-03-20,-9223372036848646407_2018-03-20
998,-9223372036216474795,-9223372036848642271,21,BZ,C4,11,22,3,2018,2018-03-22,NEGATIVA,2018-03-22,-9223372036848642271_2018-03-22
999,-9223372036216474801,-9223372036848627110,21,BZ,C4,11,9,3,2018,2018-03-09,POSITIVA,2018-03-09,-9223372036848627110_2018-03-09
1000,-9223372036216474830,-9223372036848644071,21,BZ,C4,11,23,3,2018,2018-03-23,NEGATIVA,2018-03-23,-9223372036848644071_2018-03-23
1001,-9223372036216475234,-9223372036848631185,21,BZ,C4,11,23,3,2018,2018-03-23,POSITIVA,2018-03-23,-9223372036848631185_2018-03-23
1002,-9223372036216475237,-9223372036848641342,21,BZ,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036848641342_2018-03-01
1003,-9223372036216475257,-9223372036849105636,21,BZ,C4,11,22,3,2018,2018-03-22,NEGATIVA,2018-03-22,-9223372036849105636_2018-03-22
1004,-9223372036216475274,-9223372036848622643,21,BZ,C4,11,29,3,2018,2018-03-29,RIVEDIBILE,2018-03-29,-9223372036848622643_2018-03-29
1005,-9223372036216475278,-9223372036848620092,21,BZ,C4,11,25,3,2018,2018-03-25,POSITIVA,2018-03-25,-9223372036848620092_2018-03-25
1006,-9223372036216475331,-9223372036848618622,21,BZ,C4,11,5,3,2018,2018-03-05,POSITIVA,2018-03-05,-9223372036848618622_2018-03-05
1007,-9223372036216475332,-9223372036848650446,21,BZ,C4,11,5,3,2018,2018-03-05,POSITIVA,2018-03-05,-9223372036848650446_2018-03-05
1008,-9223372036216475337,-9223372036849138300,21,BZ,C4,11,30,3,2018,2018-03-30,POSITIVA,2018-03-30,-9223372036849138300_2018-03-30
1009,-9223372036216475354,-9223372036848648881,21,BZ,C4,11,7,3,2018,2018-03-07,POSITIVA,2018-03-07,-9223372036848648881_2018-03-07
1010,-9223372036216475373,-9223372036848645632,21,BZ,C4,11,24,3,2018,2018-03-24,POSITIVA,2018-03-24,-9223372036848645632_2018-03-24
1011,-9223372036216475691,-9223372036848620103,21,BZ,C4,11,30,3,2018,2018-03-30,POSITIVA,2018-03-30,-9223372036848620103_2018-03-30
1012,-9223372036216475749,-9223372036848653119,21,BZ,C4,11,5,3,2018,2018-03-05,POSITIVA,2018-03-05,-9223372036848653119_2018-03-05
1013,-9223372036216475753,-9223372036848623731,21,BZ,C4,11,31,3,2018,2018-03-31,POSITIVA,2018-03-31,-9223372036848623731_2018-03-31
1014,-9223372036216475759,-9223372036848625465,21,BZ,C4,11,2,3,2018,2018-03-02,POSITIVA,2018-03-02,-9223372036848625465_2018-03-02
1015,-9223372036216475760,-9223372036848653941,21,BZ,C4,11,2,3,2018,2018-03-02,NEGATIVA,2018-03-02,-9223372036848653941_2018-03-02
1016,-9223372036216475791,-9223372036848660010,21,BZ,C4,11,6,3,2018,2018-03-06,POSITIVA,2018-03-06,-9223372036848660010_2018-03-06
1017,-9223372036216475805,-9223372036848623328,21,BZ,C4,11,27,3,2018,2018-03-27,POSITIVA,2018-03-27,-9223372036848623328_2018-03-27
1018,-9223372036216475807,-9223372036848649809,21,BZ,C4,11,27,3,2018,2018-03-27,POSITIVA,2018-03-27,-9223372036848649809_2018-03-27
1019,-9223372036216475809,-9223372036848618111,21,BZ,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036848618111_2018-03-01
1020,-9223372036216475869,-9223372036848659139,21,BZ,C4,11,29,3,2018,2018-03-29,NEGATIVA,2018-03-29,-9223372036848659139_2018-03-29
1021,-9223372036216475900,-9223372036848646142,21,BZ,C4,11,4,3,2018,2018-03-04,POSITIVA,2018-03-04,-9223372036848646142_2018-03-04
1022,-9223372036216475906,-9223372036848638248,21,BZ,C4,11,9,3,2018,2018-03-09,NEGATIVA,2018-03-09,-9223372036848638248_2018-03-09
1023,-9223372036216476109,-9223372036848625484,21,BZ,C4,11,2,3,2018,2018-03-02,POSITIVA,2018-03-02,-9223372036848625484_2018-03-02
1024,-9223372036216476128,-9223372036848636664,21,BZ,C4,11,6,3,2018,2018-03-06,POSITIVA,2018-03-06,-9223372036848636664_2018-03-06
1025,-9223372036216476286,-9223372036848649944,21,BZ,C4,11,10,3,2018,2018-03-10,POSITIVA,2018-03-10,-9223372036848649944_2018-03-10
1026,-9223372036216476337,-9223372036848638696,21,BZ,C4,11,7,3,2018,2018-03-07,POSITIVA,2018-03-07,-9223372036848638696_2018-03-07
1027,-9223372036216476534,-9223372036848642529,21,BZ,C4,11,16,3,2018,2018-03-16,POSITIVA,2018-03-16,-9223372036848642529_2018-03-16
1028,-9223372036216476630,-9223372036848625097,21,BZ,C4,11,27,3,2018,2018-03-27,POSITIVA,2018-03-27,-9223372036848625097_2018-03-27
1029,-9223372036216476735,-9223372036848652381,21,BZ,C4,11,27,3,2018,2018-03-27,POSITIVA,2018-03-27,-9223372036848652381_2018-03-27
1030,-9223372036216476770,-9223372036848643347,21,BZ,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036848643347_2018-03-01
1031,-9223372036216477034,-9223372036848630521,21,BZ,C4,11,10,3,2018,2018-03-10,POSITIVA,2018-03-10,-9223372036848630521_2018-03-10
1032,-9223372036216477246,-9223372036848651567,21,BZ,C4,11,21,3,2018,2018-03-21,POSITIVA,2018-03-21,-9223372036848651567_2018-03-21
1033,-9223372036216477552,-9223372036848644961,21,BZ,C4,11,20,3,2018,2018-03-20,NEGATIVA,2018-03-20,-9223372036848644961_2018-03-20
1034,-9223372036216477863,-9223372036848642542,21,BZ,C4,11,12,3,2018,2018-03-12,POSITIVA,2018-03-12,-9223372036848642542_2018-03-12
1035,-9223372036216477946,-9223372036848649542,21,BZ,C4,11,18,3,2018,2018-03-18,POSITIVA,2018-03-18,-9223372036848649542_2018-03-18
1036,-9223372036216477947,-9223372036848637785,21,BZ,C4,11,14,3,2018,2018-03-14,POSITIVA,2018-03-14,-9223372036848637785_2018-03-14
1037,-9223372036216477949,-9223372036848648701,21,BZ,C4,11,14,3,2018,2018-03-14,POSITIVA,2018-03-14,-9223372036848648701_2018-03-14
1038,-9223372036216477967,-9223372036848618943,21,BZ,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036848618943_2018-03-29
1039,-9223372036216477971,-9223372036848623391,21,BZ,C4,11,13,3,2018,2018-03-13,POSITIVA,2018-03-13,-9223372036848623391_2018-03-13
1040,-9223372036216477972,-9223372036848645576,21,BZ,C4,11,13,3,2018,2018-03-13,POSITIVA,2018-03-13,-9223372036848645576_2018-03-13
1041,-9223372036216478621,-9223372036848635656,21,BZ,C4,11,28,3,2018,2018-03-28,POSITIVA,2018-03-28,-9223372036848635656_2018-03-28
1042,-9223372036216478776,-9223372036848622172,21,BZ,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036848622172_2018-03-29
1043,-9223372036216478782,-9223372036848660686,21,BZ,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036848660686_2018-03-29
1044,-9223372036216478844,-9223372036848620868,21,BZ,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036848620868_2018-03-29
1045,-9223372036216479062,-9223372036848647593,21,BZ,C4,11,9,3,2018,2018-03-09,POSITIVA,2018-03-09,-9223372036848647593_2018-03-09
1046,-9223372036216479085,-9223372036848622536,21,BZ,C4,11,14,3,2018,2018-03-14,POSITIVA,2018-03-14,-9223372036848622536_2018-03-14
1047,-9223372036216479222,-9223372036848661567,21,BZ,C4,11,2,3,2018,2018-03-02,NEGATIVA,2018-03-02,-9223372036848661567_2018-03-02
1048,-9223372036216479256,-9223372036848626037,21,BZ,C4,11,8,3,2018,2018-03-08,POSITIVA,2018-03-08,-9223372036848626037_2018-03-08
1049,-9223372036216479300,-9223372036848639792,21,BZ,C4,11,9,3,2018,2018-03-09,POSITIVA,2018-03-09,-9223372036848639792_2018-03-09
1050,-9223372036216479301,-9223372036848662039,21,BZ,C4,11,9,3,2018,2018-03-09,POSITIVA,2018-03-09,-9223372036848662039_2018-03-09
1051,-9223372036216479318,-9223372036848622537,21,BZ,C4,11,14,3,2018,2018-03-14,NEGATIVA,2018-03-14,-9223372036848622537_2018-03-14
1052,-9223372036216479671,-9223372036848621596,21,BZ,C4,11,14,3,2018,2018-03-14,POSITIVA,2018-03-14,-9223372036848621596_2018-03-14
1053,-9223372036216479717,-9223372036848640244,21,BZ,C4,11,29,3,2018,2018-03-29,RIVEDIBILE,2018-03-29,-9223372036848640244_2018-03-29
1054,-9223372036216479721,-9223372036848627866,21,BZ,C4,11,24,3,2018,2018-03-24,POSITIVA,2018-03-24,-9223372036848627866_2018-03-24
1055,-9223372036216480115,-9223372036848656002,21,BZ,C4,11,11,3,2018,2018-03-11,NEGATIVA,2018-03-11,-9223372036848656002_2018-03-11
1056,-9223372036216480118,-9223372036848630296,21,BZ,C4,11,13,3,2018,2018-03-13,POSITIVA,2018-03-13,-9223372036848630296_2018-03-13
1057,-9223372036216480133,-9223372036849099455,21,BZ,C4,11,9,3,2018,2018-03-09,RIVEDIBILE,2018-03-09,-9223372036849099455_2018-03-09
1058,-9223372036216480151,-9223372036848617585,21,BZ,C4,11,15,3,2018,2018-03-15,NEGATIVA,2018-03-15,-9223372036848617585_2018-03-15
1059,-9223372036216480569,-9223372036848661276,21,BZ,C4,11,25,3,2018,2018-03-25,POSITIVA,2018-03-25,-9223372036848661276_2018-03-25
1060,-9223372036216480597,-9223372036848660130,21,BZ,C4,11,22,3,2018,2018-03-22,POSITIVA,2018-03-22,-9223372036848660130_2018-03-22
1061,-9223372036216481065,-9223372036848637369,21,BZ,C4,11,13,3,2018,2018-03-13,POSITIVA,2018-03-13,-9223372036848637369_2018-03-13
1062,-9223372036216481462,-9223372036848653095,21,BZ,C4,11,2,3,2018,2018-03-02,POSITIVA,2018-03-02,-9223372036848653095_2018-03-02
1063,-9223372036216481473,-9223372036848635243,21,BZ,C4,11,31,3,2018,2018-03-31,POSITIVA,2018-03-31,-9223372036848635243_2018-03-31
1064,-9223372036216481496,-9223372036848635446,21,BZ,C4,11,20,3,2018,2018-03-20,NEGATIVA,2018-03-20,-9223372036848635446_2018-03-20
1065,-9223372036216481502,-9223372036848630221,21,BZ,C4,11,17,3,2018,2018-03-17,POSITIVA,2018-03-17,-9223372036848630221_2018-03-17
1066,-9223372036216481520,-9223372036848651009,21,BZ,C4,11,2,3,2018,2018-03-02,POSITIVA,2018-03-02,-9223372036848651009_2018-03-02
1067,-9223372036216481528,-9223372036848659387,21,BZ,C4,11,7,3,2018,2018-03-07,NEGATIVA,2018-03-07,-9223372036848659387_2018-03-07
1068,-9223372036216481838,-9223372036848626497,21,BZ,C4,11,2,3,2018,2018-03-02,POSITIVA,2018-03-02,-9223372036848626497_2018-03-02
1069,-9223372036216481851,-9223372036849115881,21,BZ,C4,11,27,3,2018,2018-03-27,POSITIVA,2018-03-27,-9223372036849115881_2018-03-27
1070,-9223372036216481853,-9223372036848623804,21,BZ,C4,11,17,3,2018,2018-03-17,POSITIVA,2018-03-17,-9223372036848623804_2018-03-17
1071,-9223372036216481872,-9223372036848653787,21,BZ,C4,11,9,3,2018,2018-03-09,POSITIVA,2018-03-09,-9223372036848653787_2018-03-09
1072,-9223372036216481887,-9223372036848658267,21,BZ,C4,11,26,3,2018,2018-03-26,POSITIVA,2018-03-26,-9223372036848658267_2018-03-26
1073,-9223372036216481898,-9223372036848638688,21,BZ,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036848638688_2018-03-01
1074,-9223372036216481905,-9223372036848661618,21,BZ,C4,11,26,3,2018,2018-03-26,POSITIVA,2018-03-26,-9223372036848661618_2018-03-26
1075,-9223372036216482319,-9223372036848639307,21,BZ,C4,11,26,3,2018,2018-03-26,POSITIVA,2018-03-26,-9223372036848639307_2018-03-26
1076,-9223372036216482354,-9223372036848631200,21,BZ,C4,11,5,3,2018,2018-03-05,POSITIVA,2018-03-05,-9223372036848631200_2018-03-05
1077,-9223372036216483226,-9223372036848645596,21,BZ,C4,11,18,3,2018,2018-03-18,POSITIVA,2018-03-18,-9223372036848645596_2018-03-18
1078,-9223372036216483632,-9223372036848648730,21,BZ,C4,11,12,3,2018,2018-03-12,POSITIVA,2018-03-12,-9223372036848648730_2018-03-12
1079,-9223372036216483664,-9223372036848629719,21,BZ,C4,11,24,3,2018,2018-03-24,NEGATIVA,2018-03-24,-9223372036848629719_2018-03-24
1080,-9223372036216485042,-9223372036848636302,21,BZ,C4,11,16,3,2018,2018-03-16,POSITIVA,2018-03-16,-9223372036848636302_2018-03-16
1081,-9223372036216505940,-9223372036848635413,17,BS,C4,11,19,3,2018,2018-03-19,NEGATIVA,2018-03-19,-9223372036848635413_2018-03-19
1082,-9223372036216627728,-9223372036849785792,24,VI,C4,11,30,3,2018,2018-03-30,POSITIVA,2018-03-30,-9223372036849785792_2018-03-30
1083,-9223372036216709713,-9223372036849404185,25,BL,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036849404185_2018-03-01
1084,-9223372036216712755,-9223372036849884268,25,BL,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036849884268_2018-03-01
1085,-9223372036216856355,-9223372036850034876,1,TO,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036850034876_2018-03-29
1086,-9223372036216860830,-9223372036850039796,16,BG,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036850039796_2018-03-29
1087,-9223372036216877964,-9223372036850034632,1,TO,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036850034632_2018-03-29
1088,-9223372036216880122,-9223372036850034593,1,TO,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036850034593_2018-03-29
1089,-9223372036216880868,-9223372036849090356,1,TO,C4,11,29,3,2018,2018-03-29,NEGATIVA,2018-03-29,-9223372036849090356_2018-03-29
1090,-9223372036216882075,-9223372036850039784,16,BG,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036850039784_2018-03-29
1091,-9223372036217029283,-9223372036848573636,24,VI,C4,11,29,3,2018,2018-03-29,NEGATIVA,2018-03-29,-9223372036848573636_2018-03-29
1092,-9223372036217049802,-9223372036850185852,24,VI,C4,11,29,3,2018,2018-03-29,POSITIVA,2018-03-29,-9223372036850185852_2018-03-29
1093,-9223372036217120955,-9223372036848968699,13,CO,C4,11,22,3,2018,2018-03-22,POSITIVA,2018-03-22,-9223372036848968699_2018-03-22
1094,-9223372036217185478,-9223372036849659934,23,VR,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036849659934_2018-03-01
1095,-9223372036217247301,-9223372036848655993,25,BL,C4,11,28,3,2018,2018-03-28,POSITIVA,2018-03-28,-9223372036848655993_2018-03-28
1096,-9223372036217252684,-9223372036850350214,25,BL,C4,11,28,3,2018,2018-03-28,POSITIVA,2018-03-28,-9223372036850350214_2018-03-28
1097,-9223372036217269814,-9223372036850370153,25,BL,C4,11,14,3,2018,2018-03-14,POSITIVA,2018-03-14,-9223372036850370153_2018-03-14
1098,-9223372036217271389,-9223372036850370196,25,BL,C4,11,14,3,2018,2018-03-14,POSITIVA,2018-03-14,-9223372036850370196_2018-03-14
1099,-9223372036217272476,-9223372036848640291,25,BL,C4,11,14,3,2018,2018-03-14,POSITIVA,2018-03-14,-9223372036848640291_2018-03-14
1100,-9223372036217272477,-9223372036849082290,25,BL,C4,11,14,3,2018,2018-03-14,NEGATIVA,2018-03-14,-9223372036849082290_2018-03-14
1101,-9223372036217274043,-9223372036850370190,25,BL,C4,11,14,3,2018,2018-03-14,POSITIVA,2018-03-14,-9223372036850370190_2018-03-14
1102,-9223372036217286422,-9223372036850391119,24,VI,C4,11,3,3,2018,2018-03-03,POSITIVA,2018-03-03,-9223372036850391119_2018-03-03
1103,-9223372036217346804,-9223372036850251842,30,UD,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036850251842_2018-03-01
1104,-9223372036217499670,-9223372036850567958,30,UD,C4,11,1,3,2018,2018-03-01,POSITIVA,2018-03-01,-9223372036850567958_2018-03-01
1105,-9223372036216369622,-9223372036847809564,17,BS,C4,11,5,4,2018,2018-04-05,POSITIVA,2018-04-05,-9223372036847809564_2018-04-05
1106,-9223372036216388227,-9223372036847809495,17,BS,C4,11,5,4,2018,2018-04-05,POSITIVA,2018-04-05,-9223372036847809495_2018-04-05
1107,-9223372036216389313,-9223372036847809519,17,BS,C4,11,5,4,2018,2018-04-05,POSITIVA,2018-04-05,-9223372036847809519_2018-04-05
1108,-9223372036216395416,-9223372036847809494,17,BS,C4,11,5,4,2018,2018-04-05,POSITIVA,2018-04-05,-9223372036847809494_2018-04-05
1109,-9223372036216395417,-9223372036847809533,17,BS,C4,11,5,4,2018,2018-04-05,POSITIVA,2018-04-05,-9223372036847809533_2018-04-05
1110,-9223372036216422549,-9223372036848630449,21,BZ,C4,11,5,4,2018,2018-04-05,RIVEDIBILE,2018-04-05,-9223372036848630449_2018-04-05
1111,-9223372036216423875,-9223372036848659406,21,BZ,C4,11,7,4,2018,2018-04-07,POSITIVA,2018-04-07,-9223372036848659406_2018-04-07
1112,-9223372036216423882,-9223372036848621503,21,BZ,C4,11,5,4,2018,2018-04-05,POSITIVA,2018-04-05,-9223372036848621503_2018-04-05
1113,-9223372036216425233,-9223372036848607488,21,BZ,C4,11,4,4,2018,2018-04-04,POSITIVA,2018-04-04,-9223372036848607488_2018-04-04
1114,-9223372036216425297,-9223372036848652649,21,BZ,C4,11,13,4,2018,2018-04-13,POSITIVA,2018-04-13,-9223372036848652649_2018-04-13
1115,-9223372036216425317,-9223372036848651176,21,BZ,C4,11,5,4,2018,2018-04-05,POSITIVA,2018-04-05,-9223372036848651176_2018-04-05
1116,-9223372036216426033,-9223372036849108693,21,BZ,C4,11,23,4,2018,2018-04-23,POSITIVA,2018-04-23,-9223372036849108693_2018-04-23
1117,-9223372036216426093,-9223372036848615824,21,BZ,C4,11,3,4,2018,2018-04-03,POSITIVA,2018-04-03,-9223372036848615824_2018-04-03
1118,-9223372036216426094,-9223372036848616995,21,BZ,C4,11,3,4,2018,2018-04-03,NEGATIVA,2018-04-03,-9223372036848616995_2018-04-03
1119,-9223372036216426515,-9223372036848658524,21,BZ,C4,11,4,4,2018,2018-04-04,POSITIVA,2018-04-04,-9223372036848658524_2018-04-04
1120,-9223372036216426516,-9223372036848623301,21,BZ,C4,11,6,4,2018,2018-04-06,POSITIVA,2018-04-06,-9223372036848623301_2018-04-06
1121,-9223372036216426517,-9223372036848656768,21,BZ,C4,11,6,4,2018,2018-04-06,NEGATIVA,2018-04-06,-9223372036848656768_2018-04-06
1122,-9223372036216426520,-9223372036848629145,21,BZ,C4,11,5,4,2018,2018-04-05,NEGATIVA,2018-04-05,-9223372036848629145_2018-04-05
1123,-9223372036216426562,-9223372036848653191,21,BZ,C4,11,7,4,2018,2018-04-07,POSITIVA,2018-04-07,-9223372036848653191_2018-04-07
1124,-9223372036216426943,-9223372036848661913,21,BZ,C4,11,4,4,2018,2018-04-04,POSITIVA,2018-04-04,-9223372036848661913_2018-04-04
1125,-9223372036216427426,-9223372036848644050,21,BZ,C4,11,30,4,2018,2018-04-30,POSITIVA,2018-04-30,-9223372036848644050_2018-04-30
1126,-9223372036216427455,-9223372036848632823,21,BZ,C4,11,18,4,2018,2018-04-18,POSITIVA,2018-04-18,-9223372036848632823_2018-04-18
1127,-9223372036216427461,-9223372036849106817,21,BZ,C4,11,23,4,2018,2018-04-23,POSITIVA,2018-04-23,-9223372036849106817_2018-04-23
1128,-9223372036216427469,-9223372036848628092,21,BZ,C4,11,3,4,2018,2018-04-03,NEGATIVA,2018-04-03,-9223372036848628092_2018-04-03
