,idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,DataDiagnosiGravidanza,EsitoDiagnosiGravidanza,full_date,identifying_column
9225,-9223372036209066447,-9223372036848652163,21,BZ,C4,11,1,5,2021,2021-05-01,NEGATIVA,2021-05-01,-9223372036848652163_2021-05-01
9226,-9223372036209066449,-9223372036849111797,21,BZ,C4,11,1,5,2021,2021-05-01,POSITIVA,2021-05-01,-9223372036849111797_2021-05-01
9227,-9223372036209066451,-9223372036848622637,21,BZ,C4,11,1,5,2021,2021-05-01,POSITIVA,2021-05-01,-9223372036848622637_2021-05-01
9228,-9223372036209066493,-9223372036847928425,21,BZ,C4,11,1,5,2021,2021-05-01,POSITIVA,2021-05-01,-9223372036847928425_2021-05-01
9229,-9223372036209069169,-9223372036849415873,17,BS,C4,11,6,5,2021,2021-05-06,POSITIVA,2021-05-06,-9223372036849415873_2021-05-06
9230,-9223372036209071295,-9223372036847935056,22,TN,C4,11,11,5,2021,2021-05-11,POSITIVA,2021-05-11,-9223372036847935056_2021-05-11
9231,-9223372036209081369,-9223372036850176209,24,VI,C4,11,6,5,2021,2021-05-06,POSITIVA,2021-05-06,-9223372036850176209_2021-05-06
9232,-9223372036209081371,-9223372036850176185,24,VI,C4,11,6,5,2021,2021-05-06,POSITIVA,2021-05-06,-9223372036850176185_2021-05-06
9233,-9223372036209111149,-9223372036848589305,22,TN,C4,11,3,5,2021,2021-05-03,POSITIVA,2021-05-03,-9223372036848589305_2021-05-03
9234,-9223372036209127913,-9223372036848592313,22,TN,C4,11,2,5,2021,2021-05-02,POSITIVA,2021-05-02,-9223372036848592313_2021-05-02
9235,-9223372034164295346,-9223372036848639194,21,BZ,C4,11,24,6,2021,2021-06-24,Positiva,2021-06-24,-9223372036848639194_2021-06-24
9236,-9223372034177571361,-9223372036847940356,21,BZ,C4,11,17,6,2021,2021-06-17,Positiva,2021-06-17,-9223372036847940356_2021-06-17
9237,-9223372034251886283,-9223372036848611949,21,BZ,C4,11,15,6,2021,2021-06-15,POSITIVA,2021-06-15,-9223372036848611949_2021-06-15
9238,-9223372034284043412,-9223372036847911629,21,BZ,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036847911629_2021-06-14
9239,-9223372034284043426,-9223372036847997086,21,BZ,C4,11,4,6,2021,2021-06-04,POSITIVA,2021-06-04,-9223372036847997086_2021-06-04
9240,-9223372034284043428,-9223372036848123435,21,BZ,C4,11,4,6,2021,2021-06-04,POSITIVA,2021-06-04,-9223372036848123435_2021-06-04
9241,-9223372034304040469,-9223372036847926697,21,BZ,C4,11,5,6,2021,2021-06-05,POSITIVA,2021-06-05,-9223372036847926697_2021-06-05
9242,-9223372034323094541,-9223372036848633525,21,BZ,C4,11,4,6,2021,2021-06-04,POSITIVA,2021-06-04,-9223372036848633525_2021-06-04
9243,-9223372034323094549,-9223372036848009899,21,BZ,C4,11,2,6,2021,2021-06-02,POSITIVA,2021-06-02,-9223372036848009899_2021-06-02
9244,-9223372034323094551,-9223372036848015265,21,BZ,C4,11,2,6,2021,2021-06-02,POSITIVA,2021-06-02,-9223372036848015265_2021-06-02
9245,-9223372034905258943,-9223372036848633027,21,BZ,C4,11,15,6,2021,2021-06-15,POSITIVA,2021-06-15,-9223372036848633027_2021-06-15
9246,-9223372035215113274,-9223372036848015342,21,BZ,C4,11,29,6,2021,2021-06-29,NEGATIVA,2021-06-29,-9223372036848015342_2021-06-29
9247,-9223372035215113284,-9223372036847922510,21,BZ,C4,11,24,6,2021,2021-06-24,POSITIVA,2021-06-24,-9223372036847922510_2021-06-24
9248,-9223372035215113312,-9223372036847946269,21,BZ,C4,11,20,6,2021,2021-06-20,NEGATIVA,2021-06-20,-9223372036847946269_2021-06-20
9249,-9223372035215113376,-9223372036848630320,21,BZ,C4,11,5,6,2021,2021-06-05,POSITIVA,2021-06-05,-9223372036848630320_2021-06-05
9250,-9223372035215113378,-9223372036848640926,21,BZ,C4,11,5,6,2021,2021-06-05,POSITIVA,2021-06-05,-9223372036848640926_2021-06-05
9251,-9223372035215113384,-9223372036847924396,21,BZ,C4,11,4,6,2021,2021-06-04,POSITIVA,2021-06-04,-9223372036847924396_2021-06-04
9252,-9223372035215113386,-9223372036848007044,21,BZ,C4,11,4,6,2021,2021-06-04,NEGATIVA,2021-06-04,-9223372036848007044_2021-06-04
9253,-9223372035215113388,-9223372036848631672,21,BZ,C4,11,4,6,2021,2021-06-04,POSITIVA,2021-06-04,-9223372036848631672_2021-06-04
9254,-9223372035215113398,-9223372036848120403,21,BZ,C4,11,1,6,2021,2021-06-01,NEGATIVA,2021-06-01,-9223372036848120403_2021-06-01
9255,-9223372035215113400,-9223372036848635410,21,BZ,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036848635410_2021-06-01
9256,-9223372035241153905,-9223372036848018232,22,TN,C4,11,30,6,2021,2021-06-30,NEGATIVA,2021-06-30,-9223372036848018232_2021-06-30
9257,-9223372035241153927,-9223372036847919621,22,TN,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036847919621_2021-06-30
9258,-9223372035241153933,-9223372036848590580,22,TN,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036848590580_2021-06-30
9259,-9223372035909769433,-9223372036847419730,16,BG,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036847419730_2021-06-01
9260,-9223372035923592047,-9223372036847920288,21,BZ,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036847920288_2021-06-30
9261,-9223372035923592049,-9223372036849120927,21,BZ,C4,11,30,6,2021,2021-06-30,RIVEDIBILE,2021-06-30,-9223372036849120927_2021-06-30
9262,-9223372035933271630,-9223372036847952445,22,TN,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036847952445_2021-06-30
9263,-9223372035933271635,-9223372036847913425,22,TN,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036847913425_2021-06-30
9264,-9223372035933271640,-9223372036848114373,22,TN,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036848114373_2021-06-30
9265,-9223372035962578306,-9223372036848126004,21,BZ,C4,11,29,6,2021,2021-06-29,POSITIVA,2021-06-29,-9223372036848126004_2021-06-29
9266,-9223372035962578316,-9223372036848123932,21,BZ,C4,11,29,6,2021,2021-06-29,NEGATIVA,2021-06-29,-9223372036848123932_2021-06-29
9267,-9223372035962578344,-9223372036847938427,21,BZ,C4,11,29,6,2021,2021-06-29,POSITIVA,2021-06-29,-9223372036847938427_2021-06-29
9268,-9223372035962578372,-9223372036847984682,21,BZ,C4,11,28,6,2021,2021-06-28,POSITIVA,2021-06-28,-9223372036847984682_2021-06-28
9269,-9223372035962578374,-9223372036849128573,21,BZ,C4,11,28,6,2021,2021-06-28,POSITIVA,2021-06-28,-9223372036849128573_2021-06-28
9270,-9223372035962578376,-9223372036848635957,21,BZ,C4,11,28,6,2021,2021-06-28,POSITIVA,2021-06-28,-9223372036848635957_2021-06-28
9271,-9223372035962578384,-9223372036847899904,21,BZ,C4,11,28,6,2021,2021-06-28,POSITIVA,2021-06-28,-9223372036847899904_2021-06-28
9272,-9223372035962578386,-9223372036848643505,21,BZ,C4,11,28,6,2021,2021-06-28,POSITIVA,2021-06-28,-9223372036848643505_2021-06-28
9273,-9223372035962578388,-9223372036847918025,21,BZ,C4,11,27,6,2021,2021-06-27,POSITIVA,2021-06-27,-9223372036847918025_2021-06-27
9274,-9223372035962578390,-9223372036848127182,21,BZ,C4,11,27,6,2021,2021-06-27,POSITIVA,2021-06-27,-9223372036848127182_2021-06-27
9275,-9223372035962578394,-9223372036848652742,21,BZ,C4,11,27,6,2021,2021-06-27,POSITIVA,2021-06-27,-9223372036848652742_2021-06-27
9276,-9223372035962578456,-9223372036847922291,21,BZ,C4,11,26,6,2021,2021-06-26,POSITIVA,2021-06-26,-9223372036847922291_2021-06-26
9277,-9223372035962578460,-9223372036848635010,21,BZ,C4,11,26,6,2021,2021-06-26,POSITIVA,2021-06-26,-9223372036848635010_2021-06-26
9278,-9223372035962578468,-9223372036847932530,21,BZ,C4,11,26,6,2021,2021-06-26,POSITIVA,2021-06-26,-9223372036847932530_2021-06-26
9279,-9223372035962578470,-9223372036848630927,21,BZ,C4,11,26,6,2021,2021-06-26,POSITIVA,2021-06-26,-9223372036848630927_2021-06-26
9280,-9223372035962578478,-9223372036847899875,21,BZ,C4,11,26,6,2021,2021-06-26,POSITIVA,2021-06-26,-9223372036847899875_2021-06-26
9281,-9223372035962578480,-9223372036847917978,21,BZ,C4,11,26,6,2021,2021-06-26,NEGATIVA,2021-06-26,-9223372036847917978_2021-06-26
9282,-9223372035962578482,-9223372036848623704,21,BZ,C4,11,26,6,2021,2021-06-26,POSITIVA,2021-06-26,-9223372036848623704_2021-06-26
9283,-9223372035962578484,-9223372036848622514,21,BZ,C4,11,26,6,2021,2021-06-26,POSITIVA,2021-06-26,-9223372036848622514_2021-06-26
9284,-9223372035962578652,-9223372036847975111,21,BZ,C4,11,24,6,2021,2021-06-24,POSITIVA,2021-06-24,-9223372036847975111_2021-06-24
9285,-9223372035962578654,-9223372036848636819,21,BZ,C4,11,24,6,2021,2021-06-24,POSITIVA,2021-06-24,-9223372036848636819_2021-06-24
9286,-9223372035962578656,-9223372036848644056,21,BZ,C4,11,24,6,2021,2021-06-24,NEGATIVA,2021-06-24,-9223372036848644056_2021-06-24
9287,-9223372035962578658,-9223372036848652442,21,BZ,C4,11,24,6,2021,2021-06-24,POSITIVA,2021-06-24,-9223372036848652442_2021-06-24
9288,-9223372035962578678,-9223372036848121975,21,BZ,C4,11,24,6,2021,2021-06-24,POSITIVA,2021-06-24,-9223372036848121975_2021-06-24
9289,-9223372035962578716,-9223372036848126711,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036848126711_2021-06-23
9290,-9223372035962578718,-9223372036848627359,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036848627359_2021-06-23
9291,-9223372035962578730,-9223372036848633475,21,BZ,C4,11,22,6,2021,2021-06-22,POSITIVA,2021-06-22,-9223372036848633475_2021-06-22
9292,-9223372035962578741,-9223372036847918020,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036847918020_2021-06-23
9293,-9223372035962578746,-9223372036848613100,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036848613100_2021-06-23
9294,-9223372035962578751,-9223372036848658965,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036848658965_2021-06-23
9295,-9223372035962578761,-9223372036847946242,21,BZ,C4,11,20,6,2021,2021-06-20,NEGATIVA,2021-06-20,-9223372036847946242_2021-06-20
9296,-9223372035981209323,-9223372036847987752,21,BZ,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036847987752_2021-06-30
9297,-9223372035981209328,-9223372036849107126,21,BZ,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036849107126_2021-06-30
9298,-9223372035981209343,-9223372036847918013,21,BZ,C4,11,28,6,2021,2021-06-28,POSITIVA,2021-06-28,-9223372036847918013_2021-06-28
9299,-9223372035981209348,-9223372036848644621,21,BZ,C4,11,28,6,2021,2021-06-28,POSITIVA,2021-06-28,-9223372036848644621_2021-06-28
9300,-9223372035981209353,-9223372036848648350,21,BZ,C4,11,28,6,2021,2021-06-28,POSITIVA,2021-06-28,-9223372036848648350_2021-06-28
9301,-9223372035981209368,-9223372036847920399,21,BZ,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036847920399_2021-06-30
9302,-9223372035984178449,-9223372036849316094,24,VI,C4,11,20,6,2021,2021-06-20,POSITIVA,2021-06-20,-9223372036849316094_2021-06-20
9303,-9223372035984179741,-9223372036850185485,24,VI,C4,11,22,6,2021,2021-06-22,POSITIVA,2021-06-22,-9223372036850185485_2021-06-22
9304,-9223372035984179743,-9223372036849222408,24,VI,C4,11,22,6,2021,2021-06-22,POSITIVA,2021-06-22,-9223372036849222408_2021-06-22
9305,-9223372035984180238,-9223372036849220392,24,VI,C4,11,20,6,2021,2021-06-20,POSITIVA,2021-06-20,-9223372036849220392_2021-06-20
9306,-9223372036016129671,-9223372036845564477,93,PN,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036845564477_2021-06-01
9307,-9223372036016129673,-9223372036847640237,93,PN,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036847640237_2021-06-01
9308,-9223372036019940925,-9223372036848595839,22,TN,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036848595839_2021-06-30
9309,-9223372036021043884,-9223372036848639122,22,TN,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036848639122_2021-06-30
9310,-9223372036021043889,-9223372036848125607,22,TN,C4,11,30,6,2021,2021-06-30,NEGATIVA,2021-06-30,-9223372036848125607_2021-06-30
9311,-9223372036021043894,-9223372036848644202,22,TN,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036848644202_2021-06-30
9312,-9223372036021043899,-9223372036848125622,22,TN,C4,11,30,6,2021,2021-06-30,POSITIVA,2021-06-30,-9223372036848125622_2021-06-30
9313,-9223372036033017840,-9223372036850350248,25,BL,C4,11,27,6,2021,2021-06-27,POSITIVA,2021-06-27,-9223372036850350248_2021-06-27
9314,-9223372036033017845,-9223372036849326431,25,BL,C4,11,27,6,2021,2021-06-27,POSITIVA,2021-06-27,-9223372036849326431_2021-06-27
9315,-9223372036041563281,-9223372036847869810,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036847869810_2021-06-23
9316,-9223372036041563283,-9223372036847922471,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036847922471_2021-06-23
9317,-9223372036041563285,-9223372036848614969,21,BZ,C4,11,23,6,2021,2021-06-23,NEGATIVA,2021-06-23,-9223372036848614969_2021-06-23
9318,-9223372036041563287,-9223372036848646276,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036848646276_2021-06-23
9319,-9223372036041563337,-9223372036848625867,21,BZ,C4,11,22,6,2021,2021-06-22,RIVEDIBILE,2021-06-22,-9223372036848625867_2021-06-22
9320,-9223372036041563375,-9223372036847979853,21,BZ,C4,11,25,6,2021,2021-06-25,POSITIVA,2021-06-25,-9223372036847979853_2021-06-25
9321,-9223372036041563405,-9223372036847960435,21,BZ,C4,11,21,6,2021,2021-06-21,NEGATIVA,2021-06-21,-9223372036847960435_2021-06-21
9322,-9223372036041563407,-9223372036848622307,21,BZ,C4,11,21,6,2021,2021-06-21,POSITIVA,2021-06-21,-9223372036848622307_2021-06-21
9323,-9223372036041563409,-9223372036848636806,21,BZ,C4,11,21,6,2021,2021-06-21,NEGATIVA,2021-06-21,-9223372036848636806_2021-06-21
9324,-9223372036041563486,-9223372036848018046,21,BZ,C4,11,21,6,2021,2021-06-21,POSITIVA,2021-06-21,-9223372036848018046_2021-06-21
9325,-9223372036041563496,-9223372036848123131,21,BZ,C4,11,21,6,2021,2021-06-21,POSITIVA,2021-06-21,-9223372036848123131_2021-06-21
9326,-9223372036041563498,-9223372036848627134,21,BZ,C4,11,21,6,2021,2021-06-21,POSITIVA,2021-06-21,-9223372036848627134_2021-06-21
9327,-9223372036041563512,-9223372036848120308,21,BZ,C4,11,20,6,2021,2021-06-20,NEGATIVA,2021-06-20,-9223372036848120308_2021-06-20
9328,-9223372036041563518,-9223372036848637192,21,BZ,C4,11,20,6,2021,2021-06-20,POSITIVA,2021-06-20,-9223372036848637192_2021-06-20
9329,-9223372036041563542,-9223372036847932579,21,BZ,C4,11,19,6,2021,2021-06-19,POSITIVA,2021-06-19,-9223372036847932579_2021-06-19
9330,-9223372036041563608,-9223372036847994862,21,BZ,C4,11,19,6,2021,2021-06-19,POSITIVA,2021-06-19,-9223372036847994862_2021-06-19
9331,-9223372036041563618,-9223372036848122704,21,BZ,C4,11,19,6,2021,2021-06-19,POSITIVA,2021-06-19,-9223372036848122704_2021-06-19
9332,-9223372036041563638,-9223372036847979857,21,BZ,C4,11,19,6,2021,2021-06-19,POSITIVA,2021-06-19,-9223372036847979857_2021-06-19
9333,-9223372036041563698,-9223372036848126228,21,BZ,C4,11,17,6,2021,2021-06-17,POSITIVA,2021-06-17,-9223372036848126228_2021-06-17
9334,-9223372036041563720,-9223372036847913335,21,BZ,C4,11,17,6,2021,2021-06-17,POSITIVA,2021-06-17,-9223372036847913335_2021-06-17
9335,-9223372036041563730,-9223372036847911612,21,BZ,C4,11,15,6,2021,2021-06-15,NEGATIVA,2021-06-15,-9223372036847911612_2021-06-15
9336,-9223372036059663029,-9223372036850251982,30,UD,C4,11,1,6,2021,2021-06-01,NEGATIVA,2021-06-01,-9223372036850251982_2021-06-01
9337,-9223372036059663031,-9223372036849504301,30,UD,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036849504301_2021-06-01
9338,-9223372036059663057,-9223372036850251884,30,UD,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036850251884_2021-06-01
9339,-9223372036059663067,-9223372036847824156,30,UD,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036847824156_2021-06-01
9340,-9223372036059663071,-9223372036850251826,30,UD,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036850251826_2021-06-01
9341,-9223372036059663073,-9223372036850251850,30,UD,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036850251850_2021-06-01
9342,-9223372036060345789,-9223372036848122009,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036848122009_2021-06-23
9343,-9223372036060345797,-9223372036847955289,21,BZ,C4,11,24,6,2021,2021-06-24,POSITIVA,2021-06-24,-9223372036847955289_2021-06-24
9344,-9223372036060345802,-9223372036848124373,21,BZ,C4,11,24,6,2021,2021-06-24,POSITIVA,2021-06-24,-9223372036848124373_2021-06-24
9345,-9223372036060345847,-9223372036847948532,21,BZ,C4,11,22,6,2021,2021-06-22,POSITIVA,2021-06-22,-9223372036847948532_2021-06-22
9346,-9223372036060345867,-9223372036847906824,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036847906824_2021-06-23
9347,-9223372036060345872,-9223372036847920392,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036847920392_2021-06-23
9348,-9223372036060345877,-9223372036847920393,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036847920393_2021-06-23
9349,-9223372036060345882,-9223372036847940437,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036847940437_2021-06-23
9350,-9223372036060345887,-9223372036848125409,21,BZ,C4,11,23,6,2021,2021-06-23,POSITIVA,2021-06-23,-9223372036848125409_2021-06-23
9351,-9223372036064393566,-9223372036849330556,25,BL,C4,11,15,6,2021,2021-06-15,POSITIVA,2021-06-15,-9223372036849330556_2021-06-15
9352,-9223372036065933473,-9223372036848655027,22,TN,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036848655027_2021-06-14
9353,-9223372036065933478,-9223372036847999893,22,TN,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036847999893_2021-06-14
9354,-9223372036066843625,-9223372036848004495,21,BZ,C4,11,12,6,2021,2021-06-12,POSITIVA,2021-06-12,-9223372036848004495_2021-06-12
9355,-9223372036066843630,-9223372036848018077,21,BZ,C4,11,12,6,2021,2021-06-12,POSITIVA,2021-06-12,-9223372036848018077_2021-06-12
9356,-9223372036066843635,-9223372036848127600,21,BZ,C4,11,12,6,2021,2021-06-12,POSITIVA,2021-06-12,-9223372036848127600_2021-06-12
9357,-9223372036068708029,-9223372036847993898,21,BZ,C4,11,20,6,2021,2021-06-20,POSITIVA,2021-06-20,-9223372036847993898_2021-06-20
9358,-9223372036068708081,-9223372036848648354,21,BZ,C4,11,15,6,2021,2021-06-15,NEGATIVA,2021-06-15,-9223372036848648354_2021-06-15
9359,-9223372036068708083,-9223372036848127710,21,BZ,C4,11,15,6,2021,2021-06-15,POSITIVA,2021-06-15,-9223372036848127710_2021-06-15
9360,-9223372036068708127,-9223372036847947394,21,BZ,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036847947394_2021-06-14
9361,-9223372036068708129,-9223372036847911627,21,BZ,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036847911627_2021-06-14
9362,-9223372036068708131,-9223372036848009889,21,BZ,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036848009889_2021-06-14
9363,-9223372036068708133,-9223372036848119028,21,BZ,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036848119028_2021-06-14
9364,-9223372036068708140,-9223372036847911614,21,BZ,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036847911614_2021-06-14
9365,-9223372036068708176,-9223372036848640845,21,BZ,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036848640845_2021-06-14
9366,-9223372036068708202,-9223372036848641328,21,BZ,C4,11,13,6,2021,2021-06-13,NEGATIVA,2021-06-13,-9223372036848641328_2021-06-13
9367,-9223372036068708272,-9223372036848126613,21,BZ,C4,11,12,6,2021,2021-06-12,POSITIVA,2021-06-12,-9223372036848126613_2021-06-12
9368,-9223372036068708274,-9223372036849116993,21,BZ,C4,11,12,6,2021,2021-06-12,NEGATIVA,2021-06-12,-9223372036849116993_2021-06-12
9369,-9223372036068708336,-9223372036848009909,21,BZ,C4,11,11,6,2021,2021-06-11,POSITIVA,2021-06-11,-9223372036848009909_2021-06-11
9370,-9223372036068708338,-9223372036848612858,21,BZ,C4,11,11,6,2021,2021-06-11,POSITIVA,2021-06-11,-9223372036848612858_2021-06-11
9371,-9223372036068708368,-9223372036847924403,21,BZ,C4,11,11,6,2021,2021-06-11,POSITIVA,2021-06-11,-9223372036847924403_2021-06-11
9372,-9223372036068708372,-9223372036849086094,21,BZ,C4,11,11,6,2021,2021-06-11,POSITIVA,2021-06-11,-9223372036849086094_2021-06-11
9373,-9223372036068708454,-9223372036847922436,21,BZ,C4,11,10,6,2021,2021-06-10,POSITIVA,2021-06-10,-9223372036847922436_2021-06-10
9374,-9223372036068708456,-9223372036848634704,21,BZ,C4,11,10,6,2021,2021-06-10,POSITIVA,2021-06-10,-9223372036848634704_2021-06-10
9375,-9223372036068708494,-9223372036848620828,21,BZ,C4,11,8,6,2021,2021-06-08,NEGATIVA,2021-06-08,-9223372036848620828_2021-06-08
9376,-9223372036068708498,-9223372036848631768,21,BZ,C4,11,8,6,2021,2021-06-08,NEGATIVA,2021-06-08,-9223372036848631768_2021-06-08
9377,-9223372036069921267,-9223372036848610920,21,BZ,C4,11,15,6,2021,2021-06-15,NEGATIVA,2021-06-15,-9223372036848610920_2021-06-15
9378,-9223372036069921272,-9223372036848656805,21,BZ,C4,11,15,6,2021,2021-06-15,POSITIVA,2021-06-15,-9223372036848656805_2021-06-15
9379,-9223372036069921280,-9223372036848119299,21,BZ,C4,11,17,6,2021,2021-06-17,POSITIVA,2021-06-17,-9223372036848119299_2021-06-17
9380,-9223372036069921285,-9223372036848637838,21,BZ,C4,11,17,6,2021,2021-06-17,RIVEDIBILE,2021-06-17,-9223372036848637838_2021-06-17
9381,-9223372036069921290,-9223372036848656913,21,BZ,C4,11,17,6,2021,2021-06-17,NEGATIVA,2021-06-17,-9223372036848656913_2021-06-17
9382,-9223372036069921295,-9223372036847940364,21,BZ,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036847940364_2021-06-14
9383,-9223372036069921300,-9223372036847947408,21,BZ,C4,11,14,6,2021,2021-06-14,POSITIVA,2021-06-14,-9223372036847947408_2021-06-14
9384,-9223372036069921337,-9223372036847924441,21,BZ,C4,11,15,6,2021,2021-06-15,POSITIVA,2021-06-15,-9223372036847924441_2021-06-15
9385,-9223372036072858704,-9223372036847793171,93,PN,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036847793171_2021-06-01
9386,-9223372036072858709,-9223372036847795093,93,PN,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036847795093_2021-06-01
9387,-9223372036072858711,-9223372036847785448,93,PN,C4,11,1,6,2021,2021-06-01,POSITIVA,2021-06-01,-9223372036847785448_2021-06-01
9388,-9223372036074924239,-9223372036848625875,21,BZ,C4,11,10,6,2021,2021-06-10,POSITIVA,2021-06-10,-9223372036848625875_2021-06-10
9389,-9223372036074924244,-9223372036848621019,21,BZ,C4,11,11,6,2021,2021-06-11,NEGATIVA,2021-06-11,-9223372036848621019_2021-06-11
9390,-9223372036074924274,-9223372036847924467,21,BZ,C4,11,8,6,2021,2021-06-08,POSITIVA,2021-06-08,-9223372036847924467_2021-06-08
9391,-9223372036074924372,-9223372036848631792,21,BZ,C4,11,7,6,2021,2021-06-07,POSITIVA,2021-06-07,-9223372036848631792_2021-06-07
9392,-9223372036074924403,-9223372036848125012,21,BZ,C4,11,7,6,2021,2021-06-07,NEGATIVA,2021-06-07,-9223372036848125012_2021-06-07
9393,-9223372036074924405,-9223372036848612649,21,BZ,C4,11,7,6,2021,2021-06-07,POSITIVA,2021-06-07,-9223372036848612649_2021-06-07
9394,-9223372036074924407,-9223372036848629108,21,BZ,C4,11,7,6,2021,2021-06-07,POSITIVA,2021-06-07,-9223372036848629108_2021-06-07
9395,-9223372036074924409,-9223372036848624557,21,BZ,C4,11,7,6,2021,2021-06-07,POSITIVA,2021-06-07,-9223372036848624557_2021-06-07
9396,-9223372036074924411,-9223372036849119106,21,BZ,C4,11,7,6,2021,2021-06-07,POSITIVA,2021-06-07,-9223372036849119106_2021-06-07
9397,-9223372036074924413,-9223372036848646142,21,BZ,C4,11,7,6,2021,2021-06-07,RIVEDIBILE,2021-06-07,-9223372036848646142_2021-06-07
9398,-9223372036074924451,-9223372036847924411,21,BZ,C4,11,6,6,2021,2021-06-06,NEGATIVA,2021-06-06,-9223372036847924411_2021-06-06
9399,-9223372036074924467,-9223372036848653145,21,BZ,C4,11,6,6,2021,2021-06-06,POSITIVA,2021-06-06,-9223372036848653145_2021-06-06
9400,-9223372036074924573,-9223372036848126738,21,BZ,C4,11,6,6,2021,2021-06-06,NEGATIVA,2021-06-06,-9223372036848126738_2021-06-06
9401,-9223372036074924615,-9223372036847913291,21,BZ,C4,11,5,6,2021,2021-06-05,NEGATIVA,2021-06-05,-9223372036847913291_2021-06-05
9402,-9223372036074924617,-9223372036849148801,21,BZ,C4,11,5,6,2021,2021-06-05,POSITIVA,2021-06-05,-9223372036849148801_2021-06-05
9403,-9223372036074924623,-9223372036847943527,21,BZ,C4,11,5,6,2021,2021-06-05,POSITIVA,2021-06-05,-9223372036847943527_2021-06-05
9404,-9223372036074924625,-9223372036848618020,21,BZ,C4,11,5,6,2021,2021-06-05,POSITIVA,2021-06-05,-9223372036848618020_2021-06-05
9405,-9223372036074924683,-9223372036847981656,21,BZ,C4,11,5,6,2021,2021-06-05,POSITIVA,2021-06-05,-9223372036847981656_2021-06-05
9406,-9223372036074924691,-9223372036847913257,21,BZ,C4,11,4,6,2021,2021-06-04,POSITIVA,2021-06-04,-9223372036847913257_2021-06-04
