,idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,IcssIndiceCelluleSomatiche,AccuratezzaCalcoloIndice,TipoIndice,FrequenzaCalcolo,AnnoDiRiferimento,NumeroDiFiglie,NumeroDiAziende,AreaGeograficaEsteraDiInfluenzaSuCalcolo,identifying_column
1735,-9223372035851869157,-9223372036844932332,,,C4,11,6,5,2021,103.0,43.0,GENETICO,Semestrale,2021,,,,-9223372036844932332_2021
1736,-9223372035851869169,-9223372036844885069,,,C4,11,6,5,2021,100.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844885069_2021
1737,-9223372035851869181,-9223372036844836141,,,C4,11,6,5,2021,98.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844836141_2021
1738,-9223372035851869193,-9223372036844885281,,,C4,11,6,5,2021,107.0,54.0,GENETICO,Semestrale,2021,,,,-9223372036844885281_2021
1739,-9223372035851869205,-9223372036844908971,,,C4,11,6,5,2021,104.0,45.0,GENETICO,Semestrale,2021,,,,-9223372036844908971_2021
1740,-9223372035851869217,-9223372036844908972,,,C4,11,6,5,2021,96.0,45.0,GENETICO,Semestrale,2021,,,,-9223372036844908972_2021
1741,-9223372035851869229,-9223372036844946789,,,C4,11,6,5,2021,100.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844946789_2021
1742,-9223372035851869241,-9223372036844963443,,,C4,11,6,5,2021,105.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844963443_2021
1743,-9223372035851869253,-9223372036844952255,,,C4,11,6,5,2021,105.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844952255_2021
1744,-9223372035851869265,-9223372036844952254,,,C4,11,6,5,2021,104.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844952254_2021
1745,-9223372035851869277,-9223372036844956552,,,C4,11,6,5,2021,105.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844956552_2021
1746,-9223372035851869289,-9223372036844959840,,,C4,11,6,5,2021,102.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844959840_2021
1747,-9223372035851869301,-9223372036845069140,,,C4,11,6,5,2021,94.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036845069140_2021
1748,-9223372035851869313,-9223372036835155907,,,C4,11,6,5,2021,104.0,53.0,GENETICO,Semestrale,2021,,,,-9223372036835155907_2021
1749,-9223372035851869325,-9223372036844811492,,,C4,11,6,5,2021,97.0,39.0,GENETICO,Semestrale,2021,,,,-9223372036844811492_2021
1750,-9223372035851869337,-9223372036844811493,,,C4,11,6,5,2021,98.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844811493_2021
1751,-9223372035851869349,-9223372036844932181,,,C4,11,6,5,2021,103.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844932181_2021
1752,-9223372035851869361,-9223372036844932182,,,C4,11,6,5,2021,102.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844932182_2021
1753,-9223372035851869373,-9223372036844931019,,,C4,11,6,5,2021,111.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844931019_2021
1754,-9223372035851869385,-9223372036844931020,,,C4,11,6,5,2021,108.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844931020_2021
1755,-9223372035851869397,-9223372036844835873,,,C4,11,6,5,2021,92.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844835873_2021
1756,-9223372035851869409,-9223372036844909240,,,C4,11,6,5,2021,99.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844909240_2021
1757,-9223372035851869421,-9223372036844909241,,,C4,11,6,5,2021,97.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844909241_2021
1758,-9223372035851869433,-9223372036844885216,,,C4,11,6,5,2021,104.0,54.0,GENETICO,Semestrale,2021,,,,-9223372036844885216_2021
1759,-9223372035851869445,-9223372036844931138,,,C4,11,6,5,2021,110.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844931138_2021
1760,-9223372035851869457,-9223372036844835826,,,C4,11,6,5,2021,90.0,59.0,GENETICO,Semestrale,2021,,,,-9223372036844835826_2021
1761,-9223372035851869469,-9223372036844909116,,,C4,11,6,5,2021,102.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844909116_2021
1762,-9223372035851869481,-9223372036844931330,,,C4,11,6,5,2021,98.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844931330_2021
1763,-9223372035851869493,-9223372036844790329,,,C4,11,6,5,2021,95.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844790329_2021
1764,-9223372035851869505,-9223372036835155908,,,C4,11,6,5,2021,99.0,42.0,GENETICO,Semestrale,2021,,,,-9223372036835155908_2021
1765,-9223372035851869521,-9223372036835155909,,,C4,11,6,5,2021,99.0,42.0,GENETICO,Semestrale,2021,,,,-9223372036835155909_2021
1766,-9223372035851869533,-9223372036844931284,,,C4,11,6,5,2021,91.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844931284_2021
1767,-9223372035851869545,-9223372036844931285,,,C4,11,6,5,2021,91.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844931285_2021
1768,-9223372035851869557,-9223372036844931249,,,C4,11,6,5,2021,104.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844931249_2021
1769,-9223372035851869569,-9223372036844931248,,,C4,11,6,5,2021,97.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844931248_2021
1770,-9223372035851869581,-9223372036835155910,,,C4,11,6,5,2021,101.0,43.0,GENETICO,Semestrale,2021,,,,-9223372036835155910_2021
1771,-9223372035851869593,-9223372036844930662,,,C4,11,6,5,2021,102.0,48.0,GENETICO,Semestrale,2021,,,,-9223372036844930662_2021
1772,-9223372035851869605,-9223372036844812168,,,C4,11,6,5,2021,99.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844812168_2021
1773,-9223372035851869617,-9223372036844955552,,,C4,11,6,5,2021,102.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844955552_2021
1774,-9223372035851869629,-9223372036844812157,,,C4,11,6,5,2021,102.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844812157_2021
1775,-9223372035851869641,-9223372036844835909,,,C4,11,6,5,2021,94.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844835909_2021
1776,-9223372035851869653,-9223372036844885015,,,C4,11,6,5,2021,101.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844885015_2021
1777,-9223372035851869665,-9223372036844861024,,,C4,11,6,5,2021,94.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844861024_2021
1778,-9223372035851869677,-9223372036844812240,,,C4,11,6,5,2021,106.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844812240_2021
1779,-9223372035851869689,-9223372036844854969,,,C4,11,6,5,2021,102.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844854969_2021
1780,-9223372035851869701,-9223372036844909458,,,C4,11,6,5,2021,97.0,54.0,GENETICO,Semestrale,2021,,,,-9223372036844909458_2021
1781,-9223372035851869713,-9223372036844845597,,,C4,11,6,5,2021,100.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844845597_2021
1782,-9223372035851869725,-9223372036844845566,,,C4,11,6,5,2021,93.0,61.0,GENETICO,Semestrale,2021,,,,-9223372036844845566_2021
1783,-9223372035851869737,-9223372036844845581,,,C4,11,6,5,2021,103.0,40.0,GENETICO,Semestrale,2021,,,,-9223372036844845581_2021
1784,-9223372035851869749,-9223372036844885274,,,C4,11,6,5,2021,112.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844885274_2021
1785,-9223372035851869761,-9223372036844909506,,,C4,11,6,5,2021,100.0,54.0,GENETICO,Semestrale,2021,,,,-9223372036844909506_2021
1786,-9223372035851869773,-9223372036844788411,,,C4,11,6,5,2021,107.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844788411_2021
1787,-9223372035851869785,-9223372036844836287,,,C4,11,6,5,2021,100.0,44.0,GENETICO,Semestrale,2021,,,,-9223372036844836287_2021
1788,-9223372035851869797,-9223372036844885205,,,C4,11,6,5,2021,99.0,39.0,GENETICO,Semestrale,2021,,,,-9223372036844885205_2021
1789,-9223372035851869809,-9223372036847966778,,,C4,11,6,5,2021,105.0,68.0,GENETICO,Semestrale,2021,,,,-9223372036847966778_2021
1790,-9223372035851869821,-9223372036847966798,,,C4,11,6,5,2021,88.0,69.0,GENETICO,Semestrale,2021,,,,-9223372036847966798_2021
1791,-9223372035851869833,-9223372036846490628,,,C4,11,6,5,2021,92.0,60.0,GENETICO,Semestrale,2021,,,,-9223372036846490628_2021
1792,-9223372035851869845,-9223372036844909713,,,C4,11,6,5,2021,93.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844909713_2021
1793,-9223372035851869857,-9223372036844879018,,,C4,11,6,5,2021,99.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844879018_2021
1794,-9223372035851869869,-9223372036844931073,,,C4,11,6,5,2021,104.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844931073_2021
1795,-9223372035851869881,-9223372036844931074,,,C4,11,6,5,2021,95.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844931074_2021
1796,-9223372035851869893,-9223372036844931075,,,C4,11,6,5,2021,93.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844931075_2021
1797,-9223372035851869905,-9223372036844931076,,,C4,11,6,5,2021,106.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844931076_2021
1798,-9223372035851869917,-9223372036844932221,,,C4,11,6,5,2021,100.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844932221_2021
1799,-9223372035851869929,-9223372036844932222,,,C4,11,6,5,2021,101.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844932222_2021
1800,-9223372035851869941,-9223372036844955809,,,C4,11,6,5,2021,108.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844955809_2021
1801,-9223372035851869953,-9223372036844955256,,,C4,11,6,5,2021,106.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844955256_2021
1802,-9223372035851869965,-9223372036844955258,,,C4,11,6,5,2021,107.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844955258_2021
1803,-9223372035851869977,-9223372036844955476,,,C4,11,6,5,2021,106.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844955476_2021
1804,-9223372035851869989,-9223372036844860494,,,C4,11,6,5,2021,99.0,37.0,GENETICO,Semestrale,2021,,,,-9223372036844860494_2021
1805,-9223372035851870001,-9223372036844931622,,,C4,11,6,5,2021,101.0,48.0,GENETICO,Semestrale,2021,,,,-9223372036844931622_2021
1806,-9223372035851870013,-9223372036844908858,,,C4,11,6,5,2021,103.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844908858_2021
1807,-9223372035851870025,-9223372036844908859,,,C4,11,6,5,2021,97.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844908859_2021
1808,-9223372035851870037,-9223372036844885392,,,C4,11,6,5,2021,100.0,42.0,GENETICO,Semestrale,2021,,,,-9223372036844885392_2021
1809,-9223372035851870049,-9223372036835155911,,,C4,11,6,5,2021,105.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036835155911_2021
1810,-9223372035851870061,-9223372036844954957,,,C4,11,6,5,2021,100.0,59.0,GENETICO,Semestrale,2021,,,,-9223372036844954957_2021
1811,-9223372035851870073,-9223372036844884930,,,C4,11,6,5,2021,91.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844884930_2021
1812,-9223372035851870085,-9223372036844884935,,,C4,11,6,5,2021,99.0,59.0,GENETICO,Semestrale,2021,,,,-9223372036844884935_2021
1813,-9223372035851870097,-9223372036844954937,,,C4,11,6,5,2021,102.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844954937_2021
1814,-9223372035851870109,-9223372036844821884,,,C4,11,6,5,2021,99.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844821884_2021
1815,-9223372035851870121,-9223372036844821924,,,C4,11,6,5,2021,108.0,54.0,GENETICO,Semestrale,2021,,,,-9223372036844821924_2021
1816,-9223372035851870133,-9223372036844835812,,,C4,11,6,5,2021,108.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844835812_2021
1817,-9223372035851870145,-9223372036844908919,,,C4,11,6,5,2021,106.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844908919_2021
1818,-9223372035851870157,-9223372036844955075,,,C4,11,6,5,2021,105.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844955075_2021
1819,-9223372035851870169,-9223372036844931107,,,C4,11,6,5,2021,98.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844931107_2021
1820,-9223372035851870181,-9223372036844931081,,,C4,11,6,5,2021,94.0,59.0,GENETICO,Semestrale,2021,,,,-9223372036844931081_2021
1821,-9223372035851870193,-9223372036844908965,,,C4,11,6,5,2021,98.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844908965_2021
1822,-9223372035851870205,-9223372036844908927,,,C4,11,6,5,2021,98.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844908927_2021
1823,-9223372035851870217,-9223372036844908928,,,C4,11,6,5,2021,97.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844908928_2021
1824,-9223372035851870229,-9223372036844972455,,,C4,11,6,5,2021,110.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844972455_2021
1825,-9223372035851870241,-9223372036844860738,,,C4,11,6,5,2021,99.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844860738_2021
1826,-9223372035851870253,-9223372036844955274,,,C4,11,6,5,2021,114.0,59.0,GENETICO,Semestrale,2021,,,,-9223372036844955274_2021
1827,-9223372035851870265,-9223372036844860755,,,C4,11,6,5,2021,103.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844860755_2021
1828,-9223372035851870277,-9223372036844895019,,,C4,11,6,5,2021,105.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844895019_2021
1829,-9223372035851870289,-9223372036844931229,,,C4,11,6,5,2021,97.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844931229_2021
1830,-9223372035851870301,-9223372036844833515,,,C4,11,6,5,2021,98.0,51.0,GENETICO,Semestrale,2021,,,,-9223372036844833515_2021
1831,-9223372035851870313,-9223372036844860701,,,C4,11,6,5,2021,103.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844860701_2021
1832,-9223372035851870325,-9223372036844453255,,,C4,11,6,5,2021,104.0,53.0,GENETICO,Semestrale,2021,,,,-9223372036844453255_2021
1833,-9223372035851870337,-9223372036844909132,,,C4,11,6,5,2021,102.0,32.0,GENETICO,Semestrale,2021,,,,-9223372036844909132_2021
1834,-9223372035851870349,-9223372036844909133,,,C4,11,6,5,2021,105.0,33.0,GENETICO,Semestrale,2021,,,,-9223372036844909133_2021
1835,-9223372035851870361,-9223372036844884680,,,C4,11,6,5,2021,102.0,59.0,GENETICO,Semestrale,2021,,,,-9223372036844884680_2021
1836,-9223372035851870373,-9223372036844861337,,,C4,11,6,5,2021,98.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844861337_2021
1837,-9223372035851870385,-9223372036844904800,,,C4,11,6,5,2021,103.0,45.0,GENETICO,Semestrale,2021,,,,-9223372036844904800_2021
1838,-9223372035851870397,-9223372036844932315,,,C4,11,6,5,2021,95.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844932315_2021
1839,-9223372035851870409,-9223372036844972582,,,C4,11,6,5,2021,103.0,43.0,GENETICO,Semestrale,2021,,,,-9223372036844972582_2021
1840,-9223372035851870421,-9223372036844861724,,,C4,11,6,5,2021,100.0,44.0,GENETICO,Semestrale,2021,,,,-9223372036844861724_2021
1841,-9223372035851870433,-9223372036844821388,,,C4,11,6,5,2021,98.0,39.0,GENETICO,Semestrale,2021,,,,-9223372036844821388_2021
1842,-9223372035851870445,-9223372036844909467,,,C4,11,6,5,2021,103.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844909467_2021
1843,-9223372035851870457,-9223372036844861512,,,C4,11,6,5,2021,102.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844861512_2021
1844,-9223372035851870469,-9223372036844885489,,,C4,11,6,5,2021,103.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844885489_2021
1845,-9223372035851870481,-9223372036844916261,,,C4,11,6,5,2021,98.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844916261_2021
1846,-9223372035851870493,-9223372036844909134,,,C4,11,6,5,2021,101.0,43.0,GENETICO,Semestrale,2021,,,,-9223372036844909134_2021
1847,-9223372035851870505,-9223372036844861059,,,C4,11,6,5,2021,101.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844861059_2021
1848,-9223372035851870517,-9223372036844972254,,,C4,11,6,5,2021,107.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844972254_2021
1849,-9223372035851870529,-9223372036835155912,,,C4,11,6,5,2021,105.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036835155912_2021
1850,-9223372035851870541,-9223372036835155913,,,C4,11,6,5,2021,106.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036835155913_2021
1851,-9223372035851870553,-9223372036844884796,,,C4,11,6,5,2021,103.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844884796_2021
1852,-9223372035851870565,-9223372036844909138,,,C4,11,6,5,2021,99.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844909138_2021
1853,-9223372035851870577,-9223372036844861253,,,C4,11,6,5,2021,94.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844861253_2021
1854,-9223372035851870589,-9223372036844908892,,,C4,11,6,5,2021,100.0,45.0,GENETICO,Semestrale,2021,,,,-9223372036844908892_2021
1855,-9223372035851870601,-9223372036844955046,,,C4,11,6,5,2021,107.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844955046_2021
1856,-9223372035851870613,-9223372036844955047,,,C4,11,6,5,2021,99.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844955047_2021
1857,-9223372035851870625,-9223372036844903344,,,C4,11,6,5,2021,98.0,59.0,GENETICO,Semestrale,2021,,,,-9223372036844903344_2021
1858,-9223372035851870637,-9223372036844955086,,,C4,11,6,5,2021,105.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844955086_2021
1859,-9223372035851870649,-9223372036844931109,,,C4,11,6,5,2021,104.0,45.0,GENETICO,Semestrale,2021,,,,-9223372036844931109_2021
1860,-9223372035851870661,-9223372036844931279,,,C4,11,6,5,2021,95.0,43.0,GENETICO,Semestrale,2021,,,,-9223372036844931279_2021
1861,-9223372035851870673,-9223372036844982152,,,C4,11,6,5,2021,101.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844982152_2021
1862,-9223372035851870685,-9223372036844985046,,,C4,11,6,5,2021,97.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844985046_2021
1863,-9223372035851870697,-9223372036844787004,,,C4,11,6,5,2021,103.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844787004_2021
1864,-9223372035851870709,-9223372036844930668,,,C4,11,6,5,2021,108.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844930668_2021
1865,-9223372035851870721,-9223372036844903509,,,C4,11,6,5,2021,112.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844903509_2021
1866,-9223372035851870733,-9223372036844908967,,,C4,11,6,5,2021,101.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844908967_2021
1867,-9223372035851870745,-9223372036844908968,,,C4,11,6,5,2021,103.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844908968_2021
1868,-9223372035851870757,-9223372036844909629,,,C4,11,6,5,2021,106.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844909629_2021
1869,-9223372035851870769,-9223372036844908878,,,C4,11,6,5,2021,108.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844908878_2021
1870,-9223372035851870781,-9223372036844972192,,,C4,11,6,5,2021,96.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844972192_2021
1871,-9223372035851870793,-9223372036844955583,,,C4,11,6,5,2021,106.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844955583_2021
1872,-9223372035851870805,-9223372036844918598,,,C4,11,6,5,2021,108.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844918598_2021
1873,-9223372035851870817,-9223372036844909124,,,C4,11,6,5,2021,101.0,59.0,GENETICO,Semestrale,2021,,,,-9223372036844909124_2021
1874,-9223372035851870829,-9223372036844955811,,,C4,11,6,5,2021,108.0,45.0,GENETICO,Semestrale,2021,,,,-9223372036844955811_2021
1875,-9223372035851870841,-9223372036844895481,,,C4,11,6,5,2021,115.0,44.0,GENETICO,Semestrale,2021,,,,-9223372036844895481_2021
1876,-9223372035851870853,-9223372036844835289,,,C4,11,6,5,2021,105.0,50.0,GENETICO,Semestrale,2021,,,,-9223372036844835289_2021
1877,-9223372035851870865,-9223372036844908966,,,C4,11,6,5,2021,97.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844908966_2021
1878,-9223372035851870877,-9223372036844972500,,,C4,11,6,5,2021,101.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844972500_2021
1879,-9223372035851870889,-9223372036844972471,,,C4,11,6,5,2021,107.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844972471_2021
1880,-9223372035851870901,-9223372036844992974,,,C4,11,6,5,2021,90.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844992974_2021
1881,-9223372035851870913,-9223372036845004933,,,C4,11,6,5,2021,95.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036845004933_2021
1882,-9223372035851870925,-9223372036844955061,,,C4,11,6,5,2021,100.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844955061_2021
1883,-9223372035851870937,-9223372036844931332,,,C4,11,6,5,2021,102.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844931332_2021
1884,-9223372035851870949,-9223372036844931607,,,C4,11,6,5,2021,101.0,42.0,GENETICO,Semestrale,2021,,,,-9223372036844931607_2021
1885,-9223372035851870961,-9223372036844931610,,,C4,11,6,5,2021,99.0,44.0,GENETICO,Semestrale,2021,,,,-9223372036844931610_2021
1886,-9223372035851870973,-9223372036844931611,,,C4,11,6,5,2021,102.0,42.0,GENETICO,Semestrale,2021,,,,-9223372036844931611_2021
1887,-9223372035851870985,-9223372036844955379,,,C4,11,6,5,2021,101.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844955379_2021
1888,-9223372035851870997,-9223372036844931594,,,C4,11,6,5,2021,102.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844931594_2021
1889,-9223372035851871009,-9223372036844931624,,,C4,11,6,5,2021,105.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844931624_2021
1890,-9223372035851871021,-9223372036844931626,,,C4,11,6,5,2021,108.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844931626_2021
1891,-9223372035851871033,-9223372036844909272,,,C4,11,6,5,2021,93.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844909272_2021
1892,-9223372035851871045,-9223372036844972115,,,C4,11,6,5,2021,100.0,58.0,GENETICO,Semestrale,2021,,,,-9223372036844972115_2021
1893,-9223372035851871057,-9223372036844931481,,,C4,11,6,5,2021,108.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844931481_2021
1894,-9223372035851871069,-9223372036844931480,,,C4,11,6,5,2021,105.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844931480_2021
1895,-9223372035851871081,-9223372036844931479,,,C4,11,6,5,2021,109.0,48.0,GENETICO,Semestrale,2021,,,,-9223372036844931479_2021
1896,-9223372035851871093,-9223372036844955218,,,C4,11,6,5,2021,102.0,60.0,GENETICO,Semestrale,2021,,,,-9223372036844955218_2021
1897,-9223372035851871105,-9223372036844985149,,,C4,11,6,5,2021,102.0,54.0,GENETICO,Semestrale,2021,,,,-9223372036844985149_2021
1898,-9223372035851871117,-9223372036844973626,,,C4,11,6,5,2021,100.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844973626_2021
1899,-9223372035851871129,-9223372036844985073,,,C4,11,6,5,2021,101.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844985073_2021
1900,-9223372035851871141,-9223372036844985259,,,C4,11,6,5,2021,104.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844985259_2021
1901,-9223372035851871153,-9223372036844930665,,,C4,11,6,5,2021,113.0,49.0,GENETICO,Semestrale,2021,,,,-9223372036844930665_2021
1902,-9223372035851871165,-9223372036844780217,,,C4,11,6,5,2021,107.0,48.0,GENETICO,Semestrale,2021,,,,-9223372036844780217_2021
1903,-9223372035851871177,-9223372036844780293,,,C4,11,6,5,2021,109.0,48.0,GENETICO,Semestrale,2021,,,,-9223372036844780293_2021
1904,-9223372035851871189,-9223372036845004956,,,C4,11,6,5,2021,100.0,59.0,GENETICO,Semestrale,2021,,,,-9223372036845004956_2021
1905,-9223372035851871201,-9223372036844931186,,,C4,11,6,5,2021,98.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844931186_2021
1906,-9223372035851871213,-9223372036844909687,,,C4,11,6,5,2021,107.0,44.0,GENETICO,Semestrale,2021,,,,-9223372036844909687_2021
1907,-9223372035851871225,-9223372036844909702,,,C4,11,6,5,2021,109.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844909702_2021
1908,-9223372035851871237,-9223372036844931842,,,C4,11,6,5,2021,95.0,47.0,GENETICO,Semestrale,2021,,,,-9223372036844931842_2021
1909,-9223372035851871249,-9223372036844931043,,,C4,11,6,5,2021,97.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036844931043_2021
1910,-9223372035851871261,-9223372036844931045,,,C4,11,6,5,2021,95.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844931045_2021
1911,-9223372035851871273,-9223372036844834980,,,C4,11,6,5,2021,106.0,48.0,GENETICO,Semestrale,2021,,,,-9223372036844834980_2021
1912,-9223372035851871285,-9223372036844960484,,,C4,11,6,5,2021,102.0,55.0,GENETICO,Semestrale,2021,,,,-9223372036844960484_2021
1913,-9223372035851871297,-9223372036844931728,,,C4,11,6,5,2021,98.0,56.0,GENETICO,Semestrale,2021,,,,-9223372036844931728_2021
1914,-9223372035851871309,-9223372036844009777,,,C4,11,6,5,2021,105.0,36.0,GENETICO,Semestrale,2021,,,,-9223372036844009777_2021
1915,-9223372035851871321,-9223372036845004840,,,C4,11,6,5,2021,100.0,49.0,GENETICO,Semestrale,2021,,,,-9223372036845004840_2021
1916,-9223372035851871333,-9223372036845004841,,,C4,11,6,5,2021,100.0,49.0,GENETICO,Semestrale,2021,,,,-9223372036845004841_2021
1917,-9223372035851871345,-9223372036844992838,,,C4,11,6,5,2021,98.0,42.0,GENETICO,Semestrale,2021,,,,-9223372036844992838_2021
1918,-9223372035851871357,-9223372036845004842,,,C4,11,6,5,2021,99.0,45.0,GENETICO,Semestrale,2021,,,,-9223372036845004842_2021
1919,-9223372035851871369,-9223372036845004843,,,C4,11,6,5,2021,104.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036845004843_2021
1920,-9223372035851871381,-9223372036845004844,,,C4,11,6,5,2021,106.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036845004844_2021
1921,-9223372035851871393,-9223372036845004845,,,C4,11,6,5,2021,101.0,45.0,GENETICO,Semestrale,2021,,,,-9223372036845004845_2021
1922,-9223372035851871405,-9223372036845004846,,,C4,11,6,5,2021,98.0,46.0,GENETICO,Semestrale,2021,,,,-9223372036845004846_2021
1923,-9223372035851871417,-9223372036844972510,,,C4,11,6,5,2021,96.0,57.0,GENETICO,Semestrale,2021,,,,-9223372036844972510_2021
