idAnimale,mean,std,count,num_non_positive_records
-9223372036848123897,1.0614358974358977,0.35948558652121543,39,0
-9223372036845833597,0.5740833333333334,0.11450797521958411,12,0
-9223372036847632358,1.2078823529411764,0.22155755655145665,17,0
-9223372036848648160,,,0,0
-9223372036847992795,0.9476111111111111,0.18638584200192201,18,0
-9223372036848614600,0.8342499999999999,0.056795136235420735,4,0
-9223372036845797331,0.8248000000000001,0.08297324870101207,5,0
-9223372036845535186,0.7084285714285714,0.13112573806722108,14,0
-9223372036844224467,0.6895,0.09550000000000003,2,0
-9223372036845833592,0.6737500000000001,0.04889465717233325,8,0
-9223372036848648140,0.7895000000000001,0.26290578160245925,10,0
-9223372036848648139,0.6643000000000001,0.11347162640942447,10,0
-9223372036832670595,0.9606,0.20393783366506574,5,0
-9223372036848648137,0.6244999999999999,0.25492440055828314,40,0
-9223372036845469640,,,0,0
-9223372036848648133,0.706,0.12415032963236981,23,0
-9223372036848648132,0.7498666666666668,0.17039282718341037,30,0
-9223372036848648131,0.7506499999999999,0.1821143253563541,20,0
-9223372036848648129,0.7049285714285716,0.157042516666081,14,0
-9223372036848648127,0.789875,0.18535198778270492,8,0
-9223372036848648125,0.751860465116279,0.25763148202425923,43,0
-9223372036848648124,0.7646470588235293,0.11516992110201169,34,0
-9223372036848648122,0.7393548387096774,0.17566675716640606,31,0
-9223372036848648121,0.7164838709677419,0.14454843388931723,31,0
-9223372036844231414,0.6351,0.183312547306506,10,0
-9223372036849139618,0.7041071428571428,0.26483112399167485,28,0
-9223372036845797282,0.6379090909090909,0.15585334280280908,11,0
-9223372036845797280,0.85288,0.17492542868319633,25,0
-9223372036845797276,0.6963333333333334,0.14137667798956474,21,0
-9223372036845797275,0.9598571428571431,0.2222230294769918,21,0
-9223372036848615317,0.6086666666666667,0.11162387239694245,6,0
-9223372036848615316,0.6200869565217391,0.12546016622071143,23,0
-9223372036836199142,0.5353333333333333,0.009463379711052268,3,0
-9223372036845797258,0.6966,0.13162841638491288,10,0
-9223372036849106817,0.7542000000000001,0.145005838962896,15,0
-9223372036836199141,,,0,0
-9223372036845797237,0.6304999999999998,0.15206377891247755,14,0
-9223372036845797235,0.7420588235294118,0.13603696322441852,17,0
-9223372036848648048,0.6680588235294117,0.1303635056241428,34,0
-9223372036848648038,0.7105333333333335,0.13807165611457775,30,0
-9223372036844224355,0.614,0.09087628953693037,4,0
-9223372036844224354,0.61975,0.09751249919882066,4,0
-9223372036834131806,0.8263999999999999,0.22954136882052437,10,1
-9223372036845436765,0.8163529411764705,0.2096501122112102,17,0
-9223372036849106780,0.7024285714285714,0.1410439213688489,35,0
-9223372036848123732,0.7929333333333335,0.21676360908192643,30,0
-9223372036848123731,0.667125,0.1564612072527884,16,0
-9223372036844224332,0.6703333333333333,0.15228555049277948,3,0
-9223372036833836875,0.8268333333333334,0.1301030574412283,6,0
-9223372036844224320,0.7471666666666666,0.16516599394413958,18,0
-9223372036848123706,0.7714482758620691,0.22446619992956726,29,0
-9223372036848123704,0.8509148936170214,0.19344577884422356,47,0
-9223372036848123700,0.7806190476190477,0.20340224660239742,42,0
-9223372036848123695,0.7841290322580646,0.198767126173949,31,0
-9223372036848123683,,,0,0
