idAnimale,mean,std,count,num_non_positive_records
-9223372036845469640,3.8441666666666663,0.44770634597046105,12,0
-9223372036849401793,3.5404761904761903,0.6459358378167013,21,0
-9223372036849401792,3.4846153846153842,0.41082684701082045,13,0
-9223372036849401791,3.9599999999999995,0.6524568951279462,4,0
-9223372036849401790,4.691666666666666,0.531217155847462,18,0
-9223372036849401771,3.93923076923077,0.5304346771710557,13,0
-9223372036849401770,3.717272727272728,0.5454787873400913,22,0
-9223372036849401763,3.6561764705882354,0.39919046541927944,34,0
-9223372036849139618,3.8373684210526315,0.7394474616066068,38,0
-9223372036848615317,3.438333333333334,0.31840313370875534,12,0
-9223372036848615316,3.8385294117647057,0.35863411104569554,34,0
-9223372036847959886,3.8425,0.34437443284889785,8,0
-9223372036849139489,3.4021568627450978,1.0460538615561017,51,0
-9223372036845469429,,,0,0
-9223372036844682986,4.303750000000001,0.5411778242869898,8,0
-9223372036834983657,3.8619999999999997,1.1432392575484802,10,0
-9223372036848615117,3.5379999999999994,0.7985503532443439,15,0
-9223372036848615116,4.43,0.6500000000000001,2,0
-9223372036849139400,3.9292307692307693,0.5134717659597944,13,0
-9223372036845469354,3.8666666666666667,0.6987767088912514,12,0
-9223372036845469352,4.510909090909092,0.733725915453628,11,0
-9223372036834983564,4.5625,0.4889465717233328,4,0
-9223372036848615021,3.5233333333333334,0.06018490028422598,3,0
-9223372036848615020,3.921111111111111,0.5183830510870517,9,0
-9223372036848615019,3.921666666666667,1.387412659913729,6,1
-9223372036848615018,3.8637499999999996,0.4823623508318202,8,0
-9223372036848615017,4.05576923076923,0.5018440845592389,26,0
-9223372036848615016,4.42,0.7067177654481314,32,0
-9223372036848615014,3.9744897959183674,0.43998173071761115,49,0
-9223372036848615013,3.68925,0.5012703237775002,40,0
-9223372036848615008,3.737692307692307,0.2666358463451849,26,1
-9223372036848615005,4.184130434782609,0.48351330221778815,46,0
-9223372036848615004,,,0,0
-9223372036848615003,3.6052173913043477,0.6007739180150115,23,0
-9223372036848615002,,,0,0
-9223372036848615001,4.28,0.5503587346832113,38,0
-9223372036848615000,3.263333333333333,0.062360956446232296,3,0
-9223372036848614999,3.63,0.4777656329205776,10,0
-9223372036848614998,4.268461538461539,1.024333525565591,13,0
-9223372036848614997,4.0633333333333335,0.504105368174375,6,0
-9223372036848614995,3.9822222222222226,0.34298616032259893,9,0
-9223372036848614993,4.365945945945946,0.32600331170146324,37,1
-9223372036848614992,2.968888888888889,0.4399859705956404,9,0
-9223372036848614991,4.234090909090909,0.5902977606945428,22,1
-9223372036848614989,3.89975,0.45957310354284225,40,0
-9223372036848614988,4.581224489795919,0.33467396655558057,49,0
-9223372036848614987,4.548461538461539,0.5058556521661121,13,0
-9223372036848614986,3.9672916666666667,0.529220100648639,48,0
-9223372036848614984,3.413653846153846,0.3924627804310476,52,2
-9223372036848614981,4.208611111111111,0.5517001640272134,36,0
-9223372036848614979,4.004166666666666,0.5770753609557614,24,0
-9223372036848614978,4.07125,0.7107731266022935,16,0
-9223372036848614977,3.4603448275862063,0.37110722271212687,29,0
-9223372036848614971,3.365,0.09499999999999997,2,0
-9223372036848614970,4.0798000000000005,0.47059745005683995,50,0
-9223372036848614969,3.4892307692307694,0.4439068082806005,26,0
-9223372036849139254,4.109999999999999,0.52,2,0
-9223372036834983459,3.942,0.5380854950656075,5,0
-9223372036849139221,3.9783333333333335,0.43013886646575483,36,0
-9223372036845075984,3.573333333333334,0.36033163736881174,12,0
-9223372036834983418,3.135,0.12579745625409122,4,0
-9223372036833541625,4.046428571428571,0.614789245454514,14,0
-9223372036849139183,4.7299999999999995,0.8858047188856019,4,1
-9223372036845993450,4.220769230769231,0.3991618437611403,13,0
-9223372036831182309,,,0,0
-9223372036845469128,3.5233333333333334,0.4964764736509565,12,0
-9223372036844682679,3.7725,0.28886631856275663,8,0
-9223372036849139085,3.796666666666667,0.6991502779167804,18,1
-9223372036834983181,3.7700000000000005,0.11983321743156196,5,0
-9223372036845731070,3.8588461538461543,0.5873429539563152,26,0
-9223372036847959290,3.950277777777778,0.4543828911044022,36,1
-9223372036847959289,,,0,0
-9223372036847959287,3.6385714285714283,0.31384384522190895,7,0
-9223372036848614631,,,0,0
-9223372036849138913,3.9114634146341465,0.5355897637212407,41,0
-9223372036848614625,3.5127586206896555,0.340556305048728,29,0
-9223372036848614623,3.489111111111111,0.6102524877175284,45,0
-9223372036848614624,4.215454545454545,0.814564731914744,11,0
-9223372036848614621,,,0,0
-9223372036848614620,3.6716666666666664,0.5458148851844266,6,0
-9223372036848614619,3.4050000000000002,0.32499999999999996,2,0
-9223372036848614618,3.4549999999999996,0.3633937258676875,40,0
-9223372036848614617,4.218823529411765,0.5726294598341027,17,0
-9223372036848614616,,,0,0
-9223372036848614615,4.143555555555555,0.41179906402977945,45,0
-9223372036848614614,4.36625,2.1066201455174594,8,0
-9223372036848614613,3.565555555555556,0.5218580290358057,9,0
-9223372036848614612,4.646666666666666,0.6597091492590971,33,0
-9223372036848614611,4.4724324324324325,0.7707960273022262,37,0
-9223372036848614610,4.268437499999999,0.3940662172703339,32,1
-9223372036848614609,3.345,0.313328900677866,8,0
-9223372036848614608,4.228750000000001,0.2675554848998615,8,0
-9223372036848614607,3.997142857142857,0.26780666190979135,14,0
-9223372036848614604,3.77875,0.4189303094390125,24,0
-9223372036848614603,3.94904761904762,0.4485999889805825,42,0
-9223372036848614602,3.3193333333333332,0.20750796504123778,15,0
-9223372036848614601,4.26972972972973,0.7608938075799017,37,0
-9223372036848614600,4.08125,0.7301787024420803,8,0
-9223372036848614599,3.784782608695652,0.5002509767082344,23,0
-9223372036848614598,4.135185185185185,0.6254857097599071,27,0
-9223372036848614597,3.682380952380952,0.5419181519811936,21,0
-9223372036848614596,3.774,0.5316427371835338,10,0
-9223372036830526659,,,0,0
-9223372036848614594,3.512307692307693,0.27098549056116367,13,0
-9223372036848614593,4.022777777777778,0.43851777558745875,18,0
-9223372036848614592,3.734444444444445,0.3899889203870943,36,0
-9223372036848614591,3.6217777777777775,0.5294243787733109,45,0
-9223372036848614590,3.9845161290322575,0.296635311121873,31,0
-9223372036848614589,3.0541666666666667,0.3633973567444994,12,0
-9223372036848614588,,,0,0
-9223372036848614587,3.714444444444445,1.0842110404561067,9,0
-9223372036848614586,4.026071428571428,0.4811469873847156,28,0
-9223372036848614585,3.3658823529411768,0.34712362306328465,34,0
-9223372036848614584,4.321428571428571,0.7250109077293462,7,0
-9223372036848614583,3.8625000000000003,0.6803078347336594,12,0
-9223372036848614582,3.803333333333333,0.619408319823577,18,0
-9223372036848614581,4.172499999999999,0.6099129036182135,8,0
-9223372036848614580,3.7942105263157897,0.6231103289101055,19,0
-9223372036848614579,3.7690000000000006,0.4595312829394752,20,0
-9223372036847959218,3.9332258064516132,0.35304561614041124,31,0
-9223372036848614575,3.02,0.2993325909419152,3,0
-9223372036848614574,3.9804878048780483,0.6499228893079555,41,0
-9223372036848614573,3.361111111111111,0.4892668993151204,36,0
-9223372036848614572,3.940810810810811,0.45389830018425203,37,0
-9223372036846386350,3.046666666666667,0.21638443156156653,3,0
-9223372036847959209,4.002666666666666,0.599260284758542,15,0
-9223372036847959204,3.7703999999999995,0.42271957607851557,25,0
-9223372036847959202,3.746,0.28773367315395443,30,0
-9223372036847959201,3.9792857142857136,0.4942593923627304,14,0
-9223372036847959198,3.912962962962963,0.4208440796411405,27,0
-9223372036847959197,3.77125,0.7140717313407666,16,0
-9223372036847959196,3.3685714285714283,0.6041919886788252,28,0
-9223372036847959195,3.6288888888888886,0.4562433831754254,27,1
-9223372036847959194,4.073448275862069,0.4351478215905008,29,0
-9223372036847959193,3.5772972972972967,0.6618632529974535,37,0
-9223372036847959192,3.8254838709677417,0.451548152040092,31,0
-9223372036847959191,4.3871875,0.7025277324374818,32,0
-9223372036847959190,3.7651515151515147,0.5017371110036714,33,0
-9223372036847959189,4.227096774193548,0.3770102552587121,31,1
-9223372036847959188,3.8825806451612896,0.42154835747504266,31,0
-9223372036847959185,3.56875,0.5045155473322899,24,0
-9223372036847959182,3.962727272727273,0.46419218020695835,33,0
-9223372036847959181,3.37,0.5251850672274581,31,0
-9223372036847959178,3.845714285714286,0.33032914939310987,28,0
-9223372036847959177,3.4,0.14966629547095764,3,0
-9223372036847959162,4.296666666666667,0.1825437542679076,6,0
-9223372036847959158,3.6279166666666662,0.4969488502071639,24,0
-9223372036847959155,3.4945161290322586,0.8673349567261829,31,0
-9223372036847959141,3.9927586206896555,0.5019678280096427,29,0
-9223372036834982992,3.175,0.025000000000000133,2,0
-9223372036834982950,3.1100000000000003,0.050000000000000044,2,0
-9223372036847959072,3.8132142857142854,0.835571034731119,28,0
-9223372036804574227,3.5399999999999996,0.5731055749161755,4,0
-9223372036804574226,,,0,0
-9223372036804574225,3.8499999999999996,0.6667458286333706,4,0
-9223372036804574224,4.703333333333333,0.4563867755411948,3,0
-9223372036834982896,3.1559999999999997,0.14880860190190628,5,0
-9223372036849138660,3.5023076923076926,0.5126275277904228,26,0
-9223372036848614345,4.075681818181818,0.6191467652682592,44,1
-9223372036848614339,3.7380000000000004,0.4378310176312316,5,0
-9223372036848614333,3.658260869565218,0.6190852450533142,23,0
-9223372036848614316,3.858478260869565,0.8756040583041599,46,0
-9223372036848614314,4.275,0.7783047817746807,6,0
-9223372036848614289,3.8024999999999998,0.34650937938243453,4,0
-9223372036848614280,3.465357142857143,0.39634925203895205,56,0
-9223372036848614279,3.5780357142857144,0.52726524784176,56,0
-9223372036848614262,3.837368421052632,0.46726350173686976,19,0
-9223372036834982750,3.825,0.16500000000000004,2,0
-9223372036848614230,3.9355882352941167,0.40757670643241817,34,0
-9223372036848614229,4.562857142857143,1.1904106648633523,7,0
-9223372036848614228,4.460454545454545,0.612821175701713,44,0
-9223372036849269573,4.101249999999999,1.3244065101647102,24,0
-9223372036848614171,3.496363636363636,0.5443005975523707,55,0
-9223372036848614168,4.461666666666667,0.48447967506961076,30,0
-9223372036846254872,4.506666666666667,0.5182234610238671,6,0
-9223372036846254870,3.555,0.42609662440969115,12,0
-9223372036848614163,4.09,0.4693731043755182,18,0
-9223372036848614162,3.652222222222222,0.3130771214103919,9,0
-9223372036848614159,3.3227272727272723,0.5952858886755156,11,0
-9223372036848614156,3.9676744186046515,0.5470591023268102,43,0
-9223372036848614155,3.614166666666667,0.36151206372985983,12,0
-9223372036848614152,3.727333333333333,0.41688474293129135,15,0
-9223372036848614151,3.9703703703703703,0.5530620585463863,27,0
-9223372036848614150,3.723214285714286,0.3307464887129089,28,0
-9223372036846254855,3.6795,0.48473162677919013,20,0
-9223372036848614148,3.9213333333333327,0.49606719974885116,45,0
-9223372036848614147,3.7641666666666667,0.44531745854939125,24,0
-9223372036848614146,4.455,0.125,2,0
-9223372036848614140,3.7886666666666664,0.3898865931980165,30,0
-9223372036848614138,3.917058823529412,0.5828304637550863,17,0
-9223372036848614135,3.8682352941176474,0.6383916859081721,17,0
-9223372036848614134,3.9407692307692312,0.591386396379292,26,0
-9223372036848614133,3.6184375,0.40163812517457803,32,0
-9223372036848614132,3.819756097560976,0.6056582301357032,41,0
-9223372036848614129,3.9305,0.6329255485442187,20,0
-9223372036848614128,,,0,0
-9223372036848614127,4.500909090909091,0.8261185755243895,22,0
-9223372036848614126,3.732,0.5674645363368535,5,0
-9223372036848614125,3.75,0.32753625753494825,5,0
-9223372036848614123,4.070476190476191,0.2938411652330005,42,0
-9223372036834982635,4.255555555555556,0.41188215982274223,9,0
-9223372036848614120,4.236857142857142,0.542537800808499,35,0
-9223372036848614119,3.5843589743589743,0.45159997542523866,39,0
-9223372036848614116,3.8840000000000003,0.5077046385448926,10,0
-9223372036848614115,3.4620588235294116,0.628058537042175,34,0
-9223372036848614114,3.7874999999999996,0.17612140698961037,4,0
-9223372036848614112,3.9804166666666667,0.3684141596838476,24,0
-9223372036848614111,4.115666666666667,0.47023882820919366,30,0
-9223372036848614110,3.6975,0.17137313091613868,8,0
-9223372036846254788,4.395263157894737,0.6086513860127905,19,0
-9223372036846647998,3.8353333333333337,0.789572598871623,15,0
-9223372036849138364,3.7249999999999996,0.21500000000000008,2,0
-9223372036846254775,3.8704761904761904,0.32045319382572324,21,0
-9223372036844026548,3.8510000000000004,0.2387236896497706,10,0
-9223372036848614067,3.0076923076923086,0.3176876512975949,13,0
-9223372036848614066,3.90875,0.5755700978160696,40,0
-9223372036848614065,3.661481481481482,0.3567206989571419,27,0
-9223372036848614064,3.4984615384615383,0.5524747979472583,13,0
-9223372036846254770,3.5735,0.41878723715032196,20,0
-9223372036846385836,3.936666666666666,0.8023853327561653,3,0
-9223372036848614059,3.6510526315789478,0.29080459593925023,19,0
-9223372036845337257,3.569,0.5141877089157227,10,0
-9223372036848614055,3.7275,0.31865930082142574,8,0
-9223372036846254758,3.934285714285714,0.31770863304323993,7,0
-9223372036846254756,3.79625,0.5437509578535624,24,1
-9223372036848614051,3.6634615384615383,0.32113910606431445,26,0
-9223372036848614046,3.132,0.5789438660181141,5,0
-9223372036848614044,3.533725490196079,0.4470423973590473,51,0
-9223372036848614043,3.873076923076923,0.46796835224000444,52,0
-9223372036844681883,4.2555555555555555,0.645843309361422,9,0
-9223372036848614039,3.974827586206896,0.4060628513407761,29,1
-9223372036848614033,4.365945945945947,0.5700519628256729,37,0
-9223372036848614022,4.048333333333333,0.33525694955097096,12,0
-9223372036848614020,3.7149019607843137,0.5988497881937379,51,0
-9223372036848614014,3.515,0.3302398118539517,6,0
-9223372036849138300,3.846764705882353,0.4153787824046533,34,0
-9223372036848614012,3.8228205128205137,0.6456439787309504,39,0
-9223372036844288633,3.3577777777777778,0.5865866948860023,9,0
-9223372036848614007,3.9457894736842105,0.44222304195571394,19,0
-9223372036848614001,3.9759649122807015,0.4630177884844842,57,0
-9223372036849138241,3.572,0.2819503502391867,5,0
-9223372036849138220,3.8127272727272725,0.2646469658411477,11,0
-9223372036849138218,4.047567567567569,0.4587020784626719,37,0
-9223372036834196009,,,0,0
-9223372036846909982,4.377142857142856,0.37314803467566726,21,0
-9223372036846909971,3.7600000000000002,0.32911135761970556,7,0
-9223372036846647826,3.786363636363636,0.3701909268391779,22,0
-9223372036846909969,3.933,0.7797634256619119,20,0
-9223372036848613903,3.652272727272728,0.48046314604841844,22,0
-9223372036846909964,3.8983333333333334,0.6849918896519059,18,1
-9223372036848613893,3.7711428571428574,0.5401892336610064,35,0
-9223372036848613878,3.3515789473684214,0.2709100289160832,19,0
-9223372036846909938,3.9605882352941175,0.3893504483448011,17,0
-9223372036846647754,3.817222222222222,0.7705900016333485,18,0
-9223372036846647745,3.5868181818181815,0.3929074186999038,22,0
-9223372036846647733,4.4191666666666665,0.44159669257014245,24,0
-9223372036846909877,3.955000000000001,0.39355893632801225,22,0
-9223372036846647731,4.033888888888889,0.5727820885709104,18,0
-9223372036846647730,4.09,0.49832218493661296,8,0
