idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,DataAsciutta
-9223372036220110781,-9223372036848653743,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220110959,-9223372036848637195,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220110970,-9223372036848620473,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220110972,-9223372036848618501,21,BZ,C4,11,22,8,2018,2018-08-22
-9223372036220111016,-9223372036848662040,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220111067,-9223372036848622157,21,BZ,C4,11,6,8,2018,2018-08-06
-9223372036220111410,-9223372036848651002,21,BZ,C4,11,7,8,2018,2018-08-07
-9223372036220111478,-9223372036849111207,21,BZ,C4,11,12,8,2018,2018-08-12
-9223372036220111626,-9223372036848633669,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220111799,-9223372036848662037,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220111841,-9223372036848620254,21,BZ,C4,11,17,8,2018,2018-08-17
-9223372036220111860,-9223372036848641308,21,BZ,C4,11,17,8,2018,2018-08-17
-9223372036220111869,-9223372036848629634,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220111871,-9223372036848620467,21,BZ,C4,11,24,8,2018,2018-08-24
-9223372036220111985,-9223372036848620484,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220112208,-9223372036848639891,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220112209,-9223372036848639907,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220112213,-9223372036848639889,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220112214,-9223372036848646454,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220112217,-9223372036848657376,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220112548,-9223372036848648405,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220112629,-9223372036848661127,21,BZ,C4,11,8,8,2018,2018-08-08
-9223372036220112636,-9223372036848654496,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220112638,-9223372036848636801,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220112664,-9223372036848634018,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220112670,-9223372036848630506,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220112780,-9223372036848628863,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220112911,-9223372036849111576,21,BZ,C4,11,21,8,2018,2018-08-21
-9223372036220112912,-9223372036848623938,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220112914,-9223372036848660325,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220112929,-9223372036848632417,21,BZ,C4,11,31,8,2018,2018-08-31
-9223372036220112945,-9223372036848641318,21,BZ,C4,11,26,8,2018,2018-08-26
-9223372036220112949,-9223372036848655345,21,BZ,C4,11,13,8,2018,2018-08-13
-9223372036220113061,-9223372036848625097,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220113135,-9223372036848624229,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220113148,-9223372036848656744,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220113189,-9223372036848650009,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220113199,-9223372036849107068,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220113200,-9223372036848661781,21,BZ,C4,11,24,8,2018,2018-08-24
-9223372036220113206,-9223372036848623695,21,BZ,C4,11,8,8,2018,2018-08-08
-9223372036220113377,-9223372036848643347,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220113378,-9223372036849133635,21,BZ,C4,11,26,8,2018,2018-08-26
-9223372036220113382,-9223372036848654779,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220113716,-9223372036848631444,21,BZ,C4,11,31,8,2018,2018-08-31
-9223372036220114164,-9223372036848634436,21,BZ,C4,11,6,8,2018,2018-08-06
-9223372036220114244,-9223372036848662050,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220114255,-9223372036849152656,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220114633,-9223372036848652759,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220114649,-9223372036848624539,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220114650,-9223372036848644180,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220114700,-9223372036848657367,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220114714,-9223372036848622462,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220114753,-9223372036848655754,21,BZ,C4,11,4,8,2018,2018-08-04
-9223372036220114764,-9223372036848651566,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220114838,-9223372036848640820,21,BZ,C4,11,24,8,2018,2018-08-24
-9223372036220114929,-9223372036848625868,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220114965,-9223372036849121376,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220114975,-9223372036848640351,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220114976,-9223372036848649024,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220114985,-9223372036848648714,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220115115,-9223372036848662425,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220115145,-9223372036848649681,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220115245,-9223372036848622497,21,BZ,C4,11,8,8,2018,2018-08-08
-9223372036220115251,-9223372036848648628,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220115260,-9223372036848622487,21,BZ,C4,11,11,8,2018,2018-08-11
-9223372036220115292,-9223372036848636498,21,BZ,C4,11,7,8,2018,2018-08-07
-9223372036220115319,-9223372036848620570,21,BZ,C4,11,8,8,2018,2018-08-08
-9223372036220115493,-9223372036848633541,21,BZ,C4,11,24,8,2018,2018-08-24
-9223372036220115533,-9223372036848657385,21,BZ,C4,11,23,8,2018,2018-08-23
-9223372036220115707,-9223372036848628924,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220115731,-9223372036848622160,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220115733,-9223372036848642153,21,BZ,C4,11,9,8,2018,2018-08-09
-9223372036220115951,-9223372036848656358,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220115953,-9223372036849141583,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220115973,-9223372036848627324,21,BZ,C4,11,22,8,2018,2018-08-22
-9223372036220116096,-9223372036848660317,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220116171,-9223372036848656125,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220116184,-9223372036848637838,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220116311,-9223372036848625511,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220116312,-9223372036848642431,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220116432,-9223372036848631796,21,BZ,C4,11,27,8,2018,2018-08-27
-9223372036220116458,-9223372036848034430,21,BZ,C4,11,2,8,2018,2018-08-02
-9223372036220116513,-9223372036848659964,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220116533,-9223372036848628913,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220116536,-9223372036848649520,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220116543,-9223372036848634414,21,BZ,C4,11,26,8,2018,2018-08-26
-9223372036220116544,-9223372036848634454,21,BZ,C4,11,26,8,2018,2018-08-26
-9223372036220116547,-9223372036848647889,21,BZ,C4,11,24,8,2018,2018-08-24
-9223372036220116550,-9223372036849097482,21,BZ,C4,11,26,8,2018,2018-08-26
-9223372036220116560,-9223372036848657951,21,BZ,C4,11,29,8,2018,2018-08-29
-9223372036220116737,-9223372036848622624,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220116783,-9223372036848619056,21,BZ,C4,11,9,8,2018,2018-08-09
-9223372036220116892,-9223372036848635958,21,BZ,C4,11,29,8,2018,2018-08-29
-9223372036220117057,-9223372036848634047,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220117058,-9223372036848634052,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220117129,-9223372036848659723,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220117192,-9223372036848633109,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220117194,-9223372036848648132,21,BZ,C4,11,18,8,2018,2018-08-18
-9223372036220117228,-9223372036848658953,21,BZ,C4,11,22,8,2018,2018-08-22
-9223372036220117292,-9223372036848627060,21,BZ,C4,11,24,8,2018,2018-08-24
-9223372036220117294,-9223372036849115800,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220117583,-9223372036848661883,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220117656,-9223372036848644430,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220117701,-9223372036848640250,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220118104,-9223372036848627125,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220118125,-9223372036848650564,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220118136,-9223372036848632836,21,BZ,C4,11,7,8,2018,2018-08-07
-9223372036220118468,-9223372036848629169,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220118470,-9223372036848630934,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220118471,-9223372036848637369,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220118521,-9223372036848616585,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220118695,-9223372036848656885,21,BZ,C4,11,28,8,2018,2018-08-28
-9223372036220118712,-9223372036849127924,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220118855,-9223372036848640908,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220118978,-9223372036848612144,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220119003,-9223372036848650978,21,BZ,C4,11,17,8,2018,2018-08-17
-9223372036220119024,-9223372036848640299,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220119025,-9223372036848660008,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220119037,-9223372036848635246,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220119102,-9223372036848622604,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220119112,-9223372036848651494,21,BZ,C4,11,7,8,2018,2018-08-07
-9223372036220119125,-9223372036848625510,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220119158,-9223372036848633324,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220119172,-9223372036848642453,21,BZ,C4,11,13,8,2018,2018-08-13
-9223372036220119434,-9223372036848625435,21,BZ,C4,11,3,8,2018,2018-08-03
-9223372036220119551,-9223372036848634869,21,BZ,C4,11,28,8,2018,2018-08-28
-9223372036220119574,-9223372036848654209,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220119575,-9223372036848634521,21,BZ,C4,11,7,8,2018,2018-08-07
-9223372036220119633,-9223372036848622163,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220119637,-9223372036848640644,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220119644,-9223372036848656123,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220119685,-9223372036848622637,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220119713,-9223372036848632318,21,BZ,C4,11,4,8,2018,2018-08-04
-9223372036220119735,-9223372036848652746,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220119759,-9223372036848623348,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220119760,-9223372036848630518,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220120063,-9223372036848623940,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220120109,-9223372036848638932,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220120209,-9223372036848620476,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220120210,-9223372036848623792,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220120232,-9223372036848634626,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220120415,-9223372036848647888,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220120426,-9223372036848634450,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220120432,-9223372036848634402,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220120436,-9223372036848642793,21,BZ,C4,11,4,8,2018,2018-08-04
-9223372036220120440,-9223372036848620250,21,BZ,C4,11,27,8,2018,2018-08-27
-9223372036220120453,-9223372036848642132,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220120496,-9223372036848657066,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220120510,-9223372036848637208,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220120538,-9223372036848662283,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220120541,-9223372036848642836,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220120611,-9223372036848630292,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220120656,-9223372036848634640,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220120680,-9223372036848636808,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220120868,-9223372036848650936,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220120910,-9223372036848617095,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220120918,-9223372036848633511,21,BZ,C4,11,26,8,2018,2018-08-26
-9223372036220121073,-9223372036848630221,21,BZ,C4,11,6,8,2018,2018-08-06
-9223372036220121092,-9223372036848623954,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220121146,-9223372036848627067,21,BZ,C4,11,17,8,2018,2018-08-17
-9223372036220121147,-9223372036848627077,21,BZ,C4,11,14,8,2018,2018-08-14
-9223372036220121148,-9223372036848637391,21,BZ,C4,11,18,8,2018,2018-08-18
-9223372036220121151,-9223372036848648293,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220121247,-9223372036848631166,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220121254,-9223372036848642824,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220121301,-9223372036848632334,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220121400,-9223372036848643373,21,BZ,C4,11,18,8,2018,2018-08-18
-9223372036220121419,-9223372036848655343,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220121457,-9223372036848655033,21,BZ,C4,11,13,8,2018,2018-08-13
-9223372036220121458,-9223372036848625474,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220121459,-9223372036848657329,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220121474,-9223372036848635416,21,BZ,C4,11,19,8,2018,2018-08-19
-9223372036220121493,-9223372036848642796,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220121499,-9223372036848630194,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220121526,-9223372036848652741,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220121529,-9223372036848653102,21,BZ,C4,11,28,8,2018,2018-08-28
-9223372036220121577,-9223372036848633058,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220121755,-9223372036848629627,21,BZ,C4,11,2,8,2018,2018-08-02
-9223372036220121756,-9223372036848631117,21,BZ,C4,11,17,8,2018,2018-08-17
-9223372036220121909,-9223372036848627135,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220121913,-9223372036848657776,21,BZ,C4,11,24,8,2018,2018-08-24
-9223372036220121950,-9223372036848640260,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220121961,-9223372036848654242,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220122029,-9223372036849092256,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220122030,-9223372036848638734,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220122085,-9223372036848635354,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220122162,-9223372036848635409,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220122163,-9223372036848645229,21,BZ,C4,11,22,8,2018,2018-08-22
-9223372036220122173,-9223372036848651162,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220122183,-9223372036848625456,21,BZ,C4,11,11,8,2018,2018-08-11
-9223372036220122428,-9223372036848634618,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220122440,-9223372036848653151,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220122472,-9223372036848618106,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220122473,-9223372036848640614,21,BZ,C4,11,14,8,2018,2018-08-14
-9223372036220122475,-9223372036848642039,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220122617,-9223372036848658930,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220122640,-9223372036848625465,21,BZ,C4,11,17,8,2018,2018-08-17
-9223372036220122645,-9223372036848655041,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220122856,-9223372036848652566,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220122863,-9223372036849117286,21,BZ,C4,11,7,8,2018,2018-08-07
-9223372036220122903,-9223372036848623967,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220122904,-9223372036848651013,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220122905,-9223372036848622603,21,BZ,C4,11,9,8,2018,2018-08-09
-9223372036220122951,-9223372036848648285,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220123011,-9223372036848661437,21,BZ,C4,11,6,8,2018,2018-08-06
-9223372036220123026,-9223372036848618390,21,BZ,C4,11,24,8,2018,2018-08-24
-9223372036220123049,-9223372036848631089,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220123051,-9223372036849136839,21,BZ,C4,11,17,8,2018,2018-08-17
-9223372036220123287,-9223372036848643377,21,BZ,C4,11,28,8,2018,2018-08-28
-9223372036220123296,-9223372036848631185,21,BZ,C4,11,29,8,2018,2018-08-29
-9223372036220123301,-9223372036848630998,21,BZ,C4,11,26,8,2018,2018-08-26
-9223372036220123328,-9223372036848632399,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220123342,-9223372036849150185,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220123381,-9223372036848659591,21,BZ,C4,11,26,8,2018,2018-08-26
-9223372036220123403,-9223372036848623356,21,BZ,C4,11,5,8,2018,2018-08-05
-9223372036220123430,-9223372036848635146,21,BZ,C4,11,14,8,2018,2018-08-14
-9223372036220123431,-9223372036848648707,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220123432,-9223372036848658965,21,BZ,C4,11,2,8,2018,2018-08-02
-9223372036220123468,-9223372036848645577,21,BZ,C4,11,21,8,2018,2018-08-21
-9223372036220123469,-9223372036848651577,21,BZ,C4,11,27,8,2018,2018-08-27
-9223372036220123480,-9223372036848630250,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220123538,-9223372036848660425,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220123550,-9223372036848653787,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220123708,-9223372036848631010,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220123738,-9223372036848630995,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220123860,-9223372036848629748,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220123873,-9223372036849104670,21,BZ,C4,11,17,8,2018,2018-08-17
-9223372036220123926,-9223372036848623820,21,BZ,C4,11,18,8,2018,2018-08-18
-9223372036220123964,-9223372036848653149,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220123967,-9223372036848642046,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220123973,-9223372036848626499,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220123982,-9223372036848623950,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220123993,-9223372036848632329,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220124311,-9223372036849154487,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220124353,-9223372036848623155,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220124358,-9223372036848647749,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220124375,-9223372036848657399,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220124395,-9223372036848648875,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220124438,-9223372036848627090,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220124441,-9223372036848655344,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220124730,-9223372036848643489,21,BZ,C4,11,22,8,2018,2018-08-22
-9223372036220124940,-9223372036848637832,21,BZ,C4,11,3,8,2018,2018-08-03
-9223372036220124941,-9223372036848642496,21,BZ,C4,11,4,8,2018,2018-08-04
-9223372036220124945,-9223372036848651567,21,BZ,C4,11,28,8,2018,2018-08-28
-9223372036220125231,-9223372036848623916,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220125386,-9223372036848649007,21,BZ,C4,11,28,8,2018,2018-08-28
-9223372036220125389,-9223372036848637603,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220125411,-9223372036848655763,21,BZ,C4,11,21,8,2018,2018-08-21
-9223372036220125558,-9223372036848642811,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220125718,-9223372036849142646,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220125868,-9223372036848627337,21,BZ,C4,11,18,8,2018,2018-08-18
-9223372036220125986,-9223372036849102080,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220126115,-9223372036848618394,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220126135,-9223372036848622430,21,BZ,C4,11,15,8,2018,2018-08-15
-9223372036220126136,-9223372036849142985,21,BZ,C4,11,3,8,2018,2018-08-03
-9223372036220126138,-9223372036848631145,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220126139,-9223372036848633056,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220126143,-9223372036848657415,21,BZ,C4,11,4,8,2018,2018-08-04
-9223372036220126154,-9223372036848637803,21,BZ,C4,11,16,8,2018,2018-08-16
-9223372036220126175,-9223372036848623374,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220126257,-9223372036848620865,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220126436,-9223372036848625440,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220126457,-9223372036848648551,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220126472,-9223372036848622409,21,BZ,C4,11,25,8,2018,2018-08-25
-9223372036220126596,-9223372036848634016,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220126771,-9223372036848629427,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220126896,-9223372036848636669,21,BZ,C4,11,31,8,2018,2018-08-31
-9223372036220126924,-9223372036848648359,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220126926,-9223372036848645093,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220126927,-9223372036849103049,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220127008,-9223372036849151031,21,BZ,C4,11,6,8,2018,2018-08-06
-9223372036220127014,-9223372036848618395,21,BZ,C4,11,22,8,2018,2018-08-22
-9223372036220127377,-9223372036848642249,21,BZ,C4,11,17,8,2018,2018-08-17
-9223372036220127509,-9223372036848643497,21,BZ,C4,11,26,8,2018,2018-08-26
-9223372036220127513,-9223372036848636513,21,BZ,C4,11,23,8,2018,2018-08-23
-9223372036220127525,-9223372036848636522,21,BZ,C4,11,2,8,2018,2018-08-02
-9223372036220127785,-9223372036848630521,21,BZ,C4,11,13,8,2018,2018-08-13
-9223372036220127792,-9223372036848623939,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220127793,-9223372036848653345,21,BZ,C4,11,9,8,2018,2018-08-09
-9223372036220127909,-9223372036848643502,21,BZ,C4,11,1,8,2018,2018-08-01
-9223372036220127956,-9223372036848659537,21,BZ,C4,11,22,8,2018,2018-08-22
-9223372036220127971,-9223372036848647593,21,BZ,C4,11,28,8,2018,2018-08-28
-9223372036220129435,-9223372036848623375,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220129667,-9223372036848656211,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220129682,-9223372036848646716,21,BZ,C4,11,19,8,2018,2018-08-19
-9223372036220129833,-9223372036848642475,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220130231,-9223372036848657611,21,BZ,C4,11,30,8,2018,2018-08-30
-9223372036220131160,-9223372036848660444,21,BZ,C4,11,10,8,2018,2018-08-10
-9223372036220131293,-9223372036848645949,21,BZ,C4,11,20,8,2018,2018-08-20
-9223372036220131592,-9223372036848639792,21,BZ,C4,11,28,8,2018,2018-08-28
-9223372036220146634,-9223372036848642140,16,BG,C4,11,18,8,2018,2018-08-18
-9223372036220151234,-9223372036849083862,17,BS,C4,11,17,8,2018,2018-08-17
-9223372036220166363,-9223372036849322132,14,SO,C4,11,28,8,2018,2018-08-28
-9223372036220167609,-9223372036849334126,1,TO,C4,11,1,8,2018,2018-08-01
-9223372036220172122,-9223372036849254733,96,BI,C4,11,1,8,2018,2018-08-01
-9223372036220180521,-9223372036849284474,14,SO,C4,11,28,8,2018,2018-08-28
-9223372036220181943,-9223372036849352468,17,BS,C4,11,22,8,2018,2018-08-22
-9223372036220191757,-9223372036849609926,30,UD,C4,11,20,8,2018,2018-08-20
-9223372036220254582,-9223372036848307095,72,BA,C4,11,1,8,2018,2018-08-01
-9223372036220254585,-9223372036849885366,72,BA,C4,11,1,8,2018,2018-08-01
-9223372036220254588,-9223372036849885433,72,BA,C4,11,1,8,2018,2018-08-01
-9223372036220263425,-9223372036849829462,13,CO,C4,11,10,8,2018,2018-08-10
-9223372036220292793,-9223372036848307096,72,BA,C4,11,1,8,2018,2018-08-01
-9223372036220292797,-9223372036849885537,72,BA,C4,11,1,8,2018,2018-08-01
-9223372036220299685,-9223372036849143157,72,BA,C4,11,1,8,2018,2018-08-01
-9223372036220299686,-9223372036849885354,72,BA,C4,11,1,8,2018,2018-08-01
-9223372036220305465,-9223372036848307098,72,BA,C4,11,1,8,2018,2018-08-01
-9223372036220315871,-9223372036848636190,36,MO,C4,11,15,8,2018,2018-08-15
-9223372036220322524,-9223372036849927772,4,CN,C4,11,28,8,2018,2018-08-28
-9223372036220328634,-9223372036848657106,1,TO,C4,11,15,8,2018,2018-08-15
-9223372036220353708,-9223372036849960668,28,PD,C4,11,28,8,2018,2018-08-28
-9223372036220358976,-9223372036849966144,25,BL,C4,11,30,8,2018,2018-08-30
-9223372036220359564,-9223372036849960645,28,PD,C4,11,20,8,2018,2018-08-20
-9223372036220410394,-9223372036850039784,16,BG,C4,11,19,8,2018,2018-08-19
-9223372036220412737,-9223372036849133179,16,BG,C4,11,15,8,2018,2018-08-15
-9223372036220412738,-9223372036850039796,16,BG,C4,11,31,8,2018,2018-08-31
-9223372036220511543,-9223372036848573636,24,VI,C4,11,25,8,2018,2018-08-25
-9223372036220512979,-9223372036850183262,24,VI,C4,11,25,8,2018,2018-08-25
-9223372036220512980,-9223372036850183357,24,VI,C4,11,25,8,2018,2018-08-25
-9223372036220514406,-9223372036850185852,24,VI,C4,11,25,8,2018,2018-08-25
-9223372036220532902,-9223372036848635972,16,BG,C4,11,31,8,2018,2018-08-31
-9223372036220543597,-9223372036850228497,1,TO,C4,11,10,8,2018,2018-08-10
-9223372036220546866,-9223372036850228574,1,TO,C4,11,20,8,2018,2018-08-20
-9223372036220577366,-9223372036849226435,30,UD,C4,11,10,8,2018,2018-08-10
